@relation 'teste 07-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute CO(GT) numeric
@attribute PT08.S1(CO) numeric
@attribute NMHC(GT) numeric
@attribute C6H6(GT) numeric
@attribute PT08.S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08.S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08.S4(NO2) numeric
@attribute PT08.S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
-200,889,-200,1.7,559,-200,1331,-200,1241,714,10.2,63.2,0.7865
4,1309,-200,21.3,1333,911,537,127,1555,1411,4.4,81.3,0.689
1.7,1238,-200,9,940,95,815,103,1622,877,19.7,47.1,10666
0.5,851,18,0.8,477,15,1699,26,1064,343,14.5,36.1,0.5928
1.3,928,-200,5.5,787,85,1012,68,1585,606,25.4,39.2,12534
3.1,1390,386,13.5,1100,195,755,119,1799,1192,14.9,59.3,0.9974
1.9,1196,-200,12.3,1061,116,791,120,1649,899,31.1,22.3,0.9888
0.2,787,-200,1.6,549,28,1366,43,1317,596,14.3,61.9,10031
4.7,1643,319,23.3,1384,339,667,124,2094,1610,11.5,60,0.8117
5,1440,-200,30.2,1556,310,517,142,2530,1561,22.9,52.4,14442
1.7,918,-200,7.5,879,130,1030,96,1569,804,20.9,42.6,1.04
-200,816,-200,4.6,742,-200,1009,-200,1305,537,35.5,18.2,10376
2.1,1048,-200,12.5,1068,147,869,110,1573,993,27.1,21.6,0.7618
1.7,976,-200,8.2,909,103,878,97,1675,830,25.8,40.9,13389
0.4,796,-200,1.3,526,25,1534,36,1322,392,21.4,47.8,12005
5.1,1589,-200,24.1,1407,932,556,203,1757,1972,15.8,57.9,10292
2.2,1128,-200,13,1082,95,675,105,1817,1066,30.1,37.7,15799
1.5,1054,-200,8.6,923,63,783,64,1793,899,23.3,60.5,1706
10.2,1982,-200,49.5,1959,1369,322,227,2536,2386,13.2,72.6,10936
1.6,1020,144,7.3,871,133,956,93,1426,911,12.6,50.8,0.7387
0.3,985,-200,6.1,816,107,987,65,1677,799,17.3,78.6,15412
2,1132,143,8.4,916,128,920,113,1561,1083,13.9,52,0.8231
1.1,894,66,4,710,61,1209,70,1200,611,22.3,22.4,0.5955
1.1,1009,-200,6.1,816,200,799,69,1430,856,18.5,76.4,16112
-200,856,-200,4.4,732,-200,988,-200,1247,714,14.8,64.3,1073
2.1,1032,-200,13,1083,152,776,126,1772,916,30.8,26.7,1168
0.6,1010,19,1.7,561,-200,1705,-200,1235,501,10.3,60.2,0.7517
3.5,1350,-200,20.1,1299,602,518,132,1784,1560,20.1,62,14409
2.9,1133,-200,13.5,1101,-200,647,-200,1669,1105,28,30.1,11226
-200,1099,-200,10.4,993,-200,711,-200,1507,1129,21.5,46.7,11837
3,1182,-200,14.1,1119,219,733,121,1831,1032,13.6,65.5,10184
1.5,1018,-200,10.4,992,102,839,96,1710,1103,24.7,39.3,12065
3.7,1527,-200,19.9,1293,378,502,110,1907,1469,28.7,45.1,17468
1.2,1033,-200,6.7,842,166,756,66,1362,941,17.6,66.5,13249
0.6,865,-200,5.1,767,76,1279,75,1369,559,23.8,29.2,0.8499
-200,917,-200,3.4,677,-200,1103,-200,1494,747,13.8,73.3,11518
-200,975,-200,11.1,1017,-200,930,-200,1668,801,27,29.3,10277
3,1147,-200,12.7,1073,720,628,210,1415,1198,11.8,76.1,10516
-200,1113,-200,13.4,1096,-200,635,-200,1636,1050,36.4,23.6,14064
3.9,1377,-200,20.6,1313,191,612,109,2120,1220,18.3,62.8,13127
-200,908,-200,9.6,962,88,877,95,1409,665,34.6,15.5,0.8435
1.8,1079,-200,9.7,966,154,785,115,1640,927,27.4,32,11545
3.1,1100,-200,16.7,1202,154,732,148,1856,1004,30.8,28.7,12507
-200,890,-200,3.9,703,48,1145,33,1601,751,19.7,65.3,14843
0.9,883,-200,3.9,705,51,1133,65,1422,655,15.4,58.8,10215
1.6,1076,-200,8.6,924,101,720,80,1806,909,26,61.9,20511
3.5,1177,-200,20.5,1310,226,656,145,2011,1189,33.1,23.5,11673
2,1080,-200,8.3,910,153,923,121,1548,929,19.1,44.1,0.966
3,1093,-200,14.5,1133,288,599,122,1708,1200,28,33,12264
2.8,1466,-200,15.8,1174,152,680,115,1965,1302,25.4,39.8,12771
4.3,1544,-200,24.2,1409,462,448,91,2048,1603,22.4,67.1,1794
-200,840,40,1.7,563,45,1349,57,1275,755,10.7,63.8,0.8174
1.8,1087,126,7.3,870,107,1014,90,1412,851,20.2,29.2,0.683
1.9,-200,-200,-200,-200,103,-200,88,-200,-200,-200,-200,-200
1.9,1046,-200,9.5,960,189,671,96,1637,899,23.7,55.4,16031
1.4,1026,-200,5.6,791,76,875,88,1549,664,29.9,37.9,15745
1.5,942,-200,5.5,786,-200,930,-200,1245,705,27.8,24.4,0.9002
-200,1424,-200,19.9,1293,-200,524,-200,1902,1550,22.8,58.1,15951
-200,1123,-200,8.9,937,-200,866,-200,1606,941,13.8,59.8,0.9398
1,938,-200,3.8,702,147,904,75,1185,753,15.2,61.8,10602
-200,1031,-200,7.7,887,-200,777,-200,1665,844,35.6,32.2,18408
-200,988,-200,6.1,814,74,908,87,1512,921,15.5,59.9,10498
4.1,1406,546,18.7,1258,279,636,116,1890,1495,13.8,61.1,0.9595
0.4,845,-200,2.6,625,17,993,21,1513,646,24.3,59.4,17838
1.8,1131,-200,8.8,932,104,854,86,1693,1048,19.4,54.6,12184
0.3,667,-200,0.4,429,57,1793,39,790,291,10.7,36,0.4623
-200,984,-200,5.3,780,-200,810,-200,1377,910,21.2,61.4,15258
0.5,859,-200,4.3,727,65,1120,84,1187,753,16.7,28.3,0.5316
1.7,1063,-200,8.5,919,46,735,60,1676,821,37.2,29.1,18185
-200,1250,-200,15.8,1173,-200,720,-200,1870,1282,21.8,39.6,10209
5.2,1387,-200,26.7,1473,460,508,194,2065,1510,26.7,43.3,14881
1,875,-200,2.7,635,117,1037,75,1133,612,15.7,59.5,10534
5.1,1427,-200,26.2,1458,479,507,213,2049,1566,28.8,39,15203
-200,1158,-200,13.5,1100,-200,835,-200,1659,1211,20.2,37.4,0.8748
1.7,1039,-200,12.2,1055,131,966,117,1590,845,28,23.2,0.8613
1.7,-200,-200,-200,-200,108,-200,91,-200,-200,-200,-200,-200
-200,1115,-200,11.5,1031,110,741,123,1561,870,40.4,15,11125
1.7,1206,111,9.3,949,162,818,90,1771,1116,15.9,73.1,13136
3,1227,-200,17.8,1233,519,739,150,1594,1384,26.6,30.3,10378
0.5,692,-200,1.1,507,65,1483,44,811,353,10.6,34.9,0.4455
-200,949,-200,7.4,876,-200,773,-200,1500,911,26.5,36.6,12484
6,1666,-200,30.1,1553,629,409,130,2170,1780,22.4,67.7,18161
0.3,842,-200,2.6,624,-200,1080,-200,1480,712,26,44.2,14657
1.9,1259,-200,15.9,1178,191,722,89,2060,1367,21.6,61.8,15775
-200,1778,-200,41.6,1805,-200,380,-200,2473,2094,25.6,47.5,1539
-200,1147,56,6.2,821,109,1132,83,1412,992,7,71.1,0.7158
2,1207,112,8.6,924,118,1088,102,1488,850,18,34.8,0.7127
-200,1076,-200,10.3,988,-200,648,-200,1649,883,26.9,43.2,15052
6.2,1716,-200,36.7,1701,320,490,155,2545,2018,18.6,46.8,0.99
0.8,741,-200,2.3,607,128,1312,73,865,433,11.3,32.3,0.4329
0.4,872,-200,2.6,627,24,997,30,1530,670,23.3,62,17547
0.6,944,-200,4.3,730,30,933,34,1495,560,37.4,28.2,17808
1.3,949,-200,5.8,804,-200,835,-200,1365,740,25.4,35.2,11255
1.5,962,-200,7.5,880,167,726,96,1484,1050,24.4,45.6,13779
-200,981,-200,10.1,983,-200,759,-200,1370,942,14.8,56.3,0.9459
4.7,1518,-200,19.9,1293,798,515,170,1602,2048,13.8,67.8,10609
1.4,1037,-200,8,900,75,817,95,1584,619,33.1,32.7,1.62
0.2,676,-200,0.4,429,-200,1750,-200,803,296,11,37.3,0.488
0.3,740,-200,1.8,568,19,1259,32,1404,510,22.8,48.1,13184
0.7,839,-200,4.8,752,52,1102,64,1298,515,37.9,12.7,0.8211
-200,812,-200,3.4,675,-200,995,-200,1348,661,21.6,51.6,13171
2.8,1473,-200,14.3,1127,224,831,152,1752,1568,20.8,34.4,0.8365
1.5,942,-200,6.8,849,177,907,107,1496,894,23.4,39.4,11172
0.5,754,-200,1.4,535,21,1490,33,1335,435,20.7,48.3,1168
1.4,1126,-200,7.7,886,316,713,98,1225,1158,8.5,81.1,0.8989
4.7,1464,-200,22.4,1362,543,487,100,1987,1648,21.2,70.3,17476
4.9,1506,-200,27.8,1499,267,506,207,2485,2043,33.5,38,1939
4,1418,542,19.5,1282,231,681,129,1890,1418,19.2,35.7,0.7826
-200,927,-200,3.8,698,-200,919,-200,1537,555,35.5,34.9,19841
0.4,878,-200,5.4,784,46,1181,64,1407,610,21.4,36.9,0.9271
0.7,-200,-200,-200,-200,22,-200,35,-200,-200,-200,-200,-200
0.8,986,57,3,651,60,1145,74,1380,891,14.5,58,0.9488
1.3,1141,98,6.3,827,73,936,88,1488,1110,16.2,54.2,0.9933
3.8,1270,-200,19,1267,611,565,201,1434,1482,7.5,58.8,0.6117
4.5,1368,-200,21.4,1334,660,529,173,1547,1653,13.8,48.9,0.7699
1.4,1002,104,4.8,754,70,1189,65,1260,470,18,27.3,0.5594
0.7,879,-200,5.7,796,58,912,64,1454,747,21.1,47.1,11641
1,961,-200,5.8,803,23,852,34,1552,618,37.1,27.2,16874
0.3,882,-200,2.2,595,-200,1097,-200,1463,406,25.5,62.8,20236
2.1,1261,-200,15,1148,312,585,111,1733,1287,27.2,48.5,17172
-200,1084,-200,6.9,852,-200,910,-200,1575,959,14.7,63.1,10488
2.1,1175,-200,12.7,1074,537,748,172,1134,1528,13.1,25.4,0.3814
2.9,1103,-200,10.5,997,293,736,109,1552,914,15.6,75.7,13345
1.5,1059,-200,6.1,816,77,1023,73,1468,641,25.9,28.7,0.9423
2,1242,179,10,978,180,778,87,1686,1184,11.7,75.3,10325
3,1346,-200,19.3,1278,141,701,130,1873,1193,30.9,20.5,0.8996
-200,984,-200,6.9,854,73,964,43,1751,885,20.8,62,15002
3.1,1308,-200,20.5,1310,250,628,200,1891,1385,39.1,16.9,11705
-200,939,-200,6.9,853,96,890,81,1528,679,31.7,26.4,12153
-200,991,-200,9.1,944,116,765,104,1608,868,26.2,38.5,12932
0.8,899,-200,5.8,803,87,1221,83,1426,596,22.4,31.3,0.8365
2.1,1008,-200,10.1,980,-200,755,-200,1465,825,32.5,21.2,10173
1.1,975,-200,5.7,798,51,939,55,1576,570,32.8,28.9,1412
3.4,1493,-200,21.1,1328,283,577,101,2193,1597,16.8,62.5,11869
4.6,1467,-200,26.9,1477,483,491,153,2114,1592,25.4,48.7,15594
3.9,1344,-200,27.7,1496,287,519,134,2311,1651,23.7,37.9,10988
2.7,1076,-200,12.9,1080,-200,846,-200,1787,1070,21.1,48.1,11864
0.5,839,-200,2.8,638,33,1171,44,1271,643,15.7,46.9,0.8329
2.7,1214,312,12.3,1061,183,780,103,1662,1257,19.5,34.4,0.7738
2.1,1204,-200,14.6,1136,346,648,112,1782,1491,25.1,49.4,1548
4.4,1306,-200,28.8,1522,244,535,121,2450,1545,22.8,47.9,13156
1.3,952,-200,6.5,833,143,846,57,1381,881,18.8,60.9,13032
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
2.2,1188,-200,13.7,1108,178,693,132,1818,1275,34.2,27.2,14404
-200,998,-200,10.1,981,116,786,117,1480,797,35.3,16.7,0.9402
0.1,880,-200,2.9,649,33,1022,50,1374,739,22.2,42.8,11317
-200,1082,-200,14.5,1134,130,709,131,1763,1089,32.5,27.9,13373
-200,924,-200,6,814,-200,830,-200,1519,798,25.2,47.4,14978
0.3,848,-200,2.2,598,32,1219,46,1318,628,17,49.2,0.9459
0.6,804,-200,2.4,616,-200,1271,-200,1189,496,20.4,47.1,11178
1.6,1099,-200,12.3,1059,146,1156,115,1416,1114,29.6,19.4,0.7897
1.1,918,-200,5.8,805,43,816,55,1571,759,25.4,55.1,17628
1.7,1007,-200,9.8,971,120,866,106,1682,802,31.3,28.7,12885
1.2,886,-200,2.3,608,-200,1013,-200,1143,611,14.9,65.3,11018
1.5,1016,110,6.6,839,119,991,97,1448,790,16.6,44.3,0.8294
1.8,1079,-200,8.2,909,107,861,99,1686,928,29.2,37.8,15098
0.5,894,-200,5.2,774,65,1239,83,1339,598,31.7,16.2,0.745
0.8,891,-200,4.1,714,82,957,68,1295,773,22.3,47.7,12643
-200,967,-200,4.2,719,-200,980,-200,1490,670,19.7,82.5,18674
0.5,758,-200,1.5,546,27,1483,33,1252,396,14.6,53.3,0.8807
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
0.6,872,-200,4,708,39,1106,56,1331,489,38.9,15.6,10613
2.3,1200,-200,11.4,1027,316,760,121,1416,1199,17.9,51.4,10488
0.8,888,-200,3,653,-200,973,-200,1272,497,24.2,43.8,13057
-200,984,-200,5,763,-200,1054,-200,1472,641,18.8,50.1,10769
3.3,1361,-200,16.3,1189,420,549,120,1776,1351,25.6,48.3,15641
-200,830,-200,3.2,662,30,1217,31,1556,704,18.9,67.8,14689
0.6,738,-200,1.3,529,100,1991,59,876,383,9.6,44.2,0.5289
2.7,986,-200,14.5,1133,253,773,141,1619,1174,33.7,15.4,0.7913
1,949,-200,5,764,44,898,56,1579,573,35.9,32.1,18697
1.9,1038,168,8.2,907,106,976,81,1492,723,14.2,46.3,0.7438
0.7,874,-200,4.1,715,-200,889,-200,1315,858,15.4,79,13735
-200,1015,-200,6.6,839,99,754,59,1473,970,21.4,69.3,17515
5.2,1464,-200,30,1552,417,419,67,2366,1738,22.8,54.2,14886
-200,798,-200,2.2,599,-200,1205,-200,1141,517,14.7,57.4,0.9564
-200,877,-200,5.1,769,-200,962,-200,1212,529,22.4,36,0.9621
1.1,929,-200,5.1,769,-200,879,-200,1335,607,26.4,35.1,11919
3.4,1257,-200,17.6,1227,308,611,162,1954,1608,26.7,39.4,13556
2.2,1137,-200,14.9,1146,188,1144,136,1392,1327,26.1,23.8,0.7938
0.4,988,-200,6.8,850,333,861,149,1030,1133,4.5,54.8,0.466
6.3,1467,-200,34.1,1643,615,467,201,2088,1749,23.2,36.9,10346
2.6,1207,324,11.7,1041,189,813,113,1620,1319,16.5,42.6,0.7912
0.7,933,65,3.7,697,71,1045,65,1403,937,14.8,57.7,0.9644
1.7,991,-200,8,898,214,787,89,1412,806,31.6,25.5,11638
3.8,1450,-200,19.8,1292,507,495,130,1768,1495,21.4,57.1,14356
0.6,815,-200,2.4,616,21,1080,29,1532,596,23.8,61.3,17881
2.3,1101,-200,12.2,1057,122,797,113,1772,863,33,26,12877
5.2,1443,797,24.6,1418,253,666,141,2060,1454,13.4,47.8,0.7293
2.2,1151,129,8.3,911,-200,935,-200,1501,1075,8.2,66.7,0.7276
-200,1145,-200,9.8,971,-200,883,-200,1418,759,34.2,22.6,1197
0.8,903,-200,5.7,800,50,911,68,1478,751,20.7,46.4,11198
-200,1480,-200,26.2,1460,357,494,189,2238,2028,29.4,33.6,13526
0.8,911,-200,4.8,751,48,1036,46,1518,817,14.3,66.2,10728
0.6,884,-200,3.6,686,26,908,40,1439,651,22.9,56.1,15492
3.8,1125,-200,19.4,1279,241,662,154,1840,1256,32,20.1,0.9364
2.5,1173,299,10.2,985,126,905,114,1477,802,16.1,31.3,0.568
1.9,1100,-200,9.2,946,111,827,98,1726,932,30.5,33.9,14564
0.4,769,-200,2.3,606,41,1171,58,1314,610,19.5,42.4,0.9515
0.3,683,-200,0.4,426,28,1775,22,805,302,10.4,38.6,0.4862
0.9,982,73,3.8,700,53,1204,72,1359,735,13.8,51.4,0.8071
0.7,921,35,1.4,538,-200,1564,-200,1224,417,9.5,68.2,0.8091
3.9,1380,-200,22.3,1359,239,538,120,2337,1617,26.6,51.2,17565
-200,954,-200,9,940,78,776,88,1518,959,25.4,30.1,0.9602
1.3,937,-200,6.9,853,-200,962,-200,1604,969,19.8,53.6,12214
0.5,853,-200,2.6,623,74,1107,49,1421,768,21.7,67.4,17262
-200,1109,-200,6.7,843,-200,769,-200,1458,743,27.1,43.3,15255
1.3,960,-200,5.7,798,73,854,84,1459,780,28,34.9,12989
-200,1106,-200,14.4,1130,-200,623,-200,1726,1093,35.9,24.7,1437
1.3,1038,-200,7.9,895,126,714,63,1474,999,21.2,68.6,17046
0.2,715,-200,0.5,445,32,1601,29,925,373,8,64.5,0.695
1,-200,-200,-200,-200,65,-200,67,-200,-200,-200,-200,-200
-200,901,-200,3,652,-200,1013,-200,1468,804,20.7,77.8,18764
3.3,1308,388,16.4,1193,163,793,106,1193,1187,23.6,27.5,0.7913
4,1303,-200,40.2,1776,-200,946,-200,1467,1608,20.4,35.7,0.844
0.8,943,-200,4.6,746,-200,852,-200,1374,864,19.3,68.1,15139
0.9,921,-200,5.6,792,72,943,72,1595,799,23.5,47.6,13611
-200,1337,-200,21.6,1339,-200,525,-200,1870,1622,20.6,58.5,14054
3.1,1064,-200,12.2,1055,412,738,138,1242,1063,14.1,43,0.6883
0.5,852,-200,4.1,718,32,1109,47,1307,468,39.3,14.5,10149
6.6,1303,-200,28.9,1524,-200,515,-200,1744,1580,10.6,53.4,0.6818
-200,967,-200,4.8,753,-200,1048,-200,1420,544,17.8,46.7,0.9466
-200,1132,-200,14.1,1121,-200,611,-200,1757,906,32.3,30.2,14347
1.9,1085,-200,12.7,1075,126,767,110,1786,913,34.4,22.5,1205
1.6,1053,94,6.2,823,87,1040,77,1386,810,17.4,35.4,0.699
2.6,1186,-200,12.8,1077,346,797,121,1404,1328,18.6,49.3,10451
1.7,1074,102,6.4,832,101,951,75,1507,980,11.4,69.8,0.939
1.1,875,-200,6.9,854,111,1160,85,1200,595,25.1,13.1,0.4129
1.1,968,75,3.3,669,67,1261,81,1246,538,12.3,46.8,0.6686
1.9,1084,-200,10.3,990,148,734,116,1633,1284,25,38.3,1198
1.8,-200,-200,-200,-200,115,-200,112,-200,-200,-200,-200,-200
1.7,1079,-200,9.9,976,139,781,113,1669,999,29.9,31.1,12883
2.2,1292,95,8.3,912,193,1103,131,1591,957,9.7,71.2,0.8569
6.4,1689,783,26.8,1474,323,560,149,2298,1492,13.9,78,12303
-200,1147,-200,9.5,959,-200,872,-200,1387,796,35.9,20.3,11845
1,884,-200,5,764,110,921,75,1247,900,14.9,58.9,0.9891
2,1076,-200,10.4,994,133,723,129,1549,938,38.3,17.9,1181
1,900,55,2.8,643,55,1339,74,1089,455,12.4,31.9,0.4583
6.3,1618,974,29.1,1530,326,579,171,2167,1791,18,32.9,0.6737
2.3,1186,-200,15.1,1151,166,680,157,1686,1235,44.6,12.6,11684
0.3,922,-200,4.7,750,46,1085,45,1585,685,18.6,75.7,16074
2,1117,-200,11.9,1045,207,761,154,1623,1260,38.3,17,11216
2.4,1223,308,12.7,1075,164,818,112,1678,1198,19.3,34.2,0.7566
-200,753,-200,1.7,562,17,1420,24,1414,454,18.6,64.5,13655
-200,844,-200,2.7,630,74,1035,45,1320,627,18.4,74.2,15581
-200,1001,-200,5.7,799,67,829,72,1619,859,22.7,68.4,18627
1.4,962,155,5.2,776,102,1131,81,1247,535,18.2,26.1,0.5387
-200,1469,-200,14.3,1128,-200,762,-200,1870,1207,18.1,51.3,10587
1.2,1062,32,3.7,691,53,1272,70,1377,929,11.5,63.1,0.8533
0.5,857,-200,3.5,685,24,1055,33,1331,451,39.2,20.2,14104
1.5,997,-200,9.8,971,127,993,128,1573,930,23.6,30.1,0.8663
1.9,1114,155,6.2,823,93,1068,94,1357,671,14.1,40.2,0.6438
