Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
06/07/2004,16.00.00,2.4,1055,-200,15.3,1157,216,762,168,1674,985,39.6,13.2,0.9332
22/10/2004,19.00.00,6.8,1681,-200,35.1,1666,556,397,135,2339,1998,23.3,58.1,16457
14/10/2004,05.00.00,-200,755,-200,1.2,517,-200,1325,-200,1091,487,14.9,56.8,0.9541
25/11/2004,00.00.00,4,1311,-200,17.5,1225,781,538,121,1464,1434,7.1,84.1,0.8557
28/04/2004,07.00.00,5.5,1689,754,30.4,1560,321,529,104,2396,1736,15,58.3,0.9876
31/03/2004,04.00.00,0.5,851,18,0.8,477,15,1699,26,1064,343,14.5,36.1,0.5928
08/09/2004,15.00.00,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
16/09/2004,07.00.00,4.2,1435,-200,23.4,1387,664,544,86,2140,1467,19.9,74.3,17083
08/06/2004,13.00.00,2.3,1078,-200,14.1,1121,149,818,119,1806,963,35.9,20.8,12103
27/04/2004,19.00.00,3.9,1388,457,21.6,1341,177,702,131,1955,1315,23.7,30.2,0.8718
05/04/2004,12.00.00,3.2,1498,445,15.7,1171,206,684,114,1942,1434,17,54.3,10434
25/08/2004,10.00.00,2.2,1151,-200,12.1,1053,146,623,93,1835,1152,30.2,43.2,1823
26/10/2004,15.00.00,5.3,1606,-200,30.9,1573,688,419,175,2165,1900,24.9,50,15522
12/07/2004,11.00.00,1.6,957,-200,7.4,875,172,891,102,1525,871,25.7,33,10763
25/03/2004,08.00.00,2.7,1320,271,11.6,1035,184,902,112,1721,991,8.7,74.6,0.8429
23/05/2004,08.00.00,0.8,1008,-200,4.3,729,68,1034,65,1490,795,20,48.6,11199
20/07/2004,09.00.00,-200,1480,-200,26.2,1460,357,494,189,2238,2028,29.4,33.6,13526
14/08/2004,02.00.00,0.6,847,-200,2.5,618,30,1075,42,1442,529,25.1,55.3,1733
18/06/2004,18.00.00,2.9,1091,-200,16.7,1201,167,738,164,1834,945,33.1,24.3,12087
22/06/2004,13.00.00,3,1121,-200,17.1,1214,232,707,154,1912,1120,31.4,25.3,11444
20/04/2004,18.00.00,-200,1428,-200,25.3,1437,-200,599,-200,2156,1526,22.6,39.5,10679
08/11/2004,05.00.00,0.2,698,-200,0.4,424,20,1665,18,903,339,10.8,50.9,0.657
28/06/2004,13.00.00,1.9,1081,-200,12.1,1053,108,770,106,1773,883,39.6,19,13447
12/03/2004,14.00.00,2.7,1287,169,12.8,1078,163,949,123,1660,1061,16.3,35.7,0.656
11/09/2004,07.00.00,-200,1144,-200,10.8,1006,-200,757,-200,1535,1207,19.9,50.8,11694
12/04/2004,17.00.00,1.2,1025,67,3.5,682,88,1197,77,1313,537,10.3,65.2,0.8151
11/04/2004,05.00.00,0.7,836,38,2.9,643,38,1244,49,1306,727,7.7,70.7,0.7463
11/11/2004,18.00.00,3.9,1201,-200,16.5,1196,573,597,187,1546,1196,11.6,76,10354
05/05/2004,15.00.00,3.5,1242,-200,16.4,1193,221,684,125,1945,1175,17.5,60.8,12029
16/09/2004,11.00.00,1.3,982,-200,6.8,850,217,888,79,1505,873,18.7,73.1,15608
13/03/2004,12.00.00,3.6,1451,210,14,1117,239,875,161,1679,1387,18.4,33.8,0.709
09/06/2004,08.00.00,6.4,1496,-200,36.9,1705,357,507,151,2691,2147,23.4,46.1,13091
28/07/2004,05.00.00,-200,798,-200,3.9,706,61,977,74,1363,798,20.6,41.5,0.9982
14/07/2004,05.00.00,0.8,855,-200,5,762,79,942,73,1444,959,18.8,49,10505
02/10/2004,15.00.00,-200,1199,-200,8.7,928,-200,704,-200,1533,890,25.7,48.8,15913
30/08/2004,09.00.00,-200,1271,-200,20.4,1308,-200,517,-200,2007,1411,25.7,50.6,16475
16/10/2004,19.00.00,-200,1059,-200,9.5,958,-200,787,-200,1417,891,17.9,56.9,11545
13/11/2004,17.00.00,2.1,1094,-200,9,941,318,695,128,1371,1040,19.2,49.6,10893
10/04/2004,21.00.00,2,1110,168,8.2,909,125,916,115,1487,984,13.2,50.3,0.7577
02/07/2004,12.00.00,1.8,1160,-200,11.7,1040,122,720,108,1810,961,35.6,27.2,15557
29/07/2004,03.00.00,-200,787,-200,2.4,610,-200,1087,-200,1259,543,25.1,32.6,10203
06/05/2004,14.00.00,3,1182,-200,14.1,1119,219,733,121,1831,1032,13.6,65.5,10184
09/07/2004,08.00.00,2.7,1179,-200,15.1,1153,172,654,-200,1877,1096,27,35.3,12396
01/05/2004,20.00.00,2.8,1171,-200,10.8,1006,156,835,112,1674,988,19,51.7,11222
09/08/2004,05.00.00,0.7,896,-200,3.7,694,58,941,46,1583,853,23.2,68,19045
30/09/2004,08.00.00,-200,1610,-200,36.3,1692,-200,436,-200,2197,1866,18.5,55.9,11779
16/05/2004,03.00.00,0.8,875,-200,4.2,721,-200,1083,-200,1328,683,15.9,44.7,0.8009
11/03/2004,22.00.00,1.5,965,61,4.7,749,94,1325,85,1333,821,8.2,63.4,0.6905
08/04/2004,18.00.00,4.6,1408,808,24,1404,241,646,154,1972,1463,19.3,28.6,0.6357
27/05/2004,12.00.00,-200,1100,-200,11.5,1034,-200,995,-200,1586,958,27.1,24.2,0.856
19/07/2004,00.00.00,0.5,976,-200,6,814,66,855,77,1448,1018,28,30.6,11396
05/10/2004,07.00.00,-200,1511,-200,30.8,1569,-200,476,-200,2195,1601,17.4,70.1,13783
30/09/2004,10.00.00,-200,1459,-200,22.2,1356,-200,525,-200,1795,1712,20.2,53,12407
14/04/2004,07.00.00,3.9,1417,478,18.2,1246,263,669,94,1921,1403,10.8,64,0.8307
07/07/2004,07.00.00,4.1,1425,-200,27.3,1486,392,512,136,2305,1869,24.8,38.4,11808
20/06/2004,20.00.00,1.6,-200,-200,-200,-200,75,-200,87,-200,-200,-200,-200,-200
18/07/2004,13.00.00,0.3,928,-200,4.1,716,39,1060,57,1252,459,39.4,13.7,0.9639
03/08/2004,01.00.00,-200,1008,-200,6.6,838,28,774,50,1640,733,26.2,52.3,17561
08/08/2004,17.00.00,0.9,908,-200,4.1,715,38,988,46,1479,495,35,31.1,17173
08/11/2004,08.00.00,1.7,950,-200,7.4,875,359,850,131,1179,828,10.7,50.4,0.6467
06/11/2004,18.00.00,3.5,1346,-200,17,1211,404,540,101,1674,1340,20.1,59.6,13852
13/11/2004,18.00.00,1.9,1056,-200,7.5,878,244,758,116,1308,856,18.3,51.6,10732
29/08/2004,02.00.00,-200,999,-200,7.3,871,-200,711,-200,1580,909,22.6,62.6,16945
28/05/2004,05.00.00,-200,814,-200,3.4,678,-200,1276,-200,1339,626,15.5,51.7,0.9019
17/11/2004,15.00.00,4,1321,-200,19.5,1281,858,557,198,1442,1650,17.4,32.7,0.6422
06/06/2004,23.00.00,1.7,930,-200,8.4,914,131,991,98,1631,862,20,45.6,10555
01/07/2004,22.00.00,2.1,1140,-200,11.6,1035,107,726,112,1779,1059,27.7,39.3,14372
21/10/2004,12.00.00,3.3,1357,-200,17.7,1230,404,542,103,1834,1373,25.2,53.3,16834
27/09/2004,18.00.00,3.9,1119,-200,17.8,1233,407,670,148,1539,1270,22.3,29.2,0.7773
06/05/2004,22.00.00,0.9,883,-200,3.9,705,51,1133,65,1422,655,15.4,58.8,10215
29/03/2004,12.00.00,1.4,971,91,5.5,786,92,1129,78,1272,546,16.5,29,0.5406
06/10/2004,10.00.00,-200,1347,-200,16.2,1186,-200,560,-200,1713,1493,22.5,55.6,1499
04/07/2004,15.00.00,0.5,852,-200,4.1,718,32,1109,47,1307,468,39.3,14.5,10149
27/09/2004,00.00.00,1.9,998,-200,8.5,920,241,802,103,1365,1042,16.6,51.3,0.9634
04/10/2004,07.00.00,-200,1100,-200,11.1,1018,-200,706,-200,1573,1002,18.3,67.5,14044
17/08/2004,05.00.00,0.4,828,-200,2.5,618,23,1039,25,1354,560,23.6,49.2,14153
19/10/2004,19.00.00,-200,1478,-200,25.7,1447,-200,474,-200,2017,1664,21.2,62.2,15473
06/10/2004,21.00.00,-200,1336,-200,16.8,1204,-200,542,-200,1759,1490,22.4,57.9,15449
28/11/2004,12.00.00,2.2,1089,-200,6.5,835,307,778,110,1216,1004,11.8,65,0.8966
02/05/2004,21.00.00,2.2,1212,-200,9.7,966,152,840,100,1691,1043,19.4,52.1,11642
20/10/2004,22.00.00,3.4,1378,-200,17.7,1229,405,511,99,1820,1466,21.8,69.6,1.79
09/07/2004,18.00.00,2.2,970,-200,14,1117,180,786,162,1579,844,31,17.1,0.7526
22/08/2004,22.00.00,-200,922,-200,6.1,818,-200,826,-200,1454,848,25.7,38.5,12548
28/08/2004,23.00.00,-200,1125,-200,9.3,952,-200,646,-200,1690,995,25.3,52.9,16765
07/09/2004,14.00.00,1.4,948,-200,7.9,893,-200,828,-200,1374,768,31.5,21.5,0.9768
04/11/2004,12.00.00,-200,1305,-200,17.4,1223,460,545,120,1720,1414,23.7,49.8,14433
17/07/2004,21.00.00,1.9,1050,-200,8.7,927,88,830,106,1475,836,29.7,24.2,0.9926
27/10/2004,06.00.00,1.7,1164,-200,10.5,997,295,641,68,1606,1113,17.6,78.8,15723
15/07/2004,01.00.00,1.2,950,-200,8.9,937,64,802,80,1566,989,23.4,38.6,10968
22/04/2004,12.00.00,-200,1201,-200,13.6,1102,-200,814,-200,1682,1175,28.1,24.4,0.9138
14/05/2004,13.00.00,2.5,1072,-200,13,1084,148,843,114,1622,1017,27.7,20.8,0.7599
29/08/2004,23.00.00,-200,1161,-200,12.2,1057,-200,613,-200,1764,1026,25.1,51.5,1621
20/06/2004,21.00.00,1.4,-200,-200,-200,-200,74,-200,85,-200,-200,-200,-200,-200
05/05/2004,03.00.00,0.5,842,-200,1.8,565,-200,1327,-200,1399,437,15.5,66.9,11691
20/07/2004,16.00.00,-200,1083,-200,10.4,994,106,771,101,1544,927,41.4,14.2,11128
25/07/2004,11.00.00,0.9,928,-200,3.6,687,48,1025,66,1491,528,27.6,43.7,15877
26/03/2004,13.00.00,2.3,1106,211,12.5,1068,116,915,99,1535,874,19.1,26.2,0.5741
14/09/2004,09.00.00,-200,1409,-200,20.9,1322,-200,562,-200,2004,1601,26.5,50.2,1713
18/06/2004,11.00.00,2.5,1170,-200,15.6,1168,186,703,141,1949,1287,33.3,27.8,14013
31/05/2004,07.00.00,1.6,1108,-200,14.2,1123,167,804,83,1801,1111,17.4,50.9,10017
21/09/2004,16.00.00,3.2,1252,-200,17.8,1233,342,618,168,1759,1127,31.5,31.4,1431
05/08/2004,01.00.00,-200,935,-200,4.5,737,-200,869,-200,1548,758,25.4,52.9,1698
12/06/2004,18.00.00,1.1,1022,-200,6.2,823,51,964,61,1599,631,32.5,27.6,13229
16/04/2004,10.00.00,2.3,1184,222,10.2,983,169,823,106,1604,1166,16.6,48.7,0.9146
21/07/2004,12.00.00,-200,1116,-200,12.4,1063,140,736,138,1571,980,38.9,15.9,10896
03/11/2004,17.00.00,3.2,1271,-200,16.3,1188,372,563,107,1703,1305,25.1,47.6,14983
20/10/2004,14.00.00,-200,1589,-200,24.6,1418,-200,452,-200,2015,1823,25.4,55.1,1761
25/07/2004,03.00.00,0.4,851,-200,2.1,589,-200,1119,-200,1432,501,25,53.1,16541
17/07/2004,08.00.00,2,1079,-200,10.7,1004,175,713,111,1628,1302,22.8,43,11731
05/08/2004,12.00.00,-200,1108,-200,10.2,985,98,727,108,1708,1001,36.8,27.2,16623
23/08/2004,03.00.00,-200,773,-200,2.4,613,-200,1065,-200,1321,597,21.2,53.3,1328
11/03/2004,03.00.00,0.6,1010,19,1.7,561,-200,1705,-200,1235,501,10.3,60.2,0.7517
09/06/2004,21.00.00,2.7,1151,-200,15.2,1154,151,747,132,1894,1186,28.4,35.7,13549
11/04/2004,03.00.00,1,910,66,4,709,-200,1162,-200,1329,712,8.8,66,0.7501
03/07/2004,11.00.00,1.3,974,-200,8.8,930,104,872,97,1536,712,33.9,21.3,11067
10/08/2004,17.00.00,1.8,1082,-200,9.7,965,105,760,126,1649,844,39.6,23.3,16535
17/04/2004,11.00.00,-200,1033,-200,6,810,-200,969,-200,1526,864,16.8,61,11599
08/06/2004,14.00.00,2.4,1111,-200,16.5,1194,160,794,130,1875,1015,37.5,18.1,11529
16/09/2004,12.00.00,1.7,1021,-200,10,979,248,798,95,1580,958,21.1,58.3,14444
21/08/2004,21.00.00,-200,885,-200,5.6,791,-200,941,-200,1425,706,24.3,41.6,12467
11/11/2004,22.00.00,1.2,904,-200,4.8,754,193,930,114,1172,805,12.3,73.4,1049
24/07/2004,15.00.00,0.9,972,-200,3.8,699,37,982,38,1505,495,37.3,28.8,18087
19/05/2004,21.00.00,2,1197,-200,9.3,950,110,823,118,1592,918,20.8,41.8,10155
24/05/2004,02.00.00,0.2,774,-200,1,500,13,1536,21,1169,352,15.8,45.2,0.8052
10/10/2004,06.00.00,1.2,1082,-200,6.3,825,163,753,59,1526,930,21.3,69.1,17275
17/09/2004,05.00.00,0.3,755,-200,1.3,528,35,1472,24,1234,471,19.6,59.1,13346
25/09/2004,08.00.00,0.7,798,-200,2.5,619,41,1204,14,1138,500,15.7,51.1,0.9056
17/08/2004,18.00.00,-200,925,-200,4.2,721,-200,969,-200,1317,484,36.1,20.7,12151
28/10/2004,15.00.00,4.4,1475,-200,25.9,1451,631,455,122,1991,1646,20.7,63,15204
24/11/2004,03.00.00,1.8,1130,-200,8.4,915,-200,697,-200,1281,1205,10.6,80.3,10252
02/08/2004,19.00.00,1.9,1085,-200,12.2,1057,103,689,139,1775,836,32.8,32.2,15779
23/09/2004,23.00.00,1.7,1071,-200,8.9,934,179,763,94,1504,942,22.5,53.7,14486
13/03/2004,05.00.00,1,978,30,2.6,625,62,1420,65,1274,819,8.3,63.6,0.6982
06/05/2004,12.00.00,1.1,885,-200,5.2,772,57,1035,56,1450,524,13,64.3,0.9586
21/06/2004,23.00.00,1.3,920,-200,7.4,875,75,915,80,1594,744,20.9,48.9,11945
25/10/2004,14.00.00,3.8,1454,-200,23.1,1380,568,457,117,1947,1672,21.5,60.9,15398
21/11/2004,12.00.00,1.5,1067,-200,10.1,981,402,755,186,1104,1383,10.9,33.8,0.4393
26/05/2004,14.00.00,1.6,1027,-200,11.8,1041,128,1237,112,1345,915,32.3,13.3,0.6303
15/08/2004,20.00.00,1.1,883,-200,4.4,731,56,988,87,1384,693,30.6,28.4,12247
11/10/2004,15.00.00,2.5,1179,-200,14.1,1120,352,634,97,1667,1119,21.9,57.6,14942
18/07/2004,21.00.00,1.2,1067,-200,9,938,102,825,99,1520,912,29.7,24.8,1016
19/03/2004,15.00.00,3.5,1410,-200,19,1268,212,724,139,1957,1344,16.4,47.5,0.8791
30/06/2004,09.00.00,2.9,1265,-200,17,1209,290,638,157,2015,1812,30.8,37.1,16169
14/05/2004,10.00.00,2.5,1095,-200,11.1,1019,186,815,113,1618,1181,22.8,32.4,0.887
22/03/2004,04.00.00,-200,854,-200,0.8,481,17,1756,27,1304,396,16.1,55.9,10153
03/09/2004,22.00.00,1.3,1029,-200,8.1,904,-200,709,-200,1460,992,29.1,36.7,14502
04/06/2004,19.00.00,3.6,1116,-200,17.5,1226,-200,792,-200,1938,1038,25.7,31.8,10317
17/10/2004,16.00.00,-200,877,-200,5.1,769,-200,962,-200,1212,529,22.4,36,0.9621
26/03/2004,11.00.00,2.7,1207,296,13.4,1098,180,826,121,1664,1195,16.8,35.3,0.6729
12/05/2004,11.00.00,3.4,1349,-200,17.9,1236,275,627,125,1964,1530,20.9,44.6,10872
13/06/2004,19.00.00,1,849,-200,3.5,682,67,1215,72,1378,472,20.3,42.6,10045
06/10/2004,19.00.00,-200,1840,-200,44,1852,-200,360,-200,2553,2143,24.5,49.5,15022
10/09/2004,11.00.00,2.5,1135,-200,15.7,1170,429,867,144,1523,1189,32.8,18.9,0.9234
14/08/2004,23.00.00,0.9,939,-200,4.9,758,40,858,47,1544,664,26.7,49.5,17048
30/08/2004,14.00.00,-200,1020,-200,7.6,882,-200,765,-200,1553,635,31.2,35,15669
30/10/2004,23.00.00,1.9,1100,-200,8.6,924,236,744,82,1494,963,19.5,70,15711
20/08/2004,04.00.00,-200,795,-200,1,494,-200,1398,-200,1353,400,28.9,48.4,18982
26/09/2004,14.00.00,0.9,840,-200,4.2,722,98,1048,54,1169,507,22.1,30.5,0.7981
15/11/2004,01.00.00,0.5,692,-200,1.1,507,65,1483,44,811,353,10.6,34.9,0.4455
26/07/2004,12.00.00,-200,998,-200,8.3,913,90,834,90,1635,826,34.7,26.5,14408
29/03/2004,18.00.00,2.5,1173,299,10.2,985,126,905,114,1477,802,16.1,31.3,0.568
26/09/2004,23.00.00,2.3,1054,-200,10,978,303,768,114,1398,1109,17.1,47.6,0.9208
31/10/2004,15.00.00,1.6,1160,-200,11.6,1036,182,622,62,1727,1023,23.2,63.9,17957
26/11/2004,06.00.00,1,974,-200,4.6,743,203,864,75,1155,885,9.1,77.3,0.8944
29/09/2004,03.00.00,0.4,793,-200,2,581,-200,1169,-200,1152,668,15.5,58.8,10309
12/03/2004,16.00.00,2.8,1309,165,12.7,1073,178,954,120,1657,1112,15.9,37.2,0.6657
19/09/2004,23.00.00,1.8,1084,-200,8.7,929,189,751,100,1517,1081,22.7,53.6,14632
21/10/2004,06.00.00,1.3,1088,-200,8.8,932,203,706,72,1565,1034,21.5,67.5,1708
30/04/2004,03.00.00,1,1054,71,5,761,-200,963,-200,1598,965,15.7,77.4,13683
24/10/2004,05.00.00,1.4,1057,-200,8.6,925,139,684,48,1503,972,18,75.4,15441
11/08/2004,09.00.00,1.8,1165,-200,9.7,967,93,651,58,1825,1120,29.8,51.1,21054
17/06/2004,07.00.00,3.6,1277,-200,23.4,1388,254,611,100,2241,1513,20.2,54.5,12777
05/05/2004,16.00.00,2.4,1070,-200,11.2,1022,126,824,88,1740,933,17.5,59.2,11725
01/08/2004,21.00.00,1.7,1093,-200,9.1,944,71,711,85,1655,785,29.5,42.7,17316
18/10/2004,09.00.00,-200,1153,-200,17.7,1230,-200,616,-200,1565,1296,16.8,57.8,10947
07/04/2004,02.00.00,0.4,830,30,1.4,538,21,1475,30,1214,392,15.6,44.4,0.7827
01/06/2004,09.00.00,2.3,1199,-200,15.2,1156,227,758,103,1958,1272,18.5,70.3,14826
12/11/2004,23.00.00,1.5,971,-200,6.1,818,205,828,107,1252,857,15.9,59.6,10673
18/06/2004,05.00.00,0.4,775,-200,2.6,628,27,1178,36,1437,554,21.9,50.1,13002
27/03/2004,14.00.00,2.5,1157,305,12.6,1072,137,888,114,1596,905,17.7,28.6,0.5735
03/06/2004,19.00.00,-200,1125,-200,19.5,1283,-200,792,-200,1899,1101,25.3,30,0.952
18/08/2004,21.00.00,1.4,1025,-200,7.9,896,70,738,55,1693,823,29.9,44.7,18511
02/05/2004,20.00.00,2.6,1292,-200,10.7,1003,170,789,108,1753,1163,19.9,54.9,12632
28/03/2004,16.00.00,1.3,987,116,4.3,727,73,1213,70,1244,502,18.2,28.3,0.5848
02/08/2004,07.00.00,1.9,1193,-200,13,1085,146,610,110,1947,1097,25.7,58.9,19156
22/08/2004,08.00.00,-200,861,-200,4.7,746,-200,911,-200,1448,771,21.7,56.4,14496
15/09/2004,21.00.00,1.9,1074,-200,9.2,946,219,767,93,1635,1079,23.1,62.8,17562
17/11/2004,21.00.00,4.9,1374,-200,19,1268,810,536,267,1531,1675,10.7,62.1,0.7972
15/10/2004,20.00.00,-200,1126,-200,11.9,1045,-200,689,-200,1523,1166,19.6,56,12623
19/09/2004,01.00.00,1.4,973,-200,7.1,862,149,850,81,1436,957,20.6,53.2,12742
14/09/2004,04.00.00,-200,911,-200,4.6,745,-200,922,-200,1428,924,19.9,65.5,15078
21/06/2004,14.00.00,1.4,875,-200,8.3,912,85,978,84,1504,601,29.5,19.4,0.7872
30/11/2004,21.00.00,4.1,1157,-200,12.4,1063,491,905,160,1394,1223,10.7,73.9,0.9502
14/09/2004,06.00.00,-200,1087,-200,9.6,964,-200,774,-200,1633,1103,21.3,59.4,14918
31/05/2004,08.00.00,3.6,1252,-200,22.7,1369,248,681,129,2120,1390,19.3,46,10185
28/06/2004,04.00.00,0.4,838,-200,2.7,632,24,1079,39,1438,634,24,46.6,1.37
25/03/2004,12.00.00,1.3,1027,95,5.9,809,106,1081,88,1442,733,13.6,53,0.8209
13/07/2004,05.00.00,0.7,758,-200,3.3,670,50,1070,42,1365,688,16.6,56.8,10629
01/11/2004,20.00.00,3.1,1264,-200,14.5,1133,407,593,94,1750,1258,21.3,66.3,16594
28/03/2004,04.00.00,1.3,1010,96,5.1,769,77,1110,69,1396,895,8.3,64.9,0.7124
01/08/2004,06.00.00,0.4,872,-200,2.6,627,24,997,30,1530,670,23.3,62,17547
14/07/2004,06.00.00,1.3,960,-200,9.9,973,140,769,89,1616,1155,18.8,49.4,10624
06/11/2004,13.00.00,3.5,1463,-200,19.4,1280,496,482,121,1794,1544,20.7,59.3,14283
26/09/2004,20.00.00,2.1,971,-200,7.3,870,266,911,98,1287,798,19.6,36.3,0.8193
04/05/2004,00.00.00,1.3,1065,-200,5.5,789,79,936,81,1620,929,18.4,65.8,13802
13/09/2004,23.00.00,1,1014,-200,6.9,853,98,843,39,1499,1084,26,46.4,15375
28/05/2004,16.00.00,1.7,1039,-200,12.2,1055,131,966,117,1590,845,28,23.2,0.8613
28/08/2004,01.00.00,0.7,-200,-200,-200,-200,41,-200,58,-200,-200,-200,-200,-200
23/04/2004,10.00.00,3.2,1423,394,18.3,1247,245,706,142,1887,1684,23.7,31,0.8968
12/04/2004,10.00.00,1,1040,55,2.9,646,71,1210,78,1325,555,13,59.6,0.886
20/09/2004,00.00.00,1.1,980,-200,5.7,800,100,863,79,1407,903,22.7,53.8,14666
26/09/2004,06.00.00,0.6,768,-200,3.3,671,79,1128,46,1153,700,13.6,57.6,0.8941
12/04/2004,18.00.00,1.3,1040,83,3.9,705,100,1149,91,1324,612,11,58.9,0.7714
27/09/2004,16.00.00,2,1020,-200,11.8,1042,251,788,112,1401,927,24.2,27.2,0.8128
14/11/2004,06.00.00,0.2,655,-200,0.2,402,20,2077,17,814,268,10,45.7,0.5598
25/06/2004,21.00.00,2.7,1011,-200,14.2,1122,203,808,137,1680,1071,26.1,24.7,0.8233
06/06/2004,11.00.00,0.8,775,-200,3,653,52,1349,53,1365,491,25.4,31.6,10058
25/04/2004,11.00.00,0.9,862,71,2.7,635,58,1320,58,1193,393,17.2,35,0.6789
27/03/2004,16.00.00,2.2,1147,188,11.8,1042,122,934,108,1538,830,18.7,26,0.5555
24/04/2004,14.00.00,2,1338,215,11,1016,98,798,95,1766,1194,24.3,41.8,12561
27/05/2004,18.00.00,-200,1320,-200,24.8,1423,-200,767,-200,1986,1385,27,23.5,0.8256
22/07/2004,18.00.00,3.6,1339,-200,22,1352,225,569,187,1990,1469,40.6,18.2,1368
11/11/2004,10.00.00,5.4,1417,-200,24.1,1407,1110,490,190,1709,1488,10.2,82.3,10253
27/03/2004,19.00.00,3,1306,306,12.9,1079,196,827,133,1621,1286,14.7,40.1,0.6657
31/08/2004,18.00.00,2.7,1184,-200,14.1,1119,243,594,104,1806,912,31.4,35.4,15972
07/08/2004,19.00.00,1.6,990,-200,8.3,912,65,777,86,1648,689,32.2,37.4,17655
09/08/2004,21.00.00,1.6,1109,-200,9.7,965,59,696,74,1742,1100,28.8,45.9,17884
04/06/2004,21.00.00,1.9,973,-200,9.2,949,-200,987,-200,1615,820,23.5,36.9,10518
22/07/2004,09.00.00,-200,1362,-200,17.5,1225,252,551,158,2003,1826,28.1,42,15735
09/06/2004,04.00.00,0.5,817,-200,3.3,672,31,1113,51,1501,751,20.8,54.4,13229
11/07/2004,20.00.00,1.6,1011,-200,9.7,967,111,818,116,1565,748,25.3,30.9,0.9815
16/06/2004,23.00.00,2.4,1060,-200,13.4,1099,122,742,98,1838,1077,22.5,45.3,12226
21/08/2004,19.00.00,-200,965,-200,8.9,936,-200,808,-200,1535,866,25.4,36.2,11562
29/05/2004,23.00.00,2.7,1065,-200,13.7,1106,142,897,112,1707,929,19,38.2,0.8327
05/07/2004,15.00.00,2,1097,-200,12.7,1074,156,776,138,1671,960,40.4,14.9,11033
20/04/2004,17.00.00,-200,1327,-200,19.7,1289,-200,712,-200,1938,1272,25.8,29.9,0.9808
20/06/2004,12.00.00,1,-200,-200,-200,-200,43,-200,59,-200,-200,-200,-200,-200
22/09/2004,23.00.00,1.8,1077,-200,9.6,964,163,749,93,1571,923,22.9,62,17127
