@relation 'teste 08-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute CO(GT) numeric
@attribute PT08.S1(CO) numeric
@attribute NMHC(GT) numeric
@attribute C6H6(GT) numeric
@attribute PT08.S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08.S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08.S4(NO2) numeric
@attribute PT08.S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
0.4,810,-200,1.5,544,-200,1264,-200,1485,447,26,62.7,20737
1.2,965,-200,8,900,79,864,83,1631,968,22.9,43.6,11974
0.9,870,-200,4.3,729,43,1096,53,1475,586,18.5,56,1181
1.1,948,-200,6.3,826,137,802,57,1382,897,19.3,65.5,1.45
6.6,1852,534,36.4,1696,377,553,127,2535,1931,14.1,50,0.802
0.4,777,-200,2,585,-200,1305,-200,1266,510,20,59.1,13694
1.5,1062,-200,7.5,880,161,719,62,1580,924,22.9,65.7,18148
3.4,1384,-200,23.5,1391,228,552,102,2316,1548,24.7,49.5,15201
3.2,1330,-200,18.9,1264,323,586,146,1860,1362,31.5,34.9,15903
2.4,1238,-200,10.6,999,129,833,118,1648,1013,23.7,39.4,11381
4.6,1389,698,21.6,1341,231,692,133,1982,1488,12.6,52.5,0.7642
1.4,948,-200,7.9,893,-200,828,-200,1374,768,31.5,21.5,0.9768
0.9,-200,79,-200,-200,145,-200,84,-200,-200,-200,-200,-200
-200,1336,-200,23.3,1385,-200,477,-200,2133,1357,22.6,60.3,16287
2.9,1329,470,14.1,1119,182,707,107,1823,1288,19.6,41.8,0.9407
2.1,1045,-200,13.1,1087,-200,712,-200,1270,1144,12.6,42.4,0.6159
2,1138,-200,9.7,967,317,695,104,1332,1195,15.6,56.2,0.9876
1.7,1142,-200,9.1,945,73,682,83,1736,793,27.8,52.6,19398
0.5,820,-200,1.5,541,18,1450,28,1360,377,15.7,64.5,1.14
3.7,1372,-200,23.2,1382,202,568,181,2268,1441,36.9,27.8,17099
-200,1158,-200,13.5,1100,-200,835,-200,1659,1211,20.2,37.4,0.8748
0.4,813,-200,3.1,656,-200,1070,-200,1332,603,22,42.6,11146
2,1016,-200,10,977,-200,951,-200,1652,948,22.4,41,11006
-200,1078,-200,9.3,951,127,722,114,1718,747,35.4,30.9,17505
2,1040,-200,9.2,946,234,827,116,1424,952,24.7,37.1,11397
0.4,705,-200,0.8,478,-200,1546,-200,885,330,9.9,54.3,0.6609
-200,1224,-200,7.8,892,-200,884,-200,1580,923,16.7,56.5,10634
2,1122,-200,9.3,951,126,687,95,1729,1022,31.2,41.9,1871
1.1,1002,-200,8.8,932,101,949,82,1405,917,15.2,31,0.5329
-200,1087,-200,12.7,1075,-200,944,-200,1558,886,27.3,20.5,0.7308
1.2,1097,91,5.9,809,80,897,74,1628,1050,15.7,78.4,13917
8.1,1759,-200,31.6,1588,1155,437,205,1971,2234,14.6,67.7,11164
1.1,955,-200,6,811,61,841,59,1562,759,26.3,50.1,16889
-200,741,-200,1.9,580,-200,1224,-200,952,660,5.1,68.7,0.6077
3.2,1248,-200,14.4,1131,878,615,187,1296,1592,13.3,42.3,0.6448
2.5,1159,-200,12.1,1054,158,878,120,1603,1046,23,28.7,0.7976
0.5,862,-200,3.4,677,96,973,43,1192,725,16.1,69.3,12591
-200,1640,-200,28,1503,-200,431,-200,2094,1894,24.7,56.9,17472
1.7,957,-200,8.6,926,72,758,92,1480,830,28.9,28.3,11078
4.2,1435,585,19.1,1271,300,676,130,1885,1569,13,54.2,0.809
0.4,789,-200,2.6,623,36,1146,53,1407,663,22,44.3,11553
2.2,1056,-200,13,1083,-200,865,-200,1723,898,37.8,17.4,11219
1.1,930,58,4,710,61,1278,82,1137,509,13.5,28.5,0.4405
-200,1211,-200,14.6,1135,-200,615,-200,1682,1234,18.8,60.8,13036
-200,1125,-200,12.2,1056,-200,645,-200,1716,929,33.8,29.2,15143
0.4,835,23,0.7,472,33,1756,49,1117,314,13.9,43.6,0.6871
4.5,1501,556,20.2,1302,247,681,134,2008,1311,10.7,67.3,0.8643
3.5,1167,-200,18.8,1263,338,640,113,1790,1212,23,49.3,13689
1.6,907,-200,9.6,961,105,920,102,1564,668,31.1,18.2,0.8079
1.5,1049,-200,9.5,958,98,794,104,1648,861,23.7,43.4,12495
2.8,1241,-200,19.1,1271,155,606,131,1971,1287,35.8,24.1,13924
-200,1237,-200,20.8,1319,-200,576,-200,1741,1271,13.3,70.4,10711
1.1,948,-200,4.8,754,64,1086,64,1436,602,24.4,32.7,0.9863
3.4,1458,346,20.9,1321,201,654,122,2023,1516,22.4,37.9,1016
-200,838,-200,3.8,700,112,936,41,1268,744,14.6,79.9,13156
1.7,969,-200,6.7,843,227,828,103,1375,895,18.9,70.4,15259
-200,814,-200,2,587,81,1146,68,876,840,4.2,54.8,0.4571
6.8,1592,-200,33.3,1627,936,401,166,1957,1902,10.2,80.4,10003
1.5,1079,115,6.8,847,108,925,90,1463,1122,11.6,62.2,0.851
-200,1008,-200,9.7,968,-200,783,-200,1348,1000,17.3,50.3,0.9837
4.8,1522,-200,28.2,1509,303,543,126,2275,1828,18.2,46.2,0.9575
1.2,1086,-200,9.9,974,58,707,91,1733,795,28.8,43.5,16989
-200,826,-200,2.7,631,-200,1072,-200,1280,752,17.8,69.8,14058
2.1,1119,-200,9.9,974,531,710,162,1224,1170,6.8,74.5,0.7415
2.8,1359,-200,19.5,1282,425,541,78,1912,1319,19.8,69.4,15859
0.8,909,-200,3.6,690,29,1039,37,1488,474,35.1,32.1,17841
1.9,1089,-200,10.4,993,131,801,143,1675,825,38.5,22.4,15018
1.6,953,-200,7.6,881,210,926,79,1339,704,27.6,28.7,10406
4.7,1518,-200,19.9,1293,798,515,170,1602,2048,13.8,67.8,10609
-200,1005,-200,8,900,62,747,81,1620,1000,25.1,46.3,14486
-200,1520,-200,32.3,1604,-200,436,-200,2161,1672,18.5,60.3,12706
2.5,1029,-200,13.4,1097,155,825,125,1827,980,27,36.7,12898
2.1,1231,122,8.6,924,130,906,105,1483,1245,10.9,56.1,0.7326
0.4,804,-200,2.8,636,21,1185,36,1321,424,31.8,22.3,10366
1.7,984,-200,9.1,945,115,990,88,1423,747,25.8,19.5,0.6392
-200,1128,-200,11.5,1032,87,733,99,1576,876,41.6,14.5,11483
-200,1026,-200,8.7,927,102,915,82,1781,878,22.8,56.1,15353
3.4,1215,-200,17.8,1234,180,796,125,1735,1167,23.5,20.8,0.5937
1.1,1020,-200,10.7,1003,97,904,96,1716,916,21.7,46.9,12044
-200,901,-200,3,652,-200,1013,-200,1468,804,20.7,77.8,18764
-200,789,-200,2.2,596,62,1145,48,1161,698,14.6,62.1,10236
-200,891,-200,5.5,789,-200,960,-200,1234,522,21.6,35.9,0.9164
3,1093,-200,14.5,1133,288,599,122,1708,1200,28,33,12264
1.9,992,-200,9.1,943,325,847,103,1351,936,22.2,33.6,0.8886
0.8,901,-200,3.6,689,36,964,45,1543,522,32.2,40.3,18999
1,805,-200,4.5,740,41,1161,12,1117,565,19.8,31.1,0.7104
3.2,1149,-200,16.4,1192,304,672,152,1944,1449,28.5,31.7,12144
2,1052,-200,11.1,1019,140,896,125,1610,836,40.3,14.2,10494
2.3,1144,-200,11.9,1046,-200,682,-200,1564,879,40.7,17,12793
-200,830,-200,3.2,662,30,1217,31,1556,704,18.9,67.8,14689
0.4,758,-200,1.9,580,22,1215,36,1374,531,22.1,44.3,11665
0.9,868,-200,5.1,771,51,840,43,1608,860,22.9,62.6,17253
0.3,814,-200,2.3,606,-200,1370,-200,1131,745,23,33,0.9184
1.3,984,70,3.9,707,71,1131,73,1359,494,12.4,64.1,0.9209
0.7,842,-200,4.2,722,40,1163,54,1294,490,41.8,11.9,0.9476
-200,730,-200,1.3,530,-200,1517,-200,1362,445,18.1,64.6,13276
1.9,1027,-200,12.5,1066,109,837,110,1689,814,37.3,16.6,10435
-200,816,-200,4.6,742,-200,1009,-200,1305,537,35.5,18.2,10376
2.7,1257,-200,14.3,1126,361,581,93,1599,1300,19.1,64.4,1405
1,999,-200,3.7,692,58,1038,69,1588,778,16.4,79.2,14681
0.7,881,-200,4.1,718,43,965,60,1510,837,23.3,48.4,13677
-200,1145,-200,7.2,867,-200,739,-200,1499,870,25.8,49.6,16213
0.7,947,-200,2.1,594,24,1300,36,1390,580,14.5,63,10316
1.3,1025,-200,10.1,980,114,986,113,1591,891,25,26.9,0.8408
2.2,1068,-200,11.4,1029,252,650,126,1612,1192,27.2,37.4,13279
0.7,758,-200,3.3,670,50,1070,42,1365,688,16.6,56.8,10629
4.6,1374,-200,20.4,1307,549,521,220,1709,1429,17.3,53.6,10472
3.3,1234,-200,12.1,1053,364,639,133,1476,1114,21.5,43.1,10919
5.5,1494,-200,29,1528,701,479,165,2201,1798,23.5,52,14833
1.4,1114,-200,9.5,958,89,663,42,1836,1167,26.8,60.5,21008
-200,1139,-200,5.6,794,-200,908,-200,1456,849,30.1,38.5,16212
0.6,840,-200,3,654,-200,1124,-200,1489,614,20.8,58.4,14189
1.1,1026,59,3.8,699,-200,1191,-200,1292,851,7.9,63.5,0.6777
-200,869,-200,2.9,648,-200,953,-200,1401,644,22.7,60.8,16519
-200,1094,-200,10.5,996,76,876,53,1807,864,27.2,42.5,15135
0.8,-200,-200,-200,-200,50,-200,69,-200,-200,-200,-200,-200
2.8,1199,-200,15.1,1152,176,685,125,1897,1242,26.1,37.8,12575
1.3,953,-200,7,858,136,742,79,1544,780,22.8,58.5,15992
1.5,977,-200,9.9,973,99,865,94,1550,712,36.3,16,0.9465
0.3,885,-200,1.7,565,-200,1217,-200,1329,542,19.8,46.2,1056
-200,974,-200,8.1,905,97,838,97,1596,805,33.9,26.9,13964
0.6,805,-200,2.8,637,24,1048,35,1276,520,24.1,44,13034
0.4,759,-200,1.8,566,-200,1175,-200,1267,503,24.8,39.8,12231
-200,1034,-200,8.7,928,-200,848,-200,1619,1005,12.1,68.6,0.964
2.8,1064,-200,14.3,1126,272,711,139,1656,1361,26.4,29.9,10138
0.6,811,-200,3,651,35,1097,46,1442,579,21.9,50.7,13138
-200,890,-200,3.2,666,-200,969,-200,1323,728,18.9,68.6,14818
2.4,1117,-200,14,1118,184,716,129,1791,1323,24.5,34.3,10407
4,1330,-200,14.7,1140,195,759,131,1780,1062,20.7,42.8,10298
1.7,1071,-200,8.9,934,179,763,94,1504,942,22.5,53.7,14486
4,1195,-200,24.8,1424,260,609,119,2244,1489,23.7,39.9,11508
-200,856,-200,4.4,732,-200,988,-200,1247,714,14.8,64.3,1073
-200,783,-200,1.3,529,16,1437,24,1435,466,16.5,82.3,15318
0.9,816,-200,4.5,739,102,999,55,1188,793,12.5,63.2,0.9146
4.3,1318,-200,24.6,1420,311,586,166,2316,1640,25.9,44.3,14544
0.7,852,-200,4.5,739,37,1095,63,1525,837,19.6,54.8,1236
-200,980,-200,11.1,1019,-200,921,-200,1720,950,26.2,33.6,11244
4.7,1567,-200,20.1,1300,745,473,158,1753,1743,15.6,71.4,12596
0.8,855,-200,6,812,53,982,71,1416,508,32.4,20.5,0.9806
3.7,1388,-200,22.8,1372,272,601,140,2105,1449,18.5,49.4,10397
-200,894,-200,6,810,-200,892,-200,1258,737,16,52.6,0.9489
-200,1364,-200,21.1,1328,-200,528,-200,1898,1395,28.9,36.3,14291
0.6,804,-200,2.3,604,48,1366,50,1357,420,13.2,64.6,0.9774
3.5,1181,-200,16.1,1183,191,792,148,1711,1432,23.1,27.2,0.7575
1.9,1163,127,7.5,880,133,959,83,1486,1073,12.5,50.1,0.7242
-200,922,-200,6.1,818,-200,826,-200,1454,848,25.7,38.5,12548
1.1,-200,-200,-200,-200,68,-200,71,-200,-200,-200,-200,-200
0.5,919,-200,3.9,704,-200,861,-200,1603,860,24.4,65,19612
3.6,1272,-200,14.6,1136,209,730,139,1869,1077,12.7,74.2,10863
0.9,1009,-200,7.4,875,81,797,61,1738,1060,26.4,53.1,17987
0.5,809,-200,2.6,628,27,1127,42,1490,682,24,50.3,14811
4.9,1536,655,20.2,1302,269,666,161,1922,1599,18.3,40.9,0.8493
1,892,66,3.2,665,55,1348,58,1150,394,21,23.6,0.5788
-200,941,25,2.6,626,59,1316,59,1373,840,12.3,66.2,0.945
0.5,829,-200,2.6,628,-200,994,-200,1378,577,22.3,59.7,15889
0.5,919,-200,4.2,723,-200,910,-200,1443,992,26.8,35.3,12243
1.2,1025,67,3.5,682,88,1197,77,1313,537,10.3,65.2,0.8151
5.7,1795,472,27.2,1485,336,653,180,2174,2050,19.1,42.6,0.9294
1.2,1033,-200,7.6,881,339,855,159,999,1230,8,39.8,0.4286
-200,958,-200,8.2,907,-200,992,-200,1536,882,14.9,54.8,0.9247
5.2,1555,-200,24.3,1410,532,464,127,1971,2185,21.7,62.9,16117
1.7,1055,-200,8.7,927,87,757,90,1520,716,36.9,20.9,12864
2.8,1180,-200,14.1,1121,247,568,105,1816,947,27.7,43.5,1592
-200,1125,-200,9.3,952,-200,646,-200,1690,995,25.3,52.9,16765
4.6,1277,-200,21.4,1335,586,551,182,1636,1331,10,71.5,0.8768
1.9,1107,-200,9,940,255,689,73,1403,985,15.5,73.3,12845
-200,990,-200,9.1,942,-200,776,-200,1359,986,20.4,42.2,0.9964
3.3,1258,-200,18.7,1261,406,514,96,1940,1603,26.2,45,15098
2.4,1070,-200,11.2,1022,126,824,88,1740,933,17.5,59.2,11725
-200,951,-200,6.5,835,-200,788,-200,1354,887,14.1,76.7,12273
-200,900,-200,3.8,699,-200,1036,-200,1452,799,21,68.6,16873
0.6,868,-200,2.2,596,-200,1092,-200,1276,579,18.7,73.5,15664
-200,1428,-200,25.3,1437,-200,599,-200,2156,1526,22.6,39.5,10679
2.2,1259,-200,12.9,1080,138,772,104,1736,1072,27.2,28.1,0.9989
-200,1298,-200,17.2,1215,253,539,185,2068,1404,29.1,45.5,17998
2.5,1160,-200,16.2,1185,396,873,168,1522,1162,35.1,17.5,0.9733
1.8,991,-200,8.9,937,91,874,75,1581,644,15.1,54.5,0.9309
1.4,930,-200,6.6,838,189,957,78,1319,680,27.7,28.1,10272
1.1,1003,-200,7.5,880,59,864,67,1537,695,29.1,29.6,11792
1,934,-200,6,811,75,896,86,1343,553,33.8,22.8,11781
1.8,1143,-200,7.8,890,224,744,71,1578,848,20.8,73.1,17695
-200,1438,-200,13.4,1096,-200,781,-200,1779,1266,23.3,35.8,10098
2.3,1050,-200,13,1084,305,748,117,1402,1153,26.2,24.4,0.8174
-200,755,-200,1.2,517,-200,1325,-200,1091,487,14.9,56.8,0.9541
1.8,1142,-200,11.2,1021,132,712,120,1670,1159,37.3,22.9,14369
-200,934,-200,5,763,-200,872,-200,1435,567,33.6,28.9,14792
2.6,1152,185,12.4,1062,138,928,103,1606,850,20.2,28.5,0.6682
-200,1304,-200,19.8,1291,-200,765,-200,1838,1219,25.8,24.1,0.7912
1.8,1023,-200,6.9,851,259,782,94,1413,881,16.9,80.6,15372
0.1,781,-200,3.1,661,25,1271,37,1299,568,17.2,47.2,0.9178
1.2,956,62,3.2,666,62,1235,71,1282,518,9.8,71.8,0.8702
2.1,1166,-200,12.3,1062,124,726,130,1825,924,37.2,25.5,15914
0.3,689,-200,0.7,470,36,1643,26,863,305,9.8,51.3,0.6225
4.3,1482,-200,20.3,1305,472,503,128,1874,1464,22.9,57.6,15885
2.2,1076,-200,13.6,1105,169,762,120,1782,959,33.5,22.9,11649
-200,1649,-200,33.6,1633,-200,584,-200,2328,1745,23.8,33.7,0.9786
2.4,1105,-200,11.1,1016,142,789,98,1736,930,18.2,49.6,10268
3.2,1181,405,13.9,1114,147,787,119,1685,1032,18.3,35.9,0.7501
3.1,1191,-200,12.7,1074,239,741,128,1816,1038,12.3,78.3,11154
-200,1036,-200,6.8,850,-200,760,-200,1411,1001,21.7,60.2,15442
2.7,1302,-200,16.6,1198,156,628,121,1934,1504,29.4,35.6,14383
-200,1221,-200,14.9,1145,96,648,110,1753,1050,34.7,23.3,12653
-200,912,-200,3.3,671,-200,964,-200,1508,508,35.1,34.6,19255
1.6,1069,-200,7.2,867,92,785,65,1717,880,33.2,39.2,19642
1.2,1065,-200,7.7,889,94,722,56,1760,1081,21.9,74.9,19396
-200,1112,-200,10.2,985,-200,645,-200,1544,1109,18.4,74.6,15631
1.4,1073,134,6,812,112,988,65,1500,950,10.8,70.5,0.9142
3.7,1527,-200,19.9,1293,378,502,110,1907,1469,28.7,45.1,17468
-200,1025,-200,4.9,761,-200,1008,-200,1476,700,18.8,46.4,0.9968
2.5,1263,-200,15.7,1171,192,759,88,2029,1290,24,49.3,14509
0.5,891,18,1.9,576,46,1417,53,1289,733,11.9,57.4,0.7978
-200,1017,59,4,711,46,1009,56,1554,906,15.4,78.5,13635
0.5,895,-200,3.6,689,91,1134,55,1250,709,22.4,43.5,11624
1.1,1022,-200,6.1,817,64,835,69,1669,821,23.7,54.3,15731
2.2,1151,-200,12.1,1053,146,623,93,1835,1152,30.2,43.2,1823
1.8,1087,126,7.3,870,107,1014,90,1412,851,20.2,29.2,0.683
2.6,1177,-200,13.2,1090,298,612,86,1632,1209,26.3,43.6,14663
3.5,1387,559,20.8,1318,197,701,145,1890,1299,28.4,23.4,0.8935
-200,916,-200,3.7,692,-200,986,-200,1287,683,14.5,82.1,13493
2.2,1091,-200,15.8,1172,162,874,127,1459,1105,31.6,9.2,0.419
1.6,1061,-200,7.9,895,197,737,73,1359,944,18.8,59.1,12702
0.9,1018,-200,8.2,907,292,889,127,981,1150,14.9,21.7,0.3646
-200,984,-200,5.3,780,-200,810,-200,1377,910,21.2,61.4,15258
3.6,1339,-200,22,1352,225,569,187,1990,1469,40.6,18.2,1368
2.4,981,-200,12.1,1054,176,768,120,1592,1135,25.2,28.6,0.9008
-200,944,-200,6,814,-200,852,-200,1489,554,37.2,23.6,14764
1.6,1057,-200,8.4,914,157,796,116,1665,954,27.6,38,13818
2.7,1072,-200,12.2,1057,150,812,92,1820,885,24.2,39.2,11665
3.9,1201,-200,16.5,1196,573,597,187,1546,1196,11.6,76,10354
3.8,1398,516,22.3,1360,205,656,129,2037,1439,24.9,29.9,0.9325
1.9,1085,209,10.7,1004,106,888,95,1454,816,21,25.4,0.6264
1.5,915,-200,6.5,834,168,1006,66,1243,686,19.1,37,0.8104
3.6,1247,-200,20.7,1315,403,544,116,1874,1341,19.2,66.4,14592
2.3,1088,-200,11.6,1035,176,751,116,1713,1018,22.7,45.3,12299
-200,1121,-200,11.1,1020,-200,893,-200,1585,916,28.3,23.9,0.906
3.9,1489,536,19.1,1270,309,633,114,1889,1638,13.5,53.4,0.8196
1.6,1085,130,6.2,820,99,1060,81,1325,699,18.1,30.6,0.6295
1.1,941,-200,5.6,792,-200,975,-200,1397,889,14.8,50.6,0.8489
1.6,965,-200,10,977,149,725,94,1515,1014,20.6,45.5,10925
1.4,1052,-200,5.1,766,169,1031,81,1302,796,13.8,80.4,12621
3.7,1385,-200,18.7,1260,493,528,129,1850,1425,22.3,64.3,17055
5.8,1570,-200,32.9,1617,844,426,151,2170,1944,22.1,56.6,14851
1,995,-200,5.1,769,48,882,46,1576,615,36.6,30.8,18617
0.5,906,-200,3,650,-200,961,-200,1581,768,26.9,60.3,21074
0.6,857,-200,3.1,661,40,1083,50,1511,696,23.5,50.8,1452
1.5,1024,-200,7.6,882,77,791,87,1662,1072,25.3,47.6,1513
0.8,892,-200,4.2,724,55,971,71,1490,511,36.3,27.4,16264
2.8,1128,-200,14.2,1124,267,717,123,1832,1362,22.8,41.9,11496
3.5,1287,-200,21.6,1340,230,699,194,2008,1267,39.6,16.7,11867
-200,1026,-200,7.8,890,-200,976,-200,1467,855,17.9,43.7,0.8856
0.5,872,-200,4.3,725,53,976,56,1471,668,21.1,53.2,13181
0.7,807,50,2,584,41,1488,44,1104,347,18.3,27.2,0.5675
0.4,819,-200,1.4,537,46,1264,30,1315,551,20.4,71.2,16834
1.1,821,-200,4,713,107,1067,55,1030,539,16,34.1,0.6155
0.8,1008,-200,4.3,729,68,1034,65,1490,795,20,48.6,11199
-200,1117,-200,5.8,802,85,1029,87,1539,818,15.4,57.8,10021
-200,1103,-200,10,979,-200,666,-200,1520,1156,19.5,69.7,15596
2.4,1112,-200,15.4,1161,345,866,151,1499,1088,34.3,17.7,0.9416
1.2,1075,93,5.4,782,97,941,77,1505,988,11.6,76.4,10415
2.5,1250,-200,10.3,989,327,665,88,1343,1204,10.6,79.4,10133
1.3,1029,-200,8.1,904,-200,709,-200,1460,992,29.1,36.7,14502
2.1,1126,-200,13.4,1097,141,723,152,1810,1015,39.3,22.2,1552
1.7,1032,-200,4.9,757,-200,837,-200,1182,1001,9.5,81.7,0.9693
1,836,-200,4.4,734,53,1035,68,1501,801,20.8,51.7,12572
3.1,1139,-200,18,1240,239,702,144,1940,1129,31.1,26.2,11647
1.5,1060,109,5.5,787,81,1044,91,1418,833,12.6,57,0.8315
0.8,895,-200,5.1,767,55,931,69,1463,985,25.7,33.9,11065
2.5,1132,-200,17.3,1220,177,691,91,1910,1203,20.8,48,11702
1.9,1009,199,8.4,916,103,1015,85,1391,738,16.3,30.8,0.5683
-200,1105,-200,12.7,1074,-200,712,-200,1457,1050,18.2,46,0.9538
0.4,771,-200,2.1,593,30,1155,45,1291,545,21.6,42.2,10762
-200,1723,-200,44.7,1866,-200,378,-200,2612,2006,24.3,49.6,1486
0.5,817,-200,3,651,41,1109,56,1472,628,21.7,52.6,1.35
0.4,793,-200,2,581,-200,1169,-200,1152,668,15.5,58.8,10309
2.2,1239,-200,12.5,1067,146,779,117,1702,1071,28.6,25.8,0.9989
2.5,1226,-200,15.3,1157,133,683,141,1912,1041,37.2,25.6,16014
1.5,1022,-200,6.3,826,82,857,91,1627,777,26.9,45.5,15926
0.7,840,-200,3.6,685,33,1051,44,1339,462,38.2,19.6,12915
-200,1255,-200,21.7,1342,-200,539,-200,1875,1396,19.8,53.1,1216
2.7,1214,-200,15.1,1151,144,683,117,1938,1309,27.2,42.5,15069
-200,1234,-200,13.8,1109,-200,767,-200,1729,1194,13.9,57.2,0.9029
2.5,1367,92,8.6,925,128,953,104,1543,1337,12.5,58.9,0.8537
1.6,983,-200,7.6,881,227,752,56,1472,928,18.2,76.4,15787
0.3,889,-200,2.7,633,-200,1123,-200,1344,683,16.3,51.6,0.9461
1.4,995,72,3.6,691,91,1219,69,1321,836,7.4,68,0.7043
1.7,1118,-200,10.6,999,69,706,79,1766,878,34.7,35.9,19528
-200,979,-200,5,764,-200,1054,-200,1462,572,19.7,44.4,10081
2.1,1110,-200,11.5,1032,183,702,98,1650,1002,22.5,62.6,16883
3.6,1116,-200,17.5,1226,-200,792,-200,1938,1038,25.7,31.8,10317
1.6,1111,-200,14.1,1120,161,839,121,1790,1141,25.6,33.3,10773
4,1319,-200,17.7,1230,494,551,109,1785,1381,20.8,65.8,16001
-200,926,-200,6.9,853,94,894,90,1478,651,31.1,26.2,11619
3.1,1246,-200,17,1209,340,632,158,1792,1270,28.5,39,14928
1.3,923,-200,4.4,733,316,962,150,1124,740,6.8,87.1,0.8652
4,1303,-200,40.2,1776,-200,946,-200,1467,1608,20.4,35.7,0.844
2.2,1002,-200,10.3,989,279,840,99,1358,1011,17.8,36.5,0.7366
1.3,1076,-200,9.9,972,111,819,109,1525,923,41.8,15,11989
1.8,932,-200,11.3,1026,195,851,122,1523,944,33.4,17.1,0.8627
3,1232,-200,16.1,1183,278,675,190,1920,1509,37,26.5,16352
0.9,996,45,2.9,648,64,1176,50,1340,852,11,63.7,0.8325
0.4,766,-200,2.4,616,43,1163,43,1306,530,21.5,45.6,11558
