@relation 'teste 09-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute CO(GT) numeric
@attribute PT08.S1(CO) numeric
@attribute NMHC(GT) numeric
@attribute C6H6(GT) numeric
@attribute PT08.S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08.S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08.S4(NO2) numeric
@attribute PT08.S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
3.6,1225,-200,19.4,1281,180,683,133,2082,1143,30.7,31.4,13686
3.3,1300,-200,17.4,1221,197,648,123,1946,1401,17.5,56.4,11175
0.5,776,-200,2.1,590,-200,1099,-200,1245,602,21.2,43.8,1088
0.4,771,-200,2.1,593,30,1155,45,1291,545,21.6,42.2,10762
1.4,973,-200,6.8,850,395,868,165,1213,852,8,81.6,0.8755
1.6,1160,-200,11.6,1036,182,622,62,1727,1023,23.2,63.9,17957
-200,1013,-200,4.1,718,-200,1041,-200,1492,558,14.7,68.4,11405
0.8,874,-200,5.3,776,99,846,73,1416,873,23.1,49.9,13891
-200,982,-200,5.1,768,-200,850,-200,1416,835,21.2,61.5,15241
1.2,998,-200,5.7,799,115,786,67,1435,867,17.4,81.3,16066
1.6,1053,94,6.2,823,87,1040,77,1386,810,17.4,35.4,0.699
-200,1366,-200,10.5,997,-200,830,-200,1673,1041,18.5,48.9,10323
1,836,-200,4.7,750,43,960,54,1390,484,35.1,25.2,1402
2.9,1120,-200,13.1,1088,-200,849,-200,1785,1067,21.7,44.7,11451
0.5,927,54,1.9,579,-200,1267,-200,1370,562,14.5,61.4,10041
0.8,879,-200,2.9,645,83,1023,50,1288,612,18.2,74.7,15441
1.1,888,-200,2.1,590,51,1009,41,1152,625,14.7,64.4,10704
-200,869,-200,3,649,-200,1033,-200,1249,631,14.7,80.7,13414
3.1,1252,-200,13.3,1094,395,615,90,1526,1188,19.5,57.4,12874
1.1,971,-200,5.5,790,46,871,64,1447,875,24.3,38.1,11398
-200,863,49,3,651,38,1224,52,1286,712,7.8,70.4,0.7463
1,915,-200,7.5,877,92,897,69,1651,937,19.9,51.8,11911
1.2,1031,-200,7.3,871,147,950,96,1393,972,25.2,38.1,12049
1.6,1076,-200,8.6,924,101,720,80,1806,909,26,61.9,20511
3.1,1312,-200,14.7,1139,550,565,164,1568,1386,17.9,54.6,1.11
1.7,1146,-200,10.1,983,201,673,71,1518,1136,20.4,66.7,1583
0.8,1044,-200,8.3,912,111,758,89,1604,1177,21.4,46.5,1172
2.4,-200,-200,-200,-200,169,-200,69,-200,-200,-200,-200,-200
-200,1017,-200,3.5,680,-200,996,-200,1421,729,27.8,49.4,18209
-200,1398,-200,15.2,1156,-200,812,-200,1722,1076,25.1,27.1,0.8496
1.4,1037,-200,8,900,75,817,95,1584,619,33.1,32.7,1.62
1.8,938,-200,10.2,987,134,862,111,1597,817,27.8,25.8,0.9473
3.6,1173,-200,17.2,1217,298,625,112,1945,1358,21.3,49.7,12452
-200,1150,-200,11.2,1020,132,645,111,1835,1063,28,49,18237
3.5,1411,-200,22.8,1371,1058,500,235,1484,1919,8.5,49.6,0.5517
-200,1409,-200,20.9,1322,-200,562,-200,2004,1601,26.5,50.2,1713
0.4,834,-200,1.8,565,-200,1187,-200,1444,473,28.8,49,19112
4.7,1620,710,24.1,1407,215,641,154,2052,1567,21.2,40.1,0.9978
1.5,1098,118,6.7,842,117,1012,85,1440,828,15.6,40.6,0.7146
-200,777,-200,1.8,570,-200,1191,-200,1167,616,14.5,65,10672
2.7,1214,312,12.3,1061,183,780,103,1662,1257,19.5,34.4,0.7738
0.7,-200,-200,-200,-200,71,-200,53,-200,-200,-200,-200,-200
4.4,1597,553,23.7,1395,235,652,110,2080,1519,11.2,56.9,0.7565
-200,1043,-200,12.1,1053,-200,707,-200,1514,959,20.5,46,1.1
3.1,1181,-200,18.5,1255,332,632,106,2002,1334,18.2,55.8,11529
0.3,647,-200,0.3,412,39,1964,29,779,274,10.6,36.1,0.4624
3.7,1408,239,15.1,1153,295,830,119,1777,1411,9.6,59.7,0.7124
1.7,1008,-200,9.6,962,145,845,129,1545,742,34.4,19.3,10325
1.9,1062,-200,9.6,962,108,776,104,1674,1030,26.2,39.7,13249
1.1,929,-200,5.1,769,-200,879,-200,1335,607,26.4,35.1,11919
-200,854,-200,0.8,481,17,1756,27,1304,396,16.1,55.9,10153
-200,997,-200,5.1,769,-200,1002,-200,1524,868,12.6,79.9,11596
3.5,1348,-200,22.2,1357,464,526,84,1833,1324,16,72.2,13077
3.1,1064,-200,12.2,1055,412,738,138,1242,1063,14.1,43,0.6883
3.2,1362,214,14.9,1145,212,673,116,1973,1294,17.3,72.4,14125
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1.2,895,-200,7.5,878,109,1122,81,1238,607,25.8,12.9,0.4219
1.4,1146,156,8.6,923,79,845,96,1575,1166,19.6,49.8,11221
1.6,1184,43,5.4,782,83,1176,82,1365,1043,8.8,63.9,0.7256
-200,1051,-200,9.3,950,-200,715,-200,1644,748,31.5,34.4,15665
-200,1203,-200,15.8,1174,-200,577,-200,1824,1426,30.8,34.8,15165
-200,1377,-200,19.3,1276,-200,539,-200,1790,1666,26,43.8,14499
2.8,1273,-200,14.6,1137,356,586,91,1563,1231,20,58.4,13473
0.7,897,-200,4.6,745,50,968,77,1461,807,23.4,40.6,11571
3.2,1157,-200,15.9,1176,330,691,175,1779,1370,30.6,23.2,1001
1.4,941,89,5.3,780,113,1080,84,1343,720,16.3,38.4,0.7052
0.7,964,-200,3.7,697,61,1067,57,1516,717,15.8,64.3,11416
2.2,1104,-200,10.4,993,170,705,74,1539,1081,31,29.1,12885
1.6,1031,-200,7.1,861,97,903,94,1534,825,18,49.3,10086
-200,1234,-200,16.8,1205,142,658,149,1781,1160,39.6,17,12064
7.8,1659,-200,35.9,1685,1290,423,272,1946,2155,16,41.5,0.7483
2,1159,167,9.9,976,138,837,76,1663,1098,12.4,64,0.9206
-200,726,-200,2.1,591,22,1263,34,1386,579,17.2,57.9,1127
2.8,1309,165,12.7,1073,178,954,120,1657,1112,15.9,37.2,0.6657
1.3,1010,96,5.1,769,77,1110,69,1396,895,8.3,64.9,0.7124
1,912,-200,5.5,788,127,822,48,1331,847,15.5,78.5,13782
3.3,1358,-200,19.3,1277,403,563,123,1892,1429,25.7,47.8,15548
1.4,-200,-200,-200,-200,83,-200,71,-200,-200,-200,-200,-200
5.9,1609,-200,29.5,1540,948,486,139,1961,1803,11.3,75.3,10048
3.5,1160,-200,15.5,1165,713,655,219,1325,1403,17.5,26.4,0.5228
2.5,1146,-200,13,1084,159,713,121,1829,1215,27.3,35.3,12606
3.7,1321,-200,17.5,1224,537,543,192,1617,1424,20.3,46.7,10971
-200,907,-200,3.2,665,-200,972,-200,1370,779,19.9,66,15141
1.2,970,-200,8,900,79,909,93,1524,664,36.9,17.5,10789
2.3,1118,-200,13,1082,161,694,127,1792,1080,22.7,47.7,12977
3.4,1384,-200,23.5,1391,228,552,102,2316,1548,24.7,49.5,15201
0.3,755,-200,1.3,528,35,1472,24,1234,471,19.6,59.1,13346
2.9,1103,-200,10.5,997,293,736,109,1552,914,15.6,75.7,13345
-200,1141,-200,12,1049,-200,675,-200,1530,1117,21,46.8,11508
3.3,1138,-200,12.4,1063,169,804,122,1728,983,14.4,64.2,1049
0.4,828,-200,2.6,626,27,1073,45,1362,754,25.5,34.6,11096
3.3,1234,-200,12.1,1053,364,639,133,1476,1114,21.5,43.1,10919
0.5,887,-200,2.9,647,50,1046,61,1500,740,25.1,48,15115
2,1027,-200,11.3,1024,162,700,80,1588,814,31.3,29.1,13054
1.6,972,-200,8.3,912,88,882,89,1596,675,35.5,20.3,11586
2,1073,-200,10.9,1009,206,639,105,1655,955,25.2,50.1,1.58
1.7,-200,-200,-200,-200,104,-200,87,-200,-200,-200,-200,-200
2.2,1202,-200,11.2,1021,-200,649,-200,1644,1226,31.3,32.9,14771
3.9,1377,-200,20.6,1313,191,612,109,2120,1220,18.3,62.8,13127
2.2,1161,-200,12.7,1074,128,646,95,1777,1206,36.5,28.9,17359
0.7,892,-200,4.5,739,74,964,68,1479,768,20.2,50.7,11844
3.1,1288,-200,16.4,1191,178,691,123,1910,1192,19.8,44.3,10104
2.8,1490,-200,19.6,1286,188,593,97,2053,1447,16.6,55.9,10486
3.3,1394,-200,13.8,1111,209,736,123,1853,1288,21.2,47.5,11828
0.1,771,-200,2.6,626,34,1502,41,1210,430,29.1,19.6,0.7771
-200,1381,-200,22.1,1355,-200,516,-200,1931,1583,25.8,44.7,1459
1.3,-200,-200,-200,-200,91,-200,76,-200,-200,-200,-200,-200
1.6,1045,138,7,857,92,968,93,1410,922,15.3,41.5,0.7194
0.3,922,-200,4.7,750,46,1085,45,1585,685,18.6,75.7,16074
1.2,1067,-200,9,938,102,825,99,1520,912,29.7,24.8,1016
1.9,1258,99,8.2,906,112,1081,107,1511,900,21.9,29,0.7525
-200,869,-200,2.9,648,-200,953,-200,1401,644,22.7,60.8,16519
-200,823,-200,2.1,590,-200,1125,-200,1241,624,15.8,77.6,13792
0.9,1005,64,4,713,103,1130,78,1363,924,8,71.8,0.7711
2.5,1228,-200,13.9,1113,231,628,72,1719,1324,23.7,46.2,13376
1.3,942,-200,6.7,846,78,980,92,1615,905,21.7,50.8,13019
-200,1101,-200,8.8,933,-200,845,-200,1600,1022,13.8,62.1,0.9721
0.6,884,-200,3.6,686,26,908,40,1439,651,22.9,56.1,15492
1.4,892,-200,7.4,874,119,923,106,1369,749,35.3,17,0.9546
1.2,1045,120,5.9,808,65,1038,69,1421,589,16.4,47.7,0.8819
1.3,1038,-200,7.9,895,126,714,63,1474,999,21.2,68.6,17046
1.4,999,-200,7.5,879,180,1114,119,1261,960,24.9,28.3,0.8775
3.8,1373,-200,18.4,1252,205,670,154,1889,1325,22.9,36.5,10083
2.5,1137,-200,17.8,1234,132,749,104,1824,990,23.4,32,0.91
2.1,1074,-200,12.8,1078,124,685,108,1673,1317,24.7,36.9,11302
0.6,819,-200,3.4,677,56,1048,62,1379,685,20.3,46.8,1.1
3.2,1316,-200,18.5,1253,521,527,77,1780,1566,16,76.3,13772
3.5,1236,-200,16.9,1206,-200,615,-200,1523,1166,8.3,76.5,0.8426
4.5,1379,-200,20.6,1312,267,683,179,1870,1382,24.1,29.9,0.8879
3.3,1361,-200,16.3,1189,420,549,120,1776,1351,25.6,48.3,15641
4.9,1211,-200,27.1,1483,303,586,173,2092,1483,28.9,24.1,0.9495
1,922,65,3.6,687,-200,1142,-200,1390,825,11.1,69.3,0.9128
1.2,949,-200,8.7,929,101,887,78,1711,973,20,56.6,13095
1.8,1105,-200,10.1,980,164,777,112,1745,980,34.6,27.7,14991
2.7,1172,324,11.8,1042,206,797,120,1641,1186,12.8,52,0.7643
2.1,971,-200,7.3,870,266,911,98,1287,798,19.6,36.3,0.8193
2.3,1199,-200,15.2,1156,227,758,103,1958,1272,18.5,70.3,14826
1.7,1081,157,8.2,906,150,895,72,1591,1024,11,71,0.9279
0.4,842,-200,0.7,468,-200,1813,-200,1274,394,16.9,53.9,10309
-200,1145,-200,9.8,971,-200,883,-200,1418,759,34.2,22.6,1197
2.3,1136,-200,8.2,906,346,729,120,1274,1140,12.6,63.2,0.9209
4.3,1328,-200,24.1,1405,302,584,203,2072,1518,37.3,19.9,12437
2.1,1028,-200,12,1048,171,719,93,1624,1135,27.1,32.4,11462
3,1317,-200,19.9,1295,891,593,172,1883,1592,26.1,46.4,15445
1.3,897,-200,6.8,849,157,891,90,1253,910,16.7,46.6,0.8793
1.7,1102,-200,10.3,990,90,799,103,1685,849,34.3,26,13865
1.6,917,-200,8.3,910,252,886,95,1275,744,21.9,30.7,0.7961
2.3,1147,-200,11.8,1043,152,727,125,1719,1042,23,46.2,12815
-200,947,-200,2.9,649,-200,1154,-200,1459,608,14.5,72.9,1195
3.7,1388,-200,22.8,1372,272,601,140,2105,1449,18.5,49.4,10397
0.6,811,-200,2.5,622,52,1315,60,1307,432,22.3,35.3,0.9371
2.4,1157,-200,13.6,1105,139,779,139,1792,982,40,18.8,1363
4.7,1440,-200,25.5,1443,232,635,162,2068,1594,25.8,27,0.8821
1.9,1048,-200,11,1013,127,886,96,1584,940,26.8,25.2,0.8721
1,921,-200,4.5,738,46,901,47,1585,779,25.1,56.6,17798
3.8,1451,481,17.3,1219,327,661,127,1804,1633,15,49.3,0.8364
4.3,1463,-200,27.2,1484,485,443,97,2011,1590,21.1,66.1,16313
-200,948,-200,6.9,853,-200,859,-200,1283,839,17.4,47.6,0.9387
-200,1209,-200,12.9,1082,143,685,133,1662,978,38.3,19.4,12851
6.3,1618,974,29.1,1530,326,579,171,2167,1791,18,32.9,0.6737
1.8,990,-200,8.6,924,140,974,90,1404,861,19.8,28.5,0.652
2,1138,-200,9.7,967,317,695,104,1332,1195,15.6,56.2,0.9876
1.7,1014,-200,9.5,958,117,878,102,1684,767,30.9,30.3,13306
-200,1031,-200,7.7,887,-200,777,-200,1665,844,35.6,32.2,18408
1.4,1057,-200,8.6,925,139,684,48,1503,972,18,75.4,15441
1.5,954,-200,7,855,89,792,94,1474,745,25.2,40.8,12877
0.5,810,-200,2.4,612,27,1163,34,1462,595,21.3,54.5,13682
2,1027,-200,7.7,887,133,927,97,1568,876,13.4,64.6,0.9864
1,1053,-200,7,859,399,810,186,1008,1346,5.3,50.5,0.453
1.9,1078,-200,10.2,985,106,778,111,1697,925,28.7,34.7,13457
2.6,1026,-200,13.3,1094,278,769,134,1629,1224,31.3,19.1,0.8634
1.9,1158,-200,10.1,981,96,862,105,1573,775,31.7,19.5,0.8981
2.8,1144,-200,13.2,1091,436,671,171,1295,1388,11.8,44.3,0.6121
4.7,1498,536,17.7,1230,250,649,140,1963,1308,14.6,74.9,12391
1,925,-200,5.2,772,45,1001,60,1308,516,40.3,12.6,0.9302
2.3,1048,-200,12.6,1070,111,807,106,1737,842,31.3,25.4,11415
0.7,917,42,1.7,563,58,1415,60,1257,423,10.7,67.6,0.8703
3.3,1308,388,16.4,1193,163,793,106,1193,1187,23.6,27.5,0.7913
-200,964,-200,8.6,923,87,834,92,1590,782,35.4,24.8,14017
1.2,974,-200,6.5,833,46,864,67,1577,565,36.8,29.5,18037
2.7,1288,-200,16,1179,167,717,150,1799,1074,32.4,20.4,0.9732
-200,939,-200,5.3,776,-200,879,-200,1259,913,18.3,53.1,11056
0.7,942,-200,3.7,696,45,916,51,1542,465,26.2,61.6,20575
2.5,1157,305,12.6,1072,137,888,114,1596,905,17.7,28.6,0.5735
4.2,1317,-200,19,1269,905,554,205,1446,1679,14.7,38.9,0.6462
1.1,812,-200,3,652,210,1586,106,964,554,9.1,49.6,0.5765
1,962,-200,5.3,778,35,929,44,1645,726,23.3,59.4,16753
0.5,891,18,1.9,576,46,1417,53,1289,733,11.9,57.4,0.7978
0.8,796,-200,2.1,589,93,1136,52,1026,506,13.3,53,0.8044
2.9,1276,-200,18,1241,274,642,171,2024,1784,34.2,30.7,16252
-200,926,36,2.8,638,37,1195,52,1342,749,11.2,65.9,0.8775
0.3,749,-200,1.5,543,16,1238,23,1244,462,23.3,41.9,11856
-200,1126,-200,11.9,1045,-200,689,-200,1523,1166,19.6,56,12623
-200,827,-200,1.9,577,-200,1138,-200,1143,640,19.2,50.3,11087
0.3,801,30,0.7,464,-200,1749,-200,1154,340,16.1,42.4,0.7718
2.3,1078,-200,14.1,1121,149,818,119,1806,963,35.9,20.8,12103
1.8,1163,128,8.5,919,128,922,84,1530,1076,11.1,50.5,0.6654
2.5,1251,-200,11,1015,475,751,127,1453,1070,12.3,78.9,11283
3.5,1279,-200,12.6,1069,542,628,117,1418,1356,9.9,76.3,0.9296
1.5,1067,-200,10.1,981,402,755,186,1104,1383,10.9,33.8,0.4393
1.7,1147,-200,9.6,964,165,668,60,1517,1116,20.6,62,14827
4.8,1243,-200,28.9,1524,290,647,142,2281,1470,30.3,26.2,11161
-200,1249,-200,18,1239,-200,540,-200,1953,1285,22,59.3,15523
3.8,1454,-200,23.1,1380,568,457,117,1947,1672,21.5,60.9,15398
0.4,791,-200,1.2,519,43,1291,31,1295,540,18.1,79,16224
-200,949,-200,10.7,1003,109,830,113,1473,730,35.3,15,0.8463
1,926,-200,5,763,41,949,54,1491,504,33.8,32.1,16596
1.8,1069,-200,7.9,897,249,729,83,1364,998,19.1,59.2,1295
2.3,1130,-200,8.1,902,280,715,86,1289,1117,9.8,81.4,0.9855
5.8,1399,-200,30.3,1558,-200,473,-200,2052,1652,28,29.1,10846
-200,829,-200,1.8,570,-200,1304,-200,1357,562,14.2,62.9,10136
1.8,1087,126,7.3,870,107,1014,90,1412,851,20.2,29.2,0.683
2.2,1225,-200,15.2,1155,178,643,106,1992,1338,27.3,46.4,16542
1,-200,66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
4.1,1420,-200,25,1430,525,512,81,2194,1510,20.4,72.8,17198
3.3,1364,-200,16.7,1202,198,771,135,1875,1250,16.3,47.1,0.864
2.8,1128,-200,14.3,1126,269,725,136,1856,1316,27.1,31.7,11147
2.4,1196,263,10.5,997,127,802,100,1644,1128,19.2,42.7,0.9425
0.8,-200,-200,-200,-200,37,-200,54,-200,-200,-200,-200,-200
4.2,1611,284,19.2,1274,279,754,161,1915,1697,15.7,44.1,0.7786
1,-200,-200,-200,-200,42,-200,59,-200,-200,-200,-200,-200
1.6,992,-200,9.2,948,106,773,95,1609,1271,26.3,33.7,11377
2.7,1055,-200,10.8,1007,457,736,145,1301,1019,10.5,62.2,0.7923
1.2,1020,-200,7.2,866,253,749,59,1440,1087,15.8,79.6,1417
2.1,1126,-200,13.4,1097,141,723,152,1810,1015,39.3,22.2,1552
2.1,1118,-200,13.4,1096,257,647,102,1649,1130,19.9,65.3,15066
0.8,962,-200,4.7,747,-200,813,-200,1431,913,23,52.7,14568
2.6,1237,-200,15.8,1175,173,660,128,1834,1424,30.5,29.7,12742
1.1,-200,-200,-200,-200,52,-200,65,-200,-200,-200,-200,-200
2.3,1274,101,8.3,912,111,939,97,1451,1188,10.3,58.1,0.7278
3.3,1452,-200,22.7,1371,207,576,117,2138,1622,21.9,43.3,11265
1.2,951,-200,7.7,886,74,742,51,1705,988,23.3,61.8,17504
0.5,822,-200,2.4,612,-200,1094,-200,1254,594,21.8,51.4,13272
2.7,1248,-200,15.9,1177,324,608,129,1784,1230,26.4,47.3,16006
0.5,853,-200,4.1,716,45,1047,58,1414,707,20.8,40.2,0.9725
1.6,1180,-200,10.5,997,143,677,84,1549,1127,22.1,61.3,16133
1.6,1028,-200,8.9,934,141,818,88,1743,987,20.1,57,13216
-200,982,-200,6.5,836,-200,840,-200,1498,696,29.6,35.4,14426
4.6,1443,-200,25.6,1443,286,543,202,2332,1559,34.7,31.9,17325
1.6,1049,-200,6.6,839,103,846,110,1636,858,28.5,41.6,15959
-200,884,-200,4.3,729,-200,920,-200,1389,837,22.9,45.7,12621
-200,944,-200,3.4,677,-200,1140,-200,1436,501,17.1,55.5,10724
1,909,-200,2.6,624,157,1056,74,1073,736,8.6,77.2,0.8617
-200,1027,-200,6.3,827,-200,942,-200,1529,742,16,56.2,10164
2.8,1054,-200,16.5,1195,205,815,126,1848,1078,35.9,18.9,10999
0.4,795,-200,1.8,569,18,1178,27,1426,497,25.2,55,17405
0.7,830,-200,2.3,608,33,1282,41,1370,441,18.6,52.3,11121
-200,989,-200,6.7,846,-200,960,-200,1476,846,9.9,74,0.9009
1.2,1025,78,3.6,689,89,1189,77,1325,519,11.4,61.2,0.8236
3.6,1143,-200,20.8,1319,192,673,158,2001,1190,28.7,31.2,12099
2,1059,-200,11.9,1047,178,761,106,1549,841,29.6,28.6,11628
1.5,966,-200,7.4,874,171,969,95,1682,999,19.8,59.4,13554
2.3,1075,-200,9.1,943,296,752,142,1305,894,17.2,51.5,10015
-200,1285,-200,12.4,1062,-200,715,-200,1583,1449,24.6,47.2,14424
-200,993,-200,10.2,985,-200,950,-200,1680,790,25.8,32.6,1072
0.8,868,-200,4.5,736,32,894,39,1548,638,24.9,57.3,17822
1.4,1028,84,5.1,770,75,1047,84,1326,913,11.2,56.2,0.7469
0.1,783,-200,2.8,637,41,1498,46,1215,439,29.8,18.4,0.7595
4.3,1544,-200,24.2,1409,462,448,91,2048,1603,22.4,67.1,1794
0.6,850,-200,3.2,664,31,1038,40,1568,727,24.9,54.6,16908
4.5,1565,-200,24,1405,920,488,139,1830,1696,9.5,77.9,0.9278
2.5,1050,-200,12.6,1070,435,699,141,1334,1087,10.6,56.9,0.7281
1.9,998,-200,8.5,920,241,802,103,1365,1042,16.6,51.3,0.9634
-200,820,-200,2.5,620,-200,1081,-200,1270,703,20.8,58.8,14305
-200,814,-200,3.1,657,-200,1086,-200,1332,429,30.4,30.8,13155
0.3,842,-200,2.6,624,-200,1080,-200,1480,712,26,44.2,14657
-200,1145,-200,14.5,1134,121,647,135,1828,1108,30.9,34.2,15064
0.8,871,-200,1.5,548,73,1197,50,1025,662,9.5,73.3,0.8719
-200,1039,-200,8,899,92,714,87,1717,914,27.3,51.5,1844
1.1,970,-200,7.9,894,57,761,64,1649,756,32.5,40.6,19481
0.4,826,-200,2.2,601,67,1056,38,1180,702,16.9,67.9,1295
4.6,1808,262,20.6,1312,261,753,157,1993,1698,18.4,41.7,0.8732
3.7,1370,-200,22.8,1372,404,485,124,1945,1400,20.8,64.7,15692
-200,925,-200,5.8,800,-200,908,-200,1272,750,14.3,58.1,0.9404
-200,998,-200,7.4,875,-200,779,-200,1380,992,16.5,67.2,12491
0.7,859,-200,3.7,693,24,988,43,1377,710,25.3,39.7,12656
1.9,1110,-200,9.6,964,122,947,90,1577,829,21,29.6,0.7263
2.9,1102,-200,16.5,1195,196,690,149,1762,1325,28.5,27.8,10665
3.5,1351,-200,20,1298,565,498,111,1821,1577,20,63.9,14805
1.5,975,97,5.6,793,119,1133,97,1254,637,13.9,33.2,0.5222
1.9,1052,-200,10.3,987,224,700,62,1556,1102,20,63.3,14672
-200,905,-200,5.1,766,-200,842,-200,1438,818,22.9,56.2,15522
-200,948,55,3.8,700,45,1045,60,1430,939,16.9,49.8,0.9514
2.5,1098,-200,13.6,1105,139,732,125,1768,1061,30.7,28.9,12501
-200,1538,-200,26.1,1458,-200,593,-200,2186,1743,19.2,41.6,0.9154
3.3,1086,-200,15.3,1159,207,686,119,1782,1060,23.6,35.5,10187
2.9,1133,-200,13.5,1101,-200,647,-200,1669,1105,28,30.1,11226
-200,1136,-200,10.3,990,111,672,100,1807,918,30.1,45,18891
2.6,1180,-200,14.2,1122,128,678,112,1921,1272,27.8,45.2,16604
-200,1245,-200,19.4,1281,-200,774,-200,1952,1324,20.8,43.6,10614
1.2,1003,-200,6.3,825,68,794,65,1716,801,26.7,60.6,20942
0.7,848,-200,1.7,560,62,1206,44,1045,644,8.9,77.1,0.8804
1.1,1022,-200,6.2,823,51,964,61,1599,631,32.5,27.6,13229
2.6,1152,-200,13.6,1104,145,725,99,1860,1023,21.5,47.9,12178
-200,935,-200,5.5,787,43,864,56,1588,728,25.1,51.1,16044
1.8,1032,166,7.8,892,101,973,87,1457,756,20.6,30,0.7213
2.2,1212,-200,9.7,966,152,840,100,1691,1043,19.4,52.1,11642
0.7,842,-200,4.2,722,40,1163,54,1294,490,41.8,11.9,0.9476
1.8,1131,-200,8.8,932,104,854,86,1693,1048,19.4,54.6,12184
1.5,1098,101,4.7,747,80,1094,91,1360,764,14.9,43.5,0.7302
2,1110,-200,9.2,948,101,901,86,1632,891,26,31.9,10566
3.8,1407,426,18.3,1249,213,720,129,1932,1276,17,43.1,0.8264
1.7,1027,-200,8.9,936,152,867,117,1696,931,27.1,38.3,13548
-200,742,-200,0.9,489,19,1559,30,1048,403,14,33.7,0.5355
5.3,1490,-200,27.3,1487,665,508,161,2115,1807,22.6,51.4,1392
1.6,951,-200,7.5,880,89,920,84,1539,637,35.9,18.8,10912
-200,1559,-200,26.9,1476,-200,463,-200,2022,1660,25.7,44.1,14331
1.6,1167,169,7.6,884,105,881,78,1580,931,20.2,40.1,0.937
1.1,895,-200,5.6,792,39,975,58,1574,733,21.9,52.7,1365
0.8,927,-200,3.5,682,56,1109,54,1526,580,14.6,77.1,12727
2.6,1386,284,13,1083,159,798,109,1833,1159,11.9,73.7,10254
-200,812,-200,1.6,549,55,1213,43,1079,531,13.8,64,10042
4.1,1236,-200,21.3,1332,641,601,152,1683,1550,17.8,45.7,0.9224
2.4,1070,-200,11.2,1022,126,824,88,1740,933,17.5,59.2,11725
1.5,1048,-200,9.2,949,88,764,86,1607,831,39,23.7,16346
3.1,1082,-200,15.9,1178,341,733,129,1605,1077,22.8,42.5,11608
1.6,1094,124,6.8,850,130,970,88,1489,871,19.7,38.4,0.8743
2.7,1179,-200,15.1,1153,172,654,-200,1877,1096,27,35.3,12396
1.7,1223,192,9,938,91,884,89,1610,880,25.6,36,11629
0.5,847,-200,2.5,620,84,1085,58,1339,670,22.9,57.5,15879
-200,1026,-200,16.2,1186,235,719,148,1662,1138,31.4,18.6,0.8398
1.3,1062,-200,8.4,915,232,792,83,1579,929,20.8,62.2,15119
-200,934,-200,1.8,569,20,1440,32,1280,397,12.3,67.7,0.9665
2.7,1004,-200,10.8,1007,241,848,81,1321,926,19.3,32.3,0.7163
1.4,1039,-200,8.4,917,169,735,77,1467,934,23.5,57.7,16515
-200,1143,-200,11.8,1043,-200,643,-200,1747,1079,29.9,39.6,16397
1.1,976,42,3.3,669,68,1270,65,1266,795,7.2,62.9,0.6396
