@relation 'teste 03-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute CO(GT) numeric
@attribute PT08.S1(CO) numeric
@attribute NMHC(GT) numeric
@attribute C6H6(GT) numeric
@attribute PT08.S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08.S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08.S4(NO2) numeric
@attribute PT08.S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
2,1132,118,8.7,927,128,944,100,1570,781,12,61.1,0.8537
2.8,1224,-200,17.6,1228,189,711,159,1972,1380,34.7,25.9,14069
-200,974,-200,8.1,905,97,838,97,1596,805,33.9,26.9,13964
7.5,1553,-200,24.4,1414,760,455,193,1851,1682,17.7,56.6,1133
-200,997,-200,6.5,835,-200,951,-200,1501,888,13.9,61.1,0.9656
4.2,1448,-200,19.7,1288,870,518,251,1506,1839,15.8,50.1,0.892
-200,1025,-200,4.9,761,-200,1008,-200,1476,700,18.8,46.4,0.9968
0.2,649,-200,0.2,397,25,2062,21,798,261,10.2,41.9,0.5209
1.3,819,-200,6,810,220,947,100,1027,631,13.4,36.3,0.5556
2.6,1194,-200,16.6,1198,275,587,101,1732,1228,19.3,67.5,14977
1.6,1029,-200,8.3,913,-200,787,-200,1373,607,38.3,19.3,12736
-200,1013,-200,5.4,781,-200,829,-200,1469,894,19.8,66.4,15145
0.6,878,-200,1.2,518,50,1294,42,1149,539,13.8,81.3,12767
2.3,1452,-200,12.4,1063,142,856,110,1774,1146,18.5,46.3,0.9744
4.3,1379,-200,21.9,1349,214,645,162,1961,1373,26.4,30.1,10204
2.9,1261,-200,15.3,1158,122,628,120,1837,1303,31.2,33.2,14831
-200,815,-200,5.2,774,43,1113,55,1374,712,17,47.7,0.9185
4.1,1157,-200,12.4,1063,491,905,160,1394,1223,10.7,73.9,0.9502
-200,941,-200,3.6,686,50,942,38,1406,549,22.8,64,17507
0.1,781,-200,3.1,661,25,1271,37,1299,568,17.2,47.2,0.9178
1.8,959,-200,9.3,949,104,857,93,1640,949,25.2,36.4,11528
-200,763,-200,2.5,622,37,1129,58,1321,689,21.2,39.4,0.9802
-200,926,-200,4.7,747,-200,902,-200,1325,759,14.5,80.5,13221
1,-200,-200,-200,-200,46,-200,63,-200,-200,-200,-200,-200
1.6,1167,169,7.6,884,105,881,78,1580,931,20.2,40.1,0.937
-200,975,-200,7.8,891,-200,814,-200,1361,911,15.8,57.6,10271
-200,847,-200,1.3,527,-200,1416,-200,1216,682,10.5,61.3,0.7761
-200,825,-200,3.2,663,61,1203,58,1504,610,17.6,67.4,1346
-200,758,-200,1.2,517,15,1625,22,1294,351,13.1,67.1,10079
2.2,-200,-200,-200,-200,147,-200,99,-200,-200,-200,-200,-200
0.6,830,34,1.7,560,-200,1452,-200,1066,350,14.4,32.8,0.5364
-200,925,-200,4.7,749,-200,826,-200,1482,739,23.5,58.3,16672
2.6,1140,261,10.6,1000,120,916,93,1490,962,10,51.1,0.628
0.6,942,-200,2,586,41,1480,46,1373,432,16.4,54,0.9979
1.4,1096,-200,8.1,903,107,732,52,1560,857,23.8,60.2,17515
2.3,1112,-200,12.2,1058,190,654,137,1695,1297,27.3,40.7,14548
1.6,1203,-200,6.2,823,89,1004,84,1526,903,15.6,56.6,0.9951
1.5,1060,-200,14.2,1122,116,863,119,1721,836,30.9,24.4,10724
3.1,1211,-200,14.8,1143,269,632,157,1860,1331,24.2,48.5,14452
3.5,1353,-200,19.9,1292,184,683,95,2178,1326,23,53.8,14968
5.3,1735,437,25.1,1431,396,628,150,2211,1843,17.8,42.9,0.8672
1,1075,39,3.9,703,88,1156,74,1464,1010,11.9,67.4,0.9375
0.9,935,25,2.4,615,54,1373,59,1250,717,6.3,66.6,0.641
-200,1029,-200,7.1,862,-200,727,-200,1539,733,27.9,43.1,16004
3.5,1348,-200,22.2,1357,464,526,84,1833,1324,16,72.2,13077
-200,1125,-200,19.5,1283,-200,792,-200,1899,1101,25.3,30,0.952
-200,1301,-200,17.1,1212,-200,575,-200,1717,1332,28.4,37.6,14282
3.4,1186,-200,14.3,1125,659,617,184,1493,1171,12.5,73.2,10563
1.8,1130,-200,8.4,915,-200,697,-200,1281,1205,10.6,80.3,10252
1.1,948,-200,6.3,826,137,802,57,1382,897,19.3,65.5,1.45
3.5,1389,-200,20.5,1311,339,525,98,1845,1748,28.7,38.4,1486
3.2,1149,-200,16.4,1192,304,672,152,1944,1449,28.5,31.7,12144
0.9,976,-200,4.8,754,-200,842,-200,1545,1070,25.2,51.4,1621
-200,1094,-200,14.8,1144,-200,669,-200,1327,1209,12.5,42.8,0.6177
1.4,1035,-200,8.4,917,135,882,64,1606,968,11.3,70.4,0.9443
3.5,1217,-200,17.6,1227,224,641,158,2040,1404,31.9,33.7,15663
-200,911,-200,4,710,-200,932,-200,1226,850,17.5,57.1,11311
-200,1105,-200,12.7,1074,-200,712,-200,1457,1050,18.2,46,0.9538
3.8,1379,-200,21.1,1326,191,659,151,1961,1307,24.7,31.5,0.9672
2.5,1228,-200,13.9,1113,231,628,72,1719,1324,23.7,46.2,13376
3.2,1252,-200,17.8,1233,342,618,168,1759,1127,31.5,31.4,1431
1.2,1053,68,3.8,701,68,1147,81,1323,692,15.1,44.6,0.7574
0.7,833,-200,5.5,786,48,1064,69,1328,453,31.8,18.7,0.8624
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,1224,-200,19.1,1270,-200,806,-200,1739,1113,31.3,16.2,0.7262
2.1,1083,-200,10.7,1003,95,787,112,1524,842,34,19.2,10073
-200,964,-200,7.5,877,70,958,49,1692,942,19.9,66.4,15203
7.7,1834,-200,37.7,1723,947,400,167,2204,2190,15.1,67,11394
1.1,1038,55,3.8,697,84,1260,82,1383,605,8.1,79,0.8544
1.1,1074,-200,7.2,866,78,717,42,1768,1075,26.1,63.7,2117
1.2,838,-200,7.2,868,66,1005,76,1454,540,30.1,18.5,0.7747
1.2,1001,-200,6.6,838,56,801,73,1614,668,32,38.2,1788
1.7,1197,117,6.5,837,144,957,118,1498,965,11.5,71,0.9582
0.6,799,-200,3.1,658,26,1216,43,1254,461,36.7,17.1,10398
1.6,996,-200,6.9,855,311,793,122,1277,884,16.3,58.4,10729
2.2,1379,-200,12.5,1068,171,899,139,1663,1374,23.8,28.2,0.8219
2,1004,-200,10.9,1011,108,867,116,1754,893,24.6,41.9,12752
-200,1396,-200,20,1296,-200,619,-200,1991,1628,17,50.2,0.9646
1,824,-200,3.7,695,76,1091,34,1035,526,17.6,33.8,0.6726
1.1,930,-200,5.4,784,174,850,74,1151,902,7.6,81.2,0.8483
-200,1337,-200,21.6,1339,-200,525,-200,1870,1622,20.6,58.5,14054
2.8,1157,-200,14.5,1131,370,623,113,1675,1157,19.6,69.7,15675
1.4,1058,92,6.3,824,95,993,99,1411,971,14.1,46,0.7363
-200,1489,-200,29.3,1534,-200,444,-200,2080,1686,17.8,66.3,1341
1.7,891,-200,7.8,891,287,874,121,1077,848,13.5,31.8,0.4876
2.4,1126,-200,12.2,1058,168,765,115,1879,1061,27.1,38.8,13705
1.2,944,-200,6.4,832,72,1072,81,1350,712,21.1,26.2,0.6481
-200,925,-200,5.8,800,-200,908,-200,1272,750,14.3,58.1,0.9404
2.4,1104,-200,13.5,1099,290,698,129,1483,1147,26.4,28.5,0.9658
0.2,775,-200,2.5,619,10,1254,19,1272,386,32.2,20,0.9488
0.4,803,36,1.3,527,17,1513,25,1152,369,14.1,45.3,0.7247
2.9,1215,274,15.5,1164,155,817,113,1689,1015,27,22.3,0.786
1.9,1029,-200,10.1,983,129,950,97,1470,879,25.1,20.8,0.6516
2.7,1315,212,12.6,1072,191,736,116,1833,1273,16.3,73.2,13458
0.9,908,-200,4.1,715,38,988,46,1479,495,35,31.1,17173
5,1257,-200,27.6,1495,379,524,129,2245,1647,19.2,48.8,10751
3.6,1496,509,19.8,1292,178,680,145,1878,1300,27.3,30,10752
6.3,1738,-200,38.3,1735,1301,365,240,1917,2434,8.9,53.4,0.6117
1.1,944,-200,10.7,1005,363,874,109,1633,1094,21.3,55.8,13974
-200,1483,-200,17.1,1213,-200,764,-200,1798,1249,23.7,28.6,0.8273
0.6,982,-200,4.7,750,84,893,85,1417,881,22.6,31,0.8372
-200,1126,-200,11.9,1045,-200,689,-200,1523,1166,19.6,56,12623
1.9,1074,-200,9.2,946,219,767,93,1635,1079,23.1,62.8,17562
-200,925,-200,3.1,656,-200,967,-200,1440,917,27.4,39.1,14072
1.6,983,-200,7.6,881,227,752,56,1472,928,18.2,76.4,15787
2.1,1376,-200,9.3,953,125,900,93,1636,1153,19,42.9,0.937
2,1079,-200,10.7,1004,175,713,111,1628,1302,22.8,43,11731
1.7,1042,-200,9,938,210,816,109,1456,1004,22.8,43.4,11915
1.7,1093,-200,9.1,944,71,711,85,1655,785,29.5,42.7,17316
1.6,958,-200,7.4,873,122,868,80,1550,750,24.2,36.9,10966
1.3,1171,50,5.1,770,99,1162,70,1467,930,11,66.5,0.8705
-200,798,-200,3.9,706,61,977,74,1363,798,20.6,41.5,0.9982
2.3,1224,278,10.1,980,152,850,111,1637,1055,15.7,50.9,0.8997
1.8,1050,-200,9.2,948,80,928,82,1584,652,26.1,30.3,10101
-200,1392,-200,17.7,1231,-200,530,-200,1771,1567,25.7,46.4,1507
1.4,973,-200,6.8,850,395,868,165,1213,852,8,81.6,0.8755
2.2,-200,159,-200,-200,176,-200,119,-200,-200,-200,-200,-200
5.5,1600,-200,34,1641,684,440,137,2430,1776,21.9,60.2,1.56
2.3,1184,222,10.2,983,169,823,106,1604,1166,16.6,48.7,0.9146
3.2,1324,-200,13.1,1086,149,692,113,1903,1189,19.3,63.1,14028
2.1,1127,-200,11.7,1041,120,728,97,1830,1266,26.5,44.8,1528
0.9,981,-200,5.5,790,147,817,47,1390,898,18.2,70.1,14552
-200,1094,-200,9.7,966,-200,877,-200,1519,919,21,30.6,0.7538
2.8,1073,-200,14.2,1124,209,752,154,1688,1175,29.5,23.8,0.9623
1,1042,84,5.2,772,51,923,61,1495,968,16.8,59.5,11269
3.1,1321,-200,15.9,1178,381,552,182,1539,1491,18.4,49.6,10391
-200,914,-200,11,1014,-200,988,-200,1597,775,29.1,22.3,0.8811
-200,1108,-200,8.4,917,-200,797,-200,1495,1129,22,55.8,14585
1.7,977,-200,8.3,913,104,744,81,1512,977,24.7,41.8,12839
1.4,1023,-200,5.4,781,295,809,81,1195,1019,10.6,78.8,1008
2.7,1381,-200,17.6,1227,312,595,162,1903,1845,29.8,33.1,13693
4,1472,-200,19.8,1290,523,510,95,1942,1420,21.8,72.7,18789
7,1757,-200,35.7,1680,669,396,117,2280,1959,23.2,54.7,15296
3.4,1328,-200,20,1296,640,527,88,1829,1341,15.7,76.4,13558
1.3,1015,-200,7.3,869,147,747,72,1439,1375,21.2,63.4,15748
-200,1027,-200,6.3,827,-200,942,-200,1529,742,16,56.2,10164
4.5,1487,454,19.2,1274,215,641,110,2133,1471,21,54.3,13353
2.6,703,-200,3.5,685,215,1218,117,734,641,10.8,17,0.2193
3.9,1392,597,17,1210,257,689,135,1792,1559,18.4,36.9,0.7758
0.5,836,-200,2.6,626,-200,1024,-200,1397,639,24.3,49,14666
4.5,1354,-200,19,1269,773,506,141,1530,1580,8.6,82.3,0.9198
-200,1130,-200,11.3,1024,-200,679,-200,1537,1177,21.9,44.9,11635
1.8,1081,-200,10.4,992,147,959,119,1680,935,20.2,47.2,11043
-200,1255,-200,14.6,1136,-200,611,-200,1675,1183,28.5,37.3,14329
-200,1257,-200,10.8,1006,-200,915,-200,1573,870,24.8,27,0.8325
1.7,984,-200,9.1,945,115,990,88,1423,747,25.8,19.5,0.6392
5.3,1590,-200,26.5,1466,999,448,198,1831,2003,13.3,66.9,10163
1.7,1027,-200,10.1,981,120,817,108,1631,1023,28.2,28.7,10806
0.5,754,-200,1.4,535,21,1490,33,1335,435,20.7,48.3,1168
1.8,1169,-200,13,1084,116,655,91,1831,1273,28.5,38.4,1468
1.6,1020,-200,10.2,984,81,853,81,1753,1031,23.7,45.1,13033
3.2,1271,-200,15.3,1157,384,572,187,1483,1353,18.8,49.2,10548
4.4,1298,-200,25,1430,317,632,194,1946,2475,37.9,13.9,0.9015
0.9,819,-200,3,655,103,1222,47,1104,507,21.6,33.4,0.8519
2.2,1148,231,8.8,930,140,948,107,1475,1056,12.5,48.1,0.6946
2.9,1403,-200,17.6,1229,381,523,63,1872,1365,20.9,66.3,16165
2.2,1051,-200,13.3,1094,224,646,108,1675,966,32.4,26.3,12594
-200,1059,-200,8.4,914,-200,697,-200,1617,895,26,47.6,15806
3.2,1206,-200,16.2,1185,376,592,76,1751,1386,19.7,65.1,14769
1.5,1167,-200,12.4,1065,148,808,78,1886,1139,24.6,47.5,14487
-200,936,-200,5,765,-200,916,-200,1462,941,20.6,62.9,15088
3.9,1496,524,19.1,1272,328,667,130,2011,1399,11,64.2,0.8398
1.7,1129,137,7.4,875,106,974,73,1524,759,20.6,36.7,0.8797
3.8,1270,-200,19,1267,611,565,201,1434,1482,7.5,58.8,0.6117
4.3,1508,-200,23.1,1379,864,496,137,1767,1567,10,75,0.9179
3.7,1407,-200,17.8,1235,338,548,77,1780,2519,20.1,71.1,16498
0.4,973,-200,5.6,792,53,977,70,1356,620,41.4,11.8,0.9282
0.2,726,-200,0.5,443,29,1663,26,942,363,8.1,68.6,0.7409
3,1093,-200,15.5,1163,189,717,160,1705,1139,29.7,25,10246
0.7,842,-200,4.2,722,40,1163,54,1294,490,41.8,11.9,0.9476
1.5,989,-200,10.3,990,113,822,138,1577,705,33.2,20.4,10195
0.6,892,-200,5.1,767,71,1180,84,1466,657,18,51.4,10504
-200,917,-200,3.4,677,-200,1103,-200,1494,747,13.8,73.3,11518
1.5,1042,-200,8.9,936,84,759,72,1630,770,36.4,26.8,16038
-200,1195,-200,12.6,1072,-200,799,-200,1609,1144,18.6,34.7,0.7369
0.8,873,-200,3.4,679,-200,1010,-200,1501,713,26.6,43,14773
2.1,1032,-200,11.7,1039,231,761,118,1455,1071,24.8,33.7,10377
2.3,1172,-200,14.9,1145,275,735,128,1676,1049,35.2,25.2,14111
1.2,871,-200,6.8,848,100,1139,83,1208,579,22.8,16.1,0.4404
1.3,836,-200,4.5,740,255,987,117,1046,672,12.4,44.1,0.6324
-200,1263,-200,19.4,1279,182,559,105,2132,1388,23,50.9,14105
4.5,1382,-200,16.5,1196,605,573,127,1543,1468,10.4,74.6,0.9394
2.2,1296,-200,16.9,1208,231,603,115,1914,1593,25.9,37.4,12289
-200,795,-200,1,494,-200,1398,-200,1353,400,28.9,48.4,18982
1.3,997,-200,3.4,677,-200,1252,-200,1359,591,13.8,55.1,0.8666
1.2,956,62,3.2,666,62,1235,71,1282,518,9.8,71.8,0.8702
2.5,1179,-200,14.1,1120,352,634,97,1667,1119,21.9,57.6,14942
2.2,1116,171,10.7,1003,119,864,101,1625,886,18.6,35.4,0.7535
3.8,1165,-200,12.6,1070,522,650,166,1467,1180,15.8,61.1,10856
3.2,1052,-200,18.4,1252,237,739,153,1729,1107,36,13.3,0.7773
2.4,1071,-200,7.7,885,284,740,133,1298,1090,15.7,60.9,10774
4.1,1500,-200,23.6,1393,279,560,95,2163,1495,15.5,62.2,10875
1.3,1025,-200,10.1,980,114,986,113,1591,891,25,26.9,0.8408
-200,895,-200,5.4,783,-200,863,-200,1502,575,26,45,14913
0.4,799,-200,2.4,613,38,1120,43,1387,641,21.6,45.7,11665
2.4,1150,-200,15.8,1173,266,608,101,1711,1195,20,63.3,14622
1.3,1008,-200,6.1,816,78,1015,72,1531,689,23.6,36.4,10431
1.9,1200,238,8.7,929,84,879,74,1623,972,26.9,32.1,11217
-200,814,-200,3.4,678,-200,1276,-200,1339,626,15.5,51.7,0.9019
1.3,844,-200,6.3,825,90,1027,101,1405,536,19.7,33.7,0.7646
-200,891,-200,5.5,789,-200,960,-200,1234,522,21.6,35.9,0.9164
-200,1038,-200,9.6,961,-200,1026,-200,1530,949,19.4,38.1,0.8511
2.4,1104,-200,14.8,1143,133,747,147,1840,896,37.2,21.6,13514
3.2,1181,405,13.9,1114,147,787,119,1685,1032,18.3,35.9,0.7501
-200,1436,-200,32.2,1601,-200,455,-200,2338,1682,20.1,60.6,14062
0.7,-200,-200,-200,-200,22,-200,35,-200,-200,-200,-200,-200
-200,1031,-200,10.5,995,93,752,118,1580,694,36.9,21.8,13384
4.3,1505,-200,22.3,1358,258,556,113,2248,1406,16.1,79.2,14398
3.2,1439,224,15.3,1159,193,764,125,1856,1494,15.7,60.2,10654
2.4,1264,237,8.7,928,132,884,102,1534,1035,15.9,43.5,0.779
2.8,1150,-200,13.6,1105,557,629,199,1450,1160,12.5,71.3,10285
2.3,1185,-200,10.8,1006,340,666,93,1638,1065,22.4,63.2,16878
2.3,1116,-200,12.7,1075,135,761,134,1784,1081,30.5,30.4,13031
2.5,1183,234,10.3,989,150,904,119,1539,1205,12.2,53.2,0.7555
0.6,904,-200,3,655,81,968,54,1326,824,19.8,67.2,15322
1.4,979,-200,5.9,805,-200,809,-200,1383,843,16.8,81.5,15418
2.8,1172,-200,13.7,1108,166,706,122,1878,1058,28.3,34.5,13084
1.8,890,-200,9.3,950,114,940,101,1460,655,19.8,29.7,0.678
1.5,975,-200,7.7,887,85,829,86,1478,737,32.3,27.2,12933
1.8,1242,-200,9.9,973,99,856,106,1632,819,26.8,33.5,11602
1.1,984,-200,5,762,47,870,57,1557,560,27.3,45.7,16308
2.5,1152,-200,13.4,1099,243,674,130,1631,1093,30.8,32,14014
3.4,1405,332,19.9,1295,161,638,103,2065,1378,18.7,57.6,12323
-200,1319,-200,15.5,1165,-200,571,-200,1743,1230,27.1,40.9,14405
2.2,1101,-200,10.2,986,163,852,124,1574,1100,20.9,33.2,0.8098
7.7,1822,-200,36,1686,1134,387,233,2077,2244,15.5,61.2,1067
1.6,973,-200,8.3,911,126,800,121,1441,891,32.9,21.8,10714
5.2,1555,-200,24.3,1410,532,464,127,1971,2185,21.7,62.9,16117
-200,1086,-200,9.2,947,181,724,115,1724,1134,24.7,46.8,14337
1.2,955,-200,5.2,775,140,831,55,1362,862,17.6,70.8,14105
1.9,1075,-200,10.4,993,139,781,110,1682,946,23.1,44.2,12317
-200,1003,-200,11.9,1045,136,781,128,1602,865,31.4,22.7,1027
-200,1105,-200,10.9,1010,-200,811,-200,1709,947,18,46.7,0.9569
0.3,825,47,0.9,489,21,1565,28,1171,363,11.1,60.1,0.7925
0.3,716,-200,0.7,461,9,1795,16,1235,350,19.5,46.3,10363
2.9,1092,-200,13.8,1110,302,725,117,1641,1105,21.3,54.8,13742
3,1198,-200,14.6,1136,137,717,103,1870,1291,17.1,61.5,11873
5.3,1490,-200,27.3,1487,665,508,161,2115,1807,22.6,51.4,1392
1.2,989,-200,4,713,72,954,78,1552,626,27.6,47.5,17266
2.8,1456,-200,10.6,999,175,835,107,1714,1202,15.7,58.6,10396
-200,1000,-200,5,763,-200,807,-200,1619,680,27.7,53.7,19661
1,1054,71,5,761,-200,963,-200,1598,965,15.7,77.4,13683
0.7,980,-200,5.7,800,46,983,54,1462,810,16.4,52.1,0.9612
0.6,798,-200,2.2,600,-200,1151,-200,1049,543,7.3,78.1,0.8041
-200,1105,-200,10.2,984,97,767,106,1532,868,42.7,14.4,12092
-200,902,-200,3,652,-200,1158,-200,1437,661,12.6,79.9,11619
1.6,1060,-200,8.6,925,339,772,109,1649,1161,21.1,70.1,17366
-200,1134,-200,8.4,914,-200,699,-200,1512,1097,20.6,63.4,1519
-200,947,-200,4.8,752,-200,1068,-200,1434,620,17.9,44.8,0.9104
0.9,883,-200,3.9,705,51,1133,65,1422,655,15.4,58.8,10215
3.2,1473,191,15.5,1163,227,831,148,1779,1395,16.1,41,0.7451
-200,906,-200,3.3,672,-200,948,-200,1377,742,20.1,65.3,15153
0.3,855,-200,4.8,751,27,1107,46,1418,664,19.7,43.2,0.9812
2.8,1416,145,10.7,1002,161,907,119,1677,1262,19.3,38.3,0.8474
1.9,1010,-200,8.6,925,294,829,115,1351,996,18,42.7,0.8745
0.4,988,-200,6.8,850,333,861,149,1030,1133,4.5,54.8,0.466
3,1324,-200,16,1181,360,565,115,1747,1318,27.2,43,15246
1.3,1059,-200,5.7,800,66,740,62,1604,739,27.5,50.4,18284
3.7,1513,-200,21.5,1338,214,764,156,1957,1397,23,26.8,0.7446
1.2,964,68,3.7,692,88,1176,82,1292,573,10.6,57.7,0.7362
3.6,1384,-200,23.3,1386,435,504,88,1833,1404,17.8,65.4,13213
-200,994,-200,9.2,947,-200,764,-200,1572,983,30.3,30.9,13096
0.2,798,-200,2.6,630,40,1291,45,1125,536,13.4,34.5,0.5272
2.9,1251,-200,13.4,1097,181,771,143,1680,1280,22.2,34.4,0.9072
-200,1033,-200,10.8,1006,96,749,121,1564,725,39.1,18.7,12884
2.5,1187,-200,13.9,1114,572,700,216,1193,1433,5.2,50.8,0.452
2,1016,-200,10,977,-200,951,-200,1652,948,22.4,41,11006
0.4,839,-200,3,652,34,1075,49,1405,671,22.5,43.2,11589
0.9,948,-200,6.4,828,66,858,60,1711,994,24.4,55.2,16604
0.6,897,-200,4.5,738,72,936,42,1471,843,19.1,76,16668
1.2,1040,-200,6.5,836,111,762,53,1423,974,20.3,62.5,1472
4.4,1598,333,20.1,1299,274,752,149,1941,1627,12.1,53.3,0.7536
1,912,-200,7,858,92,923,69,1608,894,19.8,50.4,11525
2.3,-200,-200,-200,-200,128,-200,116,-200,-200,-200,-200,-200
3.3,1247,-200,16.9,1206,313,600,148,1785,1233,26.2,48.7,16256
-200,1494,-200,23.1,1379,-200,467,-200,1965,1723,23,61.8,17135
-200,1087,-200,9,938,-200,690,-200,1613,747,29.8,39.6,16324
1,925,-200,6.4,831,71,880,74,1513,789,21.6,47.5,12118
1.6,1045,-200,6.6,840,118,879,92,1656,807,29.1,37.4,14833
-200,856,-200,4.5,735,-200,936,-200,1455,800,19.6,63.7,14419
3.3,1201,-200,13.4,1098,461,763,139,1500,1209,14,70.9,11244
-200,792,-200,1,501,21,1554,25,1252,354,16.2,53,0.9672
0.5,826,-200,2.4,612,-200,1111,-200,1304,605,19.8,65.3,14894
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,1320,-200,13,1085,-200,730,-200,1689,1440,14.8,49.7,0.8321
1.2,979,-200,6.1,818,57,797,72,1590,732,28.2,45.9,17272
-200,909,41,2.5,617,34,1236,49,1302,558,14.7,49.9,0.828
2.3,1352,-200,20,1296,211,534,84,1846,1337,26.4,45.9,15572
-200,872,-200,2.5,617,77,1026,86,1456,585,27.2,47.2,16803
-200,996,-200,6.8,848,-200,763,-200,1657,713,28.2,49.8,18795
1.4,995,103,5.7,796,66,1159,72,1287,587,21.2,23.1,0.5768
-200,1298,-200,26.8,1473,-200,514,-200,1884,1447,14.4,65.8,10773
3.1,1136,-200,18.4,1250,172,722,143,1940,1124,32.6,24.1,11688
-200,944,-200,3.4,677,-200,1140,-200,1436,501,17.1,55.5,10724
1.3,1000,81,5.3,776,81,1141,96,1375,896,12,54.9,0.7664
0.8,882,-200,4,713,71,978,57,1343,731,22.8,53,14577
2.8,1231,-200,14.5,1134,448,587,87,1572,1143,14.6,74.2,12256
1.6,1020,140,7.2,866,116,972,84,1429,791,15.1,42.7,0.7294
1.7,1136,-200,9.7,967,65,703,67,1801,927,32.3,43.6,2.07
