@relation treino-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute CO(GT) numeric
@attribute PT08.S1(CO) numeric
@attribute NMHC(GT) numeric
@attribute C6H6(GT) numeric
@attribute PT08.S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08.S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08.S4(NO2) numeric
@attribute PT08.S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
-200,1300,-200,20,1296,-200,489,-200,1989,1639,26.7,45.7,15747
-200,1311,-200,18.9,1267,-200,524,-200,1941,1662,31.4,34.5,15599
-200,1232,-200,17,1210,-200,565,-200,1832,1478,34.5,28.5,15324
-200,1113,-200,13.4,1096,-200,635,-200,1636,1050,36.4,23.6,14064
-200,1048,-200,11.2,1021,-200,698,-200,1570,846,35.1,23.2,12884
-200,1054,-200,11.6,1036,-200,697,-200,1585,830,35.7,22.2,12765
-200,1104,-200,13.5,1102,-200,670,-200,1609,1480,37.6,19.6,12534
-200,1130,-200,13.9,1113,-200,674,-200,1623,1127,38.8,17.6,11979
4.6,1229,-200,21.9,1348,-200,565,-200,1830,1445,39.3,16,11138
4.3,1347,-200,23.2,1382,-200,529,-200,1961,1543,37,23.6,14639
4.9,1424,-200,24.5,1417,-200,488,-200,2092,1674,33.2,30.1,15095
4,1305,-200,16.3,1188,-200,546,-200,1843,1524,31,33.1,1462
2.6,1180,-200,13.1,1088,-200,619,-200,1662,1339,29.5,33.4,13562
1.3,1029,-200,8.1,904,-200,709,-200,1460,992,29.1,36.7,14502
1.5,1080,-200,8.1,902,-200,702,-200,1516,1048,27.8,40.7,15002
2.2,1197,-200,11.4,1029,-200,601,-200,1628,1362,26,45.3,14999
1.2,1006,-200,6.7,845,-200,738,-200,1430,978,25.8,45.4,1487
0.9,987,-200,6.2,820,-200,772,-200,1400,935,25.4,45.9,14684
0.8,958,-200,4.5,735,-200,816,-200,1409,906,25.2,46.4,1464
0.8,962,-200,4.7,747,-200,813,-200,1431,913,23,52.7,14568
0.8,958,-200,4.6,744,-200,809,-200,1419,903,22.1,54.5,14337
1,976,-200,5.3,780,-200,795,-200,1467,898,22.5,53.6,14422
1.7,1088,-200,9.1,945,-200,636,-200,1613,1165,22,55.4,14436
1.9,1159,-200,11,1016,-200,595,-200,1681,1260,23.4,51.6,14639
2,1156,-200,10.3,988,-200,615,-200,1634,1250,26.7,43,14808
2.2,1202,-200,11.2,1021,-200,649,-200,1644,1226,31.3,32.9,14771
2.3,1226,-200,12.9,1080,-200,622,-200,1697,1188,34.8,27.1,14837
2.3,1181,-200,13.2,1091,-200,638,-200,1637,1072,38.3,21.5,14263
1.8,1062,-200,9.8,969,-200,729,-200,1459,782,37.1,21.2,13107
1.4,1013,-200,7.9,897,-200,798,-200,1351,594,37.3,20.3,12771
1.6,1029,-200,8.3,913,-200,787,-200,1373,607,38.3,19.3,12736
2.3,1144,-200,11.9,1046,-200,682,-200,1564,879,40.7,17,12793
2.4,1159,-200,12.3,1059,-200,664,-200,1580,945,39.5,18.5,13076
2.1,1113,-200,10,978,-200,705,-200,1538,946,36.6,22.6,13664
1.8,1100,-200,9.1,944,-200,730,-200,1524,882,32.8,28.2,13842
1.7,1037,-200,7.8,890,-200,765,-200,1408,735,30.7,30.7,13338
1.9,1055,-200,10.3,988,-200,720,-200,1490,874,30.1,28.7,12052
1.6,980,-200,8,901,-200,812,-200,1369,731,29.7,25.4,1044
2.6,1083,-200,13.3,1094,-200,706,-200,1537,926,29.6,24.3,0.9889
5.8,1399,-200,30.3,1558,-200,473,-200,2052,1652,28,29.1,10846
3,1194,-200,18.5,1255,-200,555,-200,1694,1452,27.2,33.3,11788
1.5,970,-200,7.3,870,-200,792,-200,1376,943,27.5,30.9,11155
0.9,898,-200,4.2,721,-200,912,-200,1264,594,27.1,33.3,11762
1.1,929,-200,5.1,769,-200,879,-200,1335,607,26.4,35.1,11919
0.9,913,-200,4.4,734,-200,864,-200,1338,646,25.6,37.6,12131
0.7,854,-200,2.2,600,-200,1102,-200,1252,542,25.4,38.6,12352
0.6,881,-200,2.9,647,-200,964,-200,1250,550,25.5,38.2,12296
0.7,867,-200,2.5,618,-200,1042,-200,1231,488,27,34.3,12089
0.8,885,-200,2.8,638,-200,1059,-200,1248,484,29.9,29.6,12296
0.9,899,-200,3,654,-200,1037,-200,1254,481,31.9,26.8,12477
1,886,-200,2.7,633,-200,1071,-200,1214,453,33,23.5,11583
0.9,864,-200,3,651,-200,1096,-200,1193,443,34.5,19.3,10369
0.7,822,-200,2.4,611,-200,1191,-200,1138,403,33.2,19,0.9533
0.6,810,-200,2.2,597,-200,1255,-200,1106,361,32.2,20.5,0.9699
0.6,784,-200,1.9,576,-200,1327,-200,1060,342,32.6,17.5,0.8467
0.8,823,-200,2.7,633,-200,1228,-200,1103,366,33,17.5,0.8683
0.9,863,-200,3.4,678,-200,1153,-200,1139,434,32.9,17.5,0.8622
1.1,880,-200,4.3,728,-200,1046,-200,1167,514,31.6,18,0.8243
1.7,951,-200,7,859,-200,897,-200,1267,718,29.3,20.4,0.8162
1.5,942,-200,5.5,786,-200,930,-200,1245,705,27.8,24.4,0.9002
1.6,988,-200,7,859,-200,845,-200,1341,799,27.1,26.9,0.9524
1.7,1008,-200,6.7,845,-200,832,-200,1349,856,26.3,29.5,0.9959
1.3,965,-200,5.1,769,-200,878,-200,1315,667,25.9,32.9,10826
1.3,957,-200,4.1,717,-200,911,-200,1322,579,25.3,36.9,11764
1,921,-200,3.2,666,-200,954,-200,1288,480,24.8,40.1,12378
0.6,854,-200,1.7,562,-200,1106,-200,1224,400,24.3,42.9,12906
0.5,826,-200,1,504,-200,1250,-200,1204,385,24,45.5,13404
-200,828,-200,1,501,-200,1281,-200,1189,385,23.9,47.4,13881
0.4,892,-200,1.9,580,-200,1076,-200,1271,516,23.5,49.1,13991
0.7,954,-200,3.1,660,-200,938,-200,1342,728,23.7,49.2,14195
1.8,1120,-200,7.8,890,-200,728,-200,1546,1035,23.6,49.6,14247
1.9,1096,-200,8.5,921,-200,716,-200,1534,988,24.3,45.4,1365
1.7,1058,-200,8,898,-200,749,-200,1470,977,26.3,38.3,12932
1.3,977,-200,5.7,800,-200,843,-200,1372,778,27.6,34.2,12464
1.4,977,-200,6.6,840,-200,827,-200,1390,736,29.2,29.1,11586
1.3,943,-200,5.3,777,-200,880,-200,1333,632,29.2,28.6,11423
1.4,964,-200,6,814,-200,850,-200,1369,689,29.4,28.3,11434
1.2,953,-200,5.4,781,-200,889,-200,1356,641,29.8,28,11558
1.3,967,-200,6.1,814,-200,854,-200,1385,703,30.1,26.7,11217
1.5,996,-200,6.7,843,-200,840,-200,1394,765,30.1,27.2,11406
2.3,1091,-200,11.7,1039,-200,699,-200,1586,923,29.6,27.5,11229
2.6,1114,-200,13.5,1101,-200,663,-200,1632,1057,29.6,27.7,11278
2.9,1133,-200,13.5,1101,-200,647,-200,1669,1105,28,30.1,11226
1.8,1031,-200,8.5,921,-200,731,-200,1490,897,26.8,33.8,11723
1.3,952,-200,5.5,787,-200,856,-200,1342,723,25.7,35.8,1.16
1.3,949,-200,5.8,804,-200,835,-200,1365,740,25.4,35.2,11255
1.2,932,-200,4.8,752,-200,889,-200,1310,687,25,37.3,11614
1.2,966,-200,5.2,774,-200,859,-200,1352,644,24.6,40.5,12362
0.8,888,-200,3,653,-200,973,-200,1272,497,24.2,43.8,13057
0.6,847,-200,2.7,634,-200,1012,-200,1258,525,24,43.7,12876
0.6,856,-200,3.6,687,-200,955,-200,1260,726,21.9,48.3,12522
0.6,881,-200,4.4,735,-200,876,-200,1308,783,22.4,47.2,12593
0.7,882,-200,4,711,-200,936,-200,1310,741,22.9,46.5,12861
1.3,1016,-200,7.7,888,169,776,64,1485,1040,23.1,47,13122
2.5,1228,-200,13.9,1113,231,628,72,1719,1324,23.7,46.2,13376
3.4,1311,-200,22,1350,232,529,73,1957,1486,25.8,41.9,13688
2.1,1081,-200,10.2,983,145,703,64,1546,1079,27.3,38.3,13669
2.2,1104,-200,10.4,993,170,705,74,1539,1081,31,29.1,12885
1.7,991,-200,8,898,214,787,89,1412,806,31.6,25.5,11638
2.1,1008,-200,10.1,980,-200,755,-200,1465,825,32.5,21.2,10173
2.2,986,-200,10.7,1005,-200,752,-200,1439,907,31.7,20.5,0.9428
1.4,948,-200,7.9,893,-200,828,-200,1374,768,31.5,21.5,0.9768
1.4,919,-200,7.1,862,-200,851,-200,1293,697,31.6,20.8,0.9562
1.6,958,-200,9,940,-200,820,-200,1380,728,32.4,19.4,0.9279
2.3,1037,-200,11.2,1021,-200,747,-200,1451,786,31.7,20.3,0.9336
3.3,1120,-200,16,1181,-200,653,-200,1604,1028,31.1,21,0.9337
4.1,1205,-200,19.9,1294,-200,579,-200,1744,1317,28.9,25.4,0.9933
3.3,1172,-200,15.3,1159,-200,597,-200,1653,1290,27.4,30.8,11112
2.2,1088,-200,11.1,1019,-200,668,-200,1554,1165,26.3,34.1,11453
-200,1055,-200,10,979,-200,694,-200,1517,1086,25.4,35.2,11288
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,1297,-200,34.5,1654,-200,848,-200,1366,1611,22.7,33,0.8987
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
3.4,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
4,1325,-200,18.9,1266,477,926,188,1441,1543,32.4,19.8,0.9484
4.7,1383,-200,24.1,1406,502,824,176,1582,1678,29.9,22.3,0.9235
3.8,1254,-200,18.1,1241,420,873,163,1463,1431,28.2,24.8,0.936
2.8,1221,-200,15.8,1174,344,874,155,1481,1413,26.8,28.9,10019
2.6,1226,-200,14.6,1138,307,862,146,1481,1419,25.1,32.3,10131
2,1100,-200,10.6,999,251,984,131,1361,1145,25.4,30.5,0.9722
1.4,999,-200,7.5,879,180,1114,119,1261,960,24.9,28.3,0.8775
1.2,980,-200,7.4,873,141,1088,98,1258,949,23.2,30.5,0.8558
0.6,859,-200,3.8,698,105,1254,89,1157,819,22.3,33.6,0.8959
0.3,814,-200,2.3,606,-200,1370,-200,1131,745,23,33,0.9184
0.2,806,-200,2.3,605,74,1366,68,1132,725,21.4,35.7,0.8982
0.4,813,-200,2.7,631,91,1327,65,1108,710,21.7,33.4,0.8545
0.6,889,-200,4.9,760,143,1224,81,1213,806,20.3,35.5,0.8342
3,1200,-200,18.2,1246,553,798,136,1574,1416,19.7,37.5,0.8501
3.2,1289,-200,21.4,1335,542,724,130,1681,1521,21,35.6,0.8736
3.5,1355,-200,21.3,1333,590,741,157,1691,1605,25,28.9,0.9025
3.1,1277,-200,19.9,1292,590,800,171,1626,1481,31,21.9,0.9708
2.2,1156,-200,14.8,1142,387,907,143,1490,1188,34.9,18.5,10189
1.7,1054,-200,12.6,1071,252,1006,116,1380,940,37.1,15,0.9297
2,1096,-200,13,1083,310,971,129,1430,986,35,17.3,0.9542
2.5,1160,-200,16.2,1185,396,873,168,1522,1162,35.1,17.5,0.9733
2.4,1148,-200,15,1149,329,924,152,1473,1047,35.4,16.6,0.9385
2.9,1166,-200,16.2,1186,393,878,175,1500,1180,38.4,13.8,0.9221
4.2,1315,-200,22.7,1370,522,794,212,1689,1399,37.6,14.5,0.9277
5.4,1425,-200,32.3,1605,631,660,220,1920,2321,35.2,16.6,0.9242
4.3,1329,-200,22.3,1360,435,704,175,1768,1894,31.2,25.5,11379
3.6,1299,-200,16.6,1197,407,763,165,1688,1606,29.3,30.7,1229
2,1123,-200,11,1015,255,845,136,1470,1297,28.3,30.1,11392
1.5,1089,-200,11.3,1024,180,831,111,1452,1182,27.4,31.5,1133
1.5,1081,-200,9.3,950,186,876,114,1434,1138,26.2,35.7,11929
1.2,1031,-200,7.3,871,147,950,96,1393,972,25.2,38.1,12049
1,969,-200,5.5,787,101,1035,75,1350,799,24.4,39.1,11784
0.5,881,-200,3.5,680,69,1175,58,1251,630,23.7,39.1,11289
0.5,869,-200,2.8,638,-200,1219,-200,1213,586,24.2,38.5,11491
0.4,866,-200,2.9,644,49,1162,41,1218,629,24.5,38.5,11688
0.5,895,-200,3.6,689,91,1134,55,1250,709,22.4,43.5,11624
0.7,933,-200,5.5,786,144,1018,73,1306,858,22.3,43.8,11631
2.4,1209,-200,15.5,1163,430,762,108,1606,1300,21.4,45.8,11515
4.1,1417,-200,28.3,1511,606,587,147,1975,1676,22.9,41.3,11383
3,1227,-200,17.8,1233,519,739,150,1594,1384,26.6,30.3,10378
2,1093,-200,12.8,1076,353,871,131,1457,1125,30.3,23,0.977
2.5,1135,-200,15.7,1170,429,867,144,1523,1189,32.8,18.9,0.9234
2.4,1112,-200,15.4,1161,345,866,151,1499,1088,34.3,17.7,0.9416
2.6,1147,-200,15.6,1168,417,858,165,1492,1118,33.3,18.9,0.9536
1.9,1086,-200,12.6,1070,276,907,135,1423,924,33,20.1,0.9959
2.1,1077,-200,12.2,1056,280,908,143,1406,935,33.6,19.6,10029
2.5,1110,-200,13.4,1098,365,882,153,1450,1009,34.9,18.4,10106
2.7,1146,-200,14.3,1125,363,846,149,1511,1016,33.4,20.3,1027
3.3,1211,-200,16.5,1194,393,797,164,1599,1188,31.6,22.7,1041
3.2,1218,-200,17.4,1221,385,755,180,1599,1290,29.2,26.9,10709
2.6,1136,-200,12.9,1082,307,824,159,1478,1130,27.7,30.1,10991
1.4,1017,-200,8.2,908,194,932,119,1354,880,27.1,31,10991
1.6,1063,-200,9.2,946,205,886,127,1391,996,26,33.4,11071
1.7,1083,-200,9.3,951,223,880,131,1393,1054,25.1,35.7,11222
1.6,1077,-200,10.4,994,176,829,101,1429,1081,24.3,38.5,11525
-200,968,-200,6.2,823,-200,952,-200,1343,828,23.4,40.7,11551
-200,898,-200,4.2,720,-200,1059,-200,1259,661,23.2,41.2,11561
-200,859,-200,3.1,656,-200,1126,-200,1213,582,23.6,40.5,11667
-200,849,-200,2.3,607,-200,1189,-200,1190,544,23.5,40.9,11677
-200,886,-200,3.1,658,-200,1101,-200,1234,647,20.5,48.4,11557
-200,932,-200,4,708,-200,1057,-200,1285,720,20.7,48.4,11663
-200,1144,-200,10.8,1006,-200,757,-200,1535,1207,19.9,50.8,11694
-200,1222,-200,13,1083,-200,729,-200,1624,1273,21.3,47.2,11825
-200,1202,-200,10.3,989,-200,775,-200,1506,1303,24,40.8,11993
-200,1323,-200,16.3,1190,-200,698,-200,1702,1479,28.7,30.3,11769
-200,1219,-200,12.7,1074,-200,805,-200,1532,1191,31.9,24.7,11477
-200,1121,-200,9.7,965,-200,899,-200,1386,932,33.8,21.9,11331
-200,1096,-200,9.1,942,-200,893,-200,1366,826,32.7,22.7,11044
-200,1019,-200,7,858,-200,989,-200,1270,631,33,21.3,10512
-200,1045,-200,7,857,-200,994,-200,1308,598,33.9,21.2,10989
-200,1147,-200,9.5,959,-200,872,-200,1387,796,35.9,20.3,11845
-200,1145,-200,9.8,971,-200,883,-200,1418,759,34.2,22.6,1197
-200,1202,-200,11.7,1040,-200,815,-200,1506,886,32,27.3,12752
-200,1283,-200,13.9,1112,-200,719,-200,1583,1071,29.3,32.6,13105
-200,1148,-200,8.7,929,-200,815,-200,1443,826,27.2,38,1347
-200,1229,-200,10.9,1012,-200,743,-200,1562,1103,26.1,41.1,13705
-200,1287,-200,12.3,1060,-200,716,-200,1595,1221,25.3,44.6,14161
-200,1285,-200,12.4,1062,-200,715,-200,1583,1449,24.6,47.2,14424
-200,1251,-200,12.1,1055,-200,701,-200,1602,1364,24.1,48.8,14412
-200,1120,-200,8,900,-200,811,-200,1462,1111,23.6,50.4,1447
-200,1108,-200,8.4,917,-200,797,-200,1495,1129,22,55.8,14585
-200,961,-200,4.9,759,-200,943,-200,1375,799,22.4,53.6,14379
-200,950,-200,4.2,719,-200,982,-200,1372,771,21.6,55.8,14228
-200,901,-200,2.3,608,-200,1105,-200,1299,646,21.8,55.2,14184
-200,903,-200,2.5,619,-200,1111,-200,1315,705,21.7,55.4,14192
-200,1024,-200,4.9,757,-200,923,-200,1423,908,20.6,59.8,1435
-200,1093,-200,6.6,837,-200,830,-200,1480,1047,22.1,55.3,14495
-200,1097,-200,6.5,833,-200,853,-200,1470,1015,24.8,48.2,14883
-200,1126,-200,6.4,830,-200,853,-200,1528,938,27.9,43.4,16017
-200,1139,-200,5.6,794,-200,908,-200,1456,849,30.1,38.5,16212
-200,1178,-200,6.4,832,-200,858,-200,1542,844,28.2,48.6,18253
-200,1243,-200,7.6,883,-200,745,-200,1660,1036,24.8,70.4,21766
-200,1017,-200,3.5,680,-200,996,-200,1421,729,27.8,49.4,18209
-200,1048,-200,3.3,672,-200,1050,-200,1438,556,25.4,59.9,19168
-200,1254,-200,6.6,840,-200,787,-200,1602,846,26.1,66.8,2231
-200,1287,-200,8.3,911,-200,796,-200,1664,942,28,53.2,1981
-200,1215,-200,8,900,-200,823,-200,1604,902,27.4,51.4,18404
-200,1363,-200,12.6,1071,-200,697,-200,1763,1178,25.7,55.8,18149
-200,1436,-200,17.5,1224,-200,609,-200,1886,1426,24.6,60.3,18363
-200,1365,-200,14.8,1143,-200,655,-200,1796,1394,24.2,61.6,18381
-200,1506,-200,23.3,1385,-200,555,-200,2260,1935,23.8,63.5,18495
-200,1227,-200,12.2,1055,-200,705,-200,1772,1360,23,64.8,1802
-200,1038,-200,7.2,866,-200,833,-200,1570,1061,23,63.3,17589
-200,934,-200,4.6,744,-200,970,-200,1473,870,22.8,63.3,17355
-200,900,-200,3.8,699,-200,1036,-200,1452,799,21,68.6,16873
-200,870,-200,3.7,692,-200,1070,-200,1443,779,20.4,70.7,16734
-200,875,-200,4,713,-200,1027,-200,1436,809,19.4,73.4,16417
-200,940,-200,5.5,789,-200,917,-200,1473,914,19.5,72,16118
-200,1053,-200,8.3,913,-200,824,-200,1578,1033,19.7,70.3,15925
-200,1509,-200,28.2,1508,-200,533,-200,2257,1572,20.4,66.7,1577
-200,1559,-200,32.1,1599,-200,498,-200,2374,1704,21.8,61.8,15966
-200,1313,-200,17.7,1231,-200,626,-200,1889,1455,23,60.2,16652
3.1,1372,-200,18.4,1251,475,609,138,1890,1588,25.4,53,16963
2.9,1320,-200,16.3,1190,395,655,138,1825,1482,30,41.6,17324
3,1346,-200,18.2,1246,353,639,138,1907,1458,32.6,34.8,16872
3,1307,-200,17.9,1236,397,649,137,1869,1356,32.2,34.2,16145
2.2,1157,-200,12.6,1069,274,737,120,1653,1100,32.1,33.5,1569
2,1154,-200,11.3,1026,505,773,208,1623,1212,32.6,31.8,15361
2.3,1172,-200,14.9,1145,275,735,128,1676,1049,35.2,25.2,14111
3.1,1241,-200,18.5,1254,360,693,145,1735,1149,34.3,24.7,13154
-200,1379,-200,25.2,1433,-200,605,-200,1982,1370,31.5,29.9,13638
6.2,1570,-200,35.9,1684,597,494,168,2289,1716,29,36.6,14452
4.7,1418,-200,26.7,1471,728,542,177,2064,1600,27.1,42.2,14949
3,1317,-200,19.9,1295,891,593,172,1883,1592,26.1,46.4,15445
2.1,1204,-200,14.6,1136,346,648,112,1782,1491,25.1,49.4,1548
1,1014,-200,6.9,853,98,843,39,1499,1084,26,46.4,15375
0.8,956,-200,5.6,794,144,896,68,1456,1007,24.7,49.2,15116
0.7,891,-200,3.9,708,110,1005,51,1382,823,24.8,49,15092
-200,856,-200,3.2,665,-200,1061,-200,1375,788,23.5,52.6,15035
-200,863,-200,3.9,703,-200,1032,-200,1403,791,20.8,62.1,15044
-200,911,-200,4.6,745,-200,922,-200,1428,924,19.9,65.5,15078
-200,936,-200,5,765,-200,916,-200,1462,941,20.6,62.9,15088
-200,1087,-200,9.6,964,-200,774,-200,1633,1103,21.3,59.4,14918
-200,1540,-200,27.8,1498,-200,519,-200,2301,1657,22,58.3,15199
-200,1513,-200,32.1,1601,-200,469,-200,2382,1743,23.2,55.4,15559
-200,1409,-200,20.9,1322,-200,562,-200,2004,1601,26.5,50.2,1713
-200,1219,-200,11.8,1042,-200,699,-200,1750,1253,29,45.5,17976
-200,1286,-200,15.8,1172,-200,644,-200,1870,1295,30.1,42,17602
-200,1228,-200,15.8,1174,-200,668,-200,1788,1192,32.3,35.9,17067
-200,1140,-200,14,1117,-200,711,-200,1690,1046,33.2,33.8,1.69
-200,1052,-200,8.2,906,-200,832,-200,1516,803,34,33.6,17591
-200,1282,-200,13.7,1107,-200,682,-200,1791,1116,29.9,45.6,18942
-200,1378,-200,19.5,1282,-200,576,-200,2010,1347,27.7,53.7,1967
-200,1506,-200,26.7,1471,-200,518,-200,2200,1530,28,52.7,19604
-200,1310,-200,18.7,1259,-200,620,-200,1926,1240,28.6,48.2,18616
-200,1204,-200,13.9,1114,-200,686,-200,1807,1092,24.8,61.6,19067
-200,1071,-200,6.7,842,-200,873,-200,1575,740,20.3,77.2,18204
-200,967,-200,4.2,719,-200,980,-200,1490,670,19.7,82.5,18674
-200,947,-200,3.6,689,-200,1009,-200,1454,640,20.6,78.8,18885
-200,1011,-200,4.4,734,-200,967,-200,1497,918,19.2,87.2,19195
-200,971,-200,4.2,722,-200,949,-200,1472,804,20.5,81.5,1936
-200,886,-200,2.6,627,-200,1082,-200,1405,694,21.4,74,18683
-200,908,-200,3.1,657,-200,1013,-200,1460,796,20.5,78.2,18678
-200,901,-200,3,652,-200,1013,-200,1468,804,20.7,77.8,18764
-200,915,-200,3.4,674,-200,970,-200,1481,829,20.5,78,18636
-200,940,-200,4,712,-200,961,-200,1499,848,20.6,76.2,18272
-200,1048,-200,7.8,891,-200,791,-200,1654,992,20.1,77.4,1802
-200,1298,-200,16.1,1181,-200,644,-200,1962,1256,20.9,73.3,1787
-200,1487,-200,27.6,1493,-200,492,-200,2345,1598,21.2,72.3,18007
