@relation 'teste 07-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute CO(GT) numeric
@attribute PT08.S1(CO) numeric
@attribute NMHC(GT) numeric
@attribute C6H6(GT) numeric
@attribute PT08.S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08.S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08.S4(NO2) numeric
@attribute PT08.S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
2.8,1466,-200,15.8,1174,152,680,115,1965,1302,25.4,39.8,12771
0.7,868,-200,1.8,567,91,1238,64,919,823,6.4,63.3,0.6123
1.8,1163,128,8.5,919,128,922,84,1530,1076,11.1,50.5,0.6654
1.2,1030,-200,5.3,778,67,1071,69,1452,591,26.8,28.1,0.9785
2.7,1336,132,11.8,1043,256,935,96,1678,1192,6.5,71.6,0.6945
0.6,912,-200,6.2,819,65,1224,77,1368,589,30.3,17,0.7232
-200,894,-200,3.5,681,-200,843,-200,1476,765,21.2,66.4,16468
-200,1163,-200,7,859,-200,921,-200,1603,783,17.4,58.9,11567
2,1256,-200,10.2,986,407,612,157,1240,1413,15.7,34.5,0.6111
-200,879,-200,2.1,594,134,1119,98,839,792,2.5,54.1,0.4017
3,1209,-200,18.3,1248,188,712,119,1891,1295,23.5,29.5,0.8435
5.7,1501,-200,28.4,1514,933,1090,178,1898,1791,13.7,66.5,1038
1.2,950,-200,8.9,937,64,802,80,1566,989,23.4,38.6,10968
2,1073,-200,10.9,1009,206,639,105,1655,955,25.2,50.1,1.58
1.6,951,-200,7.5,880,89,920,84,1539,637,35.9,18.8,10912
-200,876,-200,1.1,505,-200,1456,-200,1294,467,15.5,56.9,0.9961
2.3,991,-200,9,940,337,816,117,1035,973,18.9,18.9,0.4091
0.3,872,-200,3.6,689,142,970,107,866,631,6.6,43.2,0.4247
0.8,845,-200,1.4,534,-200,1146,-200,781,519,3.5,48,0.3822
3,1331,-200,16.1,1184,493,507,149,1508,1533,13.6,56.4,0.8754
-200,808,-200,1.4,534,-200,1243,-200,853,480,8.7,43.4,0.4905
1.3,901,-200,2.2,599,147,1023,109,825,515,3.8,46.5,0.3762
1.5,1060,109,5.5,787,81,1044,91,1418,833,12.6,57,0.8315
3.1,1139,-200,18,1240,239,702,144,1940,1129,31.1,26.2,11647
-200,777,-200,0.9,493,-200,1247,-200,828,438,8.8,45.2,0.5134
2.5,1131,-200,13.1,1087,164,705,131,1738,1240,24,37.8,11125
0.9,912,-200,5.3,776,61,991,84,1379,461,38.5,19.8,1326
-200,1125,-200,9.3,952,-200,646,-200,1690,995,25.3,52.9,16765
-200,974,-200,5.5,790,-200,915,-200,895,951,9.1,32.5,0.3766
0.9,865,-200,5.4,783,86,893,68,1446,838,21.3,47,11793
3.9,1268,-200,23.6,1393,202,650,161,2144,1334,32.5,26,12502
1.9,1189,110,6.7,844,96,887,93,1566,1049,13.4,69.6,10688
1,860,-200,4.7,748,39,955,50,1344,532,34.3,22.5,11974
1.6,1156,-200,13.5,1100,143,800,73,1884,1175,25.7,43.8,14262
0.9,965,-200,3.7,692,45,927,52,1549,653,23.8,63.5,18495
2.4,1087,-200,13.7,1106,129,755,110,1839,906,32.7,25.8,12547
2.2,1170,159,10.8,1009,126,879,106,1566,872,16.6,35.6,0.6697
0.6,799,29,1.1,514,42,1615,59,1036,332,14.1,34,0.5442
1.5,1025,-200,5.6,795,259,783,155,967,881,8.9,37.9,0.4318
0.9,881,-200,5,765,66,1029,86,1359,489,32,19.8,0.9273
-200,806,-200,1.5,544,-200,1429,-200,1290,449,9.5,79.7,0.9489
-200,1281,-200,26.6,1469,287,491,136,2179,1669,24,36.6,10763
2.3,1199,-200,15.2,1156,227,758,103,1958,1272,18.5,70.3,14826
-200,1101,-200,8.8,933,-200,845,-200,1600,1022,13.8,62.1,0.9721
4.9,1429,-200,20.7,1317,947,495,322,1425,1916,5.1,50.8,0.4499
4.1,1542,283,16.1,1184,296,808,158,1780,1583,15.6,42.2,0.7451
2,886,-200,8.4,917,398,908,148,901,1023,10.2,23.8,0.2955
5.2,1443,797,24.6,1418,253,666,141,2060,1454,13.4,47.8,0.7293
-200,952,-200,4.1,717,64,879,89,1481,1164,23.4,47.4,13475
5.6,1544,-200,29.1,1530,975,416,309,1706,2030,2.1,62.2,0.4491
2.2,1123,-200,14.5,1134,169,711,92,1922,1170,20.8,52.6,12758
-200,1296,-200,10,977,-200,863,-200,1642,746,26.1,30.8,10253
-200,796,-200,1.5,545,-200,1210,-200,853,450,9.3,44,0.5153
-200,1140,-200,9.6,963,122,669,102,1815,918,21.5,78.8,19939
3.9,1306,-200,15.4,1161,646,557,146,1407,1379,5.5,83.5,0.7619
2,1094,-200,9.7,967,355,682,203,1147,1136,6.9,52.8,0.5293
3.8,1454,460,17.5,1225,299,661,135,1809,1654,17.1,42.1,0.812
1.1,-200,-200,-200,-200,157,-200,127,-200,-200,-200,-200,-200
1.8,1153,-200,11.2,1022,84,765,89,1806,1013,26.1,42.2,14039
0.4,790,-200,0.4,431,53,1439,49,722,354,2.8,43.8,0.3308
1.4,1041,-200,5,763,196,790,130,1003,808,8.3,47.8,0.5238
1.7,946,-200,6.3,827,236,876,130,1037,915,6.1,50.3,0.4769
2.4,1040,-200,8.4,917,335,739,204,1038,1021,4.8,41.9,0.3634
2.3,1072,-200,10.9,1011,340,762,142,1075,1172,14.2,26.8,0.4332
0.8,892,-200,4.2,724,55,971,71,1490,511,36.3,27.4,16264
2.3,1078,-200,14.1,1121,149,818,119,1806,963,35.9,20.8,12103
1.9,1173,-200,7.7,885,274,685,134,1288,1038,15.6,54.8,0.966
1.9,1062,-200,9.6,962,108,776,104,1674,1030,26.2,39.7,13249
1.7,1091,-200,9.3,953,51,723,63,1688,853,39.6,24.3,17255
2.6,1410,-200,19.3,1276,548,459,155,1701,1587,14.4,63.8,10421
1.9,1085,209,10.7,1004,106,888,95,1454,816,21,25.4,0.6264
1.6,1206,-200,9.2,948,357,628,121,1129,1540,5.9,65.8,0.6178
2.4,981,-200,12.1,1054,176,768,120,1592,1135,25.2,28.6,0.9008
-200,1150,-200,11.2,1020,132,645,111,1835,1063,28,49,18237
4.9,1674,635,29.8,1547,293,539,95,2405,1665,14.8,61.3,10237
-200,1443,-200,26,1455,-200,635,-200,2073,1600,21.4,36,0.9059
2.9,1407,201,16.6,1197,184,905,129,1759,1313,28.2,18.6,0.7014
2,1156,-200,7,859,387,684,210,1196,1069,6.2,77.4,0.7383
1.5,933,-200,4.1,714,227,899,133,927,706,6.7,49.5,0.4892
-200,1076,-200,10.3,988,-200,648,-200,1649,883,26.9,43.2,15052
1.1,956,-200,7.1,862,65,930,82,1479,636,38,16.8,10933
1.7,1205,85,8.6,925,132,922,107,1547,1314,15.5,52.9,0.9271
1.2,895,-200,7.5,878,109,1122,81,1238,607,25.8,12.9,0.4219
-200,998,-200,8.3,913,90,834,90,1635,826,34.7,26.5,14408
-200,1223,-200,14.8,1142,145,778,88,1965,1084,26.2,46.4,15573
1,836,-200,4.4,734,53,1035,68,1501,801,20.8,51.7,12572
3.3,1408,-200,16.7,1202,492,506,151,1411,1774,12.7,45.5,0.6648
0.7,992,-200,2.9,644,96,899,70,1128,854,11.8,70.6,0.9731
2.4,1215,-200,12.3,1062,199,794,119,1650,1381,25.3,27,0.8565
1.1,964,-200,5.4,784,282,824,92,1080,959,6,77.3,0.7262
0.5,919,-200,3.9,704,-200,861,-200,1603,860,24.4,65,19612
1.7,1301,-200,7.1,862,123,914,93,1633,1114,16.3,59,10868
4.3,1318,-200,24.6,1420,311,586,166,2316,1640,25.9,44.3,14544
5.7,1478,-200,22.2,1357,723,473,178,1652,1639,7.2,78.5,0.803
1.6,1090,-200,6,812,242,753,117,1213,1001,12.1,65.6,0.9222
2.4,1132,-200,9.3,950,432,659,123,1253,1106,7.7,73.8,0.7769
-200,1177,-200,14.8,1143,-200,574,-200,1443,1205,13.9,49,0.7727
-200,1071,-200,5.9,808,221,757,101,1046,1172,5.4,65.9,0.5947
1.1,975,-200,5.7,798,51,939,55,1576,570,32.8,28.9,1412
2.7,1011,-200,14.2,1122,203,808,137,1680,1071,26.1,24.7,0.8233
1.8,1036,-200,9.4,955,166,829,130,1527,840,30.5,24.7,10592
-200,973,-200,5,764,-200,914,-200,1373,619,38.1,19.7,12928
3.6,1339,-200,22,1352,225,569,187,1990,1469,40.6,18.2,1368
6.6,1852,534,36.4,1696,377,553,127,2535,1931,14.1,50,0.802
2.3,1118,-200,13,1082,161,694,127,1792,1080,22.7,47.7,12977
1.1,1003,-200,7.5,880,59,864,67,1537,695,29.1,29.6,11792
2.4,1274,133,11.7,1041,150,1006,119,1610,994,16.9,34.3,0.6549
3.1,1365,-200,16.4,1192,340,492,128,1593,1486,13.8,66.4,10451
3.4,1303,-200,17.6,1226,538,521,173,1554,1457,14.6,54,0.8946
3.5,1410,-200,19,1268,212,724,139,1957,1344,16.4,47.5,0.8791
2.5,1295,-200,33.9,1639,164,477,123,1013,1582,11.7,36.9,0.506
9.4,1816,-200,43.9,1851,1184,341,171,2405,2069,15.4,73,12688
1.2,1198,-200,4.9,758,142,698,107,1277,1001,18.7,48,10259
-200,744,-200,0.4,431,-200,1539,-200,778,345,7.4,45.7,0.4714
1,870,-200,4.6,745,54,998,70,1400,472,34,25.2,1314
0.7,896,-200,3.7,694,58,941,46,1583,853,23.2,68,19045
1.4,997,112,6.1,817,84,1030,79,1426,626,14.4,51.8,0.8433
1.4,974,-200,4.5,736,168,888,97,945,966,3,60.7,0.4667
1.3,1111,-200,5.3,777,228,760,143,1137,1024,12.5,47.8,0.6877
0.6,916,-200,1.5,541,-200,1143,-200,1064,536,11.7,74.1,10167
4.1,1442,-200,20.2,1301,231,704,146,1952,1372,15.8,50.3,0.8989
1,948,-200,6.4,829,68,801,71,1600,926,24,53.4,15748
-200,970,-200,2.8,642,-200,922,-200,1107,704,8.8,81.2,0.9214
-200,1004,-200,6.3,827,-200,972,-200,1465,627,17.8,44.3,0.8929
1.1,869,-200,3.8,702,159,1019,103,891,842,11.9,32.4,0.4489
3.7,-200,-200,-200,-200,646,-200,232,-200,-200,-200,-200,-200
3.3,1240,-200,15.9,1175,196,614,174,1895,1262,36,28,16304
3.3,1086,-200,15.3,1159,207,686,119,1782,1060,23.6,35.5,10187
1.6,1283,-200,6.7,844,79,1036,76,1539,766,19.5,42.3,0.9493
2.1,1094,-200,10.7,1003,130,965,99,1574,813,21.3,26.8,0.6681
-200,870,-200,2,581,15,1119,26,1463,450,24.1,59.6,17657
2.6,901,-200,4.7,747,216,1001,114,1020,657,9.6,52.4,0.6276
4,1462,-200,18.1,1242,149,637,83,1961,1552,20.7,46.4,11227
0.8,905,-200,3,652,41,1076,54,1446,490,28.2,42.6,16062
-200,962,-200,6.8,849,111,861,97,1559,804,31.7,31.5,14487
3.3,1394,-200,19.9,1294,266,555,190,2031,1834,34,29.9,15614
2.3,1116,-200,14.3,1128,153,739,129,1856,1042,34.9,24.9,1363
-200,882,-200,4.1,715,-200,1246,-200,1367,780,15.5,48.6,0.8505
0.5,776,-200,0.5,445,37,1460,34,737,330,1.4,53.8,0.3687
1.9,1222,-200,7.5,880,269,684,173,1083,1367,9.4,44.7,0.5279
1.7,1125,179,8.6,924,102,937,73,1542,790,21.8,33.9,0.8771
-200,825,-200,2.7,634,29,1035,37,1402,606,25.1,42.3,1326
3,1269,-200,19,1269,173,633,174,1942,1221,39.3,18.9,13251
0.7,815,-200,2.6,627,27,1049,36,1518,650,23.4,61.7,17495
1.4,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1.9,1121,-200,10.4,992,126,844,115,1505,1255,20.4,35.3,0.8352
0.7,817,-200,2.8,639,51,1260,48,1364,489,14.6,61.1,10075
1.4,-200,-200,-200,-200,95,-200,87,-200,-200,-200,-200,-200
1,924,-200,2.6,629,143,994,83,941,852,3.1,68.7,0.5317
0.3,848,-200,0.7,464,54,1425,46,1062,438,10.9,80.3,10444
-200,1310,-200,20.6,1313,-200,663,-200,1958,1475,17.9,47.4,0.9657
1.6,973,-200,5.3,777,286,858,165,844,719,13.9,20.7,0.3271
4.7,1597,-200,26.5,1466,320,518,109,2400,1687,16.9,66.1,12613
0.4,789,-200,2.6,623,36,1146,53,1407,663,22,44.3,11553
1.6,969,-200,6,812,259,989,100,1189,842,14.9,53.4,0.8998
1.4,1055,-200,8.6,922,95,784,79,1634,990,30.1,33.9,14257
1.1,1052,-200,4.5,740,237,768,142,913,1202,3.3,52.2,0.4074
0.7,902,38,1.8,568,38,1450,54,1253,479,9.1,68.1,0.789
1.8,1207,84,7.5,879,103,1104,102,1490,872,21.4,30.2,0.7616
0.9,926,-200,4.3,725,195,933,142,847,694,7.2,35,0.3567
0.8,966,-200,4.6,744,58,967,65,1511,935,15.6,63.9,11287
2.3,1206,-200,9.8,969,363,701,95,1365,1178,14.3,63.3,10266
2.5,1152,-200,11.6,1036,372,670,120,1206,1365,8.8,52.5,0.5969
-200,1000,-200,7,857,-200,767,-200,1634,689,29.1,46.9,18652
2.3,908,-200,11.5,1031,187,857,112,1469,901,34.5,13.3,0.7158
-200,1050,-200,9.6,963,-200,998,-200,1609,901,24.3,35.1,10477
1.3,926,-200,7.3,868,80,1048,75,1599,687,27.6,35.1,12764
0.5,856,33,2.5,619,29,1191,39,1345,677,16.3,52.8,0.9722
2.3,1059,-200,8.2,907,145,879,102,1579,970,13.8,64.7,10168
4,1476,-200,19.4,1280,249,708,147,1955,1378,16.1,50.2,0.9094
2.5,1187,-200,8.8,931,251,669,121,1093,1792,4.3,64.1,0.537
2.1,1169,-200,7.9,895,318,681,192,1201,1106,5.5,81.5,0.7393
1.8,1279,-200,7.3,870,106,911,81,1646,1000,18.9,49.6,1.07
2.6,1180,-200,14.2,1122,128,678,112,1921,1272,27.8,45.2,16604
4.6,1389,698,21.6,1341,231,692,133,1982,1488,12.6,52.5,0.7642
-200,-200,-200,-200,-200,41,-200,62,-200,-200,-200,-200,-200
1.9,1112,136,10.1,980,131,924,99,1589,900,14.1,49.8,0.7971
1.7,-200,-200,-200,-200,285,-200,117,-200,-200,-200,-200,-200
2.4,1120,-200,8.9,935,275,744,93,1385,922,12,78.4,10954
2.6,1171,-200,14.4,1129,156,631,120,1911,1346,33.5,36,18395
2.3,1109,-200,12.9,1080,111,696,102,1874,1190,27.1,47.4,16701
1.1,975,-200,3.9,707,192,860,128,902,1107,3.4,54.7,0.4323
1.2,935,65,3.3,672,65,1299,61,1183,415,19.6,27.4,0.6162
-200,982,-200,6.5,836,-200,840,-200,1498,696,29.6,35.4,14426
0.4,821,-200,1.1,509,-200,1235,-200,762,348,7.1,37.4,0.3799
2.3,-200,-200,-200,-200,158,-200,83,-200,-200,-200,-200,-200
1.6,1275,-200,8.8,930,215,649,106,1024,1617,5.3,50.7,0.4564
6.4,-200,-200,-200,-200,641,-200,168,-200,-200,-200,-200,-200
2.6,1175,-200,13.9,1112,350,628,110,1484,1212,16.5,54.6,10164
2,1084,-200,7,859,272,703,164,1017,1163,1.5,66.2,0.4571
1.9,-200,-200,-200,-200,256,-200,164,-200,-200,-200,-200,-200
4.3,-200,-200,-200,-200,873,-200,173,-200,-200,-200,-200,-200
1.1,1022,-200,6.2,823,51,964,61,1599,631,32.5,27.6,13229
1.5,1098,101,4.7,747,80,1094,91,1360,764,14.9,43.5,0.7302
2.1,1300,-200,7.4,872,133,941,90,1577,1054,15.1,60.9,10398
-200,1110,-200,7.9,896,305,737,175,1040,1276,8.1,41.2,0.448
2.2,1149,-200,8.4,914,382,742,147,1072,1242,9.5,41.2,0.4908
-200,1005,-200,6.4,829,242,779,71,1246,944,11.6,79.7,10858
-200,1001,-200,5.7,799,67,829,72,1619,859,22.7,68.4,18627
1.6,1124,-200,5.9,805,240,726,128,1233,938,15.6,54,0.9515
1.2,966,-200,4.4,735,59,932,70,1494,567,28.2,41.9,15776
-200,1040,-200,5.8,804,-200,940,-200,1502,780,19.3,44,0.9783
2.4,976,-200,9.3,952,174,878,114,1582,834,18.6,42.8,0.9091
2.7,1100,-200,9.9,974,420,728,130,1131,1208,9.4,48.7,0.5748
4,1427,-200,19.2,1275,253,701,149,1980,1398,13.9,57.1,0.9032
0.8,831,-200,2.2,602,121,1123,89,824,527,11.1,33.4,0.4401
2.1,941,-200,9,941,342,837,114,1036,884,18.8,20,0.4278
1.7,1096,-200,6.2,819,243,733,127,1238,904,16.5,50.8,0.9442
3.5,1383,-200,17.3,1218,758,497,196,1506,1738,13,60.9,0.9061
1.6,1108,125,6.8,848,102,1023,96,1421,1003,11.8,50.8,0.7042
0.9,948,-200,6.4,828,66,858,60,1711,994,24.4,55.2,16604
1.8,1039,-200,10.4,991,93,685,74,1820,1088,24.1,63.5,18828
3.9,1405,-200,17.5,1224,601,468,270,1503,1658,6.7,74.2,0.7326
4.9,1352,-200,23.3,1385,280,563,197,2205,1661,34,32.9,17251
2,1300,204,11.8,1043,110,777,107,1659,1375,18.8,47.7,10221
-200,751,-200,0.4,424,29,1583,29,726,303,5.5,42.4,0.3867
4.5,1543,-200,15.8,1174,513,521,127,1542,1494,10.4,82.5,10406
4.2,1609,258,19.6,1286,277,758,165,1922,1612,15.8,42.4,0.7569
-200,1188,-200,12.9,1082,-200,790,-200,1653,1077,21.3,27.3,0.6856
5.1,1373,-200,25.4,1440,363,635,211,2183,1510,33.1,25.9,12923
3.1,1341,454,15.9,1176,167,748,135,1825,1347,22.9,33.8,0.9322
1.6,1031,-200,7.1,861,97,903,94,1534,825,18,49.3,10086
1.5,906,-200,5.1,769,224,913,142,865,726,6.5,32.4,0.3155
-200,987,-200,5.5,790,-200,838,-200,1608,830,25.4,52.7,16867
4,1291,-200,25.2,1434,306,526,151,2239,1494,22.9,47.9,13208
1,931,61,3.6,689,63,1161,73,1317,503,12.7,58.7,0.8605
2,1287,-200,8.9,936,126,918,106,1606,1040,12,69.7,0.9735
0.7,828,-200,3.1,660,156,1078,85,881,781,2.2,60.1,0.4361
4.7,1310,-200,27.5,1492,427,527,142,2194,1686,19.9,46.5,1071
1.6,1079,116,7.4,875,113,947,71,1535,998,10.3,65.6,0.8225
0.6,877,-200,3.1,658,25,964,37,1349,663,28.3,36.7,13878
0.4,909,-200,3.9,706,194,928,118,923,658,5,50.4,0.443
0.6,918,-200,1.6,551,114,1062,92,817,712,6.1,43.6,0.4129
1.8,1126,-200,10,979,110,849,101,1700,907,31.9,25.8,12023
0.9,862,71,2.7,635,58,1320,58,1193,393,17.2,35,0.6789
-200,884,-200,4.3,729,-200,920,-200,1389,837,22.9,45.7,12621
0.3,875,-200,2.5,622,35,1167,58,1331,656,20,41.5,0.9571
0.4,937,-200,2.8,640,194,923,130,870,1010,2.1,60.3,0.4368
0.9,972,-200,3.8,699,37,982,38,1505,495,37.3,28.8,18087
4.5,-200,-200,-200,-200,629,-200,181,-200,-200,-200,-200,-200
4.8,1422,-200,22.4,1362,920,775,214,1509,1956,12,45.9,0.6421
1.4,1020,88,4.8,752,95,1074,97,1398,839,9.3,75,0.8799
1.4,1005,-200,7.3,868,71,779,85,1633,771,29.8,41.8,17269
3.3,1235,-200,12.8,1078,505,616,166,1265,1519,7.6,65.3,0.6842
-200,964,-200,7.5,877,70,958,49,1692,942,19.9,66.4,15203
