Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
28/06/2004,10.00.00,3.3,1218,-200,16.6,1198,280,671,183,1907,1413,32.6,28,13566
25/05/2004,08.00.00,3,1210,-200,22.2,1356,183,657,100,1786,1481,16.3,27.5,0.5066
04/01/2005,08.00.00,3.4,-200,-200,-200,-200,561,-200,174,-200,-200,-200,-200,-200
01/01/2005,10.00.00,1.2,973,-200,4.7,748,190,878,97,968,991,4.7,57.2,0.4932
08/02/2005,08.00.00,2.1,1223,-200,10,979,455,658,224,1120,1332,6,46.4,0.4367
30/05/2004,11.00.00,0.3,833,-200,3.8,697,54,1361,64,1294,496,27.5,22.8,0.8249
17/07/2004,22.00.00,2.3,1142,-200,11.6,1035,100,746,112,1611,1062,27.9,27.6,10252
16/08/2004,12.00.00,1.4,892,-200,7.3,869,71,953,77,1363,632,37.4,14.7,0.9295
01/05/2004,04.00.00,-200,882,-200,3.5,685,35,1134,42,1492,673,16.2,69.9,12756
13/02/2005,18.00.00,2.6,1238,-200,11.6,1037,212,583,132,1388,1000,15.5,40.7,0.7103
21/02/2005,00.00.00,1.4,1009,-200,3.3,671,148,877,112,1010,610,6.7,62.8,0.6188
15/02/2005,23.00.00,2.1,1145,-200,9.2,946,366,699,182,1015,1409,6.6,37.5,0.3664
01/07/2004,08.00.00,3.9,1380,-200,22.3,1359,239,538,120,2337,1617,26.6,51.2,17565
12/05/2004,20.00.00,2.2,1074,-200,9.4,954,136,846,112,1570,956,16.7,47.2,0.892
31/12/2004,02.00.00,-200,861,-200,3,654,-200,995,-200,919,632,6.7,50.7,0.4998
13/07/2004,20.00.00,4.3,1140,-200,19.7,1289,294,634,162,1884,1390,27.3,27.1,0.967
10/08/2004,21.00.00,1.6,1106,-200,8.6,924,58,725,62,1757,910,30.7,48.1,20821
03/02/2005,12.00.00,2.2,1205,-200,10.3,989,551,643,235,1084,1597,11.5,33,0.4476
02/01/2005,01.00.00,1.6,1043,-200,4.3,726,195,875,105,972,1107,4.5,63.5,0.5411
15/05/2004,04.00.00,-200,867,-200,4.4,734,48,1043,58,1324,808,14.6,51.4,0.8489
23/02/2005,02.00.00,0.8,899,-200,1.8,572,98,1063,87,951,560,3.9,78.7,0.643
05/04/2004,04.00.00,-200,884,-200,0.9,489,-200,1536,-200,1278,436,16,54,0.9742
21/03/2004,17.00.00,2.3,1306,-200,9,938,132,961,105,1607,762,19.4,41.3,0.9206
24/03/2004,17.00.00,2.8,1353,320,13.4,1096,195,774,130,1783,1159,11.7,69.1,0.9497
19/04/2004,01.00.00,-200,988,-200,4.2,722,-200,1029,-200,1500,874,14.1,70.1,11224
20/12/2004,09.00.00,3.6,1012,-200,7.1,861,311,785,119,1133,951,8.5,60.4,0.6713
31/01/2005,02.00.00,0.8,806,-200,1,495,68,1282,61,685,355,4,36.4,0.2982
10/01/2005,04.00.00,0.6,960,-200,1.3,532,66,1059,60,1122,724,12.9,70.4,10444
02/01/2005,14.00.00,2.1,1159,-200,6.5,837,344,742,160,1087,1311,12.3,41.7,0.5961
20/06/2004,05.00.00,1,-200,-200,-200,-200,40,-200,60,-200,-200,-200,-200,-200
18/01/2005,17.00.00,4.9,1605,-200,24.5,1416,1099,436,240,1614,1941,5.3,77.4,0.6954
14/02/2005,23.00.00,1.6,988,-200,6.6,839,202,803,139,936,963,8.8,31.2,0.3533
02/04/2004,10.00.00,3.3,1375,524,15.9,1177,196,706,127,1898,1386,16.9,52.3,10013
21/06/2004,05.00.00,0.5,809,-200,3.5,681,52,1108,43,1463,609,18.2,57.6,1193
26/01/2005,09.00.00,0.6,913,-200,4.4,733,250,902,163,901,681,3.5,47.5,0.3778
04/12/2004,02.00.00,2.9,1166,-200,11,1013,451,643,90,1408,1144,12.1,79.4,11201
11/01/2005,12.00.00,3.1,1363,-200,16.4,1192,531,499,148,1501,1637,13.4,57.9,0.8895
06/02/2005,16.00.00,1,904,-200,2.7,633,138,1040,100,789,410,10.2,28.3,0.3516
28/04/2004,06.00.00,1.1,1030,95,7.5,880,76,892,69,1539,996,13.9,60.7,0.9597
10/12/2004,09.00.00,2.4,996,-200,10.6,998,417,2318,128,1136,1060,12.9,34.5,0.5102
23/02/2005,08.00.00,1.7,1126,-200,7.7,886,337,719,197,1208,936,4.4,79.1,0.6687
23/02/2005,17.00.00,2.5,1160,-200,10.3,990,403,632,238,1254,1090,4.9,78.2,0.6826
15/04/2004,09.00.00,3.9,1489,536,19.1,1270,309,633,114,1889,1638,13.5,53.4,0.8196
22/03/2004,14.00.00,2.2,1100,-200,11.2,1021,133,952,99,1607,822,21.3,26.1,0.6539
05/05/2004,05.00.00,0.8,927,-200,3.5,682,56,1109,54,1526,580,14.6,77.1,12727
13/05/2004,16.00.00,3.1,1288,-200,16.4,1191,178,691,123,1910,1192,19.8,44.3,10104
27/02/2005,05.00.00,1,901,-200,2.7,631,108,988,87,915,751,3.7,65.9,0.5295
18/06/2004,03.00.00,0.4,762,-200,2.5,618,-200,1214,-200,1431,516,22.2,50.7,13405
11/05/2004,03.00.00,0.2,799,-200,1.6,555,-200,1327,-200,1320,643,12.8,66,0.969
24/07/2004,10.00.00,2.3,1238,-200,13.1,1088,150,636,116,1883,1306,32.7,34.5,16798
15/04/2004,06.00.00,-200,1105,-200,7.9,897,-200,906,-200,1510,1050,9.1,67.4,0.7814
19/06/2004,17.00.00,1,-200,-200,-200,-200,46,-200,63,-200,-200,-200,-200,-200
27/12/2004,11.00.00,1.6,1074,-200,6.4,832,244,748,119,1230,934,13.5,59.9,0.9261
12/08/2004,11.00.00,1.6,1069,-200,7.2,867,92,785,65,1717,880,33.2,39.2,19642
12/07/2004,06.00.00,1.4,1004,-200,9.4,955,146,758,84,1671,1043,18.5,57.4,12076
24/02/2005,08.00.00,3.1,1310,-200,12.9,1082,621,555,267,1400,1254,4.1,82.5,0.6819
14/05/2004,10.00.00,2.5,1095,-200,11.1,1019,186,815,113,1618,1181,22.8,32.4,0.887
01/08/2004,18.00.00,1.2,986,-200,6.4,830,73,906,100,1482,536,36.6,24.6,14872
16/05/2004,17.00.00,1.9,1248,-200,10.1,982,95,880,107,1617,746,30.4,26.5,11347
24/12/2004,02.00.00,3.4,1285,-200,12.1,1052,465,605,158,1164,1967,5.1,58.4,0.517
04/12/2004,22.00.00,2,1088,-200,6.9,851,349,766,109,1307,959,14,75.9,12064
15/02/2005,10.00.00,1.6,974,-200,5.3,778,286,832,168,905,782,9.4,32.7,0.3855
01/04/2004,18.00.00,4.2,1529,589,21.2,1331,211,700,132,2028,1399,22.8,32.1,0.8814
21/08/2004,19.00.00,-200,965,-200,8.9,936,-200,808,-200,1535,866,25.4,36.2,11562
14/04/2004,12.00.00,2.1,1122,238,10.4,993,132,859,95,1571,993,18.4,34.2,0.7185
13/03/2004,22.00.00,3.1,1444,180,13.1,1089,214,844,143,1748,1624,14.6,48.6,0.806
03/08/2004,11.00.00,-200,1147,-200,10.6,999,176,697,158,1788,915,34.7,32.1,1741
28/04/2004,19.00.00,5.4,1724,816,28.3,1510,222,562,155,2252,1716,23.1,42.2,11746
17/03/2004,01.00.00,1.2,1072,47,5.4,784,95,1066,90,1442,1114,15.5,51.9,0.9059
04/05/2004,14.00.00,2.4,1142,-200,12.1,1053,136,753,105,1814,979,20.4,54,12757
22/05/2004,17.00.00,2.8,1466,-200,15.8,1174,152,680,115,1965,1302,25.4,39.8,12771
13/12/2004,05.00.00,0.7,868,-200,1.8,567,91,1238,64,919,823,6.4,63.3,0.6123
27/03/2004,09.00.00,1.8,1163,128,8.5,919,128,922,84,1530,1076,11.1,50.5,0.6654
23/05/2004,12.00.00,1.2,1030,-200,5.3,778,67,1071,69,1452,591,26.8,28.1,0.9785
13/03/2004,08.00.00,2.7,1336,132,11.8,1043,256,935,96,1678,1192,6.5,71.6,0.6945
30/05/2004,16.00.00,0.6,912,-200,6.2,819,65,1224,77,1368,589,30.3,17,0.7232
29/08/2004,05.00.00,-200,894,-200,3.5,681,-200,843,-200,1476,765,21.2,66.4,16468
18/04/2004,16.00.00,-200,1163,-200,7,859,-200,921,-200,1603,783,17.4,58.9,11567
03/02/2005,16.00.00,2,1256,-200,10.2,986,407,612,157,1240,1413,15.7,34.5,0.6111
23/01/2005,08.00.00,-200,879,-200,2.1,594,134,1119,98,839,792,2.5,54.1,0.4017
11/05/2004,11.00.00,3,1209,-200,18.3,1248,188,712,119,1891,1295,23.5,29.5,0.8435
01/12/2004,14.00.00,5.7,1501,-200,28.4,1514,933,1090,178,1898,1791,13.7,66.5,1038
15/07/2004,01.00.00,1.2,950,-200,8.9,937,64,802,80,1566,989,23.4,38.6,10968
31/08/2004,22.00.00,2,1073,-200,10.9,1009,206,639,105,1655,955,25.2,50.1,1.58
25/06/2004,15.00.00,1.6,951,-200,7.5,880,89,920,84,1539,637,35.9,18.8,10912
05/04/2004,03.00.00,-200,876,-200,1.1,505,-200,1456,-200,1294,467,15.5,56.9,0.9961
11/12/2004,14.00.00,2.3,991,-200,9,940,337,816,117,1035,973,18.9,18.9,0.4091
24/01/2005,21.00.00,0.3,872,-200,3.6,689,142,970,107,866,631,6.6,43.2,0.4247
28/01/2005,03.00.00,0.8,845,-200,1.4,534,-200,1146,-200,781,519,3.5,48,0.3822
11/01/2005,13.00.00,3,1331,-200,16.1,1184,493,507,149,1508,1533,13.6,56.4,0.8754
30/12/2004,07.00.00,-200,808,-200,1.4,534,-200,1243,-200,853,480,8.7,43.4,0.4905
30/01/2005,01.00.00,1.3,901,-200,2.2,599,147,1023,109,825,515,3.8,46.5,0.3762
31/03/2004,21.00.00,1.5,1060,109,5.5,787,81,1044,91,1418,833,12.6,57,0.8315
22/06/2004,12.00.00,3.1,1139,-200,18,1240,239,702,144,1940,1129,31.1,26.2,11647
30/12/2004,04.00.00,-200,777,-200,0.9,493,-200,1247,-200,828,438,8.8,45.2,0.5134
03/07/2004,00.00.00,2.5,1131,-200,13.1,1087,164,705,131,1738,1240,24,37.8,11125
01/08/2004,17.00.00,0.9,912,-200,5.3,776,61,991,84,1379,461,38.5,19.8,1326
28/08/2004,23.00.00,-200,1125,-200,9.3,952,-200,646,-200,1690,995,25.3,52.9,16765
31/12/2004,21.00.00,-200,974,-200,5.5,790,-200,915,-200,895,951,9.1,32.5,0.3766
16/08/2004,06.00.00,0.9,865,-200,5.4,783,86,893,68,1446,838,21.3,47,11793
08/06/2004,18.00.00,3.9,1268,-200,23.6,1393,202,650,161,2144,1334,32.5,26,12502
16/04/2004,01.00.00,1.9,1189,110,6.7,844,96,887,93,1566,1049,13.4,69.6,10688
23/08/2004,13.00.00,1,860,-200,4.7,748,39,955,50,1344,532,34.3,22.5,11974
01/06/2004,14.00.00,1.6,1156,-200,13.5,1100,143,800,73,1884,1175,25.7,43.8,14262
25/07/2004,01.00.00,0.9,965,-200,3.7,692,45,927,52,1549,653,23.8,63.5,18495
16/06/2004,13.00.00,2.4,1087,-200,13.7,1106,129,755,110,1839,906,32.7,25.8,12547
24/03/2004,14.00.00,2.2,1170,159,10.8,1009,126,879,106,1566,872,16.6,35.6,0.6697
12/04/2004,01.00.00,0.6,799,29,1.1,514,42,1615,59,1036,332,14.1,34,0.5442
16/02/2005,16.00.00,1.5,1025,-200,5.6,795,259,783,155,967,881,8.9,37.9,0.4318
11/07/2004,17.00.00,0.9,881,-200,5,765,66,1029,86,1359,489,32,19.8,0.9273
20/04/2004,02.00.00,-200,806,-200,1.5,544,-200,1429,-200,1290,449,9.5,79.7,0.9489
29/07/2004,08.00.00,-200,1281,-200,26.6,1469,287,491,136,2179,1669,24,36.6,10763
01/06/2004,09.00.00,2.3,1199,-200,15.2,1156,227,758,103,1958,1272,18.5,70.3,14826
09/05/2004,23.00.00,-200,1101,-200,8.8,933,-200,845,-200,1600,1022,13.8,62.1,0.9721
03/02/2005,10.00.00,4.9,1429,-200,20.7,1317,947,495,322,1425,1916,5.1,50.8,0.4499
13/03/2004,11.00.00,4.1,1542,283,16.1,1184,296,808,158,1780,1583,15.6,42.2,0.7451
18/12/2004,22.00.00,2,886,-200,8.4,917,398,908,148,901,1023,10.2,23.8,0.2955
25/03/2004,19.00.00,5.2,1443,797,24.6,1418,253,666,141,2060,1454,13.4,47.8,0.7293
20/07/2004,04.00.00,-200,952,-200,4.1,717,64,879,89,1481,1164,23.4,47.4,13475
03/02/2005,09.00.00,5.6,1544,-200,29.1,1530,975,416,309,1706,2030,2.1,62.2,0.4491
18/06/2004,07.00.00,2.2,1123,-200,14.5,1134,169,711,92,1922,1170,20.8,52.6,12758
04/04/2004,15.00.00,-200,1296,-200,10,977,-200,863,-200,1642,746,26.1,30.8,10253
30/12/2004,03.00.00,-200,796,-200,1.5,545,-200,1210,-200,853,450,9.3,44,0.5153
05/08/2004,17.00.00,-200,1140,-200,9.6,963,122,669,102,1815,918,21.5,78.8,19939
07/01/2005,22.00.00,3.9,1306,-200,15.4,1161,646,557,146,1407,1379,5.5,83.5,0.7619
24/01/2005,09.00.00,2,1094,-200,9.7,967,355,682,203,1147,1136,6.9,52.8,0.5293
15/04/2004,11.00.00,3.8,1454,460,17.5,1225,299,661,135,1809,1654,17.1,42.1,0.812
08/02/2005,22.00.00,1.1,-200,-200,-200,-200,157,-200,127,-200,-200,-200,-200,-200
12/06/2004,21.00.00,1.8,1153,-200,11.2,1022,84,765,89,1806,1013,26.1,42.2,14039
30/01/2005,07.00.00,0.4,790,-200,0.4,431,53,1439,49,722,354,2.8,43.8,0.3308
17/02/2005,13.00.00,1.4,1041,-200,5,763,196,790,130,1003,808,8.3,47.8,0.5238
16/01/2005,09.00.00,1.7,946,-200,6.3,827,236,876,130,1037,915,6.1,50.3,0.4769
27/01/2005,09.00.00,2.4,1040,-200,8.4,917,335,739,204,1038,1021,4.8,41.9,0.3634
11/12/2004,20.00.00,2.3,1072,-200,10.9,1011,340,762,142,1075,1172,14.2,26.8,0.4332
13/08/2004,13.00.00,0.8,892,-200,4.2,724,55,971,71,1490,511,36.3,27.4,16264
08/06/2004,13.00.00,2.3,1078,-200,14.1,1121,149,818,119,1806,963,35.9,20.8,12103
06/01/2005,17.00.00,1.9,1173,-200,7.7,885,274,685,134,1288,1038,15.6,54.8,0.966
05/07/2004,23.00.00,1.9,1062,-200,9.6,962,108,776,104,1674,1030,26.2,39.7,13249
19/08/2004,17.00.00,1.7,1091,-200,9.3,953,51,723,63,1688,853,39.6,24.3,17255
10/01/2005,14.00.00,2.6,1410,-200,19.3,1276,548,459,155,1701,1587,14.4,63.8,10421
08/04/2004,16.00.00,1.9,1085,209,10.7,1004,106,888,95,1454,816,21,25.4,0.6264
21/01/2005,06.00.00,1.6,1206,-200,9.2,948,357,628,121,1129,1540,5.9,65.8,0.6178
13/07/2004,22.00.00,2.4,981,-200,12.1,1054,176,768,120,1592,1135,25.2,28.6,0.9008
03/08/2004,23.00.00,-200,1150,-200,11.2,1020,132,645,111,1835,1063,28,49,18237
29/04/2004,07.00.00,4.9,1674,635,29.8,1547,293,539,95,2405,1665,14.8,61.3,10237
21/04/2004,20.00.00,-200,1443,-200,26,1455,-200,635,-200,2073,1600,21.4,36,0.9059
16/03/2004,16.00.00,2.9,1407,201,16.6,1197,184,905,129,1759,1313,28.2,18.6,0.7014
21/02/2005,11.00.00,2,1156,-200,7,859,387,684,210,1196,1069,6.2,77.4,0.7383
26/02/2005,09.00.00,1.5,933,-200,4.1,714,227,899,133,927,706,6.7,49.5,0.4892
30/08/2004,20.00.00,-200,1076,-200,10.3,988,-200,648,-200,1649,883,26.9,43.2,15052
03/07/2004,16.00.00,1.1,956,-200,7.1,862,65,930,82,1479,636,38,16.8,10933
17/03/2004,00.00.00,1.7,1205,85,8.6,925,132,922,107,1547,1314,15.5,52.9,0.9271
24/05/2004,15.00.00,1.2,895,-200,7.5,878,109,1122,81,1238,607,25.8,12.9,0.4219
26/07/2004,12.00.00,-200,998,-200,8.3,913,90,834,90,1635,826,34.7,26.5,14408
02/06/2004,19.00.00,-200,1223,-200,14.8,1142,145,778,88,1965,1084,26.2,46.4,15573
17/06/2004,02.00.00,1,836,-200,4.4,734,53,1035,68,1501,801,20.8,51.7,12572
01/02/2005,15.00.00,3.3,1408,-200,16.7,1202,492,506,151,1411,1774,12.7,45.5,0.6648
11/01/2005,04.00.00,0.7,992,-200,2.9,644,96,899,70,1128,854,11.8,70.6,0.9731
18/05/2004,10.00.00,2.4,1215,-200,12.3,1062,199,794,119,1650,1381,25.3,27,0.8565
14/12/2004,06.00.00,1.1,964,-200,5.4,784,282,824,92,1080,959,6,77.3,0.7262
10/08/2004,03.00.00,0.5,919,-200,3.9,704,-200,861,-200,1603,860,24.4,65,19612
21/03/2004,10.00.00,1.7,1301,-200,7.1,862,123,914,93,1633,1114,16.3,59,10868
10/06/2004,09.00.00,4.3,1318,-200,24.6,1420,311,586,166,2316,1640,25.9,44.3,14544
07/01/2005,19.00.00,5.7,1478,-200,22.2,1357,723,473,178,1652,1639,7.2,78.5,0.803
27/12/2004,22.00.00,1.6,1090,-200,6,812,242,753,117,1213,1001,12.1,65.6,0.9222
07/01/2005,10.00.00,2.4,1132,-200,9.3,950,432,659,123,1253,1106,7.7,73.8,0.7769
28/12/2004,13.00.00,-200,1177,-200,14.8,1143,-200,574,-200,1443,1205,13.9,49,0.7727
21/01/2005,04.00.00,-200,1071,-200,5.9,808,221,757,101,1046,1172,5.4,65.9,0.5947
24/06/2004,13.00.00,1.1,975,-200,5.7,798,51,939,55,1576,570,32.8,28.9,1412
25/06/2004,21.00.00,2.7,1011,-200,14.2,1122,203,808,137,1680,1071,26.1,24.7,0.8233
09/07/2004,10.00.00,1.8,1036,-200,9.4,955,166,829,130,1527,840,30.5,24.7,10592
17/08/2004,17.00.00,-200,973,-200,5,764,-200,914,-200,1373,619,38.1,19.7,12928
22/07/2004,18.00.00,3.6,1339,-200,22,1352,225,569,187,1990,1469,40.6,18.2,1368
17/03/2004,09.00.00,6.6,1852,534,36.4,1696,377,553,127,2535,1931,14.1,50,0.802
10/07/2004,00.00.00,2.3,1118,-200,13,1082,161,694,127,1792,1080,22.7,47.7,12977
03/07/2004,20.00.00,1.1,1003,-200,7.5,880,59,864,67,1537,695,29.1,29.6,11792
12/03/2004,17.00.00,2.4,1274,133,11.7,1041,150,1006,119,1610,994,16.9,34.3,0.6549
10/01/2005,19.00.00,3.1,1365,-200,16.4,1192,340,492,128,1593,1486,13.8,66.4,10451
12/01/2005,17.00.00,3.4,1303,-200,17.6,1226,538,521,173,1554,1457,14.6,54,0.8946
19/03/2004,15.00.00,3.5,1410,-200,19,1268,212,724,139,1957,1344,16.4,47.5,0.8791
14/02/2005,11.00.00,2.5,1295,-200,33.9,1639,164,477,123,1013,1582,11.7,36.9,0.506
02/12/2004,19.00.00,9.4,1816,-200,43.9,1851,1184,341,171,2405,2069,15.4,73,12688
13/02/2005,13.00.00,1.2,1198,-200,4.9,758,142,698,107,1277,1001,18.7,48,10259
31/12/2004,04.00.00,-200,744,-200,0.4,431,-200,1539,-200,778,345,7.4,45.7,0.4714
13/08/2004,17.00.00,1,870,-200,4.6,745,54,998,70,1400,472,34,25.2,1314
09/08/2004,05.00.00,0.7,896,-200,3.7,694,58,941,46,1583,853,23.2,68,19045
07/04/2004,14.00.00,1.4,997,112,6.1,817,84,1030,79,1426,626,14.4,51.8,0.8433
01/01/2005,07.00.00,1.4,974,-200,4.5,736,168,888,97,945,966,3,60.7,0.4667
13/02/2005,22.00.00,1.3,1111,-200,5.3,777,228,760,143,1137,1024,12.5,47.8,0.6877
26/12/2004,03.00.00,0.6,916,-200,1.5,541,-200,1143,-200,1064,536,11.7,74.1,10167
19/03/2004,18.00.00,4.1,1442,-200,20.2,1301,231,704,146,1952,1372,15.8,50.3,0.8989
31/07/2004,07.00.00,1,948,-200,6.4,829,68,801,71,1600,926,24,53.4,15748
29/12/2004,01.00.00,-200,970,-200,2.8,642,-200,922,-200,1107,704,8.8,81.2,0.9214
09/05/2004,18.00.00,-200,1004,-200,6.3,827,-200,972,-200,1465,627,17.8,44.3,0.8929
11/12/2004,02.00.00,1.1,869,-200,3.8,702,159,1019,103,891,842,11.9,32.4,0.4489
10/02/2005,11.00.00,3.7,-200,-200,-200,-200,646,-200,232,-200,-200,-200,-200,-200
31/07/2004,11.00.00,3.3,1240,-200,15.9,1175,196,614,174,1895,1262,36,28,16304
12/07/2004,18.00.00,3.3,1086,-200,15.3,1159,207,686,119,1782,1060,23.6,35.5,10187
20/03/2004,16.00.00,1.6,1283,-200,6.7,844,79,1036,76,1539,766,19.5,42.3,0.9493
22/03/2004,15.00.00,2.1,1094,-200,10.7,1003,130,965,99,1574,813,21.3,26.8,0.6681
25/07/2004,04.00.00,-200,870,-200,2,581,15,1119,26,1463,450,24.1,59.6,17657
20/12/2004,13.00.00,2.6,901,-200,4.7,747,216,1001,114,1020,657,9.6,52.4,0.6276
20/05/2004,09.00.00,4,1462,-200,18.1,1242,149,637,83,1961,1552,20.7,46.4,11227
25/07/2004,12.00.00,0.8,905,-200,3,652,41,1076,54,1446,490,28.2,42.6,16062
26/07/2004,10.00.00,-200,962,-200,6.8,849,111,861,97,1559,804,31.7,31.5,14487
22/07/2004,10.00.00,3.3,1394,-200,19.9,1294,266,555,190,2031,1834,34,29.9,15614
18/06/2004,12.00.00,2.3,1116,-200,14.3,1128,153,739,129,1856,1042,34.9,24.9,1363
27/05/2004,05.00.00,-200,882,-200,4.1,715,-200,1246,-200,1367,780,15.5,48.6,0.8505
29/01/2005,04.00.00,0.5,776,-200,0.5,445,37,1460,34,737,330,1.4,53.8,0.3687
20/02/2005,00.00.00,1.9,1222,-200,7.5,880,269,684,173,1083,1367,9.4,44.7,0.5279
01/04/2004,13.00.00,1.7,1125,179,8.6,924,102,937,73,1542,790,21.8,33.9,0.8771
27/07/2004,05.00.00,-200,825,-200,2.7,634,29,1035,37,1402,606,25.1,42.3,1326
05/07/2004,17.00.00,3,1269,-200,19,1269,173,633,174,1942,1221,39.3,18.9,13251
08/08/2004,06.00.00,0.7,815,-200,2.6,627,27,1049,36,1518,650,23.4,61.7,17495
20/06/2004,03.00.00,1.4,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
14/05/2004,23.00.00,1.9,1121,-200,10.4,992,126,844,115,1505,1255,20.4,35.3,0.8352
07/05/2004,05.00.00,0.7,817,-200,2.8,639,51,1260,48,1364,489,14.6,61.1,10075
10/02/2005,04.00.00,1.4,-200,-200,-200,-200,95,-200,87,-200,-200,-200,-200,-200
02/01/2005,07.00.00,1,924,-200,2.6,629,143,994,83,941,852,3.1,68.7,0.5317
26/12/2004,06.00.00,0.3,848,-200,0.7,464,54,1425,46,1062,438,10.9,80.3,10444
20/04/2004,20.00.00,-200,1310,-200,20.6,1313,-200,663,-200,1958,1475,17.9,47.4,0.9657
08/02/2005,15.00.00,1.6,973,-200,5.3,777,286,858,165,844,719,13.9,20.7,0.3271
03/05/2004,08.00.00,4.7,1597,-200,26.5,1466,320,518,109,2400,1687,16.9,66.1,12613
11/06/2004,04.00.00,0.4,789,-200,2.6,623,36,1146,53,1407,663,22,44.3,11553
09/12/2004,13.00.00,1.6,969,-200,6,812,259,989,100,1189,842,14.9,53.4,0.8998
23/07/2004,21.00.00,1.4,1055,-200,8.6,922,95,784,79,1634,990,30.1,33.9,14257
16/02/2005,04.00.00,1.1,1052,-200,4.5,740,237,768,142,913,1202,3.3,52.2,0.4074
25/03/2004,02.00.00,0.7,902,38,1.8,568,38,1450,54,1253,479,9.1,68.1,0.789
14/03/2004,14.00.00,1.8,1207,84,7.5,879,103,1104,102,1490,872,21.4,30.2,0.7616
05/02/2005,18.00.00,0.9,926,-200,4.3,725,195,933,142,847,694,7.2,35,0.3567
12/05/2004,02.00.00,0.8,966,-200,4.6,744,58,967,65,1511,935,15.6,63.9,11287
08/12/2004,11.00.00,2.3,1206,-200,9.8,969,363,701,95,1365,1178,14.3,63.3,10266
11/12/2004,23.00.00,2.5,1152,-200,11.6,1036,372,670,120,1206,1365,8.8,52.5,0.5969
