Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
20/04/2004,23.00.00,-200,1089,-200,9,940,-200,866,-200,1589,1001,14.2,59.1,0.952
30/01/2005,19.00.00,1.2,880,-200,2.8,641,215,1077,140,759,537,5.4,30.1,0.2726
20/02/2005,12.00.00,1.1,1023,-200,2.5,623,120,916,97,976,571,9.1,56.2,0.6515
28/03/2004,06.00.00,1.1,983,63,3.6,688,77,1251,62,1342,806,7.7,66.4,0.699
04/12/2004,08.00.00,2.8,1243,-200,13.7,1108,510,595,90,1539,1201,12.3,79,11293
17/06/2004,07.00.00,3.6,1277,-200,23.4,1388,254,611,100,2241,1513,20.2,54.5,12777
10/04/2004,03.00.00,1,922,65,3.6,687,-200,1142,-200,1390,825,11.1,69.3,0.9128
21/06/2004,22.00.00,1.6,966,-200,9.5,959,92,838,95,1686,852,21.8,46.3,11913
29/07/2004,00.00.00,-200,954,-200,9,940,78,776,88,1518,959,25.4,30.1,0.9602
03/07/2004,08.00.00,2.3,1173,-200,14.4,1130,208,648,120,1885,1401,23.2,43.9,12344
02/05/2004,17.00.00,1.9,1160,-200,9.5,957,131,884,106,1637,861,24.5,32.3,0.9815
20/01/2005,06.00.00,0.9,898,-200,2.9,646,189,1013,93,954,702,7,57.6,0.5784
16/08/2004,14.00.00,0.8,824,-200,4,708,61,1091,67,1256,463,35.8,17.8,10274
20/12/2004,22.00.00,1.7,762,-200,3.1,657,186,1158,114,783,592,7.3,32.4,0.334
11/07/2004,04.00.00,0.4,796,-200,2.7,636,30,1092,40,1387,576,20.6,50.3,12041
23/07/2004,17.00.00,2.1,1115,-200,14.7,1140,133,682,129,1746,1020,41.1,16.5,12701
17/04/2004,20.00.00,-200,1105,-200,8.2,908,-200,900,-200,1566,923,16.5,52.8,0.986
18/08/2004,21.00.00,1.4,1025,-200,7.9,896,70,738,55,1693,823,29.9,44.7,18511
16/01/2005,03.00.00,1.7,1028,-200,6,813,-200,794,-200,1019,1076,4,69.5,0.5706
02/06/2004,12.00.00,-200,978,-200,7.4,873,80,1003,53,1669,788,28.9,34.8,13603
06/12/2004,08.00.00,3.1,1314,-200,15.8,1173,587,589,112,1627,1238,12.7,77.2,11298
21/06/2004,09.00.00,2.5,1024,-200,13.8,1111,201,770,110,1753,1069,25.1,32.4,1017
25/01/2005,21.00.00,0.3,881,-200,2.8,638,139,990,106,910,583,3.5,60.3,0.4782
10/06/2004,17.00.00,3.5,1274,-200,21.2,1329,221,670,178,2054,1320,38.9,18.8,1.29
16/04/2004,20.00.00,6,1535,706,19.9,1295,307,627,140,2039,1380,13.8,78,12229
12/02/2005,22.00.00,5,1755,-200,22,1352,839,417,241,1587,2375,10.2,60,0.7461
03/06/2004,23.00.00,-200,959,-200,7.8,892,-200,996,-200,1616,866,21,48.1,1178
19/08/2004,12.00.00,1.2,1009,-200,6.3,824,35,822,44,1606,670,36.2,30.6,18105
16/05/2004,06.00.00,0.4,822,-200,2,581,34,1326,47,1256,602,14.2,49.9,0.8025
27/07/2004,20.00.00,-200,912,-200,9.3,951,124,846,114,1479,861,27.7,24.2,0.882
02/08/2004,20.00.00,1.7,1079,-200,11.8,1042,87,697,116,1773,846,30.5,38.2,16376
16/03/2004,05.00.00,0.6,937,17,2,585,38,1412,52,1348,793,12.8,63.2,0.9283
04/05/2004,13.00.00,2.3,1131,-200,12.3,1059,132,772,100,1784,978,21.4,47.7,12047
31/01/2005,18.00.00,6.1,1414,-200,27.4,1490,843,488,270,1433,2051,10.4,24.7,0.3116
01/06/2004,11.00.00,1.6,1173,-200,12.4,1063,201,814,86,1905,1218,20.4,63.1,14969
12/12/2004,23.00.00,2.1,1074,-200,7.2,867,285,888,112,1064,1221,8.7,55.2,0.6225
24/07/2004,04.00.00,0.7,989,-200,6.3,825,47,774,64,1602,1126,25.1,48.5,15266
07/06/2004,00.00.00,1.4,870,-200,7,858,102,1061,95,1557,811,19.3,47.9,1059
17/02/2005,05.00.00,0.5,883,-200,1,496,49,1140,46,804,478,6.9,45,0.4499
15/12/2004,14.00.00,4.3,-200,-200,-200,-200,861,-200,181,-200,-200,-200,-200,-200
08/01/2005,13.00.00,2.8,1312,-200,13.1,1087,440,567,147,1393,1452,13.8,50.9,0.796
27/12/2004,03.00.00,0.6,875,-200,1.5,548,-200,1165,-200,1049,525,11.5,67.4,0.9106
06/05/2004,04.00.00,-200,758,-200,1.2,517,15,1625,22,1294,351,13.1,67.1,10079
17/05/2004,06.00.00,1.3,1009,-200,7,859,132,944,102,1420,1016,16,38.1,0.6879
01/02/2005,20.00.00,4,1261,-200,14.8,1143,452,595,186,1208,1477,8.3,39.5,0.4318
30/01/2005,21.00.00,1.7,927,-200,4.1,715,247,965,164,797,711,4.6,33.8,0.2898
06/02/2005,02.00.00,1.4,980,-200,5,761,235,854,172,876,1051,3.1,47.1,0.3638
13/04/2004,06.00.00,1.6,1124,163,6.9,853,149,960,99,1531,873,10,68.7,0.8456
10/07/2004,09.00.00,1.4,997,-200,8.8,933,89,799,93,1612,763,26.7,36.4,12596
16/07/2004,09.00.00,3.1,1211,-200,14.8,1143,269,632,157,1860,1331,24.2,48.5,14452
10/08/2004,18.00.00,1.8,1110,-200,10.9,1012,91,720,96,1725,905,38.8,24.7,16772
24/05/2004,17.00.00,2,996,-200,12,1048,139,959,108,1397,822,24.5,15.4,0.4663
12/08/2004,04.00.00,-200,864,-200,2.5,617,15,1027,25,1561,622,26.7,61,2101
15/08/2004,20.00.00,1.1,883,-200,4.4,731,56,988,87,1384,693,30.6,28.4,12247
05/02/2005,14.00.00,1.1,903,-200,3.7,696,180,932,129,850,629,9.3,33.1,0.3874
11/05/2004,13.00.00,2.3,1140,-200,14.4,1129,132,765,94,1728,1023,23.8,31.7,0.9212
18/03/2004,07.00.00,1.5,1166,78,7.7,885,139,1005,85,1551,1075,10.6,63.3,0.8067
23/05/2004,19.00.00,1.1,1085,-200,5.8,805,69,972,65,1528,718,25.3,36.3,11513
26/05/2004,17.00.00,-200,1120,-200,18,1238,-200,1023,-200,1591,1126,31,15.9,0.7039
26/01/2005,13.00.00,0.2,876,-200,3.5,683,180,993,122,894,572,4.3,49.7,0.4166
29/07/2004,16.00.00,-200,1050,-200,11.7,1039,108,756,129,1558,734,38.5,16.5,11037
02/08/2004,17.00.00,1.9,1050,-200,12.9,1082,121,705,157,1731,816,36.9,22.7,13887
18/07/2004,23.00.00,1.2,1132,-200,11,1014,106,728,101,1628,1279,27.9,30.4,11249
03/12/2004,12.00.00,3,1280,-200,14.9,1144,481,555,144,1599,1624,16.4,72.1,1336
01/05/2004,16.00.00,2,1053,-200,8.3,911,98,949,91,1603,683,25.5,33.5,10767
09/05/2004,03.00.00,-200,1034,-200,8.7,928,-200,848,-200,1619,1005,12.1,68.6,0.964
15/04/2004,11.00.00,3.8,1454,460,17.5,1225,299,661,135,1809,1654,17.1,42.1,0.812
14/08/2004,16.00.00,0.7,874,-200,3.6,686,36,1032,48,1402,501,38.9,20.3,1382
08/02/2005,09.00.00,2.9,1277,-200,15.1,1153,493,543,253,1268,1520,6.6,43.7,0.4273
13/12/2004,15.00.00,4.4,1590,-200,28,1503,743,575,204,1559,2257,16,38.7,0.6987
11/02/2005,14.00.00,5.8,-200,-200,-200,-200,872,-200,275,-200,-200,-200,-200,-200
30/01/2005,12.00.00,1,890,-200,2,585,129,1097,92,776,454,7.2,34.2,0.3488
21/06/2004,21.00.00,2.1,1007,-200,11.4,1027,114,798,112,1737,904,23.1,41.5,11582
12/06/2004,22.00.00,2.3,1195,-200,12.8,1077,130,731,113,1860,1151,25.5,43.8,14095
15/07/2004,19.00.00,3.8,1152,-200,22.1,1355,245,628,175,1879,1620,30.5,22.7,0.9763
09/12/2004,20.00.00,2.6,1006,-200,10.3,987,285,1028,124,1247,964,14.5,45.4,0.7458
01/08/2004,10.00.00,0.9,1012,-200,5.8,804,53,832,48,1638,766,32.4,37.3,17808
02/01/2005,05.00.00,1.1,923,-200,2.7,634,123,984,75,943,875,3.1,69.2,0.5337
10/05/2004,13.00.00,2.2,1105,-200,12.9,1080,139,751,104,1758,981,20.8,40.6,0.9888
17/06/2004,00.00.00,2.5,1081,-200,13.5,1099,113,749,97,1854,1087,21.8,47.8,12325
05/04/2004,03.00.00,-200,876,-200,1.1,505,-200,1456,-200,1294,467,15.5,56.9,0.9961
12/05/2004,05.00.00,0.8,967,-200,4.7,749,84,996,57,1517,881,14,68.3,10884
18/02/2005,14.00.00,1.6,1006,-200,6.6,837,208,775,146,971,757,10.9,32.6,0.426
11/12/2004,11.00.00,2.9,1135,-200,13.5,1100,460,679,146,1161,1273,17.4,23.3,0.4599
18/06/2004,17.00.00,3.1,1170,-200,18.6,1257,185,693,180,1956,1069,35.6,23.4,1341
27/08/2004,22.00.00,1.7,-200,-200,-200,-200,97,-200,99,-200,-200,-200,-200,-200
04/06/2004,10.00.00,-200,862,-200,5.7,798,-200,1148,-200,1456,582,24.8,31.3,0.9646
16/07/2004,01.00.00,1,886,-200,6.5,834,48,904,67,1440,767,23.8,36.9,10748
14/04/2004,17.00.00,-200,1180,-200,11,1014,-200,826,-200,1595,1036,18.7,34.8,0.7436
12/08/2004,20.00.00,1.5,1006,-200,7.9,896,67,797,79,1697,736,30.3,45.1,19129
19/05/2004,03.00.00,0.3,848,-200,1.8,571,-200,1224,-200,1297,624,18.7,44.3,0.9453
28/03/2004,15.00.00,1.4,1002,104,4.8,754,70,1189,65,1260,470,18,27.3,0.5594
29/08/2004,12.00.00,-200,934,-200,5,763,-200,872,-200,1435,567,33.6,28.9,14792
21/03/2004,05.00.00,1.1,1062,-200,4,711,55,1136,66,1461,700,14.9,60.6,10196
30/07/2004,02.00.00,-200,942,-200,5.6,791,55,841,69,1551,859,23.5,51.3,1467
13/02/2005,10.00.00,3.2,1586,-200,13,1084,492,495,158,1473,1619,11,78.2,1022
22/05/2004,01.00.00,3.3,1357,-200,16,1178,167,674,124,1782,1454,17.8,46.1,0.9344
11/02/2005,09.00.00,5.9,-200,-200,-200,-200,700,-200,296,-200,-200,-200,-200,-200
22/05/2004,19.00.00,2.7,1366,-200,15.7,1171,132,693,103,1933,1068,24.5,39.4,11963
31/05/2004,05.00.00,-200,765,-200,2.3,609,48,1304,57,1319,581,16.4,52.4,0.9709
23/04/2004,01.00.00,-200,1000,-200,6.6,839,-200,958,-200,1467,1024,16.3,49.7,0.916
12/01/2005,03.00.00,1.1,1022,-200,4.3,729,-200,803,-200,1139,1034,11.5,68.2,0.9271
31/05/2004,09.00.00,2.2,1175,-200,16.3,1188,213,790,137,1901,1251,20.9,43.6,10683
28/07/2004,12.00.00,-200,938,-200,11.3,1025,93,829,94,1517,753,35.4,15.3,0.8649
28/01/2005,08.00.00,1.6,1024,-200,6.2,823,274,827,167,992,879,4.2,48.7,0.4073
27/06/2004,20.00.00,2,1095,-200,10.5,996,111,799,120,1695,934,32.7,27.7,13439
03/06/2004,21.00.00,-200,951,-200,7.8,892,-200,1015,-200,1611,786,23,43.1,11993
15/12/2004,00.00.00,2.9,-200,-200,-200,-200,510,-200,115,-200,-200,-200,-200,-200
09/02/2005,11.00.00,2.1,-200,-200,-200,-200,266,-200,165,-200,-200,-200,-200,-200
18/06/2004,13.00.00,2,1054,-200,12.6,1069,112,785,106,1766,817,36.1,22.7,13324
12/01/2005,08.00.00,3.8,1478,-200,17.8,1234,852,470,138,1606,1551,8.7,79.4,0.8944
26/01/2005,06.00.00,-200,774,-200,0.5,441,42,1646,35,760,282,2.8,54.4,0.411
15/01/2005,07.00.00,1.3,973,-200,4.3,728,148,902,83,1004,854,3.5,80.8,0.6406
26/05/2004,16.00.00,1.3,969,-200,9.7,968,115,1276,112,1325,768,31.8,13.8,0.6394
01/07/2004,12.00.00,2.4,1199,-200,14.2,1124,159,680,132,1940,1054,36.6,27.1,16352
03/04/2004,00.00.00,1.6,1254,139,9,941,98,828,106,1566,1270,17.1,51.8,0.999
24/07/2004,08.00.00,1.7,1143,-200,10,979,109,677,79,1829,1156,26.6,50.8,17419
02/01/2005,12.00.00,2.2,1130,-200,7.1,860,379,752,148,1058,1218,8,51.2,0.5516
16/05/2004,07.00.00,0.8,918,-200,4.2,721,57,1069,58,1353,785,13.8,51.4,0.8059
06/08/2004,22.00.00,1.5,1011,-200,8.8,930,76,728,77,1723,1009,25.1,59.9,18797
22/12/2004,13.00.00,1.9,968,-200,8.5,920,299,831,128,991,882,10.3,32.6,0.4094
25/12/2004,01.00.00,5.6,1458,-200,14.2,1123,527,540,164,1395,2030,9.6,65.9,0.7869
12/02/2005,04.00.00,-200,1154,-200,5.5,788,223,709,146,1065,1390,5.1,65.9,0.5827
15/03/2004,07.00.00,2.2,1314,107,9.7,966,228,897,89,1710,1235,11.3,70.2,0.9401
27/01/2005,13.00.00,1.2,922,-200,4.1,716,192,930,115,893,643,6.6,41.2,0.4046
24/12/2004,22.00.00,5.4,-200,-200,-200,-200,487,-200,143,-200,-200,-200,-200,-200
20/12/2004,04.00.00,0.8,839,-200,1.4,536,69,1229,60,970,600,9.3,65.9,0.7757
02/05/2004,21.00.00,2.2,1212,-200,9.7,966,152,840,100,1691,1043,19.4,52.1,11642
19/01/2005,21.00.00,2.6,1016,-200,7.8,892,317,758,141,1109,945,9.2,49.8,0.5808
06/08/2004,10.00.00,2.6,1220,-200,14.2,1122,245,601,107,1974,1428,25.6,61.2,19808
01/06/2004,07.00.00,1.4,1225,-200,12.5,1067,190,760,94,1922,1102,16.9,80.9,15472
16/07/2004,13.00.00,2.1,1003,-200,11.9,1047,120,769,120,1578,782,36.5,16.7,10045
20/08/2004,14.00.00,-200,924,-200,3.3,673,-200,960,-200,1522,520,35,35.5,1962
23/05/2004,21.00.00,1,1094,-200,6.1,815,74,934,69,1563,852,21.4,46.6,11764
23/07/2004,22.00.00,1.7,1144,-200,11,1014,110,712,86,1744,1146,29,36.6,14431
18/03/2004,16.00.00,2.8,1496,-200,16.8,1205,172,822,169,1767,1347,27.1,23.1,0.818
29/08/2004,22.00.00,-200,1085,-200,9.2,948,-200,680,-200,1635,880,26.2,46.8,15669
15/08/2004,02.00.00,0.5,826,-200,2.7,631,24,1028,33,1473,593,24.8,55.4,17054
02/05/2004,04.00.00,-200,854,-200,3.3,670,26,1141,35,1460,684,14.8,65.8,11028
27/05/2004,20.00.00,-200,1136,-200,16.2,1187,-200,904,-200,1735,1127,23.7,28.4,0.8225
15/06/2004,14.00.00,2,1017,-200,12.2,1057,122,859,112,1698,861,35.3,19.6,11036
25/08/2004,23.00.00,1.5,954,-200,7,855,89,792,94,1474,745,25.2,40.8,12877
20/05/2004,00.00.00,1.5,1164,-200,8.2,908,90,821,102,1574,1019,18.5,50.1,10539
07/05/2004,15.00.00,1.9,921,-200,8.4,914,107,937,106,1481,614,19.2,35.6,0.7856
12/04/2004,13.00.00,0.6,895,39,1.4,536,53,1415,56,1229,421,11.2,64.4,0.8537
12/02/2005,02.00.00,3.6,1326,-200,9.7,967,490,578,216,1174,1699,5,66.6,0.5871
26/03/2004,01.00.00,1.4,1024,79,4.8,753,79,1131,91,1357,793,9.7,61.6,0.7425
30/06/2004,03.00.00,0.7,901,-200,3.7,697,-200,952,-200,1586,800,26.8,51.9,18058
11/08/2004,01.00.00,1.2,1066,-200,6.6,839,47,740,49,1700,993,27.2,59.1,20997
03/07/2004,21.00.00,1.5,1045,-200,9,940,90,822,94,1658,920,27.4,33.4,12022
07/08/2004,08.00.00,1.2,951,-200,7.7,886,74,742,51,1705,988,23.3,61.8,17504
04/08/2004,21.00.00,-200,943,-200,5.7,798,-200,846,-200,1571,743,27.6,45.2,16479
16/03/2004,20.00.00,3.2,1474,230,15.8,1173,166,854,143,1776,1432,20.4,36.7,0.8704
15/03/2004,19.00.00,8,2040,685,39.2,1754,404,542,187,2679,2122,20.4,42.5,10086
18/07/2004,13.00.00,0.3,928,-200,4.1,716,39,1060,57,1252,459,39.4,13.7,0.9639
15/06/2004,11.00.00,2.7,1114,-200,16,1181,180,747,115,1928,1129,30.3,26.9,11399
31/12/2004,21.00.00,-200,974,-200,5.5,790,-200,915,-200,895,951,9.1,32.5,0.3766
31/12/2004,13.00.00,-200,924,-200,6.2,821,-200,899,-200,955,704,12.2,29.7,0.4205
24/07/2004,15.00.00,0.9,972,-200,3.8,699,37,982,38,1505,495,37.3,28.8,18087
12/05/2004,01.00.00,0.8,986,-200,5.2,771,54,964,67,1518,947,17.6,57.6,11484
17/01/2005,06.00.00,0.7,874,-200,1.6,552,121,1162,90,857,723,3.2,56,0.4364
16/08/2004,11.00.00,1.4,892,-200,7.4,874,119,923,106,1369,749,35.3,17,0.9546
07/04/2004,03.00.00,0.3,801,30,0.7,464,-200,1749,-200,1154,340,16.1,42.4,0.7718
29/04/2004,23.00.00,2.8,1433,174,13.6,1104,172,681,97,1876,1411,17,70.7,13554
11/01/2005,13.00.00,3,1331,-200,16.1,1184,493,507,149,1508,1533,13.6,56.4,0.8754
15/05/2004,02.00.00,1,935,-200,5.4,786,55,964,71,1389,954,17.4,43.4,0.8553
12/12/2004,15.00.00,3.2,1250,-200,14.5,1133,508,629,168,1274,1463,17.5,30.8,0.6095
07/04/2004,04.00.00,0.3,804,30,0.7,468,12,1826,19,1166,320,15.7,45.4,0.8063
13/06/2004,19.00.00,1,849,-200,3.5,682,67,1215,72,1378,472,20.3,42.6,10045
08/06/2004,12.00.00,2.5,1146,-200,15.7,1171,168,761,124,1902,1138,33.7,25.5,13095
06/01/2005,12.00.00,1.6,1124,-200,5.9,805,240,726,128,1233,938,15.6,54,0.9515
30/12/2004,08.00.00,-200,975,-200,6.2,822,-200,852,-200,1049,876,8.5,43.6,0.4865
27/02/2005,09.00.00,1.2,970,-200,3.7,691,208,891,124,956,890,3.7,64.8,0.5208
15/02/2005,20.00.00,3.1,1149,-200,14.2,1124,410,623,187,1141,1405,8.9,26.9,0.3069
19/01/2005,03.00.00,-200,873,-200,1.5,549,-200,1106,-200,1008,791,6.9,76.4,0.7661
01/04/2004,17.00.00,3.3,1308,388,16.4,1193,163,793,106,1193,1187,23.6,27.5,0.7913
07/02/2005,02.00.00,0.8,863,-200,1.5,545,86,1119,78,749,484,4.3,38.1,0.3207
05/01/2005,09.00.00,4.8,1596,-200,21.6,1341,830,436,162,1672,1991,9.1,67.5,0.7831
02/01/2005,23.00.00,3.1,-200,-200,-200,-200,482,-200,162,-200,-200,-200,-200,-200
25/06/2004,21.00.00,2.7,1011,-200,14.2,1122,203,808,137,1680,1071,26.1,24.7,0.8233
12/06/2004,20.00.00,1.1,1048,-200,6.3,828,52,922,59,1618,683,26.9,39.7,13898
03/08/2004,06.00.00,-200,922,-200,3.2,664,110,973,137,1503,644,27,48.3,16946
01/04/2004,07.00.00,4.2,1510,505,19.8,1291,342,675,94,1949,1435,9.5,69.6,0.8273
13/12/2004,07.00.00,1.5,1041,-200,6.8,846,351,829,106,1112,1076,5.6,68.9,0.6328
26/08/2004,00.00.00,1.5,969,-200,7,857,75,753,84,1485,821,24.3,43.3,12973
04/06/2004,07.00.00,-200,1198,-200,17,1209,-200,779,-200,2058,1213,20.6,49,11748
08/08/2004,01.00.00,1.1,918,-200,5.8,805,43,816,55,1571,759,25.4,55.1,17628
01/02/2005,16.00.00,3.2,1377,-200,14.4,1129,497,540,162,1392,1626,13.5,44.8,0.6898
11/03/2004,19.00.00,6.9,1776,461,27.4,1488,383,702,172,2333,1704,9.7,69.3,0.8319
22/04/2004,07.00.00,-200,1234,-200,13.8,1109,-200,767,-200,1729,1194,13.9,57.2,0.9029
09/06/2004,01.00.00,1,934,-200,7.5,878,40,940,54,1644,847,22.5,49,13151
03/05/2004,08.00.00,4.7,1597,-200,26.5,1466,320,518,109,2400,1687,16.9,66.1,12613
28/03/2004,19.00.00,1.9,1114,155,6.2,823,93,1068,94,1357,671,14.1,40.2,0.6438
18/04/2004,08.00.00,-200,947,-200,2.9,649,-200,1154,-200,1459,608,14.5,72.9,1195
14/08/2004,02.00.00,0.6,847,-200,2.5,618,30,1075,42,1442,529,25.1,55.3,1733
24/01/2005,00.00.00,-200,1086,-200,4.4,733,140,848,105,1064,883,5.9,72.7,0.6791
31/08/2004,21.00.00,2.1,1095,-200,11.5,1032,187,621,98,1730,984,25.7,48.7,15825
27/02/2005,05.00.00,1,901,-200,2.7,631,108,988,87,915,751,3.7,65.9,0.5295
11/02/2005,05.00.00,1.5,-200,-200,-200,-200,98,-200,87,-200,-200,-200,-200,-200
30/03/2004,02.00.00,0.7,900,32,1.7,563,46,1402,73,1130,618,10.5,42.9,0.5442
02/08/2004,18.00.00,2.2,1100,-200,13.7,1107,129,676,173,1801,876,35.5,25.7,14626
14/05/2004,00.00.00,2.5,1246,-200,15,1150,152,654,107,1873,1354,17.3,57.8,11298
28/12/2004,15.00.00,-200,1121,-200,10.7,1003,-200,656,-200,1323,1058,14.3,48.6,0.79
06/02/2005,18.00.00,1.1,925,-200,2.9,649,186,1003,142,819,570,6.9,36.4,0.3635
13/08/2004,22.00.00,1.2,957,-200,5.1,767,57,867,74,1534,577,26.6,50.4,1724
30/12/2004,15.00.00,-200,844,-200,3.6,689,-200,1040,-200,867,545,12.1,31.1,0.4383
04/04/2004,02.00.00,-200,1115,-200,5.4,782,-200,980,-200,1500,752,15.2,62.4,10726
13/06/2004,05.00.00,0.4,842,-200,2.2,597,21,1237,33,1444,512,23.3,51,14346
30/04/2004,07.00.00,3,1458,345,18.3,1249,213,662,111,2033,1380,16.6,68.2,12737
09/07/2004,20.00.00,2.7,1065,-200,13.6,1105,207,723,162,1672,987,26.6,30.2,1033
08/12/2004,18.00.00,2.6,1177,-200,10.3,987,429,692,119,1324,1229,16.2,54.5,0.9956
26/02/2005,00.00.00,2.8,1153,-200,8.8,933,443,687,161,1133,1268,4.7,69,0.5936
28/02/2005,23.00.00,0.7,755,-200,1.4,538,100,1285,79,621,343,1,34.3,0.2292
14/03/2004,16.00.00,3,1458,150,11.9,1045,170,974,129,1646,1099,22.2,28.4,0.7516
16/02/2005,14.00.00,1.5,987,-200,6,810,199,801,137,939,830,8.5,36.3,0.4026
31/12/2004,01.00.00,-200,930,-200,4.8,752,-200,889,-200,981,820,6.9,50.3,0.5029
12/03/2004,13.00.00,2.5,1252,140,11,1016,160,1008,116,1593,983,16.1,34.5,0.6262
14/12/2004,07.00.00,1.7,1088,-200,8.7,927,494,715,111,1196,1154,6,76.7,0.722
24/08/2004,13.00.00,1.3,923,-200,7.1,862,92,875,107,1363,626,34.6,18.2,0.9832
29/07/2004,03.00.00,-200,787,-200,2.4,610,-200,1087,-200,1259,543,25.1,32.6,10203
21/06/2004,19.00.00,3,1043,-200,16.1,1181,174,736,138,1813,1010,26.1,28.3,0.9407
15/03/2004,12.00.00,3.1,1430,221,14.1,1120,201,831,134,1783,1522,22,34.1,0.8904
16/02/2005,06.00.00,0.9,1080,-200,5.1,768,237,732,140,924,1305,3.6,51.7,0.4123
25/07/2004,23.00.00,1.5,1022,-200,6.3,826,82,857,91,1627,777,26.9,45.5,15926
25/02/2005,02.00.00,1.5,1059,-200,5.2,773,233,767,157,1127,984,5.1,83.5,0.7416
28/01/2005,20.00.00,1.9,-200,-200,-200,-200,224,-200,155,-200,-200,-200,-200,-200
12/05/2004,20.00.00,2.2,1074,-200,9.4,954,136,846,112,1570,956,16.7,47.2,0.892
14/04/2004,21.00.00,-200,1320,-200,13,1085,-200,730,-200,1689,1440,14.8,49.7,0.8321
04/02/2005,05.00.00,0.4,920,-200,2.2,601,87,974,80,920,925,3.9,65.5,0.5367
11/04/2004,08.00.00,1.1,912,88,3.7,694,61,1196,58,1343,727,8.7,64.3,0.7267
21/07/2004,12.00.00,-200,1116,-200,12.4,1063,140,736,138,1571,980,38.9,15.9,10896
