@relation 'teste 04-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute CO(GT) numeric
@attribute PT08.S1(CO) numeric
@attribute NMHC(GT) numeric
@attribute C6H6(GT) numeric
@attribute PT08.S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08.S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08.S4(NO2) numeric
@attribute PT08.S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
-200,1296,-200,10.1,983,-200,845,-200,1626,802,23,36.2,10053
4.8,1422,-200,22.4,1362,920,775,214,1509,1956,12,45.9,0.6421
1.5,975,97,5.6,793,119,1133,97,1254,637,13.9,33.2,0.5222
2,1182,-200,8.7,929,269,648,145,1324,1029,16.1,52.8,0.9579
1.2,877,-200,5.9,808,73,1011,70,1614,723,20.4,55.8,13196
0.9,1042,-200,3.8,701,208,795,114,945,1216,1.8,68.9,0.4878
4.9,1479,-200,26.4,1465,712,471,131,2018,1572,13.4,74.4,11407
0.4,766,-200,2.4,616,43,1163,43,1306,530,21.5,45.6,11558
2.2,1056,-200,14.3,1127,163,734,152,1694,928,36.5,18.1,10887
4,1418,542,19.5,1282,231,681,129,1890,1418,19.2,35.7,0.7826
1.4,1029,-200,3.8,699,193,851,140,1001,795,7.7,56.9,0.5994
3,1281,-200,12.1,1053,510,659,165,1192,1438,10.9,39.7,0.5166
-200,759,-200,2.1,588,4,1323,8,1286,515,19.7,42.4,0.9636
-200,1103,-200,11,1014,-200,684,-200,1749,791,38,24.7,16073
1.4,1050,105,5.1,769,60,1078,79,1409,759,12.3,57.8,0.8224
0.1,761,-200,1.4,540,-200,1269,-200,1303,486,22.7,42.3,11491
0.8,782,-200,2.1,594,155,1134,111,673,371,3.4,32.4,0.2563
-200,837,-200,5.9,809,60,940,78,1355,615,25.2,27.7,0.874
2.5,1241,-200,13.8,1110,147,772,130,1698,1177,22.3,32.1,0.8515
0.7,758,-200,3.3,670,50,1070,42,1365,688,16.6,56.8,10629
1.9,1110,-200,10.5,996,121,782,111,1771,1090,31,32.4,14294
0.4,872,-200,1.7,564,-200,1284,-200,1385,494,15.6,65.3,11484
1.5,895,-200,3.1,660,238,975,155,826,596,4.6,46.8,0.4001
3.9,1344,-200,27.7,1496,287,519,134,2311,1651,23.7,37.9,10988
0.6,849,-200,1.2,522,56,1158,51,779,467,3.6,48,0.3835
2,1040,-200,3.6,688,185,846,115,920,1090,3.7,62.9,0.5059
2.9,1102,-200,16.5,1195,196,690,149,1762,1325,28.5,27.8,10665
0.7,785,-200,2,582,33,1377,45,1311,417,19.4,45.9,10242
1.4,916,-200,3.8,701,197,954,133,899,791,6.4,44.2,0.428
3.4,1201,-200,19.3,1278,278,657,174,1892,1302,39.6,16.9,12028
2,996,-200,12,1048,139,959,108,1397,822,24.5,15.4,0.4663
7.1,-200,-200,-200,-200,1218,-200,340,-200,-200,-200,-200,-200
1.4,1037,-200,8,900,75,817,95,1584,619,33.1,32.7,1.62
1.2,956,62,3.2,666,62,1235,71,1282,518,9.8,71.8,0.8702
1,1035,-200,7,859,33,732,49,1680,996,27.4,55,19827
1.3,882,-200,2.4,614,-200,1221,-200,931,888,6.9,62.3,0.6227
-200,855,-200,4.6,741,-200,965,-200,901,616,12.5,30.3,0.4367
1.2,969,-200,6.8,849,84,800,68,1626,890,25,53.2,1663
0.7,913,-200,4.6,743,65,931,66,1540,884,21.8,52.3,13539
3.5,1257,-200,13.7,1108,577,592,94,1520,1287,12.6,78.4,11419
2.7,1244,-200,18.9,1265,176,640,95,2084,1257,21.3,56.9,14226
1.8,1087,126,7.3,870,107,1014,90,1412,851,20.2,29.2,0.683
-200,884,-200,4.3,729,-200,920,-200,1389,837,22.9,45.7,12621
0.9,836,-200,4.6,741,53,1065,60,1277,479,38.6,14.6,0.9821
2,1133,-200,9.4,957,174,815,106,1652,944,16.2,55.6,10151
3,1409,415,15.6,1169,188,685,105,1874,1459,20,45,1039
3.3,1304,-200,13,1085,467,571,129,1385,1419,9.5,71.3,0.8458
0.5,817,-200,3.3,672,31,1113,51,1501,751,20.8,54.4,13229
1,921,-200,2.1,594,100,1025,82,867,479,6.3,49.6,0.4787
-200,886,-200,5,764,-200,920,-200,946,740,10.8,35.1,0.4549
1.4,1059,-200,5.3,777,191,797,140,969,774,13.5,29.1,0.4486
2.7,1246,-200,13.3,1093,261,667,149,1942,1357,31.6,39.4,17969
0.8,855,-200,5,762,79,942,73,1444,959,18.8,49,10505
0.4,920,-200,2.2,601,87,974,80,920,925,3.9,65.5,0.5367
1.1,939,59,4.8,754,74,1169,64,1384,797,8.1,70.4,0.7609
-200,1038,-200,9.6,961,-200,1026,-200,1530,949,19.4,38.1,0.8511
-200,978,-200,6.6,840,-200,852,-200,1422,694,38.5,18,12055
1.3,1012,-200,6.1,817,302,819,89,1314,878,12.2,78.8,11178
-200,1425,-200,18.1,1242,-200,675,-200,1858,1486,16.5,42.1,0.7856
5.1,1667,-200,26,1453,276,684,176,2051,1569,18.6,36.2,0.7676
-200,922,-200,7.4,874,-200,851,-200,1447,663,30.4,28.2,1204
-200,1201,-200,14,1116,-200,617,-200,1130,1469,4.4,38.8,0.328
1,991,-200,3,653,228,944,146,885,931,5.9,45.1,0.4211
1,940,-200,3.6,691,-200,877,-200,1036,827,6.7,75,0.739
4.3,1201,-200,25,1428,285,664,118,2249,1378,21.7,44.2,11321
2,-200,-200,-200,-200,149,-200,116,-200,-200,-200,-200,-200
1.2,1045,120,5.9,808,65,1038,69,1421,589,16.4,47.7,0.8819
-200,1000,-200,6.6,839,-200,958,-200,1467,1024,16.3,49.7,0.916
0.9,990,-200,2.3,604,114,944,88,947,579,10.1,47.6,0.587
3.4,1162,-200,12.6,1070,399,625,189,1229,1237,8.6,48.2,0.5385
-200,962,-200,5.3,780,-200,919,-200,909,884,9.6,32.3,0.3871
1,-200,-200,-200,-200,107,-200,85,-200,-200,-200,-200,-200
-200,1194,-200,13,1083,128,685,139,1632,1060,38.9,18,12318
1.3,912,-200,7.4,873,89,946,86,1436,614,36.6,15.2,0.9177
1.7,1005,-200,8.3,910,109,881,84,1670,751,28.4,34.4,1314
2.4,959,-200,4.1,717,171,892,113,939,664,9.8,43.3,0.5238
1,1398,-200,15,1149,461,535,192,1417,1699,15,50.2,0.8495
2.6,1196,-200,14.4,1131,216,775,113,1675,1243,17.6,35,0.6965
2.4,-200,226,-200,-200,190,-200,119,-200,-200,-200,-200,-200
1.4,987,-200,6.3,824,49,793,53,1541,581,29.1,42.1,16695
0.6,929,-200,1.6,556,60,1035,46,1094,575,12.5,67.3,0.9743
-200,984,-200,5.7,800,-200,836,-200,1607,610,30.8,43.1,18761
-200,1087,-200,12.7,1075,-200,944,-200,1558,886,27.3,20.5,0.7308
2.5,1256,-200,10.5,996,386,625,132,1417,1104,12.8,73.6,10851
-200,987,-200,5.5,790,-200,838,-200,1608,830,25.4,52.7,16867
0.8,915,27,1.9,578,32,1417,48,1212,665,8.2,58.9,0.6444
3.3,1535,-200,13.7,1108,206,785,125,1820,1323,16.4,53.8,0.9964
4.6,1169,-200,25,1430,300,636,190,1901,1372,32.3,18.4,0.8753
1.7,-200,-200,-200,-200,104,-200,87,-200,-200,-200,-200,-200
3,1304,-200,15.3,1157,176,793,122,1801,1171,16.1,47.6,0.8655
1.6,1076,-200,8.6,924,101,720,80,1806,909,26,61.9,20511
1.5,933,-200,9.6,962,167,867,76,1705,974,17.3,57.6,11289
0.6,949,-200,2.1,589,77,987,63,1001,464,3.3,84.3,0.6617
-200,1632,-200,31.5,1587,-200,523,-200,2459,1678,14.7,62.3,10351
0.3,925,-200,4.1,717,75,936,75,1455,970,21.2,46.3,11501
1.9,1258,99,8.2,906,112,1081,107,1511,900,21.9,29,0.7525
0.6,-200,-200,-200,-200,23,-200,36,-200,-200,-200,-200,-200
-200,1000,-200,7,857,-200,767,-200,1634,689,29.1,46.9,18652
4.4,1406,-200,27.2,1483,581,478,139,1767,1708,7.6,70.6,0.7371
1.4,925,-200,3.4,678,176,960,125,861,594,2.8,49,0.37
3.3,1382,-200,18.1,1243,183,632,128,1941,1511,19.2,52.3,11516
1.7,1091,-200,9.3,953,51,723,63,1688,853,39.6,24.3,17255
0.4,758,-200,1.9,580,22,1215,36,1374,531,22.1,44.3,11665
0.8,914,56,2.4,610,54,1322,65,1230,455,10.4,58.4,0.7352
-200,1034,-200,3.5,684,-200,1110,-200,1423,813,13.7,64.8,10135
1.1,888,-200,2.4,611,150,1035,111,791,419,7.9,38.9,0.4141
2.1,1075,-200,11,1015,107,824,97,1722,949,15,61.4,10385
1.7,1145,-200,5.9,806,199,736,112,1207,1120,10.5,72,0.912
0.9,894,-200,6,810,82,1204,74,1421,585,21.8,34.9,0.9004
0.8,854,-200,1.8,572,95,1070,88,788,793,1.2,51.9,0.3515
2.4,1199,-200,14.2,1124,159,680,132,1940,1054,36.6,27.1,16352
2.5,1146,-200,15.7,1171,168,761,124,1902,1138,33.7,25.5,13095
2.8,1098,-200,7,859,362,792,118,1211,1006,8.2,78.4,0.8561
2.1,1169,-200,7.9,895,318,681,192,1201,1106,5.5,81.5,0.7393
6.8,1486,-200,30.8,1570,954,455,285,1557,2179,8.6,29.8,0.3344
0.4,834,-200,1.8,565,-200,1187,-200,1444,473,28.8,49,19112
0.7,888,-200,1.1,511,71,1112,66,963,512,3.9,83.1,0.6787
2.2,1192,-200,10,976,335,618,194,1290,1110,7.3,70,0.7195
2.2,969,-200,5.6,791,102,1084,80,1446,711,13.6,59.7,0.9271
2.1,1007,-200,11.4,1027,114,798,112,1737,904,23.1,41.5,11582
4.1,1363,-200,17.7,1229,754,515,147,1490,1638,8,71.9,0.7712
7.7,1707,-200,37.6,1721,1001,375,171,2260,1940,15.8,70.7,12601
-200,1078,-200,8,897,-200,732,-200,1751,894,25.5,58.6,18891
1.9,1085,-200,12.7,1075,126,767,110,1786,913,34.4,22.5,1205
1.3,1034,-200,6,812,70,866,82,1563,660,32.3,33.4,1.59
0.8,-200,-200,-200,-200,37,-200,54,-200,-200,-200,-200,-200
1.1,953,-200,6.4,830,88,986,86,1521,860,16,56.5,10166
9.4,1816,-200,43.9,1851,1184,341,171,2405,2069,15.4,73,12688
0.6,865,-200,4.8,752,65,996,64,1451,837,21.3,42.3,10625
2.7,1043,-200,14.1,1121,149,736,126,1793,967,24.5,35.7,10807
1.4,1072,-200,6.1,819,303,751,175,1161,1003,5.3,80.2,0.7179
0.9,1005,64,4,713,103,1130,78,1363,924,8,71.8,0.7711
5,1426,-200,22.9,1375,836,1143,162,1751,1631,13,73,1086
0.6,986,-200,5.4,784,66,839,74,1503,1204,25.6,38.8,12545
2.7,1234,-200,10.2,985,158,815,122,1572,795,30.2,22.6,0.9524
2.9,1261,-200,15.3,1158,122,628,120,1837,1303,31.2,33.2,14831
0.6,822,-200,0.9,493,50,1278,45,876,453,7.1,56,0.569
3.3,1332,-200,18.1,1242,460,524,138,1716,1608,17.9,66.3,13499
2.6,1171,-200,14.4,1129,156,631,120,1911,1346,33.5,36,18395
1.6,1108,-200,14.2,1123,167,804,83,1801,1111,17.4,50.9,10017
1.7,955,-200,5.8,804,199,843,95,1017,1007,5.6,61.6,0.5656
-200,846,-200,3.6,687,-200,1295,-200,1288,726,18.6,38.8,0.8228
-200,867,-200,3.5,680,35,932,51,1477,777,23.7,51.2,14795
1.6,986,-200,8.9,937,114,833,120,1473,806,38,15.5,10119
3.4,-200,-200,-200,-200,836,-200,177,-200,-200,-200,-200,-200
1.2,950,-200,8.9,937,64,802,80,1566,989,23.4,38.6,10968
0.8,891,-200,3.3,668,147,991,110,819,549,9.7,30.8,0.3716
1.4,1007,-200,7,857,301,1699,96,1248,921,8.7,80.8,0.9096
3.1,1286,454,15.7,1171,153,716,102,1821,1006,15,52,0.8817
0.5,812,-200,1.5,541,89,1309,70,774,616,5.2,45.9,0.4099
2.2,1090,-200,13.6,1103,142,695,119,1686,1235,25.7,33.5,10918
0.4,770,-200,2,586,24,1326,38,1392,527,20.8,48.5,1.18
5.9,1898,341,23.1,1381,325,681,173,2103,1905,17.6,46.1,0.921
-200,1491,-200,21.4,1335,-200,625,-200,2001,1522,10.2,62.9,0.7831
-200,1018,-200,7.6,881,-200,828,-200,1590,630,39.3,22,15366
-200,1324,-200,9,939,-200,846,-200,1658,1011,21.5,40.7,10301
0.5,894,-200,5.2,774,65,1239,83,1339,598,31.7,16.2,0.745
3.4,1347,-200,13,1084,560,582,174,1290,2004,8.3,58.2,0.6391
-200,922,-200,3.2,664,110,973,137,1503,644,27,48.3,16946
-200,1071,-200,5.9,808,221,757,101,1046,1172,5.4,65.9,0.5947
2.3,1116,-200,12.7,1075,135,761,134,1784,1081,30.5,30.4,13031
0.8,1065,-200,3.6,687,72,1143,62,1492,815,14.2,66.2,1063
-200,1150,-200,11.2,1020,180,686,116,1842,1169,26.5,46.3,15768
0.7,818,-200,4.3,726,38,921,43,1330,685,19.6,56.1,12651
0.7,875,-200,3.1,659,30,1180,35,1452,561,16.7,66.9,12631
2.6,1176,301,14.2,1123,166,816,125,1609,1068,20.4,26.7,0.6323
2.2,1085,-200,5.7,800,346,750,200,983,1219,3.1,57.2,0.4402
0.7,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1.5,1031,-200,7.3,868,63,798,79,1634,690,29,46.1,18141
1.4,1021,-200,7.7,889,80,1022,82,1405,684,29.5,19.8,0.8013
-200,1128,-200,10,978,92,733,89,1683,1193,28.3,36.8,13906
2.7,1301,-200,12.7,1074,532,574,214,1255,1636,13.5,35,0.5396
1.1,937,-200,2.6,625,142,977,120,983,798,5.1,74.5,0.6626
0.9,799,-200,2.5,617,158,1099,114,699,382,3.3,33.1,0.2592
0.4,878,-200,5.4,784,46,1181,64,1407,610,21.4,36.9,0.9271
1.5,1016,-200,9.6,963,91,776,95,1661,811,22.2,49.5,13081
0.4,839,-200,2.4,609,36,1276,59,1286,643,20.8,32.3,0.7813
0.4,820,-200,2.2,597,18,1069,29,1346,603,24.3,48.3,14449
0.8,1035,-200,7.5,878,78,977,69,1694,825,19.3,68.8,1519
0.6,871,-200,2.8,639,21,1062,35,1528,684,23.7,53.5,1546
1.9,1278,205,10.7,1003,99,845,95,1691,909,27,31.8,11176
1.1,1017,-200,4,712,192,827,107,1147,829,11.4,66.6,0.8948
0.8,976,-200,3.8,698,64,1156,64,1393,594,20.6,41.2,0.9841
3,-200,-200,-200,-200,119,-200,99,-200,-200,-200,-200,-200
1,985,-200,3.8,701,159,877,106,1187,835,11.8,77.5,10741
2.5,1098,-200,13.6,1105,139,732,125,1768,1061,30.7,28.9,12501
-200,1121,-200,10.7,1003,-200,656,-200,1323,1058,14.3,48.6,0.79
-200,879,-200,5.3,779,-200,999,-200,1347,535,34.6,20,10817
-200,959,-200,2.8,637,-200,958,-200,1107,667,8.9,79,0.9032
2.9,1229,-200,16.3,1188,237,557,97,2033,1412,24.5,66.2,20011
1.1,1023,-200,8,898,256,759,148,1034,899,10.7,33.1,0.4256
2,1092,-200,11.3,1024,128,937,109,1706,968,19.6,47,10606
0.9,987,-200,4.5,740,54,1105,53,1407,523,26.7,28.1,0.9688
3.3,1452,283,18.3,1250,217,776,154,1868,1583,24.4,27.4,0.8231
2.7,1175,-200,12.8,1077,337,634,112,1480,1279,15.3,63.1,10872
-200,935,-200,5.5,787,43,864,56,1588,728,25.1,51.1,16044
1.1,973,-200,4,712,184,923,69,1157,831,13.2,65.2,0.9841
2.3,1162,-200,14,1117,118,700,139,1857,1044,36.9,26.9,16477
1.6,1030,-200,7.9,897,71,733,73,1592,668,35.3,29.4,16577
2.4,1286,-200,17.1,1214,168,620,132,1880,1759,31.1,29.3,13055
-200,870,-200,2.8,637,-200,947,-200,1445,716,21.3,64.1,16043
4.8,1620,-200,24.7,1420,1098,436,224,1598,1971,5.2,76.2,0.6796
-200,1320,-200,24.8,1423,-200,767,-200,1986,1385,27,23.5,0.8256
3.3,1318,-200,21.5,1339,228,635,177,1925,1416,39.2,14.5,10106
2.1,1221,-200,8.9,935,352,642,153,1323,1144,14.5,57.5,0.944
1.8,1098,-200,10.8,1007,120,799,116,1546,937,41.3,13,10154
1.5,942,-200,3.7,696,203,920,124,912,682,8.8,45,0.5114
-200,974,-200,8.5,919,-200,976,-200,1638,909,20.6,49.2,11754
-200,1070,-200,17.3,1218,182,704,166,1697,1108,34.4,16.4,0.8761
0.9,939,-200,4.9,758,40,858,47,1544,664,26.7,49.5,17048
1.6,907,-200,9.6,961,105,920,102,1564,668,31.1,18.2,0.8079
1.2,986,-200,5,762,74,821,97,1573,553,26.7,60.1,2067
0.8,961,-200,5.8,801,33,850,44,1683,798,26,54.9,18141
1.4,1035,69,3.1,660,96,1222,82,1301,533,9.9,70.5,0.8581
-200,746,-200,0.6,450,-200,1807,-200,1111,308,15.7,42.3,0.7464
1.6,1017,-200,8.7,929,67,772,86,1702,709,32.1,38.7,1819
2.6,1451,-200,20.1,1298,575,452,148,1744,1634,14,65.4,10427
1.8,1080,-200,10.7,1004,90,724,114,1704,899,31.8,34.5,15911
4.4,1444,-200,22.1,1354,248,655,172,1956,1437,25.7,27.9,0.908
-200,1092,-200,6,811,191,773,121,1129,966,5,76.5,0.6728
-200,1097,-200,9,940,-200,676,-200,1727,1056,28.1,45.4,1697
1.6,1086,-200,10.1,981,100,688,86,1818,1007,27,57.5,20183
3.2,1280,-200,14.3,1127,649,558,247,1277,1641,12.1,36.9,0.5212
0.5,919,-200,1.6,552,55,1063,46,1080,522,13.2,64.2,0.9664
3,1182,-200,14.1,1119,219,733,121,1831,1032,13.6,65.5,10184
2.1,1206,114,10.2,986,143,1035,113,1537,959,15,36.5,0.6195
0.5,810,-200,2.4,612,27,1163,34,1462,595,21.3,54.5,13682
1.6,1167,169,7.6,884,105,881,78,1580,931,20.2,40.1,0.937
3.2,1430,-200,14.1,1121,178,814,135,1732,1322,16,48.4,0.8768
1.4,1073,-200,7.2,867,336,768,89,1329,981,12.5,76.4,11021
1.2,954,-200,6.3,826,56,870,70,1531,691,35.8,25.7,14861
1.5,1066,-200,6.9,855,101,803,61,1712,929,33.4,39.9,20177
2.1,992,-200,9.8,970,135,869,100,1624,884,18.5,42.8,0.9026
4.6,1363,-200,24.2,1410,337,565,182,2199,1791,28.5,36.8,14128
-200,994,-200,9.2,947,-200,764,-200,1572,983,30.3,30.9,13096
-200,1358,-200,15.3,1158,-200,529,-200,1537,1326,9.3,77,0.9018
0.7,813,-200,2.9,645,42,990,49,1530,802,21.9,67.1,17414
2.4,1152,-200,13.6,1102,157,770,134,1868,1113,33.5,27.2,13859
3.3,1375,524,15.9,1177,196,706,127,1898,1386,16.9,52.3,10013
0.6,834,-200,3.6,689,46,988,58,1367,796,21.6,45,1151
2.4,1170,-200,8.2,906,322,707,125,1317,1046,12.6,76.5,11106
0.8,978,66,2.7,635,36,1188,51,1382,579,15.9,57,10224
-200,1059,-200,11.3,1027,-200,1066,-200,1521,764,31.3,15.8,0.7106
1.2,1097,91,5.9,809,80,897,74,1628,1050,15.7,78.4,13917
0.8,793,-200,3.9,703,48,1222,64,1439,627,18.7,49,10462
1.8,1032,166,7.8,892,101,973,87,1457,756,20.6,30,0.7213
0.6,833,-200,2.8,641,30,1088,44,1496,717,23.5,51.2,14634
