Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
30/04/2004,19.00.00,5.7,1626,642,26.9,1476,281,555,135,2356,1786,19.8,58.6,13392
14/04/2004,02.00.00,0.7,900,66,2.7,635,47,1207,60,1307,836,11.1,63.2,0.8331
19/03/2004,17.00.00,4.6,1522,-200,20.9,1320,270,690,158,2005,1435,16,50.7,0.9142
07/12/2004,14.00.00,3.6,1257,-200,16,1179,455,818,134,1545,1415,19.4,47.1,1051
22/02/2005,12.00.00,2,1123,-200,9.1,942,324,653,208,1225,1105,11.4,48.9,0.658
05/05/2004,02.00.00,0.5,820,-200,1.5,541,18,1450,28,1360,377,15.7,64.5,1.14
18/03/2004,14.00.00,2.3,1379,-200,13.1,1087,137,901,126,1660,1144,25.2,24.9,0.7829
22/07/2004,14.00.00,1.5,1079,-200,11.1,1019,108,749,113,1559,929,42.8,14.3,12003
28/12/2004,08.00.00,-200,1358,-200,15.3,1158,-200,529,-200,1537,1326,9.3,77,0.9018
17/04/2004,14.00.00,-200,926,-200,3.9,707,-200,1130,-200,1429,532,19.3,46.6,10298
28/01/2005,13.00.00,1.4,943,-200,5.3,781,222,871,147,925,722,4.4,48.4,0.4087
30/08/2004,21.00.00,-200,1070,-200,10.8,1008,-200,656,-200,1649,963,26,43.6,14407
20/04/2004,22.00.00,-200,991,-200,7.7,889,-200,932,-200,1550,933,16,52,0.9375
20/07/2004,08.00.00,-200,1626,-200,37.3,1713,395,412,166,2643,2176,27,38.7,1361
14/04/2004,08.00.00,5,1529,836,27.7,1497,275,569,99,2278,1641,13.3,55.6,0.8453
09/04/2004,00.00.00,2.4,-200,189,-200,-200,154,-200,109,-200,-200,-200,-200,-200
28/04/2004,18.00.00,4.8,1676,790,28.9,1525,223,567,160,2226,1653,24.3,37.3,11199
02/06/2004,12.00.00,-200,978,-200,7.4,873,80,1003,53,1669,788,28.9,34.8,13603
13/01/2005,06.00.00,1,937,-200,3.7,694,194,915,81,1054,817,6.5,79.7,0.7751
24/08/2004,08.00.00,2.3,1049,-200,14.5,1133,216,630,118,1662,1208,22.4,41.1,10979
06/08/2004,11.00.00,2.6,1218,-200,15.6,1168,206,607,117,2000,1451,29.3,48.4,19367
02/06/2004,05.00.00,-200,792,-200,2.4,611,22,1280,23,1529,657,20,63.7,14742
06/12/2004,03.00.00,1.1,904,-200,3,649,-200,983,-200,1157,726,12.7,72.2,10525
16/06/2004,07.00.00,2.7,1244,-200,18.9,1265,176,640,95,2084,1257,21.3,56.9,14226
24/07/2004,12.00.00,1.3,1043,-200,6.7,843,64,799,68,1628,689,37.8,26.3,16951
31/01/2005,06.00.00,0.4,814,-200,0.6,449,54,1363,50,674,328,3.7,37.5,0.3012
23/07/2004,14.00.00,1.5,1083,-200,12.5,1066,99,725,121,1621,912,41.9,15.2,12173
03/06/2004,02.00.00,-200,893,-200,4.6,741,31,1056,36,1664,743,18.9,79,1704
14/02/2005,18.00.00,2.3,1036,-200,11.9,1046,304,694,185,1044,1059,11.8,23,0.3171
30/05/2004,11.00.00,0.3,833,-200,3.8,697,54,1361,64,1294,496,27.5,22.8,0.8249
01/07/2004,19.00.00,4.4,1364,-200,22.9,1376,235,580,179,2168,1356,32.5,30.9,14875
17/02/2005,12.00.00,1.3,1011,-200,4.4,732,236,830,147,944,826,8.7,42.5,0.4787
23/04/2004,23.00.00,2,1300,204,11.8,1043,110,777,107,1659,1375,18.8,47.7,10221
17/01/2005,22.00.00,1.9,1087,-200,8.7,926,340,715,153,1053,1390,5.3,55,0.4921
01/04/2004,12.00.00,1.7,1129,137,7.4,875,106,974,73,1524,759,20.6,36.7,0.8797
08/08/2004,07.00.00,0.6,835,-200,2.8,638,31,1024,38,1506,655,24.3,58.4,17508
16/08/2004,14.00.00,0.8,824,-200,4,708,61,1091,67,1256,463,35.8,17.8,10274
20/12/2004,16.00.00,2.3,869,-200,5.2,772,183,1051,102,966,641,9.8,41.9,0.5083
04/08/2004,15.00.00,-200,1003,-200,8,901,-200,813,-200,1589,661,39.1,21.7,15031
26/06/2004,00.00.00,1.2,870,-200,6.2,823,76,975,79,1398,848,24,31.2,0.919
28/03/2004,12.00.00,1.8,1114,151,7.7,887,92,1020,86,1438,768,21.3,26.4,0.6607
15/12/2004,12.00.00,3.4,-200,-200,-200,-200,836,-200,177,-200,-200,-200,-200,-200
16/07/2004,00.00.00,1.7,981,-200,10.2,985,99,779,97,1572,1020,24.3,36.3,10852
24/02/2005,11.00.00,1.8,1093,-200,6.5,836,414,728,232,1142,1025,4.6,82,0.6997
01/12/2004,02.00.00,1.2,900,-200,3.8,701,117,1955,76,1127,749,9.1,80,0.9299
07/04/2004,21.00.00,1.2,956,62,3.2,666,62,1235,71,1282,518,9.8,71.8,0.8702
13/02/2005,23.00.00,1.5,1131,-200,5.6,793,228,728,142,1173,1054,11.8,53.4,0.7366
09/04/2004,08.00.00,2.9,-200,299,-200,-200,215,-200,117,-200,-200,-200,-200,-200
01/04/2004,10.00.00,2.8,1258,375,11.7,1040,192,800,113,1701,1282,19.2,39.6,0.8693
12/02/2005,00.00.00,4.2,1494,-200,14.2,1124,541,504,211,1313,1931,5.8,64.3,0.5964
20/05/2004,04.00.00,-200,877,-200,1.6,549,14,1265,26,1317,463,19.6,47.7,10736
04/02/2005,04.00.00,0.8,949,-200,3.1,657,158,895,115,948,991,5,63.5,0.5575
04/12/2004,18.00.00,3.1,1215,-200,10.9,1012,533,653,120,1441,1131,13.1,81.7,12284
26/05/2004,23.00.00,-200,1101,-200,13.3,1093,-200,1012,-200,1564,1155,21.1,30.9,0.7617
16/04/2004,01.00.00,1.9,1189,110,6.7,844,96,887,93,1566,1049,13.4,69.6,10688
06/06/2004,21.00.00,1.4,877,-200,7,858,118,1080,89,1535,724,21.8,39.2,10115
18/02/2005,22.00.00,2.4,1161,-200,9.8,969,369,677,190,1111,1271,7,44.2,0.4446
05/05/2004,17.00.00,1.6,981,-200,10,978,79,857,72,1682,835,17.7,56.9,11392
28/02/2005,02.00.00,0.6,823,-200,1,503,60,1268,56,755,332,4,51,0.42
05/02/2005,06.00.00,0.9,1047,-200,5.6,792,250,757,150,957,1121,0.8,69.9,0.4591
15/02/2005,06.00.00,0.4,850,-200,1.3,529,64,1183,56,780,385,6.1,40.8,0.3868
28/12/2004,07.00.00,-200,1088,-200,6.6,839,-200,760,-200,1236,951,9.7,73.1,0.8772
09/08/2004,06.00.00,1.2,996,-200,7.4,872,87,756,55,1727,990,23.2,67.5,1899
20/03/2004,05.00.00,0.8,956,-200,3.1,661,42,1260,53,1351,518,13.6,55.1,0.856
31/07/2004,10.00.00,3.4,1272,-200,15.7,1170,215,620,160,1957,1347,32.8,33.4,1633
18/12/2004,18.00.00,1.2,784,-200,4.6,744,219,1080,102,802,608,12.4,19.6,0.2797
26/12/2004,13.00.00,1.8,1130,-200,5.8,803,267,772,127,1230,975,13.9,60.9,0.9644
10/05/2004,08.00.00,-200,1598,-200,35.2,1668,-200,490,-200,2617,1749,16,57.3,10342
22/12/2004,02.00.00,1.3,902,-200,5,761,222,1048,126,872,868,5.3,42.3,0.3806
05/12/2004,12.00.00,1.7,1013,-200,5.6,795,209,826,81,1257,848,13,69.7,10403
05/04/2004,12.00.00,3.2,1498,445,15.7,1171,206,684,114,1942,1434,17,54.3,10434
17/03/2004,05.00.00,0.5,869,11,1.6,554,28,1460,40,1268,667,11.8,58,0.8026
29/05/2004,14.00.00,0.4,823,-200,3.8,699,59,1382,60,1311,493,22.9,31.3,0.862
04/08/2004,18.00.00,-200,1049,-200,8.7,927,-200,750,-200,1659,727,34,33.2,17395
02/12/2004,08.00.00,4.2,1435,-200,21.6,1341,804,501,131,1787,1480,12.9,73.8,10937
18/06/2004,12.00.00,2.3,1116,-200,14.3,1128,153,739,129,1856,1042,34.9,24.9,1363
17/08/2004,04.00.00,0.4,820,-200,2.2,597,18,1069,29,1346,603,24.3,48.3,14449
29/01/2005,08.00.00,0.8,847,-200,2,586,125,1163,92,814,473,1.4,53.1,0.3642
14/04/2004,17.00.00,-200,1180,-200,11,1014,-200,826,-200,1595,1036,18.7,34.8,0.7436
10/07/2004,11.00.00,0.9,895,-200,6.4,831,66,946,83,1473,566,31.2,23.4,10487
22/02/2005,02.00.00,0.7,888,-200,1.1,511,71,1112,66,963,512,3.9,83.1,0.6787
06/12/2004,23.00.00,1.5,1014,-200,5.8,804,236,871,79,1233,994,14.6,64.7,10677
12/12/2004,08.00.00,1.9,992,-200,6.9,853,323,821,111,1052,1038,4,69,0.5661
13/02/2005,05.00.00,2.9,1491,-200,11.5,1031,373,515,153,1387,1541,8.5,82.9,0.9243
18/06/2004,02.00.00,0.5,791,-200,3.1,658,30,1140,43,1467,609,24,45.8,13467
25/03/2004,08.00.00,2.7,1320,271,11.6,1035,184,902,112,1721,991,8.7,74.6,0.8429
17/01/2005,20.00.00,3.6,1256,-200,16.7,1201,582,563,181,1251,1699,7.2,50.6,0.517
21/02/2005,14.00.00,1.8,1127,-200,7.9,896,258,664,172,1227,1010,8.1,64,0.6942
01/05/2004,04.00.00,-200,882,-200,3.5,685,35,1134,42,1492,673,16.2,69.9,12756
17/05/2004,03.00.00,0.4,771,-200,1.4,533,-200,1566,-200,1110,360,17.4,30.2,0.5945
10/07/2004,00.00.00,2.3,1118,-200,13,1082,161,694,127,1792,1080,22.7,47.7,12977
03/02/2005,10.00.00,4.9,1429,-200,20.7,1317,947,495,322,1425,1916,5.1,50.8,0.4499
19/01/2005,12.00.00,-200,889,-200,2.7,634,181,1009,117,1018,591,6.3,73,0.7024
21/07/2004,05.00.00,-200,1011,-200,5.4,782,75,828,73,1562,1116,23.3,50.1,1.41
03/06/2004,23.00.00,-200,959,-200,7.8,892,-200,996,-200,1616,866,21,48.1,1178
29/01/2005,12.00.00,1.1,873,-200,2.4,610,139,1051,102,819,527,3.6,45.8,0.3674
01/07/2004,22.00.00,2.1,1140,-200,11.6,1035,107,726,112,1779,1059,27.7,39.3,14372
08/02/2005,22.00.00,1.1,-200,-200,-200,-200,157,-200,127,-200,-200,-200,-200,-200
06/04/2004,14.00.00,2.5,1221,297,11.5,1032,166,811,131,1630,913,19.3,35.4,0.7813
17/06/2004,19.00.00,3.3,1131,-200,16.5,1194,172,726,125,1907,1009,29,33.4,13169
04/01/2005,10.00.00,3.1,-200,-200,-200,-200,480,-200,171,-200,-200,-200,-200,-200
16/12/2004,03.00.00,1.7,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
09/02/2005,22.00.00,2.2,-200,-200,-200,-200,228,-200,157,-200,-200,-200,-200,-200
24/01/2005,23.00.00,-200,800,-200,1.5,541,71,1250,58,779,407,6.1,42.6,0.4041
08/05/2004,10.00.00,-200,1084,-200,6.9,852,-200,910,-200,1575,959,14.7,63.1,10488
17/04/2004,06.00.00,-200,997,-200,5.1,769,-200,1002,-200,1524,868,12.6,79.9,11596
24/07/2004,14.00.00,0.8,960,-200,3.4,676,34,983,34,1488,488,35.4,32.4,1837
23/02/2005,05.00.00,0.6,844,-200,0.7,466,77,1261,68,894,478,4.1,76,0.6304
17/04/2004,22.00.00,-200,1136,-200,7.9,896,-200,919,-200,1623,961,17,50.8,0.9751
18/04/2004,20.00.00,-200,1178,-200,9.2,949,-200,847,-200,1653,1047,16.4,57.8,10669
15/12/2004,05.00.00,0.8,-200,-200,-200,-200,133,-200,61,-200,-200,-200,-200,-200
22/03/2004,10.00.00,1.8,1074,-200,6.9,854,115,1032,83,1484,772,17.9,38.4,0.7793
22/04/2004,09.00.00,-200,1538,-200,26.1,1458,-200,593,-200,2186,1743,19.2,41.6,0.9154
28/04/2004,04.00.00,-200,859,35,2.2,602,24,1209,40,1321,644,14.7,56.2,0.9341
15/07/2004,03.00.00,0.4,813,-200,3.1,656,-200,1070,-200,1332,603,22,42.6,11146
20/02/2005,00.00.00,1.9,1222,-200,7.5,880,269,684,173,1083,1367,9.4,44.7,0.5279
23/03/2004,05.00.00,0.3,834,19,0.6,459,13,1908,22,1212,361,8.8,80.5,0.9147
04/01/2005,04.00.00,0.6,-200,-200,-200,-200,89,-200,72,-200,-200,-200,-200,-200
12/04/2004,01.00.00,0.6,799,29,1.1,514,42,1615,59,1036,332,14.1,34,0.5442
16/03/2004,00.00.00,2.1,1304,155,11.1,1019,127,852,103,1731,1272,14.1,65.7,10494
10/07/2004,07.00.00,0.9,958,-200,5.9,805,92,886,74,1551,835,22,51,13296
03/08/2004,18.00.00,-200,1166,-200,13.7,1108,140,622,134,1854,913,35.5,28.9,16468
09/05/2004,18.00.00,-200,1004,-200,6.3,827,-200,972,-200,1465,627,17.8,44.3,0.8929
22/07/2004,12.00.00,2.1,1210,-200,14,1118,144,658,130,1742,1422,40.1,19,13849
26/03/2004,21.00.00,1.5,1001,97,6,811,99,1097,91,1308,778,9.8,50.8,0.6172
08/01/2005,04.00.00,1.2,972,-200,3.4,674,169,926,88,1032,882,7.9,69.3,0.7413
01/08/2004,08.00.00,0.8,971,-200,4.2,722,39,876,35,1624,687,25,60.7,1892
22/03/2004,13.00.00,2,1102,-200,10.4,994,107,955,87,1599,783,21.3,28.1,0.7067
04/07/2004,22.00.00,1.3,1012,-200,7.4,876,89,853,87,1580,967,26,35.7,11842
28/05/2004,05.00.00,-200,814,-200,3.4,678,-200,1276,-200,1339,626,15.5,51.7,0.9019
14/04/2004,06.00.00,1.6,1079,116,7.4,875,113,947,71,1535,998,10.3,65.6,0.8225
13/07/2004,11.00.00,2.6,1026,-200,13.3,1094,278,769,134,1629,1224,31.3,19.1,0.8634
24/05/2004,11.00.00,0.9,847,-200,5.5,788,112,1203,85,1162,598,22.3,17,0.4513
12/07/2004,22.00.00,1.3,865,-200,5.2,773,93,991,85,1414,653,21.3,38.7,0.9686
30/06/2004,04.00.00,0.5,864,-200,2.6,629,28,1052,42,1558,728,26.9,51.8,1805
22/04/2004,04.00.00,-200,819,-200,1.7,565,-200,1295,-200,1316,694,13.3,62.6,0.9498
16/02/2005,21.00.00,5.2,1341,-200,16.8,1204,626,534,251,1294,1592,5.9,44.3,0.4137
15/02/2005,20.00.00,3.1,1149,-200,14.2,1124,410,623,187,1141,1405,8.9,26.9,0.3069
11/08/2004,23.00.00,1.5,1074,-200,7.6,884,63,764,57,1726,838,28.1,54.1,2029
16/04/2004,05.00.00,1.2,1075,93,5.4,782,97,941,77,1505,988,11.6,76.4,10415
21/04/2004,23.00.00,-200,1020,-200,7.1,863,-200,933,-200,1492,1074,18.8,45.8,0.9855
24/04/2004,17.00.00,1.8,1257,165,9.9,973,90,860,93,1634,839,27.5,31.6,11417
03/08/2004,04.00.00,-200,866,-200,2.3,603,48,1077,55,1459,589,25.8,50.9,16605
08/02/2005,06.00.00,0.6,918,-200,1.6,551,114,1062,92,817,712,6.1,43.6,0.4129
17/01/2005,13.00.00,3.1,1166,-200,14.5,1134,514,603,176,1227,1531,11.1,33.3,0.4384
25/05/2004,10.00.00,2.6,1106,-200,14,1118,207,885,130,1451,1220,24.9,13,0.4038
19/08/2004,20.00.00,1.7,1101,-200,7.4,875,65,722,68,1748,927,31.6,43.6,19944
03/06/2004,12.00.00,-200,980,-200,11.1,1019,-200,921,-200,1720,950,26.2,33.6,11244
16/12/2004,09.00.00,5.3,-200,-200,-200,-200,905,-200,146,-200,-200,-200,-200,-200
27/01/2005,00.00.00,0.2,872,-200,2.6,628,117,1009,87,857,560,4.2,46.8,0.39
19/04/2004,10.00.00,-200,990,-200,6.8,846,-200,947,-200,1503,715,19.5,43.3,0.9706
26/02/2005,01.00.00,2.1,1061,-200,6.8,849,373,757,145,1063,1125,4,69.8,0.5756
02/12/2004,20.00.00,7.8,1713,-200,36.6,1699,1020,371,161,2196,1943,15.4,73,12648
15/03/2004,09.00.00,8.1,1961,618,36.7,1701,478,537,149,2665,2184,14.8,54.3,0.9076
08/02/2005,07.00.00,1,991,-200,3,653,228,944,146,885,931,5.9,45.1,0.4211
03/05/2004,15.00.00,1.5,1058,-200,11.2,1023,81,896,74,1580,795,30.9,19.7,0.8649
17/08/2004,12.00.00,-200,968,-200,5.9,805,-200,875,-200,1391,649,36.1,21.3,12502
21/07/2004,14.00.00,-200,1018,-200,7.5,880,67,865,86,1421,613,40.1,15.2,11065
02/02/2005,03.00.00,2.9,1126,-200,7.3,869,-200,680,-200,1075,1222,3.4,66.7,0.5281
03/04/2004,01.00.00,1.3,1141,98,6.3,827,73,936,88,1488,1110,16.2,54.2,0.9933
25/02/2005,18.00.00,2.8,1148,-200,12.1,1054,353,631,177,1233,1157,10.2,43.1,0.5366
08/04/2004,15.00.00,2.5,1136,353,13.2,1089,127,856,101,1552,928,20.6,24.8,0.5931
20/07/2004,20.00.00,-200,1255,-200,15.5,1164,127,638,126,1793,1301,32.6,26.3,12754
02/08/2004,07.00.00,1.9,1193,-200,13,1085,146,610,110,1947,1097,25.7,58.9,19156
16/07/2004,19.00.00,4.1,1183,-200,21.6,1341,266,628,187,1881,1395,32.4,21.5,10303
16/03/2004,10.00.00,5.3,1735,437,25.1,1431,396,628,150,2211,1843,17.8,42.9,0.8672
12/08/2004,20.00.00,1.5,1006,-200,7.9,896,67,797,79,1697,736,30.3,45.1,19129
13/08/2004,16.00.00,0.7,838,-200,4.3,726,46,1056,61,1382,440,35,22.4,12371
10/05/2004,10.00.00,2.5,1132,-200,13.4,1096,178,731,107,1808,1186,20,45,10379
14/07/2004,09.00.00,3.7,1211,-200,19.8,1290,311,606,156,1913,1643,24,36.4,10706
18/02/2005,20.00.00,4.8,1288,-200,17.6,1228,632,549,250,1333,1502,8.3,40.3,0.4411
17/01/2005,09.00.00,4.1,1222,-200,18,1239,614,574,199,1346,1472,2.4,60.2,0.4426
16/03/2004,22.00.00,2.6,1379,183,13.5,1101,184,818,138,1710,1602,17.9,45.9,0.9342
28/07/2004,20.00.00,-200,1086,-200,13.6,1105,144,710,131,1682,1109,29.6,26.1,10682
16/04/2004,08.00.00,4.1,1406,546,18.7,1258,279,636,116,1890,1495,13.8,61.1,0.9595
06/08/2004,00.00.00,-200,1058,-200,7.2,867,93,731,80,1685,1048,22.1,72.6,19105
05/01/2005,00.00.00,1.7,-200,-200,-200,-200,266,-200,129,-200,-200,-200,-200,-200
11/07/2004,11.00.00,0.6,846,-200,3.9,703,35,1034,54,1380,514,29,28.3,11116
31/12/2004,15.00.00,-200,872,-200,4.1,717,-200,991,-200,882,592,12.7,28.4,0.416
15/06/2004,00.00.00,1.2,886,-200,5.1,767,68,1055,79,1532,702,21.6,46,11742
26/05/2004,13.00.00,1.8,1088,-200,14,1116,127,1128,112,1449,1060,31.6,16.4,0.7489
17/12/2004,08.00.00,4.1,-200,-200,-200,-200,854,-200,137,-200,-200,-200,-200,-200
21/05/2004,18.00.00,3.6,1419,-200,20.1,1300,216,670,155,1923,1263,27.6,25.7,0.9382
24/06/2004,04.00.00,0.6,871,-200,2.8,639,21,1062,35,1528,684,23.7,53.5,1546
23/04/2004,18.00.00,4.8,1557,872,27.1,1483,250,615,164,2087,1757,24.9,30.8,0.954
24/08/2004,16.00.00,2,1076,-200,10.4,994,133,723,129,1549,938,38.3,17.9,1181
28/03/2004,11.00.00,2.3,1210,188,9.5,958,126,933,96,1514,1036,19.2,31.3,0.6887
22/06/2004,09.00.00,2.8,1128,-200,14.2,1124,267,717,123,1832,1362,22.8,41.9,11496
04/02/2005,11.00.00,3.2,1280,-200,14.3,1127,649,558,247,1277,1641,12.1,36.9,0.5212
14/03/2004,02.00.00,2.5,1367,92,8.6,925,128,953,104,1543,1337,12.5,58.9,0.8537
17/04/2004,09.00.00,-200,1107,-200,7.2,864,-200,911,-200,1604,963,13.5,78.1,11997
10/12/2004,03.00.00,0.5,770,-200,2.2,600,-200,2081,-200,901,416,13.8,36.8,0.576
