@relation treino-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute CO(GT) numeric
@attribute PT08.S1(CO) numeric
@attribute NMHC(GT) numeric
@attribute C6H6(GT) numeric
@attribute PT08.S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08.S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08.S4(NO2) numeric
@attribute PT08.S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
1.7,930,-200,8.4,914,131,991,98,1631,862,20,45.6,10555
1.4,870,-200,7,858,102,1061,95,1557,811,19.3,47.9,1059
0.8,793,-200,3.9,703,48,1222,64,1439,627,18.7,49,10462
0.4,760,-200,2.6,626,22,1263,38,1386,575,17.8,54.1,10938
0.3,733,-200,2,588,-200,1281,-200,1394,589,18.6,52.7,11206
-200,726,-200,2.1,591,22,1263,34,1386,579,17.2,57.9,1127
0.5,732,-200,2.4,613,44,1273,40,1413,605,18.2,54.1,11155
1.5,933,-200,9.6,962,167,867,76,1705,974,17.3,57.6,11289
2.6,1061,-200,15.4,1162,220,777,90,1898,1132,19.9,49.4,11354
4.3,1201,-200,25,1428,285,664,118,2249,1378,21.7,44.2,11321
3.1,1065,-200,15.1,1151,272,801,118,1894,1160,23.5,40,11386
2.9,1075,-200,17.4,1222,238,774,122,1943,1213,28.4,29.7,11345
2.5,998,-200,14.1,1119,207,832,120,1780,1057,31.6,24.1,10994
1.9,922,-200,11.8,1042,152,887,132,1744,832,31.3,24.1,10816
2.5,1023,-200,14.9,1147,185,829,115,1842,983,34.4,20.4,10857
2.5,1039,-200,16,1180,184,833,127,1815,1047,33.7,21.3,10988
2.8,1054,-200,16.5,1195,205,815,126,1848,1078,35.9,18.9,10999
2.3,1022,-200,15.2,1155,172,871,113,1840,979,34.3,19.4,10279
3.3,1082,-200,18.9,1266,227,788,124,1910,1139,33.5,19.9,10112
2.8,1056,-200,19,1268,187,786,108,1896,1111,30.5,24.2,10386
4.8,1243,-200,28.9,1524,290,647,142,2281,1470,30.3,26.2,11161
2.5,1029,-200,13.4,1097,155,825,125,1827,980,27,36.7,12898
2,1004,-200,10.9,1011,108,867,116,1754,893,24.6,41.9,12752
1.8,979,-200,8.9,937,94,919,101,1683,858,23.3,44.5,12566
1.7,972,-200,8.5,919,103,934,101,1668,904,22.4,46.9,12544
1.3,942,-200,6.7,846,78,980,92,1615,905,21.7,50.8,13019
0.7,825,-200,4.2,720,38,1129,55,1511,678,21,51.9,12794
0.5,780,-200,2.5,621,26,1277,42,1452,586,20.5,54.3,12926
0.4,746,-200,1.7,565,-200,1369,-200,1423,608,20.9,52.5,12852
0.3,734,-200,1.4,538,19,1449,30,1400,514,21,53.1,13031
0.5,785,-200,2.8,640,35,1265,40,1467,588,19.6,57.1,12851
1.4,946,-200,8.8,931,126,917,69,1745,884,18.2,62.3,12903
3.3,1201,-200,19.4,1279,309,683,100,2144,1338,19.5,57.7,12966
5.8,1377,-200,36.1,1688,376,525,125,2746,1708,21.6,51.7,1313
5,1346,-200,27.1,1481,441,602,174,2367,1681,23.9,44.4,13029
3.5,1230,-200,19,1268,309,698,171,2049,1509,28.1,35.2,1312
2.9,1160,-200,16.9,1208,220,728,149,1925,1330,31.4,28.6,1298
2.5,1146,-200,15.7,1171,168,761,124,1902,1138,33.7,25.5,13095
2.3,1078,-200,14.1,1121,149,818,119,1806,963,35.9,20.8,12103
2.4,1111,-200,16.5,1194,160,794,130,1875,1015,37.5,18.1,11529
2.6,1083,-200,14.8,1141,177,825,143,1793,1008,37.7,17.7,11383
2.2,1056,-200,13,1083,-200,865,-200,1723,898,37.8,17.4,11219
3.5,1220,-200,21.4,1334,176,695,183,2066,1215,36.6,20.6,12445
3.9,1268,-200,23.6,1393,202,650,161,2144,1334,32.5,26,12502
4.5,1256,-200,25,1430,255,660,170,2151,1380,30.8,27.2,11832
3.8,1213,-200,21.6,1341,210,683,143,2090,1601,28.8,30.2,11761
2.8,1145,-200,15.7,1170,157,751,123,1894,1376,26.7,35.4,12233
1.7,1050,-200,10.9,1011,96,836,89,1739,1161,25.3,40.7,1291
1.2,972,-200,8.1,902,59,933,67,1647,878,24.9,41.2,12809
1.6,1020,-200,10.2,984,81,853,81,1753,1031,23.7,45.1,13033
1,934,-200,7.5,878,40,940,54,1644,847,22.5,49,13151
0.9,914,-200,5.8,801,42,965,57,1609,908,22.3,50.6,13486
0.5,824,-200,3.8,698,-200,1107,-200,1517,733,22,50.5,13199
0.5,817,-200,3.3,672,31,1113,51,1501,751,20.8,54.4,13229
0.5,833,-200,4,708,54,1084,58,1525,799,20.3,56,13204
1,935,-200,8.1,905,88,899,69,1675,954,20.5,54.8,13073
3.5,1297,-200,22.3,1359,261,630,107,2214,1425,21.7,50.6,12981
6.4,1496,-200,36.9,1705,357,507,151,2691,2147,23.4,46.1,13091
2.9,1201,-200,17.5,1224,265,701,146,1987,1532,25.1,43,13488
3.4,1267,-200,19.3,1276,247,676,165,2059,1570,30.1,32.8,13795
2.8,1224,-200,17.6,1228,189,711,159,1972,1380,34.7,25.9,14069
2.8,1247,-200,18.6,1257,168,701,174,2000,1337,37.2,23.2,14478
2.8,1183,-200,18,1241,183,721,167,1937,1308,39.5,18.3,12917
2.3,1078,-200,14,1116,157,815,137,1761,1013,40.6,15.3,11485
1.8,1076,-200,10.9,1012,113,894,116,1665,816,40.3,16.1,11896
2,1052,-200,11.1,1019,140,896,125,1610,836,40.3,14.2,10494
3.5,1287,-200,21.6,1340,230,699,194,2008,1267,39.6,16.7,11867
4.9,1460,-200,27.6,1493,277,586,222,2288,1649,37.3,23.4,14672
4.6,1357,-200,25.6,1445,295,620,206,2195,1622,33.7,27.7,14213
3.4,1234,-200,18.6,1257,212,695,162,2019,1349,30.7,32.2,13983
2.7,1151,-200,15.2,1154,151,747,132,1894,1186,28.4,35.7,13549
1.9,1065,-200,11.7,1038,110,805,107,1763,1026,26.5,38.6,13154
1.5,984,-200,8.7,929,83,917,84,1654,817,25.4,40.1,12822
1,938,-200,7.6,881,48,956,61,1607,662,24.1,43.3,12839
0.7,878,-200,5.2,774,27,1065,42,1527,552,23.9,45.6,13328
1,919,-200,5.9,807,48,967,66,1598,775,22,52.8,13752
0.6,836,-200,4,709,-200,1085,-200,1498,646,20.7,56.1,13565
-200,814,-200,3.3,673,33,1138,50,1488,647,20.1,57.3,13352
0.9,872,-200,5.4,782,75,1001,76,1607,874,19.5,59.4,13328
1.2,949,-200,8.7,929,101,887,78,1711,973,20,56.6,13095
2.9,1227,-200,19.9,1292,214,661,104,2087,1327,21.7,53.9,13848
4.8,1360,-200,30.4,1561,290,545,139,2525,1626,23.7,49,14152
4.3,1318,-200,24.6,1420,311,586,166,2316,1640,25.9,44.3,14544
3.1,1196,-200,16.9,1208,234,705,151,1981,1341,30.1,34.3,14414
2.4,1152,-200,13.6,1102,157,770,134,1868,1113,33.5,27.2,13859
2.8,1220,-200,15.3,1157,165,715,148,1935,1224,35.4,26.1,14806
2.5,1182,-200,14.1,1120,137,735,126,1893,1095,37.9,23.2,1502
2.6,1167,-200,17,1210,149,719,144,1944,1152,39.7,18.7,13306
2.3,1142,-200,13.8,1109,140,782,133,1789,1047,40.4,17.2,12774
2.4,1157,-200,13.6,1105,139,779,139,1792,982,40,18.8,1363
3.5,1274,-200,21.2,1329,221,670,178,2054,1320,38.9,18.8,1.29
4.8,1372,-200,25.9,1451,318,631,206,2183,1541,35.8,22.1,12792
5.1,1373,-200,25.4,1440,363,635,211,2183,1510,33.1,25.9,12923
4.7,1290,-200,23.6,1393,341,655,180,2146,1511,30.9,28.2,12388
2.4,1056,-200,12,1051,163,826,116,1758,1078,27.5,32.6,1176
2.5,1116,-200,14.2,1123,157,768,118,1826,1235,26.3,34.3,11605
2.7,1106,-200,14.2,1122,202,783,115,1813,1202,25.5,34.1,10968
1.5,1018,-200,10.4,992,102,839,96,1710,1103,24.7,39.3,12065
1.1,919,-200,7.5,880,70,915,86,1628,1013,24.2,39.5,11764
0.6,807,-200,3.5,681,41,1092,65,1435,765,24.8,37.8,11639
0.5,787,-200,2.5,620,-200,1176,-200,1403,618,22.7,43.8,11952
0.4,789,-200,2.6,623,36,1146,53,1407,663,22,44.3,11553
0.6,825,-200,4,709,68,1050,74,1491,813,19.3,51.4,11364
1,912,-200,7,858,92,923,69,1608,894,19.8,50.4,11525
4.6,1339,-200,24.8,1425,332,595,131,2264,1495,20.5,48.2,11474
4.8,1355,-200,28.9,1526,333,567,134,2397,1658,22.8,42.7,11667
4,1250,-200,21.5,1336,298,632,148,2104,1506,25.6,35.8,11548
-200,1105,-200,12.9,1079,-200,788,-200,1774,1168,30,27.5,11509
2,1076,-200,12.2,1055,146,817,-200,1734,993,34.4,21,11248
2,1096,-200,13.1,1087,120,801,111,1759,910,35.9,19.6,11422
2,1093,-200,13.3,1094,108,797,110,1769,912,37.2,18.2,11389
1.9,1027,-200,12.5,1066,109,837,110,1689,814,37.3,16.6,10435
1.9,1026,-200,13,1085,124,848,116,1654,1341,37.4,14.9,0.9413
1.9,1015,-200,12.3,1062,127,877,120,1668,847,36.4,15.1,0.9005
2.6,1028,-200,15.2,1155,185,832,142,1691,925,35.4,14.7,0.8323
3.2,1074,-200,19.1,1270,230,776,146,1833,1087,34.2,14.2,0.7502
3.4,1124,-200,19.7,1289,265,765,153,1863,1132,31.1,18.7,0.8302
3.4,1111,-200,18.6,1256,261,765,158,1851,1197,29.1,22,0.8702
2.9,1062,-200,16.1,1183,219,794,140,1731,1229,27.2,22.5,0.7962
2.7,1072,-200,15,1148,180,805,127,1683,1171,25.3,24.6,0.7796
1.3,936,-200,7.3,871,108,990,97,1430,921,24.9,27.2,0.8429
1.3,988,-200,8.9,937,98,894,91,1543,1008,23.5,32.2,0.922
0.9,924,-200,6.6,839,57,957,68,1453,849,23.5,32.7,0.9349
0.6,839,-200,4.3,725,36,1052,52,1368,668,24.1,32,0.9467
0.5,826,-200,3.2,666,-200,1109,-200,1349,641,22.6,34.8,0.9441
0.5,853,-200,4.1,716,45,1047,58,1414,707,20.8,40.2,0.9725
0.9,918,-200,6,810,87,936,78,1524,939,18.8,46.6,10027
0.7,890,-200,5.6,791,62,950,61,1489,886,19.8,46,10524
0.6,865,-200,4.8,752,65,996,64,1451,837,21.3,42.3,10625
1.3,1003,-200,8.9,937,125,850,81,1622,1005,21.3,41.8,10449
1.9,1123,-200,13.1,1088,157,746,92,1789,1191,24,36.6,10772
2.1,1146,-200,14.1,1119,171,746,101,1823,1200,27.2,30.7,10884
1.8,1110,-200,11.2,1021,119,820,96,1724,971,32.3,23.6,11271
1.8,1126,-200,10,979,110,849,101,1700,907,31.9,25.8,12023
1.6,1067,-200,9.6,962,95,860,91,1658,802,35.1,21.8,12093
1.2,1008,-200,7.2,866,58,937,68,1573,695,36,20.5,11995
1.2,1062,-200,8.6,924,69,892,76,1683,777,37,20.1,12423
1.4,1082,-200,9,939,76,869,84,1678,818,36.4,21,12515
1.3,1042,-200,7.9,897,63,901,76,1605,681,35.2,22.6,1267
1.1,1022,-200,6.2,823,51,964,61,1599,631,32.5,27.6,13229
1.1,1024,-200,6.3,828,46,936,52,1601,641,29.1,35.1,13919
1.1,1048,-200,6.3,828,52,922,59,1618,683,26.9,39.7,13898
1.8,1153,-200,11.2,1022,84,765,89,1806,1013,26.1,42.2,14039
2.3,1195,-200,12.8,1077,130,731,113,1860,1151,25.5,43.8,14095
2.6,1245,-200,13.2,1091,147,734,112,1870,1134,24.9,45.6,14135
2,1086,-200,9.2,946,126,847,89,1729,945,25.2,45.2,14262
1,972,-200,5.8,804,47,955,53,1620,734,25.4,45.5,1457
0.6,880,-200,3.4,677,24,1109,36,1500,554,26.2,43.6,14599
0.6,906,-200,4.1,719,-200,1050,-200,1561,612,24.3,48.2,14476
0.5,879,-200,3.1,658,25,1121,39,1511,564,24.4,48.3,14499
0.4,842,-200,2.2,597,21,1237,33,1444,512,23.3,51,14346
0.4,797,-200,1.5,543,25,1466,37,1347,410,21.6,48.1,12259
0.4,796,-200,1.3,526,25,1534,36,1322,392,21.4,47.8,12005
0.4,767,-200,1.2,520,30,1526,42,1287,377,20.5,46.8,11152
0.5,784,-200,1.7,562,42,1460,52,1286,389,20.8,40.7,0.9882
0.6,811,-200,2.5,622,52,1315,60,1307,432,22.3,35.3,0.9371
0.7,838,-200,2.5,620,62,1292,74,1325,502,21.7,38.3,0.9842
0.7,821,-200,2.7,632,67,1295,65,1302,469,24.4,29.6,0.8921
0.6,793,-200,1.9,579,47,1380,52,1303,427,23.4,34.9,0.991
0.5,794,-200,1.8,567,35,1426,40,1306,406,23.5,35.2,10019
0.6,821,-200,2.4,614,45,1309,49,1350,430,22.4,39,1.04
0.8,849,-200,2.6,628,53,1274,56,1379,453,22,41.7,10865
0.8,852,-200,3,651,57,1246,59,1387,470,21.7,42.7,10949
1,847,-200,2.9,645,71,1245,68,1364,480,20.7,43.4,1047
1,849,-200,3.5,682,67,1215,72,1378,472,20.3,42.6,10045
1,865,-200,3.6,687,75,1191,78,1388,521,20.3,44.1,10392
0.9,848,-200,3.6,689,65,1180,71,1403,520,20.1,45.2,10538
0.7,807,-200,2.3,606,45,1340,54,1337,440,19.8,45.7,10424
0.8,814,-200,2.6,627,46,1305,57,1351,446,19.6,45.3,10244
0.7,785,-200,2,582,33,1377,45,1311,417,19.4,45.9,10242
0.5,748,-200,1.2,515,19,1580,30,1261,381,19.7,44.8,10172
0.3,716,-200,0.7,461,9,1795,16,1235,350,19.5,46.3,10363
0.3,708,-200,0.5,437,-200,1941,-200,1227,334,19,49,1063
-200,724,-200,0.5,448,12,1917,18,1256,346,19.1,50.7,1109
0.3,748,-200,0.8,477,21,1703,28,1301,380,19.1,52.7,11545
0.7,888,-200,3.5,683,66,1196,62,1483,563,20.3,49.3,11596
1.5,973,-200,7,858,137,941,92,1584,779,21.1,46.2,11389
1.8,993,-200,8.7,927,151,886,96,1665,842,21.5,44.5,1129
1.4,929,-200,6.3,825,115,992,87,1561,692,22.4,43.6,11637
1.5,962,-200,7,858,118,941,84,1613,779,24.8,39.1,12039
1.2,906,-200,5.5,786,95,1026,73,1538,633,23.9,42.1,12335
1.2,915,-200,5.3,776,86,1029,72,1544,616,25.5,38.3,12328
1.3,928,-200,5.5,787,85,1012,68,1585,606,25.4,39.2,12534
1,855,-200,3.8,698,66,1134,62,1449,526,25.6,37,12006
1.4,920,-200,5.4,783,74,1046,70,1550,588,24.5,38.4,11669
1.6,917,-200,6.7,842,108,985,83,1563,674,23.9,39.9,11639
2.7,1072,-200,12.2,1057,150,812,92,1820,885,24.2,39.2,11665
2.3,1000,-200,10.2,985,157,846,103,1726,879,23.5,41.2,11759
1.5,914,-200,6.7,845,93,972,82,1583,703,22.3,44.9,11973
1.4,888,-200,5.7,799,76,1023,74,1531,637,21.7,46.5,11917
1,851,-200,4.1,718,57,1134,67,1471,561,22,44.9,11699
1.1,870,-200,4.7,749,64,1096,74,1487,612,22.2,44.1,11654
1.2,883,-200,5.2,773,59,1062,72,1514,621,21.8,45.6,11763
1.2,886,-200,5.1,767,68,1055,79,1532,702,21.6,46,11742
0.7,792,-200,2.8,637,31,1249,43,1400,559,21.6,45.8,11715
0.5,754,-200,1.4,535,21,1490,33,1335,435,20.7,48.3,1168
0.4,732,-200,1,503,-200,1525,-200,1321,441,21,47.1,11546
0.4,770,-200,2,586,24,1326,38,1392,527,20.8,48.5,1.18
0.5,797,-200,3,654,38,1097,51,1450,720,20.8,49.4,11994
1,915,-200,7.5,877,92,897,69,1651,937,19.9,51.8,11911
4.4,1287,-200,24.7,1423,311,610,116,2319,1482,20.9,49.3,12049
4,1195,-200,24.8,1424,260,609,119,2244,1489,23.7,39.9,11508
2.4,1003,-200,10.9,1009,181,823,96,1710,1015,25.3,35.8,11421
2.1,1037,-200,11.9,1046,177,838,109,1763,1004,28.8,29.1,11349
2.7,1114,-200,16,1181,180,747,115,1928,1129,30.3,26.9,11399
2.8,1085,-200,15.7,1171,174,767,118,1863,1068,32.8,23.3,1138
2.3,1024,-200,13.1,1087,140,824,118,1745,924,33.9,21.4,11135
2,1017,-200,12.2,1057,122,859,112,1698,861,35.3,19.6,11036
2.6,1053,-200,15.8,1173,189,785,140,1808,981,34,20.8,10898
2.7,1065,-200,16.6,1198,169,766,137,1852,1043,35.3,18.8,10572
3.1,1136,-200,18.4,1250,172,722,143,1940,1124,32.6,24.1,11688
3.1,1100,-200,16.7,1202,154,732,148,1856,1004,30.8,28.7,12507
3.6,1143,-200,20.8,1319,192,673,158,2001,1190,28.7,31.2,12099
