@relation 'teste 06-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute CO(GT) numeric
@attribute PT08.S1(CO) numeric
@attribute NMHC(GT) numeric
@attribute C6H6(GT) numeric
@attribute PT08.S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08.S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08.S4(NO2) numeric
@attribute PT08.S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
7.9,1558,-200,22.9,1375,792,471,217,1563,2112,10.5,51.1,0.6503
2.2,1202,-200,11.2,1021,-200,649,-200,1644,1226,31.3,32.9,14771
1.9,1096,-200,8.8,931,228,766,121,1506,1019,24.7,46.4,14206
2.5,1132,-200,13.4,1096,178,731,107,1808,1186,20,45,10379
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,1696,-200,37.1,1711,-200,383,-200,2464,1823,20.9,62.4,15226
2.1,1065,232,10,979,106,950,96,1467,766,19.1,26.8,0.5861
-200,1130,-200,22.7,1368,-200,933,-200,1709,1269,26.7,19.5,0.6754
-200,1377,-200,19.3,1276,-200,539,-200,1790,1666,26,43.8,14499
2.8,1484,131,11.9,1045,174,880,119,1624,1530,14.6,51.5,0.8536
-200,1002,-200,4.2,722,162,807,85,1161,998,10.7,71.3,0.9161
0.8,741,-200,2.3,607,128,1312,73,865,433,11.3,32.3,0.4329
6.7,1571,-200,31.8,1593,615,469,173,2409,1686,25.1,55.8,17511
0.7,956,26,2.3,605,52,1341,71,1117,691,12.9,33.9,0.5037
-200,1245,-200,19.4,1281,-200,774,-200,1952,1324,20.8,43.6,10614
4.3,1492,-200,26.4,1463,527,460,138,1935,1632,24.2,44,13078
0.5,956,-200,3.1,661,38,1043,59,1398,701,18.4,51.7,10819
2.5,1085,204,8.2,907,133,976,101,1419,893,16.6,34,0.6353
1.4,844,-200,5.4,782,217,969,112,1003,796,11.6,37.3,0.5095
2.4,959,-200,4.1,717,171,892,113,939,664,9.8,43.3,0.5238
-200,916,-200,3.7,692,-200,986,-200,1287,683,14.5,82.1,13493
6.5,1745,-200,38.9,1748,346,484,139,2605,2054,18.8,39.7,0.8547
-200,1004,-200,8.5,921,-200,699,-200,1495,1092,24.9,47.9,14855
0.6,926,-200,3.9,708,-200,874,-200,1381,803,17.2,81.8,15856
3.3,1219,-200,12.9,1081,378,590,200,1246,1244,7.4,47.2,0.4871
1.4,1059,-200,5.3,777,191,797,140,969,774,13.5,29.1,0.4486
4,1427,-200,19.2,1275,253,701,149,1980,1398,13.9,57.1,0.9032
1.8,1016,-200,6.7,842,253,762,140,1067,778,12.5,38.5,0.5568
0.5,893,-200,1.1,507,59,1111,51,794,489,6.9,42.2,0.4224
4.6,1461,633,23.8,1398,240,630,129,2050,1628,18.1,40.3,0.8294
1.5,927,-200,5.8,805,289,965,140,918,1007,5.8,43.4,0.4037
2.2,1147,188,11.8,1042,122,934,108,1538,830,18.7,26,0.5555
2,1203,-200,11.9,1046,223,621,74,1664,1103,23.9,59.2,17327
3.7,1407,-200,17.8,1235,338,548,77,1780,2519,20.1,71.1,16498
-200,1316,-200,9.3,952,-200,847,-200,1644,1047,17.5,53.8,10648
-200,971,-200,4.2,722,-200,949,-200,1472,804,20.5,81.5,1936
1.5,1014,-200,8.7,927,309,747,56,1497,951,16.1,76.3,13902
1.8,1082,-200,5.8,801,211,780,119,1035,1200,8,52.2,0.5623
-200,924,-200,6.2,821,-200,899,-200,955,704,12.2,29.7,0.4205
-200,882,-200,3,654,-200,1141,-200,1377,819,16,53.5,0.9691
2.3,1176,169,8.4,917,157,866,95,1560,1151,12,67.9,0.9523
2.4,1215,-200,12.3,1062,199,794,119,1650,1381,25.3,27,0.8565
1.4,919,-200,5.6,795,315,2327,110,998,822,12.3,35.8,0.5086
-200,1199,-200,8.7,928,-200,704,-200,1533,890,25.7,48.8,15913
4.5,1495,-200,26.4,1465,597,451,158,2043,1786,24.9,48.3,14942
1.7,919,-200,3.7,693,-200,955,-200,882,979,2.3,56.3,0.4134
1.2,1081,-200,8.7,929,65,910,75,1518,937,21.1,36.5,0.9019
1.6,1074,-200,6.4,832,244,748,119,1230,934,13.5,59.9,0.9261
2.9,1103,-200,10.5,997,293,736,109,1552,914,15.6,75.7,13345
-200,785,-200,1.1,505,-200,1226,-200,829,428,8.7,45.6,0.5128
1,1034,-200,4.2,719,153,858,86,1189,845,11.8,76.3,10547
1.6,1061,-200,7.9,895,197,737,73,1359,944,18.8,59.1,12702
0.8,849,-200,1.4,537,107,1148,82,757,460,4.6,39,0.333
-200,1002,-200,5,762,-200,814,-200,1385,954,21.4,60.6,15236
1.1,1022,-200,4.3,729,-200,803,-200,1139,1034,11.5,68.2,0.9271
2.8,1086,-200,15.3,1157,573,674,214,1237,1330,7.2,43.2,0.4417
-200,789,-200,2.2,596,62,1145,48,1161,698,14.6,62.1,10236
1,976,-200,5.3,780,-200,795,-200,1467,898,22.5,53.6,14422
1.8,1225,-200,8.1,904,267,644,110,1194,1460,7.5,71.7,0.7439
1.9,1160,-200,9.5,957,131,884,106,1637,861,24.5,32.3,0.9815
1.5,1071,-200,7.6,882,154,745,68,1431,962,25,49.1,15295
2.7,-200,-200,-200,-200,424,-200,245,-200,-200,-200,-200,-200
0.6,875,-200,1.5,548,-200,1165,-200,1049,525,11.5,67.4,0.9106
-200,1182,-200,12.4,1064,-200,653,-200,1616,1217,19.7,56.6,12811
-200,948,55,3.8,700,45,1045,60,1430,939,16.9,49.8,0.9514
2.4,1161,-200,9.8,969,369,677,190,1111,1271,7,44.2,0.4446
2.1,1169,-200,7.9,895,318,681,192,1201,1106,5.5,81.5,0.7393
1.7,1032,-200,4.9,757,-200,837,-200,1182,1001,9.5,81.7,0.9693
2.8,971,-200,4.5,739,181,868,117,972,664,9.9,43.5,0.53
2,1182,-200,12.5,1066,121,818,106,1663,965,30.6,20.2,0.8719
-200,854,-200,3.3,670,26,1141,35,1460,684,14.8,65.8,11028
1.7,1223,192,9,938,91,884,89,1610,880,25.6,36,11629
0.6,967,-200,2.9,646,49,1117,47,1552,579,15.7,80.5,14236
1.7,-200,222,-200,-200,99,-200,72,-200,-200,-200,-200,-200
-200,855,25,0.8,478,20,1701,31,1261,401,10.1,76.8,0.9483
1.2,882,-200,5.3,776,281,932,72,1222,760,16.5,49.9,0.9289
3,1194,-200,18.5,1255,-200,555,-200,1694,1452,27.2,33.3,11788
1.2,893,-200,3,653,152,987,102,845,550,3.4,46.6,0.3668
2.2,986,-200,10.7,1005,-200,752,-200,1439,907,31.7,20.5,0.9428
1.3,987,-200,5.7,800,86,989,88,1462,658,15.5,57.1,0.996
1.5,1076,-200,4.6,745,221,801,149,1040,841,7.4,59.3,0.6123
2.5,1478,122,12.2,1055,160,929,121,1671,1262,19.7,36.7,0.8307
-200,1255,-200,14.6,1136,-200,611,-200,1675,1183,28.5,37.3,14329
1.4,1220,-200,5.4,782,111,996,89,1560,1067,15.3,62.1,1073
5,1557,386,27,1478,299,793,158,1981,1569,25.9,16,0.5237
3,1226,-200,15.3,1157,419,552,125,1464,1201,6.3,77.4,0.7452
4.1,1542,283,16.1,1184,296,808,158,1780,1583,15.6,42.2,0.7451
4.2,1234,-200,22.1,1355,196,621,107,2095,1266,16.4,50.2,0.9286
-200,1335,-200,14.6,1137,-200,563,-200,1729,1293,26.3,46,15478
0.7,933,-200,5.5,786,144,1018,73,1306,858,22.3,43.8,11631
3.2,1256,-200,16.1,1184,613,582,143,1448,1276,9.3,71.2,0.8325
-200,740,-200,1.1,506,-200,1333,-200,1074,469,14.9,56.4,0.9474
2.6,1194,-200,9.3,950,434,667,100,1433,1043,14.4,82.7,13496
2,1147,-200,10.9,1012,347,665,120,1214,1381,10.1,66.2,0.8185
-200,879,-200,2.1,594,134,1119,98,839,792,2.5,54.1,0.4017
-200,1428,-200,23.6,1393,-200,490,-200,1976,1608,21.2,61.7,15309
2.2,1132,-200,12.1,1052,233,680,117,1609,944,28.5,37.3,14291
-200,970,-200,3.4,678,-200,916,-200,1101,732,10.1,64.6,0.7967
0.7,998,-200,7,856,65,894,62,1488,926,14.9,54.7,0.9203
1,904,-200,5.5,787,-200,820,-200,1319,852,15.3,79,13605
0.9,781,-200,3.9,705,41,1203,14,1068,514,20.2,28.6,0.6717
-200,1071,-200,10.1,982,-200,649,-200,1557,1099,28.1,40.4,1512
3.4,1417,-200,20.2,1303,244,635,139,1964,1752,20.7,40,0.9639
1.5,988,118,5.8,803,123,1105,98,1293,658,15.6,30.1,0.5285
5.1,1350,-200,20.3,1305,839,509,175,1383,1745,4.3,56.8,0.4768
-200,777,-200,0.9,493,-200,1247,-200,828,438,8.8,45.2,0.5134
3,1326,468,18.9,1265,160,757,136,1835,1246,29.2,21.5,0.8573
3.3,1336,-200,15.9,1176,208,656,131,1891,1468,18.2,54.7,11336
-200,894,-200,2.7,636,84,1010,56,1308,687,18.2,76.6,15907
-200,896,-200,6.2,820,-200,1074,-200,1439,833,16.6,49.7,0.9295
2.2,1105,267,10.1,982,138,939,105,1545,850,17.7,35.4,0.7094
1.5,1024,-200,3.9,705,199,876,114,1168,807,11.5,74.2,10063
5.4,1425,-200,32.3,1605,631,660,220,1920,2321,35.2,16.6,0.9242
1.1,981,-200,4.2,721,103,866,59,1059,836,5.1,81.3,0.7204
1,846,-200,3.6,688,127,1127,58,1138,518,22.7,30.2,0.8217
-200,681,-200,0.4,428,24,1768,21,817,297,10.7,39.2,0.5045
2.7,1266,-200,14.1,1118,380,564,134,1410,1373,14,56.3,0.894
-200,-200,-200,-200,-200,286,-200,121,-200,-200,-200,-200,-200
-200,1436,-200,32.2,1601,-200,455,-200,2338,1682,20.1,60.6,14062
1.8,1163,128,8.5,919,128,922,84,1530,1076,11.1,50.5,0.6654
1.5,1172,-200,6,813,339,774,152,1233,1118,10.3,74,0.9237
-200,785,-200,1,504,66,1306,57,760,387,5.9,41.8,0.3928
-200,1202,-200,11.7,1040,-200,815,-200,1506,886,32,27.3,12752
2.6,1215,-200,15.1,1150,282,608,118,1733,1115,30.4,37.2,1588
0.6,819,-200,2.2,597,-200,1112,-200,1281,613,19.9,62.3,14363
1.8,1131,-200,8.8,932,104,854,86,1693,1048,19.4,54.6,12184
1.5,966,93,5.3,778,79,1057,89,1359,755,16.4,40.8,0.7542
1,847,-200,3.8,698,240,1034,110,905,815,2.5,59.3,0.4401
1.9,1092,-200,7.4,875,298,751,143,1010,1347,4.2,58.1,0.4832
0.2,905,-200,2.5,620,120,986,90,904,598,4,56.8,0.4688
2.6,1095,-200,12.5,1067,389,702,133,1152,1216,17.8,23.6,0.4766
1.9,1071,176,9,940,111,994,93,1449,756,17.6,30.1,0.6013
1.4,986,-200,7.7,885,146,835,94,1407,931,23,43,11897
-200,833,-200,2.7,632,120,1107,78,834,760,5.1,46.5,0.4125
1,781,-200,3.9,704,183,1062,92,842,594,16.6,19.9,0.3728
1.1,1020,-200,10.7,1003,97,904,96,1716,916,21.7,46.9,12044
2.4,1101,-200,8.9,934,333,751,116,1085,1208,12.6,39.9,0.5804
3.5,1423,-200,14,1116,550,553,146,1531,1369,12.3,75.4,10768
2.6,1006,-200,10.3,987,285,1028,124,1247,964,14.5,45.4,0.7458
2.6,931,-200,11.5,1032,403,795,164,1098,991,13.5,27.9,0.4287
0.9,847,-200,3.7,694,112,1153,70,1240,594,21.5,45.6,11528
3.6,-200,-200,-200,-200,540,-200,170,-200,-200,-200,-200,-200
1.2,966,-200,5.2,774,-200,859,-200,1352,644,24.6,40.5,12362
-200,1157,-200,7.7,885,-200,916,-200,1590,784,17.5,54.6,1.08
0.9,919,-200,4,711,189,1667,74,1195,819,12.4,75.3,10813
3.8,1451,481,17.3,1219,327,661,127,1804,1633,15,49.3,0.8364
1.3,1047,77,5.4,783,83,1014,79,1449,975,12,66.9,0.9336
5,1472,-200,24.5,1418,756,459,159,1681,1554,6.8,74.8,0.7423
8,1884,-200,43.7,1846,895,348,194,2595,2203,24.6,58.9,18005
3.3,1361,-200,14.6,1137,449,503,136,1526,1471,13.2,69.1,10452
0.7,774,-200,2.1,591,64,1151,42,1044,533,16.1,49.8,0.9021
0.6,937,17,2,585,38,1412,52,1348,793,12.8,63.2,0.9283
0.4,798,-200,0.6,452,-200,1435,-200,699,280,3.9,48.1,0.393
1.6,1395,-200,14.4,1131,811,552,216,1362,1553,7.3,76.7,0.7862
3.1,1434,-200,13.3,1093,335,561,168,1366,1893,11.7,65.6,0.898
-200,947,-200,4.8,752,-200,1068,-200,1434,620,17.9,44.8,0.9104
2.8,1144,294,13.9,1114,181,845,128,1551,1010,20.6,22.6,0.5432
1.1,1037,-200,2.8,636,151,891,112,1024,582,7.9,66.5,0.7124
0.6,804,-200,2.3,604,48,1366,50,1357,420,13.2,64.6,0.9774
0.7,868,-200,1.8,567,91,1238,64,919,823,6.4,63.3,0.6123
2.8,1307,277,12.9,1082,152,777,111,1769,830,14.3,58.2,0.9431
1.2,945,-200,3.9,707,159,963,97,1005,657,8.8,50.9,0.5781
3.4,1455,-200,18.7,1260,464,502,84,1868,1540,23.7,56,16238
2,1189,-200,9.7,965,239,670,87,1533,1060,26.5,44.9,15278
1.1,896,-200,2.6,627,158,1033,126,782,610,5.4,36.6,0.3304
1.1,972,60,4.1,715,66,1237,74,1258,644,9.9,50.2,0.6103
2,979,-200,9.2,946,323,826,138,1018,1026,14.6,24.6,0.4054
3.8,1379,-200,21.1,1326,191,659,151,1961,1307,24.7,31.5,0.9672
-200,1038,-200,8.7,929,-200,816,-200,1332,798,19.9,42,0.9665
3.1,1363,-200,16.4,1192,531,499,148,1501,1637,13.4,57.9,0.8895
2.4,1215,-200,14.8,1141,334,631,118,1766,1285,26.3,48.1,16199
1.5,1021,77,5.2,776,94,1144,87,1307,753,9.4,53.4,0.63
-200,-200,-200,-200,-200,191,-200,81,-200,-200,-200,-200,-200
3,1289,-200,18,1239,396,733,118,1635,1469,18.8,49.3,10581
1.6,1043,-200,4.3,726,195,875,105,972,1107,4.5,63.5,0.5411
2.6,1207,324,11.7,1041,189,813,113,1620,1319,16.5,42.6,0.7912
0.5,865,36,0.9,494,39,1613,53,1185,367,13.5,50.1,0.7706
3.7,1333,-200,20.5,1312,383,520,107,1853,1364,23.8,51.4,14956
2.1,1101,-200,9.2,947,270,699,118,1374,1029,21.5,43.4,10965
2.2,1119,-200,12.2,1056,311,624,68,1562,1099,17,76.1,14582
-200,882,-200,3.1,660,-200,991,-200,922,727,8,47.6,0.5113
0.9,861,-200,2,585,94,1120,77,807,553,3,49.1,0.3774
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1.9,1071,-200,9.4,955,232,940,103,1311,977,14.9,59.9,10063
3.4,1316,-200,20.6,1314,677,526,116,1780,1499,18.6,66.3,14047
1.2,976,-200,8.4,916,117,1044,117,1515,880,22.3,33.6,0.8913
-200,1049,-200,10.1,983,-200,1071,-200,1515,782,29.5,19.7,0.8015
1.9,1111,-200,9.8,970,266,667,62,1594,1441,20.3,71.1,16803
1.2,1031,-200,7.3,871,147,950,96,1393,972,25.2,38.1,12049
1.3,1115,75,3.9,707,104,1105,93,1384,677,12.7,62.7,0.9173
0.6,910,-200,1.3,524,74,1102,69,802,600,6.4,42.7,0.4126
0.4,850,-200,1.3,529,64,1183,56,780,385,6.1,40.8,0.3868
1,855,-200,1.9,578,144,1121,108,855,599,5.7,54.3,0.5022
-200,1296,-200,10.1,983,-200,845,-200,1626,802,23,36.2,10053
2,1076,-200,7.9,895,270,757,86,1492,939,19.3,70.4,15578
2.3,1059,-200,8.1,905,356,735,179,1098,1130,7.3,52.8,0.5404
4.2,1556,695,21.5,1337,283,674,150,1852,1689,16.3,28.8,0.5305
0.6,907,-200,2.9,644,152,1028,104,902,732,6.6,47.9,0.4686
1.1,1005,-200,4.9,758,51,1091,57,1434,522,26.8,27.3,0.9462
1.3,1028,-200,7.8,890,180,733,51,1525,1323,19.4,75.1,16766
3.3,1234,-200,15.4,1161,664,629,200,1386,1318,6.3,61.7,0.5926
0.3,709,-200,0.5,437,31,2559,27,787,324,12,37.3,0.5239
0.1,897,-200,4.2,722,201,987,108,953,959,3.7,57.9,0.4651
2.8,1167,-200,11.4,1027,422,610,249,1289,1119,4.8,79,0.6845
1.1,955,-200,4.3,725,205,890,138,880,770,9.1,34.5,0.3994
4,1472,-200,19.8,1290,523,510,95,1942,1420,21.8,72.7,18789
3.7,1556,-200,17.1,1214,658,472,227,1435,2026,11.1,52,0.6869
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
3.2,1133,-200,19.4,1280,341,595,149,1791,1093,34.6,22,1189
1.8,1114,151,7.7,887,92,1020,86,1438,768,21.3,26.4,0.6607
-200,1527,-200,35,1664,-200,587,-200,2238,1775,23.8,29.5,0.8559
-200,869,-200,2.1,594,103,1326,66,935,835,6.3,64.6,0.6197
7.3,1587,-200,41.2,1795,738,425,148,2531,1820,19.6,60.7,13713
2.5,1163,-200,11.1,1016,366,781,120,1363,1339,18.6,49.1,10425
3.2,1353,-200,15.9,1176,318,584,69,1723,2150,20.1,71.3,16564
1.8,1077,-200,9.6,964,163,749,93,1571,923,22.9,62,17127
-200,1530,-200,24.8,1425,595,457,143,1975,1652,26.6,45.5,15555
-200,1026,-200,9.5,960,-200,1072,-200,1471,1078,19.9,36.3,0.8349
4.1,1500,-200,23.6,1393,279,560,95,2163,1495,15.5,62.2,10875
3.3,1381,344,16.6,1199,209,685,117,1970,1365,17.6,65,12945
3.3,1325,-200,16.4,1191,403,564,130,1542,1389,13.3,68,10376
1.7,1164,-200,10.5,997,295,641,68,1606,1113,17.6,78.8,15723
0.9,870,-200,4.3,729,43,1096,53,1475,586,18.5,56,1181
2.1,1102,-200,7.9,896,346,720,222,969,1226,7.5,33.8,0.352
-200,1062,-200,7.7,887,-200,770,-200,1473,866,15.1,82.3,14009
4.5,1469,-200,21.7,1344,251,677,144,1997,1471,15.5,50.6,0.884
6.8,1471,-200,30.3,1559,731,605,168,1939,1669,11.5,68,0.9207
3.8,1129,-200,8.5,920,331,689,169,1139,1182,6.7,59.1,0.5848
5.3,1590,-200,26.5,1466,999,448,198,1831,2003,13.3,66.9,10163
2.9,1417,207,14.9,1146,171,830,119,1831,1404,23.3,32.2,0.9096
0.7,844,-200,4.8,755,67,1284,64,1350,521,22.8,31.4,0.8615
2.7,1209,267,13.4,1097,207,837,129,1746,1147,13.1,54.8,0.8234
-200,997,-200,6.2,823,-200,804,-200,1395,894,18.1,68.5,14067
-200,924,-200,2.9,643,-200,948,-200,1329,825,19.9,66.1,15198
1.1,1010,-200,3.4,679,-200,854,-200,1046,889,5,82.9,0.73
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
0.7,967,-200,5.1,767,132,833,56,1416,866,16.8,81.3,15447
1.7,1096,-200,11.6,1036,254,635,168,1043,1127,11.5,39.6,0.5372
-200,1165,-200,8.4,916,-200,711,-200,1517,1093,25.7,46.6,15105
2.1,1315,-200,11.7,1041,115,773,101,1767,966,28.9,29.3,11503
0.9,902,-200,5.9,809,138,835,46,1355,834,14.8,79.4,13312
3.7,1316,-200,20,1298,510,562,172,1888,1584,26.8,42.7,14864
3.7,1200,-200,19.8,1290,214,657,106,2014,1196,14.9,56.9,0.9582
2.6,1302,-200,13.1,1088,271,594,84,1639,1297,20,69.5,16109
4.5,1522,-200,22.5,1365,841,464,189,1526,2104,10.2,53.1,0.6608
1.1,964,-200,5.4,784,282,824,92,1080,959,6,77.3,0.7262
2.6,982,-200,10.7,1003,498,1037,189,1117,1072,17.2,22.4,0.4354
4.5,1543,-200,15.8,1174,513,521,127,1542,1494,10.4,82.5,10406
-200,1285,-200,19.9,1293,-200,549,-200,1797,1365,21.4,47.2,11927
2.4,1087,-200,14.1,1121,429,711,134,1177,1209,10.7,34.2,0.439
1.4,998,-200,10,977,74,947,69,1496,695,30.3,20.1,0.8539
1.4,1044,-200,12.6,1069,144,889,123,1683,942,28.9,26,10188
1.7,1089,87,7.6,884,89,1006,101,1487,975,12.6,54.2,0.7881
2,967,-200,6,811,243,863,168,911,909,4.5,39.9,0.339
-200,1046,-200,4.2,724,-200,848,-200,898,1201,8.2,40.1,0.4375
3.4,1324,-200,15.6,1168,375,568,99,1716,1959,21.8,63,1619
1.4,916,-200,3.8,701,197,954,133,899,791,6.4,44.2,0.428
0.9,1326,-200,13.1,1087,-200,571,-200,1333,1398,6.7,78.7,0.7779
0.8,802,-200,3.5,680,105,1091,73,1137,756,15.3,51.9,0.8982
-200,1168,-200,8.3,911,-200,715,-200,1517,969,27.4,41.8,15056
6.2,1722,1042,31.9,1595,378,539,119,2439,1798,11.9,60.9,0.8455
1,850,-200,2.6,629,138,1076,96,847,597,10.7,34.4,0.4406
1.8,1064,-200,7.6,881,340,727,194,979,1099,11.4,27.8,0.3748
3.1,1155,-200,11.6,1034,445,648,196,1061,1429,8.2,30.1,0.327
2.5,1174,-200,10.9,1010,360,613,218,1305,1050,7.4,69.3,0.7165
2.7,1320,271,11.6,1035,184,902,112,1721,991,8.7,74.6,0.8429
2.2,1071,-200,10.7,1003,252,665,58,1542,1045,17.5,73.2,14515
-200,1589,-200,24.6,1418,-200,452,-200,2015,1823,25.4,55.1,1761
1.2,982,-200,4.8,752,196,844,77,1153,897,9,77.3,0.8873
0.5,800,-200,2.2,598,84,1336,41,1278,529,19.8,56.7,12941
-200,1068,-200,9,938,-200,862,-200,1575,1057,12.7,64.9,0.9506
0.4,920,-200,2.2,601,87,974,80,920,925,3.9,65.5,0.5367
3.6,1404,-200,16.5,1195,590,499,170,1501,1623,11.2,65.3,0.8639
1.8,1084,-200,7,855,332,748,193,939,1446,5.8,42,0.3904
1.9,1100,134,6.4,829,103,887,83,1565,972,12.7,81.2,11849
2.1,1109,-200,7.1,863,360,737,208,960,1527,5.4,43.5,0.3922
4.2,1531,-200,18,1238,685,619,140,1583,1774,12.7,77.5,11339
1.8,1127,-200,10.3,989,203,752,74,1724,1096,22.1,67.3,17671
3.5,1348,-200,22.2,1357,464,526,84,1833,1324,16,72.2,13077
-200,908,-200,6.1,814,-200,1089,-200,1403,763,17.8,44.9,0.903
2.7,1056,-200,11.7,1040,398,711,194,976,1187,13.2,17.3,0.2606
1.7,1205,85,8.6,925,132,922,107,1547,1314,15.5,52.9,0.9271
1.5,996,-200,6.7,843,-200,840,-200,1394,765,30.1,27.2,11406
-200,1229,-200,10.9,1012,-200,743,-200,1562,1103,26.1,41.1,13705
2,1040,-200,9.2,946,234,827,116,1424,952,24.7,37.1,11397
6.3,1738,-200,38.3,1735,1301,365,240,1917,2434,8.9,53.4,0.6117
3.7,-200,-200,-200,-200,613,-200,177,-200,-200,-200,-200,-200
4.2,1467,-200,23.3,1385,192,623,130,2084,1493,24.9,39.4,12268
3,1297,461,16.1,1183,159,765,130,1773,1242,23.6,31.3,0.9001
5.5,1327,-200,17.3,1219,579,582,175,1453,1366,4.7,83.4,0.7177
1.7,-200,-200,-200,-200,250,-200,131,-200,-200,-200,-200,-200
2.7,1190,-200,10.6,1000,485,624,202,1152,1280,7.7,42.1,0.444
2.4,939,-200,8.1,902,342,884,133,969,872,9.8,31.8,0.3858
0.2,812,-200,1.2,521,-200,1413,-200,1233,469,21.2,32.9,0.8178
2.5,1173,-200,7.5,878,300,738,129,1002,1355,5.9,50,0.4689
1.4,977,-200,6.6,840,-200,827,-200,1390,736,29.2,29.1,11586
3.2,1423,394,18.3,1247,245,706,142,1887,1684,23.7,31,0.8968
-200,993,-200,5.3,777,-200,1022,-200,1482,790,16.9,51.1,0.9743
0.8,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,788,-200,0.9,487,55,1346,49,769,329,4,47.8,0.3939
1.2,1185,31,3.6,690,62,1462,77,1333,733,11.3,56.8,0.7603
2.9,1087,-200,17.1,1213,661,668,243,1216,1402,11.9,27.9,0.3882
1.1,952,-200,6.1,814,250,804,89,1153,970,8.3,77.2,0.8464
1.8,1237,-200,10.5,997,97,800,87,1688,924,29.2,27,1081
5.7,1636,-200,30.1,1553,514,449,166,2130,1745,23.6,54.4,15687
1,863,-200,3.3,669,198,993,133,776,511,11.3,24.9,0.3318
-200,993,-200,8.3,913,-200,879,-200,1601,989,12.6,65.4,0.9529
3,1268,-200,16,1179,511,545,69,1753,1294,18.2,72.8,15048
1.5,993,-200,4.2,720,156,891,66,1143,925,8.9,83,0.9487
2.4,-200,-200,-200,-200,226,-200,128,-200,-200,-200,-200,-200
3,1269,-200,16,1181,-200,559,-200,1756,1762,19.1,75.8,16568
2.9,1328,468,14.2,1123,180,738,127,1821,1368,19.4,44.1,0.9855
2,1333,64,8,900,174,1136,112,1517,1102,10.8,57.4,0.7408
1.4,940,-200,3.6,686,190,903,150,1005,648,4.5,75.5,0.6429
3.5,1189,-200,16.1,1183,463,603,166,1534,1170,12,73.3,10264
1.9,1196,-200,12.3,1061,116,791,120,1649,899,31.1,22.3,0.9888
2.6,1175,-200,10.6,1002,492,668,122,1422,1059,13,77.8,11641
2,-200,137,-200,-200,129,-200,106,-200,-200,-200,-200,-200
1.9,1029,-200,10.1,983,129,950,97,1470,879,25.1,20.8,0.6516
1.6,1002,-200,7.8,893,165,1010,111,1394,775,17.5,30.9,0.6111
1.8,1279,-200,7.3,870,106,911,81,1646,1000,18.9,49.6,1.07
2.8,1310,-200,13.5,1099,414,559,158,1481,1445,13.8,62.6,0.9862
1,824,-200,3.7,695,76,1091,34,1035,526,17.6,33.8,0.6726
0.2,1125,-200,4.9,758,167,820,104,1241,867,9.8,81.9,0.9923
