@relation 'teste 05-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute CO(GT) numeric
@attribute PT08.S1(CO) numeric
@attribute NMHC(GT) numeric
@attribute C6H6(GT) numeric
@attribute PT08.S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08.S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08.S4(NO2) numeric
@attribute PT08.S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
-200,1217,-200,7.3,869,-200,873,-200,1660,963,14.9,74.5,1253
-200,1032,-200,4.2,721,-200,1052,-200,1546,663,14.2,75.6,12201
0.6,886,-200,0.7,464,-200,1273,-200,919,357,4.5,79.2,0.6751
2.7,1290,-200,18.1,1244,293,604,103,1853,1415,25,50.8,15903
-200,1038,-200,8.7,929,-200,816,-200,1332,798,19.9,42,0.9665
1.7,1125,179,8.6,924,102,937,73,1542,790,21.8,33.9,0.8771
2.7,1307,-200,18.3,1248,316,525,83,1787,1565,22.6,59.9,16246
2.1,1223,-200,10,979,455,658,224,1120,1332,6,46.4,0.4367
-200,1050,-200,9.6,963,-200,998,-200,1609,901,24.3,35.1,10477
1.8,-200,-200,-200,-200,219,-200,153,-200,-200,-200,-200,-200
1.5,920,-200,2.9,649,196,983,140,849,598,3.1,47.4,0.3661
0.4,789,-200,1.2,515,-200,1276,-200,1054,516,13.1,67.6,10127
2.2,1203,-200,13.2,1090,223,593,74,1655,1205,21.3,68.5,17164
2.8,1283,-200,14,1117,192,813,127,1751,1188,15.5,50.1,0.8744
1.5,1041,-200,6.8,846,351,829,106,1112,1076,5.6,68.9,0.6328
1.3,1115,75,3.9,707,104,1105,93,1384,677,12.7,62.7,0.9173
2.1,1210,-200,10,978,508,666,111,1332,1237,8.9,79.3,0.9088
0.5,796,-200,3.2,667,55,1162,40,1295,558,20.6,56.6,13583
-200,1298,-200,16.1,1181,-200,644,-200,1962,1256,20.9,73.3,1787
1.6,-200,-200,-200,-200,107,-200,91,-200,-200,-200,-200,-200
2.9,1400,191,15.4,1162,159,838,111,1829,1263,23.9,30,0.8757
2.3,1124,-200,8.3,910,389,717,148,1112,1340,5.9,66.4,0.6226
1.5,1135,-200,6.7,842,84,872,83,1653,973,18.9,62.5,13521
1.6,988,-200,4.5,738,209,843,154,906,893,7.1,39.6,0.4019
0.4,850,-200,1.3,529,64,1183,56,780,385,6.1,40.8,0.3868
5.9,1609,-200,29.5,1540,948,486,139,1961,1803,11.3,75.3,10048
3,1003,-200,5.2,772,234,821,142,1008,788,6.8,58,0.5758
1.8,1117,-200,7.3,871,182,781,94,1320,986,17.3,57,11137
2.5,918,-200,4.5,737,220,1007,105,1030,703,9.6,53.9,0.6425
0.9,842,-200,4,711,110,1077,59,1160,516,22.3,30.4,0.8063
-200,1381,-200,22.1,1355,-200,516,-200,1931,1583,25.8,44.7,1459
1.3,891,-200,3.9,706,193,949,138,860,600,3.4,50.7,0.3991
5.2,1387,-200,26.7,1473,460,508,194,2065,1510,26.7,43.3,14881
1.5,1010,-200,7.6,884,216,719,59,1430,938,16.8,73.3,13915
0.9,942,-200,5.3,780,83,915,59,1419,737,21.5,57.9,14658
0.5,869,11,1.6,554,28,1460,40,1268,667,11.8,58,0.8026
2,1059,-200,11.9,1047,178,761,106,1549,841,29.6,28.6,11628
2.8,1125,-200,14.1,1121,357,630,185,1132,1405,9.5,25.2,0.2996
0.8,1033,-200,3.8,701,224,782,137,883,1206,3.2,52.4,0.4071
2.1,1084,-200,12.4,1063,128,775,109,1703,1031,16.8,53.6,10167
3,1307,-200,17.9,1236,397,649,137,1869,1356,32.2,34.2,16145
1.2,950,-200,5.4,782,127,862,69,1331,807,20.1,62.6,14543
2.3,1321,-200,11.9,1046,496,562,224,1263,1610,6,62.8,0.5929
-200,1267,-200,15.1,1151,-200,593,-200,1671,1528,21.7,57.6,14756
1.2,978,75,4,711,48,1144,63,1304,750,11,56.6,0.7418
-200,1418,-200,11.2,1023,-200,785,-200,1720,1410,19.7,43.3,0.9837
1,862,-200,2.8,639,148,1033,81,1100,727,12.3,67.5,0.9624
8.6,1683,-200,43,1831,1216,374,272,1964,2331,9.2,39.3,0.4573
1.6,1061,-200,7.9,895,197,737,73,1359,944,18.8,59.1,12702
1,839,-200,2.3,608,191,1040,115,780,475,3.3,45.2,0.354
6.1,1414,-200,27.4,1490,843,488,270,1433,2051,10.4,24.7,0.3116
-200,1778,-200,41.6,1805,-200,380,-200,2473,2094,25.6,47.5,1539
1.8,1143,-200,7.8,890,224,744,71,1578,848,20.8,73.1,17695
5,1386,-200,28.8,1522,505,560,184,1990,1469,34.1,23,12081
2.8,1109,-200,11.2,1021,395,689,168,1361,1036,11.5,78.1,10565
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1.7,1238,-200,9,940,95,815,103,1622,877,19.7,47.1,10666
1.1,981,-200,4.2,721,103,866,59,1059,836,5.1,81.3,0.7204
2.4,997,-200,13.5,1100,157,896,106,1392,987,22.6,17.2,0.4656
1.4,857,-200,6,813,51,1040,14,1183,622,19.3,34.8,0.771
5.5,1609,-200,18.1,1243,602,505,178,1491,2100,11.4,62.9,0.8454
0.6,912,-200,6.2,819,65,1224,77,1368,589,30.3,17,0.7232
1.1,875,-200,6.9,854,111,1160,85,1200,595,25.1,13.1,0.4129
0.2,828,-200,3.6,690,48,1263,61,1353,658,18.6,44.2,0.9385
0.5,836,-200,1.2,520,86,1296,67,832,479,7,47.2,0.4745
-200,1162,-200,9.4,953,-200,691,-200,1526,1104,21.7,60.8,1563
3.3,1394,-200,13.8,1111,209,736,123,1853,1288,21.2,47.5,11828
1,835,-200,5.4,785,148,989,56,1224,780,12.2,63.2,0.8964
2.4,1198,-200,9.1,943,371,647,151,1307,1291,13.5,62.6,0.9644
2.2,1051,-200,13.3,1094,224,646,108,1675,966,32.4,26.3,12594
1.6,894,-200,6.2,820,288,932,127,1072,820,13.8,36.2,0.569
0.9,998,-200,2.1,591,-200,937,-200,1147,820,12.8,71.2,10454
3,-200,-200,-200,-200,300,-200,198,-200,-200,-200,-200,-200
1,1054,71,5,761,-200,963,-200,1598,965,15.7,77.4,13683
3.3,1232,-200,11.6,1035,536,623,132,1296,1256,5.8,81.3,0.7568
-200,1071,-200,10.1,982,-200,649,-200,1557,1099,28.1,40.4,1512
2.3,956,-200,8.8,931,409,799,140,1046,1015,16.1,28.5,0.5164
6.8,1713,-200,38,1728,715,390,140,2386,1919,24.4,56,16885
2.8,1233,-200,16.1,1184,294,610,127,1775,1147,29.3,39.5,15855
1.1,935,-200,3.6,689,225,894,118,949,871,2.5,69.5,0.5172
2.1,1006,-200,12,1048,147,925,114,1416,966,21.2,18.9,0.471
2.9,1139,-200,11.5,1031,652,649,170,1181,1388,12.4,37.1,0.5329
2.4,1331,-200,9.7,966,266,633,159,1266,1745,12.1,61.8,0.8723
-200,942,-200,4,712,-200,979,-200,1303,734,17.2,66.7,12987
2,974,-200,6.4,832,-200,832,-200,1035,1024,6.6,58.1,0.5687
-200,1174,-200,13.4,1097,-200,640,-200,1596,1203,22,54,14114
-200,955,-200,7.9,894,-200,818,-200,1366,804,17.9,52.6,10711
4.3,1544,-200,24.2,1409,462,448,91,2048,1603,22.4,67.1,1794
1.7,1192,-200,10.7,1004,159,665,91,1577,1176,21.1,64.7,15956
1.6,934,-200,6.6,841,100,973,93,1497,756,12.3,66.4,0.944
1.5,1011,-200,4.3,725,189,852,142,1050,773,4.2,78.2,0.6506
2,1156,-200,10.3,988,-200,615,-200,1634,1250,26.7,43,14808
1.7,897,-200,7.4,875,223,937,88,1227,902,18.4,33.2,0.6975
1.1,925,-200,2.9,649,186,1003,142,819,570,6.9,36.4,0.3635
-200,1087,-200,9.6,964,-200,774,-200,1633,1103,21.3,59.4,14918
1.7,-200,-200,-200,-200,277,-200,135,-200,-200,-200,-200,-200
0.8,908,-200,4.4,732,77,966,62,1311,722,23.5,44.7,12755
2.8,1232,-200,8.8,931,451,674,166,1171,1627,8.9,54.6,0.6226
3.4,1458,-200,13.2,1090,436,553,147,1383,1898,10.7,65,0.8378
1.7,1200,-200,11.2,1021,223,678,101,1510,1157,24.6,44.1,13477
5.8,1400,-200,27.8,1499,759,461,193,1527,1869,8.9,31.4,0.3597
0.5,825,-200,1.4,536,39,1203,32,1302,498,19.4,70.4,15663
1.5,1152,-200,9.6,964,134,800,73,1705,1096,14.5,65.7,10804
0.9,856,-200,3,654,-200,2042,-200,1100,709,8.7,82.4,0.9294
-200,1048,-200,11.2,1021,-200,698,-200,1570,846,35.1,23.2,12884
4,1261,-200,14.8,1143,452,595,186,1208,1477,8.3,39.5,0.4318
2,1040,-200,9.2,946,234,827,116,1424,952,24.7,37.1,11397
1.3,1032,-200,4.5,736,176,809,90,1064,973,7.1,73.5,0.7439
-200,971,-200,5.5,786,-200,812,-200,1086,796,12,49.3,0.69
2.3,-200,-200,-200,-200,288,-200,135,-200,-200,-200,-200,-200
0.6,931,20,2.5,623,37,1293,57,1307,828,12,58.9,0.8233
4.7,1418,-200,26.7,1471,728,542,177,2064,1600,27.1,42.2,14949
2.8,1130,-200,9.7,968,467,680,208,1102,1220,7.1,43.9,0.4433
-200,1409,-200,20.3,1304,-200,500,-200,1829,1640,22.7,60.8,16582
1.6,999,-200,6.2,821,263,846,174,915,926,6.4,36.8,0.3566
-200,908,-200,6.1,814,-200,1089,-200,1403,763,17.8,44.9,0.903
8.7,1615,-200,37.2,1712,1230,384,225,1811,2312,7.8,48.1,0.5115
3.1,1260,-200,11.4,1030,492,639,122,1378,1355,10.5,75.4,0.9566
-200,975,-200,6.2,822,-200,852,-200,1049,876,8.5,43.6,0.4865
3.7,1138,-200,10.2,986,275,663,157,1188,1030,7.3,56.7,0.5806
0.6,883,-200,1.2,518,87,1135,81,962,606,3.3,84.5,0.6612
4,1211,-200,15.9,1177,667,620,179,1221,1585,6.6,42.5,0.416
2.2,1176,-200,13.9,1114,141,843,114,1805,1102,21.5,48.1,12148
3.1,1101,-200,14.5,1134,427,683,168,1283,1281,13.6,34,0.5251
-200,963,-200,6.5,836,-200,1085,-200,1429,920,16,47.9,0.8659
1.4,1146,156,8.6,923,79,845,96,1575,1166,19.6,49.8,11221
1.2,1020,-200,7.2,866,253,749,59,1440,1087,15.8,79.6,1417
2.1,1169,-200,10.7,1003,350,665,128,1409,1126,15.6,62,10904
1.9,992,-200,9.1,943,325,847,103,1351,936,22.2,33.6,0.8886
1.4,973,-200,6.8,850,395,868,165,1213,852,8,81.6,0.8755
4.4,1345,-200,20.4,1306,489,587,188,1806,1416,27.5,38.1,13756
1.7,1120,-200,6.3,826,242,750,127,1222,974,14,61.4,0.9773
5.4,1654,-200,29.8,1546,494,435,152,2176,2007,26.2,48.9,1634
3.1,1202,-200,15.4,1160,455,585,102,1723,1165,16.9,79.9,15253
-200,1055,-200,10,979,-200,694,-200,1517,1086,25.4,35.2,11288
4.1,1318,-200,17.5,1226,521,543,83,1848,1365,20,73.2,16965
3.6,1247,-200,17.9,1238,187,691,124,1948,1036,12.9,69.1,10249
-200,1185,-200,18.1,1243,-200,603,-200,1689,1197,23.2,39.9,11172
1.5,932,-200,8.4,914,192,837,105,1298,1000,17.4,42.8,0.8463
1.1,954,-200,2.7,630,134,988,92,1107,664,11.6,68.9,0.9411
4.7,1468,-200,22,1351,741,472,127,1783,1611,15.1,74.3,12623
1.8,1016,-200,6.7,842,253,762,140,1067,778,12.5,38.5,0.5568
0.8,963,-200,2.4,615,177,980,133,837,916,3.4,47,0.3713
0.5,904,-200,1.3,530,79,1079,60,846,438,6.4,50.2,0.485
3.6,1424,-200,18.7,1260,-200,494,-200,1568,1442,5.7,79.7,0.734
1.7,1054,-200,12.6,1071,252,1006,116,1380,940,37.1,15,0.9297
0.3,678,-200,0.4,427,24,1771,20,853,286,9.5,52.2,0.6198
1.6,1395,-200,14.4,1131,811,552,216,1362,1553,7.3,76.7,0.7862
0.9,863,-200,3.4,678,-200,1153,-200,1139,434,32.9,17.5,0.8622
4.9,1374,-200,19,1268,810,536,267,1531,1675,10.7,62.1,0.7972
1.5,1080,-200,8.1,902,-200,702,-200,1516,1048,27.8,40.7,15002
1.5,883,-200,6.2,821,304,886,111,967,844,16.2,26.2,0.4789
-200,1049,-200,10.1,983,-200,1071,-200,1515,782,29.5,19.7,0.8015
2.2,991,-200,10,977,272,872,110,1448,923,22.3,42.2,11209
1.6,917,-200,8.3,910,252,886,95,1275,744,21.9,30.7,0.7961
1.3,907,-200,3.1,657,190,981,134,844,569,3.1,48.1,0.3707
2,1138,-200,9.7,967,317,695,104,1332,1195,15.6,56.2,0.9876
1.3,1112,-200,5.6,791,218,764,118,1216,934,13.2,64.2,0.9706
-200,832,-200,2.2,598,-200,1122,-200,912,537,9.7,46,0.5546
-200,1097,-200,7.8,892,-200,909,-200,1594,833,16.1,56,10151
2.7,1244,-200,15.4,1162,162,765,123,1735,1189,30,20,0.8338
0.5,805,-200,1.6,555,113,1255,72,1019,496,6.7,79.8,0.7872
2.4,1161,-200,9.8,969,369,677,190,1111,1271,7,44.2,0.4446
2.4,-200,189,-200,-200,154,-200,109,-200,-200,-200,-200,-200
1.4,1055,-200,5.4,782,231,798,161,940,1377,5.1,45.6,0.4056
0.6,784,-200,0.8,479,41,1365,37,905,477,8.8,62.9,0.7154
1,931,-200,3.4,679,151,947,66,1138,867,10.5,77.8,0.9839
4.8,1349,-200,14.6,1136,539,575,149,1299,1810,5.7,61.3,0.5657
-200,1095,-200,7,857,281,756,180,1075,1020,8.9,49.1,0.5629
1.5,969,-200,4.9,760,81,1059,83,1518,560,12,79.8,11175
1.6,1107,-200,5.9,807,214,768,73,1546,836,21,76.8,18881
-200,934,-200,1.8,569,20,1440,32,1280,397,12.3,67.7,0.9665
5.8,1771,438,26.6,1470,394,622,157,2262,1973,17.4,45.6,0.8993
1.4,1073,134,6,812,112,988,65,1500,950,10.8,70.5,0.9142
7.2,1564,-200,26.3,1462,1076,472,228,1574,2181,6.3,57.9,0.5575
0.8,939,-200,1.8,568,101,1037,72,1054,656,12.4,62.6,0.8994
2.5,1236,-200,10.9,1011,320,631,91,1706,1305,23.7,68.2,19739
-200,1054,-200,11.6,1036,-200,697,-200,1585,830,35.7,22.2,12765
3.1,1295,-200,13.2,1090,459,553,155,1479,1441,14.3,61.2,0.9941
-200,833,-200,4.5,737,-200,1021,-200,1162,483,20.8,37.4,0.9107
1.7,1042,-200,9,938,210,816,109,1456,1004,22.8,43.4,11915
-200,1538,-200,26.1,1458,-200,593,-200,2186,1743,19.2,41.6,0.9154
1.6,827,-200,3.6,687,225,1015,123,727,573,1,36.6,0.2456
-200,1053,-200,9.3,953,-200,988,-200,1483,758,27,22.2,0.7805
1.3,912,-200,3.5,685,-200,934,-200,1050,876,7.5,69.3,0.7201
4.9,1446,-200,26.1,1458,431,501,189,2059,1572,29,40.5,15949
-200,1463,-200,24.5,1417,512,467,156,1900,1651,26.8,43.3,14977
5.9,1765,926,28.1,1507,289,533,149,2271,1895,18.3,44.1,0.9183
1.4,1034,-200,5,763,163,840,97,1192,761,15,57.2,0.9698
1.7,1161,-200,6.1,815,93,995,86,1582,909,16.1,60,10919
2.1,-200,-200,-200,-200,292,-200,107,-200,-200,-200,-200,-200
1.7,891,-200,7.8,891,287,874,121,1077,848,13.5,31.8,0.4876
5.5,1693,787,25.4,1439,271,618,168,2083,1723,19.4,42.5,0.9483
0.6,782,-200,2.1,591,28,1287,9,1130,461,15.4,52.7,0.9178
1.8,1241,-200,10.9,1011,98,781,90,1748,1070,22.3,45.4,12088
-200,1202,-200,11.7,1040,-200,815,-200,1506,886,32,27.3,12752
1.1,878,-200,3.6,687,212,964,89,1035,813,5.9,76.6,0.7179
-200,970,-200,5,763,-200,1043,-200,1462,608,17.9,49.9,10135
3,1356,-200,16.2,1187,441,534,102,1738,1465,23.3,57.5,16169
1.6,961,-200,9.2,949,230,853,99,1306,812,23.8,27,0.7845
2.1,926,-200,7.6,882,142,744,111,913,700,11.8,36.2,0.4999
1.5,1131,-200,5.6,793,228,728,142,1173,1054,11.8,53.4,0.7366
1.3,1003,-200,7.4,872,79,988,80,1439,851,20.2,31.2,0.7304
0.7,917,-200,4.1,714,-200,870,-200,1355,843,20.8,67.3,16353
4.4,1423,-200,25,1429,649,467,88,1998,1631,16.3,74.3,13644
5.4,1664,657,28.6,1519,271,553,145,2312,1820,20.2,48.6,11354
-200,1258,-200,10,977,-200,838,-200,1636,838,22.1,39.3,10336
3.4,-200,-200,-200,-200,836,-200,177,-200,-200,-200,-200,-200
-200,1037,-200,6.5,836,-200,788,-200,1467,904,20.7,63.2,1524
-200,881,-200,1.9,578,-200,1017,-200,876,607,5.8,59,0.5493
2,1189,-200,9.7,965,239,670,87,1533,1060,26.5,44.9,15278
6.3,1673,-200,34,1643,572,436,182,2259,1781,24.6,50,15241
3,1101,-200,9.6,963,-200,748,-200,1320,966,8,81,0.8714
4.2,-200,-200,-200,-200,534,-200,209,-200,-200,-200,-200,-200
0.8,951,-200,5.7,800,162,803,52,1257,836,16.1,69.6,12593
