@relation 'teste 08-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute CO(GT) numeric
@attribute PT08.S1(CO) numeric
@attribute NMHC(GT) numeric
@attribute C6H6(GT) numeric
@attribute PT08.S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08.S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08.S4(NO2) numeric
@attribute PT08.S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
-200,810,-200,3.8,697,-200,1221,-200,1321,675,16.5,48.6,0.9028
2.9,1300,-200,13.9,1113,402,573,142,1291,1845,12.8,46.9,0.6919
-200,1631,-200,26,1455,-200,438,-200,2027,1916,22.4,64.6,17271
1.2,1026,-200,6.8,847,70,1010,73,1519,617,24.6,31.7,0.9647
1.5,1439,-200,16.6,1198,628,502,246,1426,1877,11.6,59.8,0.8152
-200,709,-200,0.6,449,-200,1590,-200,1055,392,14.5,57.4,0.9413
2.2,1242,232,9.1,944,149,846,114,1638,991,11.3,78.1,10411
4.1,1499,-200,16.9,1207,654,748,143,1530,1881,13,73.7,10957
3.4,1458,-200,13.2,1090,436,553,147,1383,1898,10.7,65,0.8378
-200,915,-200,7.4,873,-200,873,-200,1135,915,3.7,76.2,0.6137
3.7,1283,-200,15,1149,586,587,235,1148,1799,6.3,39.4,0.3795
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1.1,888,-200,3.5,680,211,985,70,1138,826,13.1,67.4,10101
3.8,1310,-200,20.2,1301,496,746,149,1694,1350,14.6,56.6,0.9367
1.5,882,-200,6.3,826,280,952,125,910,799,7.9,36.4,0.3889
2.4,-200,226,-200,-200,190,-200,119,-200,-200,-200,-200,-200
0.4,868,32,1.3,530,-200,1482,-200,1215,384,10.6,63.1,0.8068
2.8,1187,-200,13.8,1110,392,612,96,1658,1229,20.4,64.8,15379
0.5,865,36,0.9,494,39,1613,53,1185,367,13.5,50.1,0.7706
1.1,1041,-200,3.1,659,211,908,118,1188,792,10.6,82.1,10451
2,1053,-200,9.8,970,138,930,105,1473,991,25.5,21.1,0.677
1.4,925,-200,3.4,678,176,960,125,861,594,2.8,49,0.37
0.6,929,-200,1.6,556,60,1035,46,1094,575,12.5,67.3,0.9743
0.9,-200,-200,-200,-200,122,-200,100,-200,-200,-200,-200,-200
-200,1020,-200,11.8,1041,-200,733,-200,1245,1123,12.5,42.3,0.6104
0.5,941,-200,3.6,687,50,1024,59,1374,777,15.8,53.8,0.9615
5.4,-200,-200,-200,-200,747,-200,291,-200,-200,-200,-200,-200
1.9,1159,-200,11,1016,-200,595,-200,1681,1260,23.4,51.6,14639
-200,1057,-200,5.1,768,-200,958,-200,1527,884,12.4,82.4,11848
-200,1063,-200,7.1,859,-200,952,-200,1519,949,13.7,60.3,0.9405
2.1,1107,-200,8.1,905,263,705,116,1288,966,12.9,62.4,0.9258
-200,865,-200,2.8,636,-200,992,-200,1285,761,20,62.9,14495
0.9,940,-200,5.9,806,181,800,48,1392,1013,16.2,76.9,14029
7.2,1564,-200,26.3,1462,1076,472,228,1574,2181,6.3,57.9,0.5575
5.1,1512,802,27.1,1482,308,596,118,2189,1605,9.9,64.3,0.7859
1,911,-200,2.4,613,148,992,82,934,861,2.4,71.9,0.5288
2.5,1153,279,12.5,1066,135,811,122,1651,1194,19.9,37.8,0.8675
0.8,860,-200,2.4,616,104,1105,76,873,754,10.5,37.8,0.4799
2,1272,200,9.5,959,159,846,91,1660,1136,13.3,61.7,0.9399
1.6,1124,-200,5.9,805,240,726,128,1233,938,15.6,54,0.9515
1.2,992,-200,3.5,685,166,890,126,902,818,11.2,34.5,0.4586
2.4,1172,-200,10,977,280,657,177,1160,1047,8.4,45.2,0.4977
0.5,800,-200,2.2,598,84,1336,41,1278,529,19.8,56.7,12941
1,900,55,2.8,643,55,1339,74,1089,455,12.4,31.9,0.4583
-200,873,-200,2.5,618,180,1036,124,994,617,5.3,75.9,0.6824
0.7,941,47,2.5,621,51,1298,70,1330,714,13,56.8,0.8444
2.2,1349,79,8.8,933,152,933,119,1617,1349,14.7,55.9,0.9314
1.6,1007,-200,5.7,798,253,793,155,942,867,9.3,34.6,0.405
1.8,1207,84,7.5,879,103,1104,102,1490,872,21.4,30.2,0.7616
1.3,1157,-200,7.8,890,154,681,53,1549,1054,20.8,66.7,16201
1.1,914,63,3.1,661,66,1256,81,1187,478,14.2,38.2,0.6163
4.7,1470,-200,25.8,1450,677,481,182,1706,2015,14,53,0.8451
3.7,-200,-200,-200,-200,613,-200,177,-200,-200,-200,-200,-200
6.4,1588,-200,32.5,1610,742,400,112,2230,1791,19.3,71.4,15805
2,1096,-200,13,1083,310,971,129,1430,986,35,17.3,0.9542
-200,1038,-200,8.7,929,-200,816,-200,1332,798,19.9,42,0.9665
1.5,993,-200,4.2,720,156,891,66,1143,925,8.9,83,0.9487
1.5,927,-200,5.8,805,289,965,140,918,1007,5.8,43.4,0.4037
3.6,1298,-200,13,1082,452,642,148,1287,1237,4.7,82.8,0.7157
-200,787,-200,0.6,452,-200,1400,-200,823,370,7.8,48.1,0.5095
0.3,697,-200,0.6,455,-200,1726,-200,698,318,5.6,37.6,0.3448
1.4,987,-200,5.5,786,273,901,75,1220,936,13,69.4,10364
1.1,1022,-200,4.3,729,-200,803,-200,1139,1034,11.5,68.2,0.9271
-200,1054,-200,11.6,1036,-200,697,-200,1585,830,35.7,22.2,12765
2.5,1285,333,14.2,1123,136,755,121,1741,1293,27.4,28.2,10098
3.1,1390,386,13.5,1100,195,755,119,1799,1192,14.9,59.3,0.9974
2.1,1051,-200,8.4,914,317,707,167,1122,913,10.9,44.8,0.5849
2.3,1141,-200,9.7,967,417,698,117,1245,1214,9.1,65.7,0.7607
-200,1105,-200,8.2,908,-200,900,-200,1566,923,16.5,52.8,0.986
1.1,939,59,4.8,754,74,1169,64,1384,797,8.1,70.4,0.7609
1.8,1100,-200,11.4,1028,112,900,103,1710,994,22.1,44.1,11573
1.5,883,-200,6.2,821,304,886,111,967,844,16.2,26.2,0.4789
0.7,970,42,3.6,687,-200,1196,-200,1351,969,13.9,53.9,0.8501
-200,867,-200,2.1,589,28,1267,41,1439,468,14.7,74.1,12302
0.7,795,-200,1.8,569,109,1773,63,959,429,8.2,57.9,0.6293
-200,882,-200,4.3,729,108,875,37,1319,870,15.5,78.6,1.37
-200,1086,-200,7,859,-200,892,-200,1595,754,17.7,54,10826
-200,936,-200,5,765,-200,916,-200,1462,941,20.6,62.9,15088
1.6,1088,-200,6.9,853,277,729,180,996,1122,10.5,33.4,0.4246
3.5,1319,-200,19.1,1273,492,511,87,1806,1444,18.5,73.4,15461
0.6,900,-200,1.3,525,97,1090,85,780,696,3.6,44.5,0.3574
-200,791,-200,2.6,627,72,1069,38,1306,709,17.2,74,14388
0.8,966,-200,4.6,744,58,967,65,1511,935,15.6,63.9,11287
-200,774,-200,0.5,441,42,1646,35,760,282,2.8,54.4,0.411
4.1,1485,-200,22.3,1359,465,477,132,2005,1614,23.9,54.4,15963
-200,1311,-200,18.9,1267,-200,524,-200,1941,1662,31.4,34.5,15599
1.9,1205,-200,9.1,943,368,688,133,1361,1052,11.5,68.7,0.9302
2.2,1197,-200,11.4,1029,-200,601,-200,1628,1362,26,45.3,14999
6.2,1716,-200,36.7,1701,320,490,155,2545,2018,18.6,46.8,0.99
1.9,1082,-200,6.5,834,303,800,107,1207,1057,15.2,58,0.9927
2,1019,-200,7.4,874,287,1113,114,1235,905,14.5,56.5,0.9306
1.5,1024,-200,3.9,705,199,876,114,1168,807,11.5,74.2,10063
2.7,1303,391,14.7,1139,152,790,126,1761,1138,24.7,30.5,0.9371
1.3,1091,-200,6.4,829,238,755,92,1177,1126,8.2,81.4,0.888
-200,962,-200,8.3,911,-200,793,-200,1380,872,19.7,49.1,11148
1.8,961,-200,5.3,779,267,917,115,960,983,1.2,61.4,0.4159
6.1,1640,401,24,1404,351,743,165,2191,1654,9.6,67.8,0.8133
3.6,1164,-200,17.6,1227,318,658,104,1800,1193,21.9,53.1,13787
3.4,1325,-200,14.7,1140,583,542,126,1403,1468,6.8,77.9,0.7756
3.6,1347,-200,17.9,1237,264,645,136,1984,1328,16,59.3,10711
1.6,1086,-200,8,901,343,715,103,1216,1055,7.7,76.8,0.8112
4.7,1353,-200,16.2,1187,601,599,173,1424,1293,5.5,84.1,0.7657
0.6,797,-200,1.5,543,87,1235,60,1047,648,12.5,65.9,0.9533
3.7,1394,-200,16.4,1193,496,547,110,1811,1386,23.2,65.6,18435
3.9,1172,-200,15.3,1159,580,621,193,1461,1243,10.3,71.1,0.8878
1.9,1160,-200,9.5,957,131,884,106,1637,861,24.5,32.3,0.9815
1.7,1042,-200,9,938,210,816,109,1456,1004,22.8,43.4,11915
-200,1631,-200,25.8,1449,-200,570,-200,2299,1615,14.5,58.8,0.963
1.5,1047,-200,7,859,92,948,84,1538,677,23.9,34.3,1002
3.1,1009,-200,10.5,995,386,784,140,1201,1016,14.4,39.2,0.6407
3.4,1304,-200,18.2,1244,491,507,173,1558,1497,15.7,48.8,0.8657
0.9,864,-200,3,651,-200,1096,-200,1193,443,34.5,19.3,10369
0.9,913,-200,4.4,734,-200,864,-200,1338,646,25.6,37.6,12131
1.6,1101,-200,9.9,972,95,879,97,1552,1001,20.2,34.3,0.8017
0.8,911,-200,4.8,753,103,934,55,1496,865,21.9,67.1,17394
2.6,1386,284,13,1083,159,798,109,1833,1159,11.9,73.7,10254
0.2,836,-200,4.3,728,16,1213,28,1353,518,20.6,39.9,0.9597
2.6,1332,166,12.9,1082,215,707,109,1889,1242,16,78.5,14209
0.3,716,-200,0.7,473,54,1595,41,734,343,4.7,41.4,0.3576
-200,1540,-200,27.8,1498,-200,519,-200,2301,1657,22,58.3,15199
0.2,828,-200,3.6,690,48,1263,61,1353,658,18.6,44.2,0.9385
-200,1164,-200,12.8,1076,-200,788,-200,1653,1032,21.4,28.7,0.7231
3.3,1138,-200,12.4,1063,169,804,122,1728,983,14.4,64.2,1049
4.2,-200,-200,-200,-200,807,-200,162,-200,-200,-200,-200,-200
4.1,1420,-200,25,1430,525,512,81,2194,1510,20.4,72.8,17198
-200,1428,-200,20.9,1321,-200,544,-200,1779,1621,18.6,57.2,12146
4.3,1337,-200,14.8,1143,693,560,205,1236,1769,9.7,40.1,0.4832
1.5,1058,-200,11.2,1023,81,896,74,1580,795,30.9,19.7,0.8649
3.3,1394,-200,13.8,1111,209,736,123,1853,1288,21.2,47.5,11828
3.2,1248,-200,14.4,1131,878,615,187,1296,1592,13.3,42.3,0.6448
3.6,1272,-200,14.6,1136,209,730,139,1869,1077,12.7,74.2,10863
7.3,1875,1189,33.7,1637,351,482,158,2446,2086,17.4,47.8,0.9392
-200,1522,-200,26.1,1457,-200,458,-200,2043,1611,18.8,73,15737
2.8,1249,-200,15.8,1174,193,712,117,1774,1486,20.3,37.4,0.8807
1.8,1139,-200,13.8,1109,159,1118,135,1436,1292,28.8,21.1,0.8193
0.7,-200,-200,-200,-200,103,-200,61,-200,-200,-200,-200,-200
6,1628,-200,29,1528,928,416,142,2081,1649,13.9,83.9,13284
1,1054,71,5,761,-200,963,-200,1598,965,15.7,77.4,13683
4.2,1102,-200,17.4,1221,484,609,212,1136,1329,10.7,19.9,0.2547
1.8,-200,-200,-200,-200,219,-200,153,-200,-200,-200,-200,-200
2.4,1238,-200,10.6,999,129,833,118,1648,1013,23.7,39.4,11381
1.6,1056,-200,5.6,795,203,783,115,1187,896,12.5,63.7,0.9196
0.8,943,-200,4.6,746,-200,852,-200,1374,864,19.3,68.1,15139
5.4,1664,657,28.6,1519,271,553,145,2312,1820,20.2,48.6,11354
0.9,833,-200,2.9,648,-200,1135,-200,814,760,5.1,43.5,0.3852
0.8,953,-200,4.4,734,94,861,61,1401,825,17.4,81,16012
-200,1157,-200,7.7,885,-200,916,-200,1590,784,17.5,54.6,1.08
0.8,922,-200,2.4,611,108,962,89,867,893,1.9,60,0.4276
2.6,1138,-200,14,1117,267,657,120,1646,1019,27.9,37,1372
4,1211,-200,15.9,1177,667,620,179,1221,1585,6.6,42.5,0.416
1.6,1003,-200,6.5,836,98,949,96,1455,748,16.2,50.2,0.9156
1,910,66,4,709,-200,1162,-200,1329,712,8.8,66,0.7501
0.8,873,-200,2,583,94,1155,66,1108,642,14.7,67.3,11177
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
3,1306,306,12.9,1079,196,827,133,1621,1286,14.7,40.1,0.6657
1.4,995,72,3.6,691,91,1219,69,1321,836,7.4,68,0.7043
0.7,893,48,2,587,46,1368,58,1219,433,10.7,58.2,0.7459
2,1159,167,9.9,976,138,837,76,1663,1098,12.4,64,0.9206
-200,1139,-200,6.8,847,-200,929,-200,1604,701,16.2,62.4,11423
3,1305,-200,18.2,1245,529,524,108,1742,1539,19.3,66.2,14706
0.3,781,-200,0.4,425,29,1609,28,667,261,3.8,48,0.3879
4.6,1808,262,20.6,1312,261,753,157,1993,1698,18.4,41.7,0.8732
0.4,792,-200,2.2,599,32,1262,45,1235,564,13.5,50.1,0.7706
2.1,1004,-200,10.7,1004,257,832,88,1490,911,23.4,40.4,1.15
0.6,822,-200,0.9,493,50,1278,45,876,453,7.1,56,0.569
2.5,1164,-200,13.4,1096,403,662,136,1311,1261,16.8,37.6,0.7129
1.9,1207,-200,7.7,888,293,664,181,1062,1447,9.3,41.9,0.4927
0.7,793,-200,0.8,480,70,1306,60,745,376,1.9,49.7,0.3528
4.9,1560,651,24.8,1424,247,579,143,2176,1688,20.8,45.3,11016
-200,1005,-200,5.8,802,-200,976,-200,1474,952,12.2,67.7,0.9625
-200,1360,-200,19.7,1287,523,517,130,1755,1478,23.6,48,13757
0.6,810,-200,0.7,470,41,1315,40,863,412,7.8,54.2,0.5755
1,953,86,4.4,735,54,999,74,1396,898,18.1,44.7,0.9186
4.3,1544,-200,24.2,1409,462,448,91,2048,1603,22.4,67.1,1794
1.3,1065,-200,6.1,816,215,777,90,1245,873,10.8,80,10367
0.7,923,-200,4.1,715,170,915,112,1015,646,8.7,55.1,0.6228
2.6,1321,-200,12.7,1075,101,757,85,1891,1017,20.6,50.5,12082
4.5,1395,-200,22.6,1368,322,605,163,2032,1675,21.9,35.2,0.9128
1.3,962,-200,6.1,816,65,1044,66,1489,628,25.6,31.5,10184
5.3,-200,-200,-200,-200,791,-200,167,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
2.6,1179,214,9.4,955,169,928,125,1571,899,10.3,66.3,0.8336
2.9,1328,468,14.2,1123,180,738,127,1821,1368,19.4,44.1,0.9855
-200,912,-200,3.6,690,-200,984,-200,1309,574,15.8,75.5,13436
4.5,1657,523,23.2,1384,352,579,109,2176,1600,12.8,71,10428
1.3,1113,-200,5.2,776,193,828,114,1217,881,12,72.3,10095
-200,723,-200,0.9,485,-200,1419,-200,1065,425,14.6,57.1,0.9428
2.4,1100,-200,6.7,842,309,774,89,1296,882,12,80,11167
0.9,923,-200,2.3,602,117,1028,98,831,599,7.2,39.3,0.4004
1.7,1154,134,7.4,876,153,1002,67,1561,987,9.6,68.8,0.8243
-200,1130,-200,22.7,1368,-200,933,-200,1709,1269,26.7,19.5,0.6754
-200,1053,-200,9.3,953,-200,988,-200,1483,758,27,22.2,0.7805
-200,823,-200,2.1,590,-200,1125,-200,1241,624,15.8,77.6,13792
-200,1268,-200,16,1180,-200,593,-200,1323,1632,14.1,39.2,0.6278
-200,1130,-200,13.9,1113,-200,674,-200,1623,1127,38.8,17.6,11979
1.1,859,-200,2.4,611,135,1053,95,918,562,8.8,52.1,0.5918
2.2,1088,-200,11.1,1019,-200,668,-200,1554,1165,26.3,34.1,11453
1.4,926,-200,6.7,845,239,979,81,1398,851,20.2,53.1,12442
-200,856,-200,3.2,665,-200,1061,-200,1375,788,23.5,52.6,15035
2.4,1305,-200,15.6,1167,297,586,98,1690,1301,28.5,39.4,15147
1.6,1272,51,6.5,836,131,1205,116,1490,1110,11.2,59.6,0.7888
1.1,861,-200,3.7,695,56,1130,67,1438,500,13.9,72.5,11502
1.8,1141,-200,8.8,932,226,689,71,1595,1014,22,67,17441
1.6,1077,-200,10.4,994,176,829,101,1429,1081,24.3,38.5,11525
3.8,1214,-200,15.1,1153,721,612,208,1244,1626,8.2,40.5,0.4414
2.6,1349,251,13.4,1097,148,707,100,1763,1442,16.1,57.4,10451
1.4,1203,-200,7.3,870,274,641,156,1103,1427,4.6,67.6,0.5778
3.2,1353,-200,15.9,1176,318,584,69,1723,2150,20.1,71.3,16564
2.3,959,-200,8.6,924,316,899,137,993,897,8.8,35.7,0.4043
-200,867,-200,2.6,625,-200,1213,-200,1385,652,14,63.8,10167
1,989,-200,6,814,146,800,51,1418,915,19.1,70,15331
4.3,1462,-200,12.9,1080,599,522,229,1274,1889,5.3,66.8,0.5979
5.1,1800,349,24.9,1426,317,700,177,2106,2034,19,41.3,0.9007
0.6,692,-200,1.5,546,92,1347,70,697,500,9,23.1,0.2648
1.9,1087,-200,8.7,926,340,715,153,1053,1390,5.3,55,0.4921
1.5,1021,77,5.2,776,94,1144,87,1307,753,9.4,53.4,0.63
0.7,890,-200,4.3,727,151,917,50,1290,833,16.9,70.5,13504
0.7,906,-200,4.1,714,56,1163,67,1351,544,19.2,37.9,0.8352
3.6,1451,210,14,1117,239,875,161,1679,1387,18.4,33.8,0.709
1.1,1016,-200,2.9,647,154,906,119,997,649,7.1,62.6,0.6341
1.3,949,-200,5.8,804,-200,835,-200,1365,740,25.4,35.2,11255
0.4,844,-200,0.6,454,-200,1327,-200,908,385,2.5,86.6,0.6407
1.7,-200,-200,-200,-200,394,-200,231,-200,-200,-200,-200,-200
4,1261,-200,14.8,1143,452,595,186,1208,1477,8.3,39.5,0.4318
1.7,1138,118,8,898,136,950,88,1505,966,15.1,44.3,0.7535
1.3,1017,-200,4.1,718,74,1182,81,1382,650,13.9,55.6,0.8765
3.1,1257,-200,18.3,1248,368,557,87,1837,1179,20.2,67.4,15832
1.6,1180,-200,10.5,997,143,677,84,1549,1127,22.1,61.3,16133
0.7,930,-200,2.5,623,103,975,74,1215,720,13.9,85.1,13449
2.9,1166,-200,11,1013,451,643,90,1408,1144,12.1,79.4,11201
4.5,1664,599,24.1,1407,329,594,134,2198,1564,15.3,55.2,0.9538
0.3,667,-200,0.4,429,57,1793,39,790,291,10.7,36,0.4623
2.3,1096,-200,7.1,860,274,777,145,1131,1179,9.7,62.5,0.7509
-200,1017,59,4,711,46,1009,56,1554,906,15.4,78.5,13635
0.4,896,-200,3.6,689,211,966,121,909,614,5.1,50.1,0.4432
-200,1129,-200,13.7,1107,-200,844,-200,1742,940,25.9,26.9,0.8845
0.7,868,-200,1.8,567,91,1238,64,919,823,6.4,63.3,0.6123
3.1,1284,-200,16.8,1204,552,599,167,1337,1531,3.9,57.3,0.4661
2,967,-200,6,811,243,863,168,911,909,4.5,39.9,0.339
3.1,1574,-200,13.3,1093,478,497,180,1451,1808,9.4,77.7,0.9203
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
0.6,931,20,2.5,623,37,1293,57,1307,828,12,58.9,0.8233
1.6,-200,-200,-200,-200,398,-200,99,-200,-200,-200,-200,-200
0.6,967,-200,2.9,646,49,1117,47,1552,579,15.7,80.5,14236
0.6,844,-200,2.5,618,100,2095,63,1064,757,8.3,80.4,0.8861
-200,1029,-200,7.7,886,-200,807,-200,1446,926,15,74.8,12672
2.3,1226,-200,12.9,1080,-200,622,-200,1697,1188,34.8,27.1,14837
-200,844,-200,3.6,689,-200,1040,-200,867,545,12.1,31.1,0.4383
1.2,1045,-200,6.8,850,78,889,93,1506,1102,20.5,42,10004
2.4,1152,-200,11,1014,208,774,122,1714,1139,17.4,51.8,1022
0.7,755,-200,1.4,538,100,1285,79,621,343,1,34.3,0.2292
-200,890,-200,3.2,666,-200,969,-200,1323,728,18.9,68.6,14818
1.9,1117,-200,9.2,946,105,909,86,1657,915,24.6,36.7,11202
3.2,1324,-200,13.1,1086,149,692,113,1903,1189,19.3,63.1,14028
1.6,988,-200,7,859,-200,845,-200,1341,799,27.1,26.9,0.9524
3.1,1375,-200,12.8,1076,495,555,180,1377,1599,12.9,59,0.8736
0.6,860,-200,1,497,72,1251,66,912,442,4.2,75.9,0.6311
2.8,1153,-200,8.8,933,443,687,161,1133,1268,4.7,69,0.5936
3,1206,-200,14.4,1131,493,592,106,1675,1201,17.4,79.3,15593
2.3,-200,-200,-200,-200,241,-200,152,-200,-200,-200,-200,-200
1.3,1009,-200,4.8,751,223,828,154,939,1053,4.1,54.7,0.4536
0.7,969,-200,2.3,607,56,1373,61,1324,438,12.3,66.3,0.9487
2.4,-200,160,-200,-200,175,-200,102,-200,-200,-200,-200,-200
-200,1236,-200,20.3,1304,-200,822,-200,1868,1237,25.8,26.7,0.8758
-200,1242,-200,15.3,1158,-200,602,-200,1682,1252,22.8,53,14482
1.9,1056,-200,7.5,878,244,758,116,1308,856,18.3,51.6,10732
2.2,1290,-200,15.1,1151,267,613,113,1638,1219,25.6,43.4,14049
4,1428,-200,13,1085,550,526,213,1268,2023,8.3,53.3,0.5843
0.6,784,-200,0.8,479,41,1365,37,905,477,8.8,62.9,0.7154
-200,915,-200,2.4,612,-200,1266,-200,1411,506,14.2,72.3,11632
2,1129,-200,9.8,971,325,707,90,1315,1064,8.7,83.7,0.9454
1.9,1114,155,6.2,823,93,1068,94,1357,671,14.1,40.2,0.6438
0.8,915,27,1.9,578,32,1417,48,1212,665,8.2,58.9,0.6444
1.2,1030,-200,5.3,778,67,1071,69,1452,591,26.8,28.1,0.9785
0.5,927,54,1.9,579,-200,1267,-200,1370,562,14.5,61.4,10041
1.9,1277,156,7.7,886,140,902,109,1579,1004,12.2,70,0.9924
-200,960,-200,6.8,848,-200,866,-200,1305,701,21.6,39.9,10156
2.4,939,-200,8.1,902,342,884,133,969,872,9.8,31.8,0.3858
3.5,1333,-200,16.7,1201,353,552,68,1767,1925,19.6,73.2,16543
4.1,1167,-200,19.5,1282,448,633,168,1685,1371,26.5,31.7,10787
2.3,1184,222,10.2,983,169,823,106,1604,1166,16.6,48.7,0.9146
2.3,1091,-200,11.7,1039,-200,699,-200,1586,923,29.6,27.5,11229
-200,1008,-200,11.6,1037,-200,697,-200,1587,803,33.7,25.1,12915
4,1322,-200,15.1,1151,573,566,174,1286,1446,2.7,63.4,0.4787
0.5,853,-200,2.6,623,74,1107,49,1421,768,21.7,67.4,17262
6.7,1514,-200,21.5,1338,668,474,175,1598,2018,10.2,58.3,0.7256
-200,960,-200,5.2,772,-200,838,-200,1431,852,18.4,71.6,14997
0.9,815,-200,3.1,657,146,1166,69,1098,490,22.1,29.5,0.7761
3.1,1408,-200,20.9,1321,173,618,94,2044,1495,16.4,53.4,0.9863
0.5,907,-200,1,502,50,1129,49,947,399,3.9,81.5,0.6653
1.7,1014,-200,6.7,843,279,791,116,1297,866,16.9,56.5,10801
2.2,1236,272,9.6,962,117,853,101,1532,928,15.8,40.4,0.7228
2.9,1284,405,13.6,1103,167,755,116,1704,1064,20.4,34.7,0.8229
0.7,825,-200,3.1,661,-200,987,-200,1334,753,17.5,74.5,14781
2.6,1175,-200,13.9,1112,350,628,110,1484,1212,16.5,54.6,10164
-200,1527,-200,24.6,1419,-200,476,-200,1966,1507,28.7,37.3,14486
0.8,986,-200,3.4,674,-200,883,-200,1137,730,13.6,62.2,0.9643
-200,1037,-200,6.5,836,-200,788,-200,1467,904,20.7,63.2,1524
2.4,1409,-200,17.4,1223,479,475,145,1640,1538,14.1,65.9,10552
3.7,1468,-200,21,1323,530,496,105,1913,1641,24.4,52.5,15807
7.9,1816,-200,46.3,1897,814,330,158,2641,2164,21.7,61.9,1592
-200,1146,-200,14.2,1122,-200,639,-200,1659,1131,24.4,43.9,13184
1.1,876,-200,2.5,618,102,1032,74,948,555,8.6,51.5,0.5772
-200,1086,-200,4.4,733,140,848,105,1064,883,5.9,72.7,0.6791
0.3,881,-200,2.8,638,139,990,106,910,583,3.5,60.3,0.4782
0.6,811,-200,1.7,559,71,1170,50,1085,558,13.7,64.4,10036
1,988,-200,5.2,774,206,842,89,1189,841,10.4,77.3,0.9709
1.4,989,-200,5.6,791,213,804,146,953,690,11.5,33.1,0.4479
2.8,1144,294,13.9,1114,181,845,128,1551,1010,20.6,22.6,0.5432
-200,1146,-200,14,1118,-200,695,-200,1534,1174,19.2,46.3,10158
4.4,1443,-200,22.7,1371,221,664,160,1988,1425,27.5,24.7,0.8899
-200,883,17,1.9,577,54,1396,60,1303,808,12.7,57.9,0.8447
0.6,797,54,2.3,606,26,1452,35,1076,368,22.2,18.9,0.4993
4.5,1407,-200,21.5,1339,992,531,225,1584,1533,7.7,72.5,0.7666
2.4,1250,-200,12.7,1074,162,724,123,1806,1166,17.3,61.1,11957
1.1,1042,-200,3.3,671,145,861,107,1038,634,8.4,61,0.6721
3.1,1277,-200,19.9,1292,590,800,171,1626,1481,31,21.9,0.9708
-200,835,-200,2.5,620,-200,1053,-200,1260,741,18.8,65.3,14023
2.9,1303,-200,15.9,1177,348,562,98,1619,1389,20,63.2,14581
2.8,1466,-200,15.8,1174,152,680,115,1965,1302,25.4,39.8,12771
