@relation 'teste 10-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute CO(GT) numeric
@attribute PT08.S1(CO) numeric
@attribute NMHC(GT) numeric
@attribute C6H6(GT) numeric
@attribute PT08.S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08.S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08.S4(NO2) numeric
@attribute PT08.S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
1.4,1073,-200,7.2,867,336,768,89,1329,981,12.5,76.4,11021
3.6,1401,-200,18.8,1261,527,479,141,1580,1577,13.8,56.3,0.8841
1.2,982,-200,4.8,752,196,844,77,1153,897,9,77.3,0.8873
-200,1130,-200,13.9,1113,-200,674,-200,1623,1127,38.8,17.6,11979
2.5,1050,-200,12.6,1070,435,699,141,1334,1087,10.6,56.9,0.7281
1.7,968,-200,4.6,743,249,886,173,840,774,10.7,25.2,0.3242
-200,1087,-200,9.3,950,-200,684,-200,1519,1049,18.4,74.5,15634
2.1,1109,-200,7,855,244,787,121,1220,866,12.9,72.1,10658
5.3,1576,-200,26.1,1458,418,463,119,2024,1637,25.2,45.8,14464
3.2,1474,-200,19,1268,583,502,136,1677,1503,12.1,67.6,0.95
0.4,844,-200,0.6,454,-200,1327,-200,908,385,2.5,86.6,0.6407
2.7,1035,-200,13.8,1110,148,907,125,1652,1044,18.5,39.4,0.832
0.6,873,-200,3.9,704,41,1091,49,1322,756,15.3,49.7,0.8552
-200,844,-200,3.6,689,-200,1040,-200,867,545,12.1,31.1,0.4383
3.8,1224,-200,21.8,1347,483,602,176,1670,1901,26.4,26.4,0.8969
-200,894,-200,6,810,-200,892,-200,1258,737,16,52.6,0.9489
2,922,-200,6.7,842,268,849,140,858,676,2.1,36.6,0.2634
1.4,981,-200,8.6,923,228,730,54,1425,956,15.7,77,13591
7.5,-200,-200,-200,-200,1186,-200,231,-200,-200,-200,-200,-200
1.5,1220,-200,5.5,787,204,675,154,1310,1163,16.3,56.6,10422
4.7,1353,-200,16.2,1187,601,599,173,1424,1293,5.5,84.1,0.7657
1.7,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
4.5,1564,-200,23,1379,302,552,109,2306,1393,16.6,78,14572
1.4,995,72,3.6,691,91,1219,69,1321,836,7.4,68,0.7043
2.3,1211,-200,12.5,1067,230,609,101,1608,1270,26.1,47.1,15724
2.9,1135,-200,6.9,854,222,722,130,1065,1218,5.3,57.8,0.5177
1.4,1012,93,4.7,746,86,1174,86,1301,555,15.6,35,0.617
3.7,1474,-200,21.1,1326,505,485,134,1943,1610,23.5,56.2,16048
2.3,1185,-200,10.8,1006,340,666,93,1638,1065,22.4,63.2,16878
5.2,1474,-200,20.8,1319,816,496,194,1524,1784,7.9,69.9,0.7487
3.3,1308,388,16.4,1193,163,793,106,1193,1187,23.6,27.5,0.7913
-200,1275,-200,8,900,-200,868,-200,1634,1057,18.1,49.8,10272
0.3,763,20,0.7,471,14,1783,20,1098,305,12.5,50.9,0.7346
0.9,936,85,3.9,705,73,1086,73,1364,918,10.9,64.6,0.8395
3.7,1451,-200,18.8,1264,683,497,181,1408,1965,9.5,47.2,0.5589
1.9,1091,-200,7.6,882,358,844,114,1288,931,15,55.3,0.9338
2,1096,-200,13,1083,310,971,129,1430,986,35,17.3,0.9542
2.6,1274,226,13.8,1109,161,820,80,1723,1138,8.1,70.5,0.7627
2.6,-200,262,-200,-200,219,-200,121,-200,-200,-200,-200,-200
2.7,1244,-200,15.4,1162,162,765,123,1735,1189,30,20,0.8338
2.1,1127,163,8.2,907,108,957,106,1404,796,14.5,35.4,0.5839
2.7,1301,-200,12.7,1074,532,574,214,1255,1636,13.5,35,0.5396
2.1,1082,-200,6.7,843,-200,729,-200,1061,1090,2.8,74,0.5591
2.6,1186,-200,12.8,1077,346,797,121,1404,1328,18.6,49.3,10451
1.8,970,-200,5.7,798,325,842,191,941,874,4.5,49.6,0.421
1.9,1046,-200,9.5,960,189,671,96,1637,899,23.7,55.4,16031
5.9,1495,-200,23.3,1386,782,457,177,1736,1734,12,67.5,0.9467
0.5,900,-200,4.8,751,197,891,129,913,637,4.9,45.3,0.3955
-200,934,-200,4.3,730,-200,906,-200,1345,757,14.8,83.8,14005
1.8,1021,-200,7.3,871,93,938,81,1586,805,14.1,64.9,10405
1.6,1044,135,8,900,137,934,96,1471,919,13.8,47.4,0.7435
2.2,1048,-200,9.9,973,346,731,148,1298,1074,10.5,70.3,0.893
2.2,1205,-200,10.7,1002,385,612,212,1299,1214,8.5,66.3,0.7387
0.8,888,-200,3,653,-200,973,-200,1272,497,24.2,43.8,13057
0.9,861,-200,2,585,94,1120,77,807,553,3,49.1,0.3774
1.5,1051,-200,6.1,815,-200,1305,-200,1203,951,12.3,69.7,0.9954
6.9,1776,461,27.4,1488,383,702,172,2333,1704,9.7,69.3,0.8319
-200,1456,-200,23.4,1389,-200,443,-200,1808,1504,9.1,77.1,0.8947
1.9,1159,-200,11,1016,-200,595,-200,1681,1260,23.4,51.6,14639
2.7,1366,-200,15.7,1171,132,693,103,1933,1068,24.5,39.4,11963
0.8,910,-200,1.2,518,66,1130,59,936,404,5.7,70.3,0.6498
1.3,874,-200,3.1,657,129,985,85,867,930,1.5,61.4,0.4235
1,901,-200,6.5,834,102,1177,103,1408,738,20.1,35,0.8149
1,883,-200,2.6,625,118,1069,70,997,630,9.2,55.9,0.6521
0.5,825,-200,1.4,536,39,1203,32,1302,498,19.4,70.4,15663
1.4,1066,-200,10.1,982,239,740,53,1699,1065,19.7,74.4,16829
0.9,960,-200,5.8,804,198,802,49,1435,886,18.7,74.4,15861
2.1,1051,-200,8.4,914,317,707,167,1122,913,10.9,44.8,0.5849
1.9,1131,-200,12.2,1058,121,824,91,1664,931,26.5,27.2,0.9282
1.3,958,-200,3.1,660,172,935,130,905,654,6.8,48.2,0.4792
3.2,1271,-200,17.2,1217,444,566,90,1810,1227,20.2,68.9,16074
1.1,980,-200,5.7,800,100,863,79,1407,903,22.7,53.8,14666
2.2,1068,-200,11.4,1029,252,650,126,1612,1192,27.2,37.4,13279
5.7,1578,-200,27.6,1494,980,448,160,1854,1800,9.9,77.6,0.9488
3.4,1415,-200,16.6,1197,559,486,146,1539,1597,12,67.4,0.9417
1.2,922,-200,4.1,716,192,930,115,893,643,6.6,41.2,0.4046
-200,866,-200,3.4,675,-200,1155,-200,1337,841,16.7,46.5,0.8755
2.8,1312,-200,13.1,1087,440,567,147,1393,1452,13.8,50.9,0.796
0.6,814,-200,1.9,574,92,1613,58,965,461,11.9,54.6,0.7589
4.9,1605,-200,24.5,1416,1099,436,240,1614,1941,5.3,77.4,0.6954
2.9,1382,-200,16.7,1200,369,539,101,1807,1413,26.9,50,17507
1,888,-200,2.6,625,170,1062,118,763,510,7.8,28.3,0.3017
2,1123,-200,11,1015,255,845,136,1470,1297,28.3,30.1,11392
6.5,1745,-200,38.9,1748,346,484,139,2605,2054,18.8,39.7,0.8547
1.2,1082,-200,6.3,825,163,753,59,1526,930,21.3,69.1,17275
1.7,984,-200,9.1,945,115,990,88,1423,747,25.8,19.5,0.6392
-200,786,-200,1.7,558,-200,1217,-200,1179,434,15,71,12032
2.3,1233,-200,11.4,1030,388,619,176,1257,1291,9.4,44.9,0.5296
2.5,1210,-200,10.6,1000,439,679,115,1456,1062,13.4,79.9,12254
0.4,744,-200,1.3,525,25,1434,3,1097,430,15.5,53.3,0.9308
1.5,-200,-200,-200,-200,98,-200,87,-200,-200,-200,-200,-200
3.2,1241,-200,14.6,1135,600,622,213,1280,1474,11.4,45.4,0.6113
3,1297,461,16.1,1183,159,765,130,1773,1242,23.6,31.3,0.9001
1.6,1101,-200,9.9,972,95,879,97,1552,1001,20.2,34.3,0.8017
3.9,1439,-200,18.6,1257,715,494,135,1571,1704,10.1,83.5,10296
0.5,844,27,1.3,532,25,1499,36,1176,376,10.5,59.9,0.7624
1.6,1235,57,6.4,828,118,1055,83,1527,1093,12.4,60,0.8627
-200,788,-200,2.4,614,-200,1116,-200,1177,625,14.8,64.7,10788
-200,941,-200,3.6,686,50,942,38,1406,549,22.8,64,17507
0.9,866,-200,4.4,734,109,899,45,1299,770,14.8,78.7,13169
1,1064,44,5.5,787,61,1057,88,1407,1115,14.8,52.1,0.8686
3.6,1267,-200,14.1,1118,473,592,166,1503,1310,21.5,42.7,10837
-200,1141,-200,8.1,902,-200,905,-200,1672,965,12.5,79.6,11538
1.8,1087,126,7.3,870,107,1014,90,1412,851,20.2,29.2,0.683
0.2,843,-200,2.2,597,108,1059,83,808,527,4.5,42,0.3571
-200,1374,-200,21.8,1346,-200,519,-200,1910,1614,24.2,49,14586
-200,781,-200,2.9,645,-200,1088,-200,986,719,5.6,67.9,0.6247
1.1,-200,-200,-200,-200,145,-200,110,-200,-200,-200,-200,-200
-200,859,35,2.2,602,24,1209,40,1321,644,14.7,56.2,0.9341
0.7,843,-200,2.5,622,-200,1146,-200,1060,555,6.9,82.3,0.8244
1.9,1048,-200,11,1013,127,886,96,1584,940,26.8,25.2,0.8721
4.2,1440,-200,20.6,1312,760,537,120,1657,1515,9.6,80.8,0.9687
0.3,901,-200,5.1,767,-200,961,-200,944,965,4.2,53.6,0.4454
2.1,1081,-200,10.2,983,145,703,64,1546,1079,27.3,38.3,13669
4.5,1368,-200,21.4,1334,660,529,173,1547,1653,13.8,48.9,0.7699
3.3,1201,-200,13.4,1098,461,763,139,1500,1209,14,70.9,11244
-200,905,-200,5.1,766,-200,842,-200,1438,818,22.9,56.2,15522
2.1,972,-200,8.2,909,364,827,111,1012,894,10,34.2,0.4212
2.3,1326,97,10.6,1000,148,976,125,1602,1084,16.7,37.8,0.7117
2.2,1046,-200,7.8,890,300,791,142,1109,1195,10.7,47.5,0.6108
1.2,1010,-200,3.1,661,142,881,82,1100,853,8,75,0.8098
-200,1072,-200,9.9,976,-200,835,-200,1603,1018,14.1,56.2,0.9028
2,1207,103,10.4,994,135,1013,104,1520,1045,26.8,18.7,0.65
2.1,1174,-200,9.1,942,381,626,122,1296,1262,11.2,70.3,0.9323
4.2,1129,-200,18.5,1255,648,634,206,1370,1365,14.8,29.6,0.4965
0.3,720,-200,0.6,458,33,1536,26,917,358,10.9,50.1,0.6519
2.4,1042,-200,5.2,771,297,795,136,941,1089,3.5,60.9,0.4857
1.1,1062,-200,4,711,55,1136,66,1461,700,14.9,60.6,10196
1.6,-200,-200,-200,-200,108,-200,95,-200,-200,-200,-200,-200
2.3,1102,-200,7.9,897,326,715,173,1024,1196,5.7,42.1,0.3885
-200,1506,-200,26.7,1471,-200,518,-200,2200,1530,28,52.7,19604
3.9,1438,-200,19.9,1295,567,470,160,1620,1577,12.3,63,0.9015
-200,1625,-200,32.5,1608,-200,601,-200,2271,1725,25.3,28.9,0.9151
2.3,982,-200,10.3,990,378,745,140,1018,1059,15.1,20.8,0.3536
4.6,1412,-200,17.2,1216,759,543,187,1300,2059,6,55.6,0.5244
1.5,1081,-200,9.3,950,186,876,114,1434,1138,26.2,35.7,11929
3.1,1225,-200,17.6,1227,330,643,165,1774,1321,31.5,30.8,14017
-200,1352,-200,26.4,1465,-200,491,-200,1998,1621,18.5,65.5,13787
-200,908,-200,3.1,657,-200,1013,-200,1460,796,20.5,78.2,18678
5.8,1521,-200,26.6,1470,960,456,149,1857,1727,10.6,72.7,0.9272
2.3,1255,-200,20.1,1301,784,571,224,1355,1750,7.3,50.6,0.5184
0.8,914,56,2.4,610,54,1322,65,1230,455,10.4,58.4,0.7352
0.5,852,-200,2.8,639,73,1009,41,1204,723,16.5,71,13239
4.7,1472,-200,16.6,1198,832,555,191,1344,1735,9,51.8,0.5961
2.1,1094,-200,10.7,1003,130,965,99,1574,813,21.3,26.8,0.6681
2.9,1284,405,13.6,1103,167,755,116,1704,1064,20.4,34.7,0.8229
2.5,1222,-200,12.9,1080,201,742,111,1755,1366,21.4,45,11291
0.9,872,-200,4.1,718,106,981,71,1223,872,16.3,56.8,1047
2.2,1110,-200,11.9,1045,213,688,115,1638,1058,23.4,59.9,16992
3.6,1454,-200,16.3,1190,562,508,165,1434,1761,12.3,48.9,0.6967
-200,1268,-200,12.5,1066,-200,608,-200,1665,1240,22.5,57.5,15518
2.6,1167,162,8.1,904,169,846,100,1627,1051,12.7,80.6,11819
2.6,1055,-200,5.4,783,221,805,137,969,1167,6.7,47.6,0.4688
-200,793,-200,2.7,636,62,1213,45,1195,514,20.6,45.9,10993
1.4,1175,-200,6.6,839,214,670,136,1087,1371,4.1,69,0.5735
1,899,33,2.6,630,57,1418,76,1050,425,13.1,26.8,0.4023
9.5,1908,-200,52.1,2007,952,325,180,2775,2372,22.5,61.5,16579
-200,1311,-200,19.4,1279,-200,648,-200,1991,1520,18.1,51.1,10551
1.1,859,-200,2.4,611,135,1053,95,918,562,8.8,52.1,0.5918
3,1374,415,14.1,1121,180,771,146,1685,1399,18.5,43,0.9074
3.6,1205,-200,19.9,1295,440,626,184,1613,1267,28.6,23.2,0.8917
3.6,1256,-200,16.7,1201,582,563,181,1251,1699,7.2,50.6,0.517
6,1419,-200,18.5,1254,670,524,167,1406,1950,8,55.9,0.6018
-200,1443,-200,26,1455,-200,635,-200,2073,1600,21.4,36,0.9059
-200,789,-200,2.2,596,62,1145,48,1161,698,14.6,62.1,10236
5,1530,-200,22,1352,694,491,178,1550,1934,14.3,45.8,0.7452
1.1,-200,-200,-200,-200,115,-200,91,-200,-200,-200,-200,-200
0.4,826,-200,0.7,465,50,1322,46,978,433,11.9,61.1,0.8527
3.5,1333,-200,16.7,1201,353,552,68,1767,1925,19.6,73.2,16543
5,1477,-200,24.3,1412,733,450,196,1704,1748,10.3,66.3,0.8286
0.8,1390,-200,15.6,1167,588,522,196,1392,1619,6.3,78.8,0.7544
3.9,1264,-200,19.4,1279,224,631,120,2049,1223,17.3,62.6,1226
0.3,885,-200,1.7,565,-200,1217,-200,1329,542,19.8,46.2,1056
2.9,-200,-200,-200,-200,369,-200,165,-200,-200,-200,-200,-200
1.4,1019,-200,4.4,730,188,811,143,1082,916,5.6,71.9,0.6604
2.5,1077,-200,9.6,963,386,761,129,1081,1151,5.8,49.8,0.4613
-200,1305,-200,17.4,1223,460,545,120,1720,1414,23.7,49.8,14433
1.3,-200,-200,-200,-200,193,-200,117,-200,-200,-200,-200,-200
0.7,874,-200,4.1,715,-200,889,-200,1315,858,15.4,79,13735
5.6,1446,-200,22.9,1374,1195,499,282,1560,1818,11.4,58.3,0.7868
1.9,1134,-200,8.1,903,238,821,107,1299,1046,18,51.9,10622
1.2,895,-200,7.5,878,109,1122,81,1238,607,25.8,12.9,0.4219
3.5,1463,-200,19.4,1280,496,482,121,1794,1544,20.7,59.3,14283
1,870,-200,1.6,550,68,1126,45,1078,515,15.4,55.9,0.9722
4.6,1493,-200,23.8,1399,618,466,150,1893,1708,19,61.6,13407
1.7,1141,-200,6.1,816,244,745,169,1026,1230,8.5,45.8,0.5108
1.4,989,-200,5.6,791,213,804,146,953,690,11.5,33.1,0.4479
0.4,842,-200,0.7,468,-200,1813,-200,1274,394,16.9,53.9,10309
-200,938,-200,4.3,729,-200,874,-200,1060,702,11.1,55.3,0.7325
4.2,1510,505,19.8,1291,342,675,94,1949,1435,9.5,69.6,0.8273
-200,1285,-200,12.4,1062,-200,715,-200,1583,1449,24.6,47.2,14424
0.9,842,-200,4,711,110,1077,59,1160,516,22.3,30.4,0.8063
1.5,1067,-200,4.9,758,177,775,130,993,1009,8.2,46.9,0.5099
0.4,732,-200,0.7,472,37,1461,32,866,391,11.1,40.8,0.5395
0.8,860,-200,2.4,616,104,1105,76,873,754,10.5,37.8,0.4799
0.5,737,-200,0.7,468,50,1481,40,869,395,10.7,41.8,0.536
3.6,1380,-200,21.8,1345,480,493,92,1856,1419,20,69,15956
3.5,1418,-200,21.1,1328,535,546,114,2017,1427,21.3,61.6,15452
0.8,805,-200,2,584,164,1137,119,726,385,3.7,38.8,0.3123
2.5,1187,-200,9.8,970,477,625,199,1174,1203,8.4,44.6,0.4922
-200,833,-200,4.5,737,-200,1021,-200,1162,483,20.8,37.4,0.9107
1.6,1090,-200,6,812,242,753,117,1213,1001,12.1,65.6,0.9222
6.6,1934,506,35.8,1682,421,541,151,2468,2051,14.3,50.6,0.8186
0.8,922,-200,5,764,162,892,69,1415,905,18.1,72.5,14876
3.4,1311,-200,22,1350,232,529,73,1957,1486,25.8,41.9,13688
0.5,927,54,1.9,579,-200,1267,-200,1370,562,14.5,61.4,10041
3.5,1236,-200,16.9,1206,-200,615,-200,1523,1166,8.3,76.5,0.8426
4.1,1500,-200,23.6,1393,279,560,95,2163,1495,15.5,62.2,10875
-200,943,-200,3.1,660,-200,1163,-200,1297,862,11.6,58.8,0.7996
0.5,818,-200,0.9,486,58,1282,49,781,422,4,47.8,0.3919
0.5,800,-200,2.2,598,84,1336,41,1278,529,19.8,56.7,12941
-200,709,-200,0.6,449,-200,1590,-200,1055,392,14.5,57.4,0.9413
4,1025,-200,16.7,1202,515,691,194,1263,1191,12.7,28.9,0.4233
1.7,1197,117,6.5,837,144,957,118,1498,965,11.5,71,0.9582
2.5,1248,-200,12.6,1072,183,713,114,1797,1188,17.1,64,12413
-200,942,-200,7.3,871,-200,832,-200,1314,765,17.9,46.5,0.9474
2.8,1101,-200,13,1083,518,692,147,1130,1243,14.4,28.2,0.4593
1.9,1264,-200,11,1016,186,624,76,1650,1062,28.9,44.3,17392
5.6,1515,-200,31.4,1584,699,496,133,2288,1591,18.2,66.1,13679
0.7,995,-200,2.9,646,121,895,81,1053,818,6.9,70,0.6997
-200,917,-200,3.4,677,-200,1103,-200,1494,747,13.8,73.3,11518
2.7,967,-200,3.9,704,162,888,117,961,609,7.4,56,0.5797
1,781,-200,3.9,704,183,1062,92,842,594,16.6,19.9,0.3728
1.7,1042,-200,6,814,287,746,105,1167,1036,8.4,75.9,0.8407
1.1,946,-200,2.1,588,93,1005,80,948,480,6.6,61.9,0.6056
2,1085,-200,9.4,954,109,866,100,1656,871,17.8,55.5,11174
3.9,1499,678,18,1239,174,651,121,1957,1359,18.8,47.5,10199
1.8,1088,-200,14,1116,127,1128,112,1449,1060,31.6,16.4,0.7489
2.4,1179,-200,9.3,951,129,826,84,1724,1323,17.3,68.3,13346
1.4,1011,-200,5.4,783,255,835,118,1013,1026,3.9,67.1,0.5483
-200,1105,-200,10.9,1010,-200,811,-200,1709,947,18,46.7,0.9569
-200,887,-200,2.9,648,-200,1222,-200,1357,553,9.5,80.2,0.9533
5.8,1400,-200,27.8,1499,759,461,193,1527,1869,8.9,31.4,0.3597
3,1268,-200,16,1179,511,545,69,1753,1294,18.2,72.8,15048
