Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
30/06/2004,01.00.00,0.9,965,-200,6.1,818,35,844,47,1681,777,26.8,52.4,18141
21/10/2004,17.00.00,3.2,1443,-200,20.9,1322,335,488,101,1933,1539,27,51,17936
08/06/2004,22.00.00,1.7,1050,-200,10.9,1011,96,836,89,1739,1161,25.3,40.7,1291
15/10/2004,23.00.00,-200,936,-200,4.8,756,-200,939,-200,1311,693,16.3,70.5,12921
30/12/2004,09.00.00,-200,943,-200,6.1,816,-200,828,-200,1033,868,8.8,42,0.4773
17/01/2005,04.00.00,0.7,837,-200,1.1,512,95,1228,79,836,720,3.7,55.8,0.4489
11/10/2004,15.00.00,2.5,1179,-200,14.1,1120,352,634,97,1667,1119,21.9,57.6,14942
12/02/2005,03.00.00,2.5,1185,-200,5.9,807,-200,685,-200,1051,1467,5,66.3,0.5811
29/12/2004,18.00.00,-200,1035,-200,9,941,-200,734,-200,1175,965,11.3,44.1,0.5909
21/07/2004,16.00.00,-200,1105,-200,10.2,984,97,767,106,1532,868,42.7,14.4,12092
23/10/2004,01.00.00,1.1,993,-200,6,813,132,792,57,1413,946,19.9,67.5,15544
23/11/2004,23.00.00,4,1449,-200,19.8,1291,718,482,138,1580,1817,10,82.6,10163
10/06/2004,11.00.00,2.4,1152,-200,13.6,1102,157,770,134,1868,1113,33.5,27.2,13859
28/01/2005,03.00.00,0.8,845,-200,1.4,534,-200,1146,-200,781,519,3.5,48,0.3822
17/12/2004,06.00.00,2,-200,-200,-200,-200,469,-200,111,-200,-200,-200,-200,-200
16/02/2005,05.00.00,0.8,1033,-200,3.8,701,224,782,137,883,1206,3.2,52.4,0.4071
29/10/2004,20.00.00,1.7,969,-200,6.7,843,227,828,103,1375,895,18.9,70.4,15259
15/01/2005,18.00.00,3.7,1361,-200,17.4,1223,640,525,182,1454,1648,8.7,66.3,0.7491
18/02/2005,12.00.00,1.3,997,-200,4.8,752,231,837,152,952,724,11.8,34.4,0.4758
31/10/2004,19.00.00,4.7,1464,-200,22.4,1362,543,487,100,1987,1648,21.2,70.3,17476
24/02/2005,02.00.00,0.9,949,-200,2.9,647,117,956,100,1023,762,4,80.8,0.6666
25/12/2004,08.00.00,2,1268,-200,8.6,926,281,645,122,1247,1628,9.1,69.6,0.8045
13/08/2004,03.00.00,0.4,810,-200,1.5,544,-200,1264,-200,1485,447,26,62.7,20737
11/06/2004,00.00.00,1.5,1018,-200,10.4,992,102,839,96,1710,1103,24.7,39.3,12065
13/07/2004,07.00.00,4,1176,-200,23.8,1398,339,567,111,2120,1494,17.3,54.3,10631
22/01/2005,22.00.00,2.1,1262,-200,16.9,1208,716,587,215,1219,1577,8.4,36.5,0.4035
24/09/2004,03.00.00,0.4,813,-200,2,581,-200,1176,-200,1320,627,22.7,53.8,14673
14/09/2004,08.00.00,-200,1513,-200,32.1,1601,-200,469,-200,2382,1743,23.2,55.4,15559
04/11/2004,10.00.00,-200,1473,-200,26.3,1463,683,462,143,1948,1605,20.6,56,13467
22/12/2004,23.00.00,1.9,956,-200,5.7,796,248,915,132,861,1084,4.5,43.9,0.3728
02/07/2004,03.00.00,0.8,873,-200,3.4,679,-200,1010,-200,1501,713,26.6,43,14773
29/01/2005,00.00.00,1.1,-200,-200,-200,-200,136,-200,105,-200,-200,-200,-200,-200
18/09/2004,06.00.00,0.8,835,-200,3.6,690,122,1183,71,1257,621,20.1,47.8,11144
24/10/2004,11.00.00,1.6,1085,-200,8.4,918,179,721,72,1467,1023,24.6,50.4,15363
16/02/2005,09.00.00,3.3,1239,-200,13.4,1096,758,577,260,1211,1459,7.8,37.6,0.3994
30/09/2004,20.00.00,4.4,1468,-200,20,1296,414,529,142,1854,1590,22.6,59.5,16155
03/09/2004,01.00.00,-200,1004,-200,8.5,921,-200,699,-200,1495,1092,24.9,47.9,14855
18/08/2004,13.00.00,-200,1003,-200,5.5,787,-200,850,-200,1518,636,34.6,30.1,16296
19/12/2004,07.00.00,0.7,828,-200,3.1,660,156,1078,85,881,781,2.2,60.1,0.4361
28/10/2004,18.00.00,5.9,1463,-200,28.2,1508,650,468,136,2092,1670,20.3,66.7,15656
27/08/2004,03.00.00,0.7,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
02/10/2004,22.00.00,-200,1188,-200,10.8,1007,-200,668,-200,1577,1128,20.8,65.6,15898
15/02/2005,05.00.00,0.3,805,-200,0.5,437,28,1491,28,738,296,6.9,39.8,0.3966
23/06/2004,07.00.00,3.8,1252,-200,23.1,1380,305,579,117,2210,1462,20.5,52.3,1245
27/02/2005,18.00.00,1.2,905,-200,2.9,648,188,1007,132,822,509,6.8,41,0.4072
17/01/2005,13.00.00,3.1,1166,-200,14.5,1134,514,603,176,1227,1531,11.1,33.3,0.4384
10/07/2004,01.00.00,1.5,1016,-200,9.6,963,91,776,95,1661,811,22.2,49.5,13081
06/07/2004,23.00.00,2.4,1138,-200,14.3,1128,133,681,110,1737,1490,27.8,29.9,11018
14/02/2005,00.00.00,1.4,1115,-200,5.3,778,203,749,135,1158,994,10.9,55.9,0.7312
11/11/2004,19.00.00,3.5,1189,-200,16.1,1183,463,603,166,1534,1170,12,73.3,10264
07/06/2004,14.00.00,2.5,1039,-200,16,1180,184,833,127,1815,1047,33.7,21.3,10988
23/11/2004,02.00.00,0.8,1176,-200,8.8,930,287,679,113,1216,1455,8,76.2,0.8217
22/06/2004,13.00.00,3,1121,-200,17.1,1214,232,707,154,1912,1120,31.4,25.3,11444
06/11/2004,23.00.00,1.6,1061,-200,7.9,895,197,737,73,1359,944,18.8,59.1,12702
17/11/2004,21.00.00,4.9,1374,-200,19,1268,810,536,267,1531,1675,10.7,62.1,0.7972
30/12/2004,18.00.00,-200,994,-200,8.1,903,-200,781,-200,1079,922,9.3,40.8,0.4781
25/02/2005,15.00.00,1.8,1016,-200,6.7,842,253,762,140,1067,778,12.5,38.5,0.5568
21/11/2004,02.00.00,0.5,889,-200,4.9,760,195,968,120,919,983,5.3,48.7,0.4364
09/12/2004,22.00.00,0.8,792,-200,2,583,105,1972,66,946,517,12.3,48.7,0.6931
01/07/2004,00.00.00,2.3,1109,-200,12.9,1080,111,696,102,1874,1190,27.1,47.4,16701
16/12/2004,22.00.00,5.4,-200,-200,-200,-200,1060,-200,186,-200,-200,-200,-200,-200
26/02/2005,03.00.00,2.1,1082,-200,6.7,843,-200,729,-200,1061,1090,2.8,74,0.5591
12/02/2005,02.00.00,3.6,1326,-200,9.7,967,490,578,216,1174,1699,5,66.6,0.5871
12/02/2005,12.00.00,3.1,1485,-200,17.6,1229,551,477,208,1450,1911,10,53.1,0.6495
09/06/2004,01.00.00,1,934,-200,7.5,878,40,940,54,1644,847,22.5,49,13151
24/11/2004,10.00.00,3.6,1352,-200,17.7,1231,726,538,110,1605,1530,11.1,77.2,10175
11/01/2005,23.00.00,3.5,1433,-200,16.2,1186,586,479,151,1497,1738,11.9,69,0.9568
02/02/2005,05.00.00,2,1040,-200,3.6,688,185,846,115,920,1090,3.7,62.9,0.5059
08/07/2004,15.00.00,2.1,1225,-200,16.5,1196,156,673,145,1775,1277,41.9,14.8,11944
26/10/2004,00.00.00,2.2,1119,-200,12.2,1056,311,624,68,1562,1099,17,76.1,14582
21/09/2004,00.00.00,0.8,908,-200,4.4,732,77,966,62,1311,722,23.5,44.7,12755
08/12/2004,21.00.00,3.5,1210,-200,9.2,947,457,697,121,1404,1060,13.9,76.7,12098
03/06/2004,22.00.00,-200,944,-200,7.8,891,-200,1016,-200,1593,844,22.1,43.9,11521
27/01/2005,20.00.00,3,1086,-200,11.5,1032,343,717,202,1049,1136,4.7,38.3,0.3306
05/11/2004,11.00.00,4.6,1458,-200,24.2,1408,710,471,151,1889,1664,20.7,55.5,13414
30/01/2005,13.00.00,0.9,874,-200,1.6,552,126,1128,95,760,415,6.9,35.6,0.3561
16/08/2004,23.00.00,1,946,-200,5.1,767,57,870,65,1443,728,28.2,36.6,13722
11/02/2005,04.00.00,1.6,-200,-200,-200,-200,107,-200,91,-200,-200,-200,-200,-200
07/10/2004,01.00.00,-200,1002,-200,5,762,-200,814,-200,1385,954,21.4,60.6,15236
28/07/2004,11.00.00,-200,914,-200,10.4,994,113,872,91,1481,763,34.2,15.8,0.8371
19/06/2004,21.00.00,1.4,-200,-200,-200,-200,56,-200,70,-200,-200,-200,-200,-200
16/09/2004,17.00.00,3.3,1167,-200,17.7,1231,365,659,124,1745,1199,23.8,46.1,13373
29/11/2004,15.00.00,1.9,1166,-200,10.8,1007,289,775,117,1391,1227,18.4,49.9,10453
19/01/2005,04.00.00,-200,828,-200,1.1,506,75,1222,73,945,673,4.8,75.7,0.659
04/08/2004,16.00.00,-200,1018,-200,7.6,881,-200,828,-200,1590,630,39.3,22,15366
23/02/2005,18.00.00,2.8,1167,-200,11.4,1027,422,610,249,1289,1119,4.8,79,0.6845
03/02/2005,08.00.00,3,1382,-200,16.7,1202,728,534,275,1352,1630,1.3,64.8,0.441
08/11/2004,02.00.00,0.7,757,-200,1.7,561,67,1192,42,998,457,11.1,55.6,0.7344
25/12/2004,21.00.00,4.6,1523,-200,14.5,1132,538,541,136,1488,1470,10.3,82.8,10369
13/01/2005,13.00.00,2.2,1189,-200,11.3,1025,319,626,135,1316,1332,14.2,54.1,0.8707
13/10/2004,06.00.00,-200,798,-200,2.2,599,-200,1205,-200,1141,517,14.7,57.4,0.9564
07/06/2004,09.00.00,3.1,1065,-200,15.1,1151,272,801,118,1894,1160,23.5,40,11386
12/01/2005,14.00.00,3.1,1243,-200,15.2,1155,431,546,156,1473,1398,15.1,49.6,0.8428
30/07/2004,02.00.00,-200,942,-200,5.6,791,55,841,69,1551,859,23.5,51.3,1467
12/08/2004,04.00.00,-200,864,-200,2.5,617,15,1027,25,1561,622,26.7,61,2101
02/09/2004,13.00.00,-200,1008,-200,11.6,1037,-200,697,-200,1587,803,33.7,25.1,12915
08/09/2004,10.00.00,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
03/07/2004,07.00.00,1.8,1096,-200,11.1,1017,162,722,101,1743,1204,21.4,48,12086
31/01/2005,23.00.00,1.4,1055,-200,5.4,782,231,798,161,940,1377,5.1,45.6,0.4056
27/07/2004,01.00.00,-200,861,-200,4.3,729,22,942,40,1479,684,27.1,38.6,13632
02/07/2004,14.00.00,1.7,1099,-200,11,1015,125,763,117,1732,839,38.8,20.7,14036
20/01/2005,19.00.00,4.3,1357,-200,21.2,1330,605,511,182,1414,1798,10.4,42.3,0.5337
11/09/2004,04.00.00,-200,849,-200,2.3,607,-200,1189,-200,1190,544,23.5,40.9,11677
29/10/2004,02.00.00,0.6,864,-200,2.5,621,65,1073,43,1286,574,18.4,73.8,15463
13/07/2004,11.00.00,2.6,1026,-200,13.3,1094,278,769,134,1629,1224,31.3,19.1,0.8634
28/08/2004,16.00.00,-200,962,-200,6.7,845,-200,877,-200,1379,575,35.9,20.3,1.18
03/09/2004,09.00.00,-200,1300,-200,20,1296,-200,489,-200,1989,1639,26.7,45.7,15747
10/09/2004,03.00.00,0.5,869,-200,2.8,638,-200,1219,-200,1213,586,24.2,38.5,11491
05/09/2004,23.00.00,1.3,965,-200,5.1,769,-200,878,-200,1315,667,25.9,32.9,10826
16/07/2004,12.00.00,2.1,1014,-200,10.9,1012,156,795,125,1548,851,34.4,19.9,10647
15/02/2005,16.00.00,1.4,923,-200,4.9,761,218,909,124,840,609,12.1,20.7,0.2906
11/08/2004,20.00.00,1.4,1057,-200,7.8,890,72,778,57,1701,801,31.4,40.7,18377
01/07/2004,14.00.00,1.8,1158,-200,10.1,983,101,751,110,1803,808,38.1,26.3,17213
25/12/2004,07.00.00,2.2,1259,-200,9.1,944,268,631,111,1267,1622,8.9,70.4,0.8074
17/01/2005,11.00.00,3.8,1214,-200,15.1,1153,721,612,208,1244,1626,8.2,40.5,0.4414
25/11/2004,20.00.00,2.6,1225,-200,14.5,1134,350,614,122,1352,1421,11.5,57.3,0.7786
15/01/2005,09.00.00,2.6,1115,-200,10.9,1012,453,650,142,1230,1161,4,78.5,0.645
06/07/2004,07.00.00,3.8,1337,-200,23.3,1386,274,565,115,2196,1596,22.9,49.1,13546
23/08/2004,18.00.00,1.5,951,-200,7.4,875,51,856,68,1406,600,34.9,20.9,11463
18/08/2004,02.00.00,-200,935,-200,5.4,782,-200,847,-200,1428,867,24.4,42.5,12854
06/02/2005,14.00.00,1,868,-200,2.1,590,127,1081,100,753,420,10.6,26,0.332
10/08/2004,18.00.00,1.8,1110,-200,10.9,1012,91,720,96,1725,905,38.8,24.7,16772
18/06/2004,12.00.00,2.3,1116,-200,14.3,1128,153,739,129,1856,1042,34.9,24.9,1363
23/10/2004,21.00.00,2.3,1229,-200,12.2,1055,255,607,96,1668,1219,21,69.3,17058
26/01/2005,12.00.00,0.1,858,-200,2.7,634,189,1053,130,868,566,4.3,50,0.4199
18/08/2004,08.00.00,-200,1040,-200,11.2,1022,-200,713,-200,1624,998,27.3,36.8,13189
01/07/2004,18.00.00,3.3,1236,-200,18,1239,186,637,169,1986,1106,34.5,28.5,1531
17/10/2004,22.00.00,-200,954,-200,6.8,850,-200,840,-200,1321,858,15.5,59.7,10413
17/10/2004,01.00.00,-200,864,-200,2.7,633,-200,1097,-200,1259,523,16.4,70.3,13031
21/10/2004,02.00.00,2,1109,-200,9.3,951,210,664,77,1570,1076,20.8,71.7,17415
21/10/2004,07.00.00,2.7,1303,-200,16.6,1198,332,578,83,1791,1235,21.9,64.8,1683
20/02/2005,18.00.00,1.3,1033,-200,3.4,675,173,853,127,1006,702,8,57.7,0.6222
26/11/2004,23.00.00,4.3,1502,-200,18.6,1256,696,560,154,1568,2044,13.4,69,10579
17/12/2004,07.00.00,2.5,-200,-200,-200,-200,658,-200,122,-200,-200,-200,-200,-200
04/11/2004,23.00.00,2.4,1181,-200,13.3,1094,345,600,74,1599,1180,18.8,70.6,15209
03/01/2005,21.00.00,3.2,-200,-200,-200,-200,509,-200,163,-200,-200,-200,-200,-200
20/01/2005,14.00.00,3,1094,-200,14.3,1128,438,626,154,1191,1280,14.8,25.4,0.4259
14/06/2004,13.00.00,1.3,928,-200,5.5,787,85,1012,68,1585,606,25.4,39.2,12534
04/10/2004,21.00.00,-200,1084,-200,10,979,-200,699,-200,1539,1239,22.6,55.1,14899
13/02/2005,00.00.00,4.1,1712,-200,18,1239,671,443,229,1488,2411,9.9,63.2,0.7706
04/06/2004,09.00.00,-200,885,-200,6,812,-200,1100,-200,1495,675,22.8,37.6,10315
07/02/2005,12.00.00,1.4,973,-200,5.7,797,221,845,154,845,769,12.9,20.6,0.3045
08/01/2005,01.00.00,2.4,1063,-200,6.7,843,357,762,114,1125,1089,6.4,76.3,0.7369
22/02/2005,11.00.00,1.7,1082,-200,6.9,855,286,725,201,1140,1005,9.1,58.4,0.6787
19/10/2004,21.00.00,-200,1468,-200,24.4,1415,-200,470,-200,1985,1594,19.9,69,15877
05/08/2004,18.00.00,-200,1113,-200,9.4,954,117,682,99,1801,899,21.6,78.5,1994
15/02/2005,06.00.00,0.4,850,-200,1.3,529,64,1183,56,780,385,6.1,40.8,0.3868
09/10/2004,20.00.00,3.5,1455,-200,17.3,1218,394,535,107,1796,1387,26.2,51.7,17334
20/06/2004,06.00.00,0.9,-200,-200,-200,-200,48,-200,65,-200,-200,-200,-200,-200
06/09/2004,05.00.00,0.4,892,-200,1.9,580,-200,1076,-200,1271,516,23.5,49.1,13991
17/01/2005,07.00.00,1,920,-200,3.2,667,131,1005,95,916,813,3.6,55.4,0.4419
21/09/2004,18.00.00,5.6,1464,-200,30.3,1559,553,485,204,2158,1639,28.5,37.2,14282
27/09/2004,06.00.00,1.5,988,-200,9,941,361,801,99,1399,1035,14.4,60.3,0.9802
04/10/2004,02.00.00,-200,890,-200,3.2,666,-200,969,-200,1323,728,18.9,68.6,14818
15/09/2004,09.00.00,-200,1327,-200,17.8,1233,-200,582,-200,1968,1403,22.5,68.9,18511
07/11/2004,07.00.00,0.4,752,-200,1.2,516,53,1370,35,997,440,15.1,52,0.8878
03/11/2004,07.00.00,1.3,1019,-200,8,901,231,750,64,1438,960,17,70.1,13512
03/10/2004,10.00.00,-200,1250,-200,10.7,1003,-200,647,-200,1638,1217,23.5,54.5,15553
03/08/2004,21.00.00,-200,1122,-200,9.5,959,102,685,92,1798,914,28.8,48.9,19105
02/08/2004,18.00.00,2.2,1100,-200,13.7,1107,129,676,173,1801,876,35.5,25.7,14626
26/12/2004,11.00.00,1,1036,-200,3.5,685,183,942,112,1168,776,11.5,72.6,0.9846
15/07/2004,17.00.00,3.2,1164,-200,20.3,1306,259,648,198,1886,1218,35.5,19.1,10888
13/07/2004,16.00.00,1.7,905,-200,8.8,931,124,876,90,1460,776,28.3,21.3,0.8054
02/09/2004,10.00.00,-200,1203,-200,15.8,1174,-200,577,-200,1824,1426,30.8,34.8,15165
07/06/2004,20.00.00,2.5,1029,-200,13.4,1097,155,825,125,1827,980,27,36.7,12898
18/01/2005,23.00.00,0.2,1125,-200,4.9,758,167,820,104,1241,867,9.8,81.9,0.9923
21/12/2004,16.00.00,2.3,959,-200,8.6,924,316,899,137,993,897,8.8,35.7,0.4043
23/12/2004,07.00.00,1.8,961,-200,5.3,779,267,917,115,960,983,1.2,61.4,0.4159
13/12/2004,03.00.00,1.3,882,-200,2.4,614,-200,1221,-200,931,888,6.9,62.3,0.6227
01/09/2004,20.00.00,3,1093,-200,14.5,1133,288,599,122,1708,1200,28,33,12264
06/06/2004,07.00.00,1,881,-200,5.2,776,63,1037,62,1623,677,18.3,66.5,1381
08/12/2004,22.00.00,2.2,1161,-200,8.2,909,355,721,109,1370,962,13.7,79.3,12326
18/06/2004,22.00.00,1.7,1062,-200,10.2,984,84,816,98,1796,842,25.2,46.6,14733
09/07/2004,12.00.00,1.5,995,-200,9.5,959,111,856,116,1544,690,33.9,18.4,0.9587
07/01/2005,20.00.00,5,1411,-200,20.5,1311,707,487,159,1589,1537,6.5,80,0.7789
10/01/2005,03.00.00,0.9,998,-200,2.1,591,-200,937,-200,1147,820,12.8,71.2,10454
19/07/2004,20.00.00,-200,1216,-200,14.6,1136,128,658,131,1737,1265,31.7,28.1,12912
24/07/2004,16.00.00,1.1,1012,-200,5.2,775,49,899,53,1547,562,36.6,28.2,1697
05/01/2005,06.00.00,1.8,1225,-200,8.1,904,267,644,110,1194,1460,7.5,71.7,0.7439
19/10/2004,20.00.00,-200,1518,-200,27.2,1483,-200,454,-200,2098,1666,20.8,65.1,15782
12/06/2004,16.00.00,1.4,1082,-200,9,939,76,869,84,1678,818,36.4,21,12515
04/12/2004,15.00.00,2.6,1187,-200,9.6,961,497,685,115,1408,1017,11.9,88.7,12352
06/10/2004,03.00.00,-200,889,-200,3.2,665,-200,943,-200,1310,805,19.8,65.1,1.49
27/11/2004,07.00.00,2.1,1273,-200,9.2,946,439,729,110,1349,1217,12.8,80.8,11898
24/01/2005,05.00.00,0.3,791,-200,0.6,459,43,1421,40,809,390,6.6,51.3,0.5026
23/09/2004,01.00.00,1.4,1002,-200,6.9,854,104,818,71,1513,779,21.4,68.5,17261
21/06/2004,08.00.00,3.7,1221,-200,23.3,1386,232,626,109,2138,1412,23.3,38.6,10919
01/06/2004,00.00.00,0.3,922,-200,4.7,750,46,1085,45,1585,685,18.6,75.7,16074
08/11/2004,08.00.00,1.7,950,-200,7.4,875,359,850,131,1179,828,10.7,50.4,0.6467
17/11/2004,08.00.00,3.3,1234,-200,15.4,1161,664,629,200,1386,1318,6.3,61.7,0.5926
17/02/2005,01.00.00,2.6,1107,-200,7.4,874,326,721,187,984,1208,5.7,42.1,0.3883
14/09/2004,19.00.00,-200,1204,-200,13.9,1114,-200,686,-200,1807,1092,24.8,61.6,19067
28/02/2005,12.00.00,0.8,805,-200,2,584,164,1137,119,726,385,3.7,38.8,0.3123
11/08/2004,14.00.00,1,995,-200,5.1,769,48,882,46,1576,615,36.6,30.8,18617
23/06/2004,20.00.00,4.8,1313,-200,21.8,1345,300,603,163,2118,1507,28.5,33.3,12775
27/01/2005,09.00.00,2.4,1040,-200,8.4,917,335,739,204,1038,1021,4.8,41.9,0.3634
03/08/2004,10.00.00,-200,1234,-200,15.2,1154,211,596,173,1965,1204,32.8,36.9,1803
13/10/2004,15.00.00,-200,894,-200,6,810,-200,892,-200,1258,737,16,52.6,0.9489
10/11/2004,11.00.00,1.3,923,-200,4.4,733,316,962,150,1124,740,6.8,87.1,0.8652
06/10/2004,11.00.00,-200,1392,-200,17.7,1231,-200,530,-200,1771,1567,25.7,46.4,1507
14/10/2004,22.00.00,-200,949,-200,4.8,754,-200,884,-200,1393,759,16.6,77.3,14491
28/08/2004,00.00.00,0.8,-200,-200,-200,-200,50,-200,69,-200,-200,-200,-200,-200
22/10/2004,12.00.00,2.4,1310,-200,16.5,1194,266,538,83,1781,1487,24.4,55.4,16712
27/07/2004,19.00.00,-200,933,-200,10.6,1001,109,819,111,1536,776,28.4,24.7,0.9404
28/07/2004,00.00.00,-200,902,-200,8.7,929,90,835,101,1482,824,24.5,28,0.8489
27/07/2004,22.00.00,-200,858,-200,7.2,866,69,874,88,1421,715,25.3,28.4,0.9041
30/08/2004,10.00.00,-200,1169,-200,13.7,1107,-200,607,-200,1818,1175,27.8,45.4,16751
08/10/2004,06.00.00,1.7,1147,-200,10.8,1009,279,653,50,1589,1096,18.2,70,14519
03/08/2004,06.00.00,-200,922,-200,3.2,664,110,973,137,1503,644,27,48.3,16946
26/09/2004,08.00.00,1.6,944,-200,8.2,908,261,865,83,1321,931,14.6,56.4,0.9319
16/09/2004,01.00.00,0.8,911,-200,4.8,753,103,934,55,1496,865,21.9,67.1,17394
17/01/2005,14.00.00,3.1,1170,-200,14.7,1138,504,611,177,1233,1503,11.1,32.6,0.4292
28/08/2004,01.00.00,0.7,-200,-200,-200,-200,41,-200,58,-200,-200,-200,-200,-200
25/11/2004,01.00.00,4,1292,-200,17.4,1221,743,547,114,1437,1389,6.7,83.2,0.819
26/10/2004,21.00.00,2.1,1076,-200,9.8,972,239,691,95,1506,1192,21,57.4,14098
05/09/2004,17.00.00,0.9,863,-200,3.4,678,-200,1153,-200,1139,434,32.9,17.5,0.8622
28/02/2005,15.00.00,0.8,782,-200,2.1,594,155,1134,111,673,371,3.4,32.4,0.2563
05/10/2004,14.00.00,-200,1301,-200,17.1,1212,-200,575,-200,1717,1332,28.4,37.6,14282
16/01/2005,03.00.00,1.7,1028,-200,6,813,-200,794,-200,1019,1076,4,69.5,0.5706
03/07/2004,14.00.00,0.8,896,-200,6.1,817,57,992,70,1426,554,37.4,15.8,0.9998
19/01/2005,23.00.00,1.2,945,-200,3.9,707,159,963,97,1005,657,8.8,50.9,0.5781
06/01/2005,07.00.00,0.7,961,-200,2.6,629,104,1011,69,1114,682,12.3,62.7,0.8947
13/11/2004,15.00.00,2.1,1101,-200,9.2,947,270,699,118,1374,1029,21.5,43.4,10965
04/08/2004,11.00.00,-200,1094,-200,9.9,976,-200,719,-200,1753,869,35.6,30.6,17493
20/08/2004,03.00.00,-200,808,-200,1.4,539,-200,1206,-200,1383,427,28.5,48.7,1872
08/01/2005,23.00.00,1.6,1102,-200,6,813,213,764,123,1204,1000,14.1,59.6,0.9563
16/12/2004,02.00.00,1.6,-200,-200,-200,-200,224,-200,92,-200,-200,-200,-200,-200
27/09/2004,23.00.00,1.3,897,-200,6.8,849,157,891,90,1253,910,16.7,46.6,0.8793
08/09/2004,16.00.00,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
08/07/2004,23.00.00,2.7,1302,-200,16.6,1198,156,628,121,1934,1504,29.4,35.6,14383
13/09/2004,18.00.00,-200,1379,-200,25.2,1433,-200,605,-200,1982,1370,31.5,29.9,13638
24/11/2004,02.00.00,2.3,1163,-200,10.1,980,467,654,106,1327,1299,10.4,80.8,10191
25/06/2004,10.00.00,1.9,1049,-200,8,898,153,858,113,1671,921,29.9,33.2,13793
07/09/2004,02.00.00,0.6,847,-200,2.7,634,-200,1012,-200,1258,525,24,43.7,12876
10/01/2005,23.00.00,1.7,1177,-200,7.3,871,244,660,116,1292,1192,12.7,69.9,10223
22/09/2004,18.00.00,5.1,1427,-200,26.2,1458,479,507,213,2049,1566,28.8,39,15203
13/08/2004,14.00.00,0.7,841,-200,3.3,673,40,1061,56,1394,451,33.6,28.8,14695
17/12/2004,12.00.00,3.6,-200,-200,-200,-200,635,-200,213,-200,-200,-200,-200,-200
19/11/2004,12.00.00,2.8,1203,-200,11.8,1043,428,617,202,1470,1217,17.6,52.2,10396
08/12/2004,00.00.00,1.7,1092,-200,7,855,194,750,84,1231,1061,15,59.3,10045
18/10/2004,01.00.00,-200,856,-200,4.4,732,-200,988,-200,1247,714,14.8,64.3,1073
19/09/2004,08.00.00,1.3,969,-200,7.7,886,179,863,68,1451,953,18.6,60,12757
16/09/2004,02.00.00,0.5,853,-200,2.6,623,74,1107,49,1421,768,21.7,67.4,17262
24/12/2004,03.00.00,3,1263,-200,10.5,997,-200,625,-200,1140,1960,4.7,60.8,0.5232
