Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
26/10/2004,01.00.00,1.6,989,-200,8,900,231,737,60,1401,968,16.8,74.9,14258
24/01/2005,05.00.00,0.3,791,-200,0.6,459,43,1421,40,809,390,6.6,51.3,0.5026
28/10/2004,20.00.00,2.5,1147,-200,12.4,1065,292,651,112,1562,1160,19.4,64,14282
16/10/2004,08.00.00,-200,1124,-200,12.2,1057,-200,667,-200,1569,1091,15.9,70.4,12658
19/11/2004,17.00.00,7.5,1553,-200,24.4,1414,760,455,193,1851,1682,17.7,56.6,1133
03/10/2004,20.00.00,-200,1540,-200,21.4,1336,-200,498,-200,1929,1590,22.7,59.6,16261
28/11/2004,16.00.00,2.7,1214,-200,8.6,922,326,741,117,1273,1124,13.3,63.3,0.9597
16/01/2005,16.00.00,1.1,877,-200,2.8,642,176,1037,112,859,565,11,33,0.4331
24/12/2004,00.00.00,4.6,1412,-200,17.2,1216,759,543,187,1300,2059,6,55.6,0.5244
17/11/2004,01.00.00,1.6,953,-200,5.3,778,277,885,121,1051,1019,7.7,57.9,0.6107
26/08/2004,09.00.00,1.7,-200,-200,-200,-200,104,-200,87,-200,-200,-200,-200,-200
03/12/2004,03.00.00,1.3,1003,-200,4.7,747,-200,843,-200,1289,806,14.1,84.8,13544
10/07/2004,10.00.00,1.1,916,-200,6.7,843,81,891,97,1511,614,29.1,29.7,11751
29/09/2004,19.00.00,6.3,1467,-200,34.1,1643,615,467,201,2088,1749,23.2,36.9,10346
02/12/2004,19.00.00,9.4,1816,-200,43.9,1851,1184,341,171,2405,2069,15.4,73,12688
23/06/2004,05.00.00,0.4,768,-200,2.2,597,30,1155,40,1396,606,21.7,46.8,12031
14/09/2004,20.00.00,-200,1071,-200,6.7,842,-200,873,-200,1575,740,20.3,77.2,18204
25/02/2005,00.00.00,2.5,1181,-200,8.1,905,356,657,202,1215,1106,5.3,84.1,0.753
03/10/2004,02.00.00,-200,982,-200,5.1,768,-200,850,-200,1416,835,21.2,61.5,15241
10/07/2004,03.00.00,0.5,836,-200,2.9,643,-200,1114,-200,1405,522,22.3,50.4,13379
08/10/2004,04.00.00,0.8,954,-200,4.4,731,88,865,43,1360,839,18.2,70.3,14498
08/11/2004,19.00.00,6.6,1303,-200,28.9,1524,-200,515,-200,1744,1580,10.6,53.4,0.6818
07/07/2004,12.00.00,2,1119,-200,13.1,1088,155,741,149,1640,1124,40.4,14.5,10736
16/08/2004,19.00.00,1.3,969,-200,6.8,850,70,857,77,1503,695,31.7,28.2,12962
11/07/2004,03.00.00,1,918,-200,6.4,830,-200,875,-200,1548,785,20.4,51.3,12131
04/06/2004,19.00.00,3.6,1116,-200,17.5,1226,-200,792,-200,1938,1038,25.7,31.8,10317
27/10/2004,02.00.00,0.8,953,-200,4.4,734,94,861,61,1401,825,17.4,81,16012
13/12/2004,08.00.00,3.4,1275,-200,16.4,1193,587,596,140,1389,1393,6.4,65.6,0.6348
21/01/2005,00.00.00,1.8,1082,-200,5.8,801,211,780,119,1035,1200,8,52.2,0.5623
17/10/2004,02.00.00,-200,929,-200,3.8,698,-200,991,-200,1307,610,15.4,78.1,13557
10/12/2004,06.00.00,0.4,734,-200,0.8,478,51,2294,39,805,378,11.7,38.1,0.5223
25/12/2004,02.00.00,5.5,1431,-200,13.5,1100,503,553,154,1385,1913,9.5,66.2,0.7882
26/11/2004,07.00.00,1.7,1118,-200,8.4,915,393,731,95,1289,1059,9.3,76.9,0.9007
04/10/2004,12.00.00,-200,1381,-200,22.1,1355,-200,516,-200,1931,1583,25.8,44.7,1459
10/10/2004,01.00.00,2,1203,-200,11.9,1046,223,621,74,1664,1103,23.9,59.2,17327
30/09/2004,03.00.00,-200,827,-200,1.9,577,-200,1138,-200,1143,640,19.2,50.3,11087
24/09/2004,14.00.00,4.2,1442,-200,24,1403,496,518,145,2026,1551,25.6,48.3,1558
12/08/2004,02.00.00,0.9,933,-200,3.8,701,57,906,62,1638,690,25.9,64.5,21247
17/02/2005,15.00.00,1.3,1021,-200,4.8,755,207,807,143,980,763,8.9,46.1,0.5256
12/12/2004,23.00.00,2.1,1074,-200,7.2,867,285,888,112,1064,1221,8.7,55.2,0.6225
30/08/2004,11.00.00,-200,1143,-200,11.8,1043,-200,643,-200,1747,1079,29.9,39.6,16397
24/12/2004,13.00.00,6.9,1561,-200,24.8,1425,772,465,197,1624,2101,9.8,52.4,0.6349
20/06/2004,21.00.00,1.4,-200,-200,-200,-200,74,-200,85,-200,-200,-200,-200,-200
13/10/2004,08.00.00,-200,906,-200,5.9,809,-200,878,-200,1272,787,14,58.3,0.9294
28/11/2004,07.00.00,0.8,871,-200,1.5,548,73,1197,50,1025,662,9.5,73.3,0.8719
09/09/2004,15.00.00,2.4,1148,-200,15,1149,329,924,152,1473,1047,35.4,16.6,0.9385
20/12/2004,06.00.00,0.6,779,-200,0.7,466,46,1393,39,881,454,8.6,58.8,0.6603
26/06/2004,10.00.00,2.3,1109,-200,12.7,1074,187,761,144,1734,1274,30,25.6,10674
10/01/2005,16.00.00,2.4,1409,-200,17.4,1223,479,475,145,1640,1538,14.1,65.9,10552
20/11/2004,06.00.00,0.7,729,-200,2.8,639,174,1234,96,773,628,8.7,24.7,0.2785
06/06/2004,07.00.00,1,881,-200,5.2,776,63,1037,62,1623,677,18.3,66.5,1381
17/11/2004,12.00.00,3.2,1248,-200,14.4,1131,878,615,187,1296,1592,13.3,42.3,0.6448
15/11/2004,12.00.00,1.7,881,-200,6.4,831,330,911,116,1074,793,13.4,37.1,0.5683
04/09/2004,20.00.00,1.7,1037,-200,7.8,890,-200,765,-200,1408,735,30.7,30.7,13338
08/08/2004,09.00.00,1.2,963,-200,5.2,774,62,839,64,1621,758,27.3,51.3,1835
11/12/2004,19.00.00,2,979,-200,9.2,946,323,826,138,1018,1026,14.6,24.6,0.4054
23/11/2004,23.00.00,4,1449,-200,19.8,1291,718,482,138,1580,1817,10,82.6,10163
15/02/2005,10.00.00,1.6,974,-200,5.3,778,286,832,168,905,782,9.4,32.7,0.3855
06/06/2004,20.00.00,1.6,904,-200,7.6,882,127,1048,94,1549,744,22.5,37.8,10157
05/09/2004,03.00.00,0.9,898,-200,4.2,721,-200,912,-200,1264,594,27.1,33.3,11762
05/02/2005,16.00.00,1,904,-200,3.4,674,177,968,126,824,578,9.6,31.1,0.3718
16/01/2005,07.00.00,1.4,1011,-200,5.4,783,255,835,118,1013,1026,3.9,67.1,0.5483
13/09/2004,06.00.00,-200,1053,-200,8.3,913,-200,824,-200,1578,1033,19.7,70.3,15925
11/11/2004,11.00.00,4.5,1392,-200,21,1325,1145,511,194,1631,1465,11.2,80.7,10688
03/02/2005,20.00.00,3.9,1444,-200,17.6,1227,646,485,231,1414,1891,9.3,55.5,0.6503
21/12/2004,18.00.00,3.1,1081,-200,16.7,1202,445,691,166,1230,1250,7.6,40.1,0.4195
17/10/2004,00.00.00,-200,871,-200,2.6,628,-200,1118,-200,1228,557,16.5,68.5,12753
20/01/2005,16.00.00,3,1107,-200,14.5,1134,482,639,167,1172,1299,15.4,23.5,0.4076
20/08/2004,13.00.00,-200,927,-200,3.8,698,-200,919,-200,1537,555,35.5,34.9,19841
18/10/2004,19.00.00,-200,1520,-200,32.3,1604,-200,436,-200,2161,1672,18.5,60.3,12706
31/07/2004,00.00.00,-200,-200,-200,-200,-200,220,-200,158,-200,-200,-200,-200,-200
12/02/2005,21.00.00,5.2,1795,-200,23.2,1382,894,410,262,1609,2355,11.1,56.9,0.7506
06/08/2004,09.00.00,2.9,1229,-200,16.3,1188,237,557,97,2033,1412,24.5,66.2,20011
07/11/2004,09.00.00,0.7,777,-200,1.9,580,100,1263,58,963,465,15.5,42.4,0.74
16/02/2005,23.00.00,2.4,1089,-200,8.3,913,357,712,200,1016,1208,5.8,40.3,0.374
28/09/2004,12.00.00,3.8,1224,-200,21.8,1347,483,602,176,1670,1901,26.4,26.4,0.8969
28/09/2004,09.00.00,4.1,1236,-200,21.3,1332,641,601,152,1683,1550,17.8,45.7,0.9224
14/11/2004,00.00.00,0.8,780,-200,1.8,568,100,1190,57,997,453,11.9,55.5,0.7711
17/11/2004,08.00.00,3.3,1234,-200,15.4,1161,664,629,200,1386,1318,6.3,61.7,0.5926
31/12/2004,05.00.00,-200,753,-200,0.4,426,-200,1568,-200,792,337,6.9,49.3,0.4913
25/02/2005,19.00.00,3.4,1162,-200,12.6,1070,399,625,189,1229,1237,8.6,48.2,0.5385
05/12/2004,04.00.00,1,862,-200,2.8,639,148,1033,81,1100,727,12.3,67.5,0.9624
19/08/2004,11.00.00,1.1,1011,-200,6.1,816,33,830,35,1614,680,36.9,30.9,18934
08/01/2005,04.00.00,1.2,972,-200,3.4,674,169,926,88,1032,882,7.9,69.3,0.7413
28/11/2004,01.00.00,2.3,1143,-200,7.6,882,289,738,86,1260,1069,10.8,77.5,10027
25/12/2004,11.00.00,2.8,1374,-200,10.6,999,379,598,138,1316,1776,10.2,67.3,0.8373
30/06/2004,20.00.00,3.5,1217,-200,17.6,1227,224,641,158,2040,1404,31.9,33.7,15663
05/12/2004,03.00.00,1,884,-200,3,651,-200,1034,-200,1105,741,12.2,69.6,0.986
14/08/2004,13.00.00,0.8,873,-200,3.8,699,47,999,53,1413,528,36.2,24.1,14235
07/08/2004,23.00.00,1.9,1033,-200,10.9,1011,89,681,93,1768,875,26.3,51.3,17251
21/07/2004,01.00.00,-200,1057,-200,7.6,881,53,784,67,1574,1081,27.6,38.2,13911
05/01/2005,09.00.00,4.8,1596,-200,21.6,1341,830,436,162,1672,1991,9.1,67.5,0.7831
14/02/2005,23.00.00,1.6,988,-200,6.6,839,202,803,139,936,963,8.8,31.2,0.3533
11/01/2005,23.00.00,3.5,1433,-200,16.2,1186,586,479,151,1497,1738,11.9,69,0.9568
06/11/2004,12.00.00,3.3,1391,-200,17.1,1214,490,518,112,1691,1435,20.4,57,13507
17/10/2004,16.00.00,-200,877,-200,5.1,769,-200,962,-200,1212,529,22.4,36,0.9621
08/01/2005,16.00.00,4.3,1532,-200,18.9,1265,643,482,194,1578,1777,13.3,59,0.8945
30/10/2004,16.00.00,3.9,1394,-200,19.1,1272,461,526,135,1869,1442,22.9,61.6,17014
20/10/2004,06.00.00,-200,1196,-200,13.1,1086,-200,594,-200,1659,1224,18.5,74.4,15661
20/07/2004,03.00.00,-200,930,-200,3.9,708,-200,924,-200,1440,1012,25.2,41.5,13106
10/10/2004,06.00.00,1.2,1082,-200,6.3,825,163,753,59,1526,930,21.3,69.1,17275
25/08/2004,14.00.00,1.3,972,-200,6.2,820,60,811,66,1535,630,34.4,30.6,16402
28/01/2005,20.00.00,1.9,-200,-200,-200,-200,224,-200,155,-200,-200,-200,-200,-200
03/08/2004,13.00.00,-200,1118,-200,10.5,995,144,689,111,1779,863,35.1,32.4,17996
22/08/2004,09.00.00,-200,924,-200,6,814,-200,830,-200,1519,798,25.2,47.4,14978
17/08/2004,02.00.00,0.5,867,-200,2.9,645,23,1001,36,1385,656,25.7,43.8,14233
23/12/2004,01.00.00,1.9,952,-200,5.5,790,210,921,113,896,1038,4.3,46.4,0.3896
26/01/2005,07.00.00,-200,800,-200,0.9,492,90,1310,71,783,353,3.6,49,0.3915
20/02/2005,21.00.00,1.4,1029,-200,3.8,699,193,851,140,1001,795,7.7,56.9,0.5994
03/01/2005,19.00.00,5,-200,-200,-200,-200,728,-200,190,-200,-200,-200,-200,-200
16/06/2004,07.00.00,2.7,1244,-200,18.9,1265,176,640,95,2084,1257,21.3,56.9,14226
25/02/2005,15.00.00,1.8,1016,-200,6.7,842,253,762,140,1067,778,12.5,38.5,0.5568
19/02/2005,12.00.00,2.3,1122,-200,6.4,831,393,722,210,982,1317,7.4,43.8,0.4538
05/08/2004,21.00.00,-200,1002,-200,5.4,783,79,805,92,1623,875,20.7,81.8,19717
23/08/2004,22.00.00,1.2,895,-200,6.8,846,41,819,60,1371,787,26.6,30.6,10459
06/12/2004,04.00.00,0.6,857,-200,1.7,562,78,1140,54,1130,646,11.9,79.6,11043
25/09/2004,00.00.00,1.2,835,-200,3.9,705,19,1117,2,1161,592,15.6,50,0.8773
20/06/2004,23.00.00,4.2,-200,-200,-200,-200,136,-200,108,-200,-200,-200,-200,-200
02/07/2004,21.00.00,1.9,1008,-200,10.7,1004,133,817,124,1588,1125,27.4,27.1,0.9736
20/12/2004,10.00.00,2.9,934,-200,5,766,269,878,111,1047,836,8.9,57.4,0.6575
26/07/2004,11.00.00,-200,974,-200,8.1,905,97,838,97,1596,805,33.9,26.9,13964
18/02/2005,19.00.00,3.3,1253,-200,16,1179,421,573,210,1268,1387,8.5,39,0.4336
07/06/2004,08.00.00,4.3,1201,-200,25,1428,285,664,118,2249,1378,21.7,44.2,11321
20/12/2004,15.00.00,2.2,838,-200,3.8,699,152,1015,89,944,546,9.4,44.9,0.5296
31/08/2004,16.00.00,1.4,1040,-200,7.6,882,132,756,71,1560,635,34.5,28.6,15393
14/12/2004,11.00.00,4.4,1408,-200,24.3,1412,811,484,192,1608,2056,11.7,55.7,0.763
07/07/2004,08.00.00,4.1,1428,-200,27.9,1500,358,496,141,2275,2021,26.9,34.4,12036
24/08/2004,07.00.00,1.6,965,-200,10,977,149,725,94,1515,1014,20.6,45.5,10925
23/01/2005,16.00.00,-200,1095,-200,7,857,281,756,180,1075,1020,8.9,49.1,0.5629
24/02/2005,03.00.00,0.7,895,-200,1.5,545,-200,1080,-200,964,685,4.3,81,0.677
02/02/2005,21.00.00,4.1,1281,-200,15.6,1168,655,571,212,1195,1756,6.7,39.6,0.3906
29/08/2004,04.00.00,-200,904,-200,4.8,753,-200,809,-200,1529,766,21,66.9,16454
13/12/2004,15.00.00,4.4,1590,-200,28,1503,743,575,204,1559,2257,16,38.7,0.6987
04/10/2004,23.00.00,-200,1011,-200,7.4,875,-200,787,-200,1446,1012,20.6,60.9,14642
13/01/2005,23.00.00,1.8,1141,-200,7.8,892,244,686,101,1213,1141,8,73.4,0.7899
07/11/2004,16.00.00,0.9,789,-200,3.4,675,95,1121,50,974,482,16.8,32.1,0.6073
31/01/2005,08.00.00,1.8,1049,-200,7.1,863,350,826,198,923,979,3.7,33.9,0.2732
25/02/2005,14.00.00,2.2,1021,-200,7.6,882,305,727,137,1097,847,11.5,42.1,0.5706
23/09/2004,10.00.00,2.4,1215,-200,14.8,1141,334,631,118,1766,1285,26.3,48.1,16199
28/10/2004,03.00.00,0.7,881,-200,4.2,724,-200,913,-200,1277,776,14.8,79.7,13286
16/01/2005,14.00.00,0.8,819,-200,1.9,576,114,1142,85,809,492,11.4,32,0.431
01/08/2004,22.00.00,1.7,1142,-200,9.1,945,73,682,83,1736,793,27.8,52.6,19398
07/10/2004,23.00.00,1.7,1162,-200,10.8,1008,183,658,60,1556,1160,20.9,61.3,14923
29/07/2004,21.00.00,-200,1106,-200,13.8,1109,129,658,135,1752,1106,28.5,32.1,12296
15/11/2004,17.00.00,2.6,931,-200,11.5,1032,403,795,164,1098,991,13.5,27.9,0.4287
