@relation 'teste 10-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute CO(GT) numeric
@attribute PT08.S1(CO) numeric
@attribute NMHC(GT) numeric
@attribute C6H6(GT) numeric
@attribute PT08.S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08.S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08.S4(NO2) numeric
@attribute PT08.S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
3.3,1236,-200,18,1239,186,637,169,1986,1106,34.5,28.5,1531
1.4,1056,-200,7.6,883,64,799,63,1672,684,36.2,31.1,18371
2.1,-200,-200,-200,-200,215,-200,148,-200,-200,-200,-200,-200
4.9,-200,-200,-200,-200,641,-200,215,-200,-200,-200,-200,-200
2.8,1150,-200,13.6,1105,557,629,199,1450,1160,12.5,71.3,10285
1.2,1052,-200,3.9,704,141,807,96,1210,909,13.2,69.9,10526
3.2,1170,-200,13.3,1095,358,618,116,1470,1195,15.2,58.4,10007
-200,879,-200,2.1,594,134,1119,98,839,792,2.5,54.1,0.4017
-200,1031,-200,8,901,-200,775,-200,1502,628,33.5,29,14797
0.6,851,-200,2.6,627,21,1129,30,1433,419,31.6,38.9,17838
3.3,1190,-200,11.8,1044,615,615,166,1324,1354,10.8,52.1,0.6746
2,1219,-200,7.7,889,260,649,111,1186,1405,7.9,72.1,0.7679
-200,1612,-200,38.8,1745,-200,398,-200,2357,1834,19.3,59,13077
2.6,1104,-200,11.2,1023,477,677,158,1314,1189,9.7,73.1,0.8787
-200,1140,-200,9.6,963,122,669,102,1815,918,21.5,78.8,19939
2.7,1229,-200,13.9,1114,352,598,76,1723,1247,19.7,73.7,16708
1.7,1037,-200,7.8,890,-200,765,-200,1408,735,30.7,30.7,13338
4.2,1435,-200,23.4,1387,664,544,86,2140,1467,19.9,74.3,17083
-200,978,-200,4.8,756,266,834,115,1015,878,2.4,86.6,0.6369
1.4,914,-200,8,900,86,1010,68,1596,706,30.7,26,11287
0.8,896,-200,6.1,817,57,992,70,1426,554,37.4,15.8,0.9998
-200,979,-200,8.4,917,-200,795,-200,1398,903,18.1,56.4,11645
0.9,913,-200,3.8,701,181,926,72,1219,750,12,80.1,11231
1.2,1008,-200,7.2,866,58,937,68,1573,695,36,20.5,11995
-200,913,-200,7,857,-200,892,-200,1275,640,20.3,41.3,0.9745
-200,935,-200,5.5,787,43,864,56,1588,728,25.1,51.1,16044
2.1,1146,-200,14.1,1119,171,746,101,1823,1200,27.2,30.7,10884
-200,987,-200,5.4,782,-200,875,-200,1514,593,34.9,29.5,16275
0.4,814,-200,2.1,589,42,1119,36,1246,565,20.8,55.9,13581
0.4,814,-200,0.8,482,57,1426,41,1027,457,14.5,62.9,10335
1.1,919,-200,5.7,796,62,870,80,1538,560,28.1,41.1,1535
-200,1011,-200,4.4,734,-200,967,-200,1497,918,19.2,87.2,19195
2.3,-200,-200,-200,-200,211,-200,148,-200,-200,-200,-200,-200
4.5,1354,-200,19,1269,773,506,141,1530,1580,8.6,82.3,0.9198
1.9,1113,-200,11,1013,125,702,119,1781,903,34,32.7,17146
1.9,973,-200,9.2,949,-200,987,-200,1615,820,23.5,36.9,10518
-200,913,-200,4.5,735,-200,905,-200,1024,706,11.8,44.3,0.6141
0.7,925,-200,4.6,742,127,876,43,1381,842,18.1,72.1,14834
1.5,988,-200,9,941,361,801,99,1399,1035,14.4,60.3,0.9802
1.2,1022,-200,6.8,849,32,813,44,1583,732,39.9,23.8,17127
0.3,805,-200,0.5,437,28,1491,28,738,296,6.9,39.8,0.3966
0.4,820,-200,2.2,597,18,1069,29,1346,603,24.3,48.3,14449
0.4,793,-200,2,581,-200,1169,-200,1152,668,15.5,58.8,10309
2.9,1087,-200,17.1,1213,661,668,243,1216,1402,11.9,27.9,0.3882
1.1,918,-200,5.8,805,43,816,55,1571,759,25.4,55.1,17628
2.9,1139,-200,11.5,1031,652,649,170,1181,1388,12.4,37.1,0.5329
3.4,1124,-200,19.7,1289,265,765,153,1863,1132,31.1,18.7,0.8302
1.1,976,-200,6.9,852,47,866,77,1467,559,40.4,19.8,14724
0.1,897,-200,4.2,722,201,987,108,953,959,3.7,57.9,0.4651
-200,985,-200,9.5,957,-200,773,-200,1426,860,20.8,45.8,11126
0.9,861,-200,2,585,94,1120,77,807,553,3,49.1,0.3774
-200,1071,-200,6.7,842,-200,873,-200,1575,740,20.3,77.2,18204
1.3,974,-200,8.2,908,83,793,75,1546,1057,21.1,46.9,11585
5.1,1574,-200,27.2,1483,775,460,186,1778,1962,16.8,48.4,0.9175
1.6,989,-200,7.8,889,85,889,89,1602,664,35.3,20.8,11664
0.7,931,-200,3.3,670,-200,931,-200,1326,792,18.7,68.5,14586
1.2,875,-200,7.3,871,241,890,82,1253,890,12.1,62.6,0.8825
-200,1092,-200,8.3,911,-200,735,-200,1506,1052,22,59.8,1562
1.9,1021,-200,10.2,985,339,816,107,1524,977,23.3,46.2,1301
1.3,912,-200,3.5,683,201,961,125,872,699,7,38.4,0.3861
2.1,1115,-200,14.7,1140,133,682,129,1746,1020,41.1,16.5,12701
0.2,854,-200,1.6,553,2,1203,5,1418,396,25.5,61.8,19831
0.6,821,-200,2.4,614,45,1309,49,1350,430,22.4,39,1.04
0.4,829,-200,2.2,602,23,1123,36,1410,596,23.5,46.7,13361
1.6,969,-200,6,812,259,989,100,1189,842,14.9,53.4,0.8998
-200,890,-200,6,813,-200,898,-200,1274,772,15.4,57.7,10008
1.2,926,-200,5.9,805,60,901,78,1511,524,29.4,34.4,13899
4.9,1424,-200,24.5,1417,-200,488,-200,2092,1674,33.2,30.1,15095
2.8,1177,-200,15.2,1156,147,684,120,1983,1310,24.6,45.8,1394
1.2,877,-200,5.9,808,73,1011,70,1614,723,20.4,55.8,13196
1.1,904,-200,5.8,801,44,852,53,1400,862,24.1,37.9,11204
0.7,758,-200,3.3,670,50,1070,42,1365,688,16.6,56.8,10629
2.5,1039,-200,16,1180,184,833,127,1815,1047,33.7,21.3,10988
1.1,980,-200,5.7,800,100,863,79,1407,903,22.7,53.8,14666
1.7,977,-200,8.3,913,104,744,81,1512,977,24.7,41.8,12839
1.3,960,-200,5.7,798,73,854,84,1459,780,28,34.9,12989
1.7,1247,-200,9.6,961,167,666,71,1569,1112,23.8,56.1,16298
2.4,1140,-200,12.7,1072,267,626,90,1597,1143,21.7,57.7,14766
1.4,1005,-200,7.3,868,71,779,85,1633,771,29.8,41.8,17269
-200,932,-200,5.6,792,-200,818,-200,1323,903,14.9,73.8,1.24
8.4,1808,-200,40,1771,686,373,163,2486,2235,24.3,54.3,16276
1.8,-200,-200,-200,-200,371,-200,112,-200,-200,-200,-200,-200
2.7,1290,-200,18.1,1244,293,604,103,1853,1415,25,50.8,15903
-200,975,-200,7.8,891,-200,814,-200,1361,911,15.8,57.6,10271
1.3,1012,-200,6.1,817,302,819,89,1314,878,12.2,78.8,11178
2.6,1115,-200,10.9,1012,453,650,142,1230,1161,4,78.5,0.645
0.4,758,-200,1.9,580,22,1215,36,1374,531,22.1,44.3,11665
-200,905,-200,8.6,923,-200,1025,-200,1582,707,28.7,27.7,1071
0.4,847,-200,1.9,576,33,1139,29,1321,507,17.9,77.7,15795
-200,1017,-200,3.5,680,-200,996,-200,1421,729,27.8,49.4,18209
-200,1053,-200,8.3,913,-200,824,-200,1578,1033,19.7,70.3,15925
-200,762,-200,0.4,434,77,1556,60,763,318,3.9,47.3,0.3862
1.7,1054,-200,12.6,1071,252,1006,116,1380,940,37.1,15,0.9297
1.2,959,-200,5,763,56,976,58,1561,549,31.9,30.3,14125
1.2,954,-200,6.3,826,56,870,70,1531,691,35.8,25.7,14861
2.7,1212,-200,15,1149,279,562,49,1710,1599,18.4,78.1,1637
2.8,1276,-200,13.5,1099,370,559,152,1504,1388,13.6,64,0.9891
2.8,975,-200,9,938,367,874,147,989,928,9.6,29.6,0.3545
-200,1161,-200,12.2,1057,-200,613,-200,1764,1026,25.1,51.5,1621
-200,1358,-200,15.3,1158,-200,529,-200,1537,1326,9.3,77,0.9018
1.3,1088,-200,8.8,932,203,706,72,1565,1034,21.5,67.5,1708
11.9,2008,-200,50.6,1980,1389,325,220,2562,2342,12.4,74.7,10741
0.5,825,-200,3.2,667,47,1079,62,1475,659,22.8,48.9,13424
1.1,1022,-200,4.3,729,-200,803,-200,1139,1034,11.5,68.2,0.9271
1,934,-200,6,811,75,896,86,1343,553,33.8,22.8,11781
1.8,990,-200,6.1,817,277,849,134,1071,1111,10.2,49.4,0.6138
1.4,1083,-200,7.8,889,72,725,56,1734,918,27.6,52.1,18936
-200,769,-200,0.3,412,28,1481,28,727,326,4.4,42.2,0.3571
3.1,1375,-200,12.8,1076,495,555,180,1377,1599,12.9,59,0.8736
2.7,1072,-200,15,1148,180,805,127,1683,1171,25.3,24.6,0.7796
1.3,973,-200,4.9,761,235,862,156,865,682,12.2,24,0.3392
3,1307,-200,17.9,1236,397,649,137,1869,1356,32.2,34.2,16145
0.5,757,-200,2.7,635,36,1445,45,1345,451,27,28,0.981
0.4,866,-200,2.9,644,49,1162,41,1218,629,24.5,38.5,11688
1.4,925,-200,3.4,678,176,960,125,861,594,2.8,49,0.37
-200,1265,-200,17.4,1221,-200,578,-200,1760,1354,22.2,51.3,13543
2.6,1083,-200,14.8,1141,177,825,143,1793,1008,37.7,17.7,11383
-200,929,-200,3.3,668,-200,937,-200,1054,696,10.6,59.9,0.7674
1.7,1019,-200,5.5,788,226,828,85,1267,812,11.4,83.7,11278
1.7,1143,-200,10,979,109,677,79,1829,1156,26.6,50.8,17419
1.6,1250,-200,8.8,933,338,620,176,1144,1489,5.2,65.5,0.5836
1.9,1079,-200,8.8,932,312,719,184,1018,1056,11.4,32.6,0.4373
2,1021,-200,9.5,959,332,760,149,1297,910,7.9,73.5,0.7883
1.9,1126,-200,9.5,957,122,694,71,1841,1034,29.4,53.1,21362
1.1,952,-200,3.2,665,146,907,119,1007,703,4,79.3,0.6517
5.3,1606,-200,30.9,1573,688,419,175,2165,1900,24.9,50,15522
2,1129,-200,9.8,971,325,707,90,1315,1064,8.7,83.7,0.9454
-200,1054,-200,11.6,1036,-200,697,-200,1585,830,35.7,22.2,12765
0.6,949,-200,2.1,589,77,987,63,1001,464,3.3,84.3,0.6617
-200,1468,-200,19.4,1280,-200,518,-200,1899,1423,19.7,66.4,15035
0.3,901,-200,5.1,767,-200,961,-200,944,965,4.2,53.6,0.4454
-200,1629,-200,29.4,1536,-200,435,-200,2205,1773,25.3,49.6,15805
1.6,990,-200,7.6,881,133,985,81,1685,874,22.4,47.9,12817
2.6,1177,-200,13.2,1090,298,612,86,1632,1209,26.3,43.6,14663
-200,1030,-200,6.8,848,77,734,71,1691,1048,21.8,74.1,1915
1.9,1133,-200,10.2,984,110,838,92,1897,976,26.6,47.6,16315
2.5,1042,-200,11.5,1031,369,756,131,1094,1084,16.1,23.4,0.4248
-200,987,-200,5.5,790,-200,838,-200,1608,830,25.4,52.7,16867
4.3,1521,-200,16.9,1208,681,497,179,1549,1770,12.2,65.8,0.931
1,893,-200,2.6,629,212,1015,111,837,456,2.7,50.5,0.3804
2.5,1214,-200,12.9,1080,323,611,87,1642,1190,26.3,43.7,14718
-200,1250,-200,10.7,1003,-200,647,-200,1638,1217,23.5,54.5,15553
1.1,984,-200,3.1,661,130,898,105,965,638,7.7,54.4,0.5753
2.5,1216,-200,14.4,1130,117,655,115,1994,1246,30.5,42.3,18173
0.8,816,-200,3.5,684,42,1195,56,1285,467,39,15.1,10424
5.1,1589,-200,24.1,1407,932,556,203,1757,1972,15.8,57.9,10292
4.8,1288,-200,17.6,1228,632,549,250,1333,1502,8.3,40.3,0.4411
-200,969,-200,3.1,659,-200,945,-200,1082,691,11.1,65.3,0.8601
2.8,1240,-200,15.6,1168,308,582,86,1714,1235,20.5,63,15043
0.8,863,-200,1.5,545,86,1119,78,749,484,4.3,38.1,0.3207
-200,1053,-200,12.7,1072,-200,733,-200,1495,832,20.9,40.3,0.9866
0.6,840,-200,3,654,-200,1124,-200,1489,614,20.8,58.4,14189
-200,1044,-200,9.7,967,-200,672,-200,1540,1133,27.4,41.4,14877
2,1122,-200,9.3,951,126,687,95,1729,1022,31.2,41.9,1871
2.4,1116,-200,12.2,1057,425,639,112,1532,1236,20.4,58.1,13762
1.6,978,-200,6.4,831,257,807,116,1257,838,14.9,62.5,10529
-200,824,-200,2.2,602,54,1138,44,1337,593,21.1,63.8,15817
2.9,1286,-200,10.5,996,473,644,167,1217,1827,8.9,54.8,0.6244
3.6,1282,-200,13.8,1111,570,586,208,1455,1428,18.3,50,10431
2.3,1136,-200,8.2,906,346,729,120,1274,1140,12.6,63.2,0.9209
-200,812,-200,1.6,549,55,1213,43,1079,531,13.8,64,10042
2.1,1150,-200,7.8,891,331,684,179,1198,1002,13.9,43.8,0.6937
1.4,-200,-200,-200,-200,56,-200,70,-200,-200,-200,-200,-200
2.1,1169,-200,7.9,895,318,681,192,1201,1106,5.5,81.5,0.7393
3.1,1246,-200,17,1209,340,632,158,1792,1270,28.5,39,14928
-200,995,-200,5.5,789,-200,828,-200,1432,874,19.8,66.9,15277
1.5,1016,-200,4.6,744,231,825,167,1053,1020,4.2,77.9,0.6479
-200,1456,-200,23.4,1389,-200,443,-200,1808,1504,9.1,77.1,0.8947
3.6,1396,-200,16.5,1196,713,524,175,1492,1653,11.7,62.7,0.8586
6.7,1571,-200,31.8,1593,615,469,173,2409,1686,25.1,55.8,17511
2,1016,-200,9.1,945,498,724,93,1147,1038,4,84.4,0.6943
0.4,826,-200,0.7,465,50,1322,46,978,433,11.9,61.1,0.8527
8,1884,-200,43.7,1846,895,348,194,2595,2203,24.6,58.9,18005
1.1,903,-200,5.8,805,49,886,64,1361,581,33.4,22.5,11398
0.6,942,-200,4.2,723,36,968,42,1573,698,23,54.6,15177
1.7,-200,-200,-200,-200,285,-200,117,-200,-200,-200,-200,-200
2.5,1185,-200,5.9,807,-200,685,-200,1051,1467,5,66.3,0.5811
-200,924,-200,6,814,-200,830,-200,1519,798,25.2,47.4,14978
1.7,1007,-200,9.8,971,120,866,106,1682,802,31.3,28.7,12885
1.4,985,-200,8.5,919,89,918,90,1540,737,36.3,17.5,10411
1.4,999,-200,8,899,62,869,74,1629,637,35.8,22.4,12915
1.7,1088,-200,9.1,945,-200,636,-200,1613,1165,22,55.4,14436
-200,1097,-200,13.6,1103,-200,659,-200,1520,1113,15.6,55.4,0.9725
0.4,795,-200,1.8,569,18,1178,27,1426,497,25.2,55,17405
1.4,906,-200,7.7,885,-200,872,-200,1304,912,13.5,59.4,0.9176
1.7,950,-200,6.6,839,287,834,169,878,977,9.4,24.8,0.2923
2.8,1143,-200,15.9,1176,312,677,148,1551,1108,27.7,25.1,0.9158
1.8,1120,-200,7.8,890,-200,728,-200,1546,1035,23.6,49.6,14247
1.9,992,-200,9.1,943,325,847,103,1351,936,22.2,33.6,0.8886
-200,757,-200,0.6,459,49,1447,44,735,337,5.7,41.5,0.3836
0.9,1065,-200,7.4,872,82,831,97,1481,927,31.6,23.8,10842
1.4,1066,-200,10.1,982,239,740,53,1699,1065,19.7,74.4,16829
2.7,1184,-200,13,1084,357,612,71,1674,1151,19.3,75.8,16762
0.6,811,-200,2.5,622,52,1315,60,1307,432,22.3,35.3,0.9371
3.9,1316,-200,17.6,1228,484,540,174,1610,1413,17.6,53.1,10596
1.7,1197,-200,7.6,881,320,820,99,1295,1173,12.3,81.9,11674
2.2,1048,-200,9.9,973,346,731,148,1298,1074,10.5,70.3,0.893
-200,925,-200,4.2,721,-200,969,-200,1317,484,36.1,20.7,12151
3.7,1348,-200,23.8,1398,515,505,101,1847,1444,20.3,58.4,13745
1.6,954,-200,5.9,807,208,833,115,1243,855,15.7,60.8,10769
2.4,1067,-200,12.3,1059,337,671,181,1085,1163,10.4,23.1,0.2905
5.7,1502,-200,33.5,1631,350,459,140,2622,1858,27.1,43.1,15224
1.9,1173,-200,7.7,885,274,685,134,1288,1038,15.6,54.8,0.966
3,-200,-200,-200,-200,473,-200,172,-200,-200,-200,-200,-200
1,920,-200,3.2,667,131,1005,95,916,813,3.6,55.4,0.4419
-200,1254,-200,6.6,840,-200,787,-200,1602,846,26.1,66.8,2231
1.9,1159,-200,11,1016,-200,595,-200,1681,1260,23.4,51.6,14639
1,926,-200,5,763,41,949,54,1491,504,33.8,32.1,16596
0.4,844,-200,0.6,454,-200,1327,-200,908,385,2.5,86.6,0.6407
-200,1339,-200,18.6,1257,-200,579,-200,2031,1360,24.6,63.9,19459
4.3,1313,-200,16.9,1206,690,513,144,1469,1546,6.9,75.2,0.7505
0.6,906,-200,4.1,719,-200,1050,-200,1561,612,24.3,48.2,14476
0.7,828,-200,3.1,660,156,1078,85,881,781,2.2,60.1,0.4361
1.9,1123,-200,13.1,1088,157,746,92,1789,1191,24,36.6,10772
2.1,1097,-200,9.1,944,297,716,107,1489,982,17.3,79.3,15569
2.4,925,-200,8.6,923,442,841,162,1115,944,11.1,38.1,0.5023
-200,825,-200,3.1,661,-200,1074,-200,1207,710,14,67.4,10703
0.6,807,-200,3.5,681,41,1092,65,1435,765,24.8,37.8,11639
-200,828,-200,1.1,506,75,1222,73,945,673,4.8,75.7,0.659
-200,847,-200,1,502,-200,1198,-200,1020,508,9,75.8,0.8721
1.4,1007,-200,9.4,956,73,763,105,1654,666,37.9,23.8,15392
0.9,879,-200,1.4,534,84,1129,74,785,470,7,39.8,0.4006
4.7,1468,-200,22,1351,741,472,127,1783,1611,15.1,74.3,12623
-200,975,-200,6.2,822,-200,852,-200,1049,876,8.5,43.6,0.4865
4.3,1184,-200,16.4,1193,839,626,212,1327,1479,14.5,33.8,0.5541
0.3,709,-200,0.5,437,31,2559,27,787,324,12,37.3,0.5239
1.7,1141,-200,6.1,816,244,745,169,1026,1230,8.5,45.8,0.5108
-200,966,-200,4.8,756,-200,908,-200,1363,741,15.9,78.1,14039
-200,1338,-200,16.9,1207,212,576,150,1951,1697,28.1,37.3,13922
-200,1264,-200,15.9,1177,132,628,134,1820,1593,29.4,33,13343
-200,974,-200,7,859,-200,772,-200,1383,954,15.2,73.1,1257
1.7,1008,-200,6.7,845,-200,832,-200,1349,856,26.3,29.5,0.9959
-200,776,-200,1.3,525,87,1391,72,770,585,5.1,44.8,0.3967
1.9,1074,-200,9.2,946,219,767,93,1635,1079,23.1,62.8,17562
2.9,1232,-200,11.5,1032,391,599,123,1347,1331,9.4,75,0.8874
2.2,1089,-200,6.5,835,307,778,110,1216,1004,11.8,65,0.8966
1.6,962,-200,9,940,209,889,89,1441,855,22.8,41.8,11417
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
2.9,1412,-200,18.6,1256,333,525,98,1797,1435,24.9,50.9,15856
-200,681,-200,0.4,428,24,1768,21,817,297,10.7,39.2,0.5045
-200,1005,-200,8,900,62,747,81,1620,1000,25.1,46.3,14486
-200,787,-200,0.6,452,-200,1400,-200,823,370,7.8,48.1,0.5095
0.7,-200,-200,-200,-200,41,-200,58,-200,-200,-200,-200,-200
4.5,1515,-200,18.7,1259,632,508,147,1695,1555,15.6,70.2,1238
-200,915,-200,3.4,674,-200,970,-200,1481,829,20.5,78,18636
