@relation 'teste 03-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute CO(GT) numeric
@attribute PT08.S1(CO) numeric
@attribute NMHC(GT) numeric
@attribute C6H6(GT) numeric
@attribute PT08.S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08.S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08.S4(NO2) numeric
@attribute PT08.S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
-200,1005,-200,5.6,792,-200,809,-200,1638,725,29,51.7,20375
2.5,1191,-200,12.1,1055,304,707,116,1563,1221,22.2,47.9,12626
1.3,1024,-200,6.2,822,277,800,70,1266,954,12.4,77.1,11072
-200,1233,-200,14.9,1144,-200,575,-200,1436,1271,13.1,54.3,0.8167
0.6,849,-200,1.2,522,56,1158,51,779,467,3.6,48,0.3835
1.1,1022,-200,6.1,817,64,835,69,1669,821,23.7,54.3,15731
1.7,1021,-200,6.6,839,298,771,153,1084,914,13,40.3,0.6028
-200,1135,-200,11.4,1030,-200,662,-200,1789,1104,31.7,36.7,16843
6.4,1804,-200,35.7,1679,1200,370,243,2005,2210,9.4,69.1,0.815
2,1008,-200,11.2,1021,177,714,122,1549,1176,29.9,26.2,10891
-200,766,-200,0.7,470,-200,1317,-200,810,404,8.5,44.8,0.498
1.7,-200,-200,-200,-200,277,-200,135,-200,-200,-200,-200,-200
0.6,825,-200,4,709,68,1050,74,1491,813,19.3,51.4,11364
1.6,1080,-200,8.5,920,60,739,67,1761,772,27.8,57.4,21107
2.9,1212,-200,16.4,1191,455,551,97,1586,1210,15.9,69.8,1253
4.1,1165,-200,11.3,1024,759,646,310,1134,1365,4.1,52.7,0.4345
0.9,925,-200,3.3,672,140,991,86,1154,709,16.1,55.4,10089
3.8,1310,-200,20.2,1301,496,746,149,1694,1350,14.6,56.6,0.9367
-200,975,-200,7.8,891,-200,814,-200,1361,911,15.8,57.6,10271
2.3,1054,-200,10,978,303,768,114,1398,1109,17.1,47.6,0.9208
2.1,1117,-200,7.5,876,300,706,123,1264,1057,12.4,64.7,0.9266
6.1,1458,-200,20.4,1307,706,497,165,1483,2103,6.1,60.5,0.5719
1.4,930,-200,6.6,838,189,957,78,1319,680,27.7,28.1,10272
1.4,1019,-200,7.7,889,54,787,65,1630,745,34.2,31.5,16675
1.6,1250,-200,8.8,933,338,620,176,1144,1489,5.2,65.5,0.5836
2,-200,-200,-200,-200,208,-200,144,-200,-200,-200,-200,-200
4.6,1467,-200,26.9,1477,483,491,153,2114,1592,25.4,48.7,15594
0.8,1021,-200,9.2,949,95,927,57,1764,977,19.5,68,15269
1.4,1004,-200,4.8,753,181,879,106,942,1036,4.2,57.1,0.4759
5.7,1578,-200,27.6,1494,980,448,160,1854,1800,9.9,77.6,0.9488
1,1007,-200,7.6,884,278,780,163,1014,951,8.9,38.1,0.4341
0.3,730,-200,0.8,477,-200,1433,-200,950,420,7.9,68,0.7265
1.4,1022,-200,4.6,744,149,1224,87,1210,847,16.5,59.2,11021
2.1,972,-200,8.2,909,364,827,111,1012,894,10,34.2,0.4212
2.4,1120,-200,11.9,1045,264,752,122,1563,975,31.8,27.4,12673
-200,1085,-200,9.2,948,-200,680,-200,1635,880,26.2,46.8,15669
1.2,1001,-200,5.7,799,59,800,46,1642,753,27.7,53,19423
0.8,949,-200,3.1,657,158,895,115,948,991,5,63.5,0.5575
3.6,1401,-200,18.8,1261,527,479,141,1580,1577,13.8,56.3,0.8841
3.2,1586,-200,13,1084,492,495,158,1473,1619,11,78.2,1022
-200,1062,-200,12.3,1060,120,725,137,1601,830,38.6,16.1,10853
1.5,990,-200,5.9,808,279,838,176,975,901,4.6,49.7,0.4271
2.1,1115,-200,14.7,1140,133,682,129,1746,1020,41.1,16.5,12701
-200,1092,-200,8.3,911,-200,735,-200,1506,1052,22,59.8,1562
-200,1086,-200,9.2,947,181,724,115,1724,1134,24.7,46.8,14337
1.9,1123,-200,13.1,1088,157,746,92,1789,1191,24,36.6,10772
1.1,1012,-200,5.2,775,49,899,53,1547,562,36.6,28.2,1697
3.6,1312,-200,15.9,1177,439,711,141,1588,1261,13.7,70.9,11076
4.8,1360,-200,30.4,1561,290,545,139,2525,1626,23.7,49,14152
1.3,1042,-200,7.9,897,63,901,76,1605,681,35.2,22.6,1267
1.6,1156,-200,13.5,1100,143,800,73,1884,1175,25.7,43.8,14262
5.7,1502,-200,33.5,1631,350,459,140,2622,1858,27.1,43.1,15224
1.6,1057,-200,8.4,914,157,796,116,1665,954,27.6,38,13818
2,1042,-200,6.5,834,304,808,106,1267,914,12.4,77.5,11115
0.7,938,-200,5.4,785,243,853,157,969,704,4.2,50.1,0.4168
1.6,957,-200,7.4,875,172,891,102,1525,871,25.7,33,10763
2,1069,-200,8.8,931,481,782,152,1054,1110,4.5,53,0.4495
0.5,805,-200,1.6,555,113,1255,72,1019,496,6.7,79.8,0.7872
-200,1026,-200,5.8,801,45,816,63,1545,1094,25.8,43.1,14113
2.5,1133,-200,9.3,951,310,825,112,1156,1254,7.9,60.2,0.6432
-200,1145,-200,14.5,1134,121,647,135,1828,1108,30.9,34.2,15064
4.3,1173,-200,20.9,1322,490,633,158,1679,1365,20.8,32.5,0.7873
3.8,1179,-200,22.5,1364,306,661,192,1845,1265,39.5,12.6,0.8894
5.3,1658,-200,27.1,1482,898,419,186,1893,2030,14.2,67.8,10879
2.3,-200,-200,-200,-200,92,-200,91,-200,-200,-200,-200,-200
1,883,-200,2.6,625,118,1069,70,997,630,9.2,55.9,0.6521
0.8,986,-200,3.4,674,-200,883,-200,1137,730,13.6,62.2,0.9643
-200,1174,-200,13.4,1097,-200,640,-200,1596,1203,22,54,14114
4.2,1364,-200,17.8,1234,529,504,190,1533,1606,8.3,67.4,0.7384
4.8,1323,-200,26.8,1474,501,554,173,1854,1547,28,23.3,0.8681
0.9,806,-200,3.4,675,61,1270,61,1414,528,23.1,39.4,10983
3.8,1337,-200,17.7,1231,647,505,185,1518,1611,14.7,52.3,0.8687
1.4,968,-200,5,765,227,843,156,863,692,12,24.3,0.3393
3.4,1272,-200,15.7,1170,215,620,160,1957,1347,32.8,33.4,1633
1.6,986,-200,8.9,937,114,833,120,1473,806,38,15.5,10119
0.4,799,-200,2.4,613,38,1120,43,1387,641,21.6,45.7,11665
0.5,869,-200,2.8,638,-200,1219,-200,1213,586,24.2,38.5,11491
-200,1051,-200,8.1,901,-200,778,-200,1379,1020,17.6,57.6,11471
5.2,1362,-200,22.8,1373,600,755,159,1698,1461,11.9,62.3,0.8674
2.3,1131,-200,8.3,912,444,728,120,1356,987,12.7,84.4,12352
0.7,942,-200,4.9,758,17,824,29,1567,856,28.1,51.6,19269
-200,820,-200,2.2,598,23,1065,30,1511,684,23.8,65.7,19079
0.7,-200,-200,-200,-200,22,-200,35,-200,-200,-200,-200,-200
2,1079,-200,10.3,988,165,633,87,1694,899,26.2,47.8,15979
1.1,890,-200,3.6,688,-200,1015,-200,897,840,11.7,33.8,0.4623
6.3,1673,-200,34,1643,572,436,182,2259,1781,24.6,50,15241
2.6,1147,-200,15.6,1168,417,858,165,1492,1118,33.3,18.9,0.9536
2.4,1115,-200,11.6,1036,289,649,99,1381,1200,14.9,58.4,0.9843
3.3,1131,-200,16.5,1194,172,726,125,1907,1009,29,33.4,13169
1.3,1118,-200,6.6,841,284,702,117,1056,1368,5.5,66.5,0.6054
3.1,1361,-200,21.8,1347,980,518,239,1456,1851,8.3,49.3,0.5414
0.4,704,-200,0.8,478,55,1498,41,821,348,10.4,37.4,0.4717
1.9,1015,-200,12.3,1062,127,877,120,1668,847,36.4,15.1,0.9005
0.9,903,-200,4.7,748,126,937,60,1373,801,19.4,63.5,14139
1.9,949,-200,12.6,1069,144,819,106,1547,905,35.1,15,0.8381
1.4,1013,-200,8.1,905,231,804,79,1499,974,18.3,65.5,13686
-200,787,-200,0.6,452,-200,1400,-200,823,370,7.8,48.1,0.5095
1.1,955,-200,6,811,61,841,59,1562,759,26.3,50.1,16889
0.8,916,-200,4.7,748,40,878,49,1559,742,23.7,54.6,15823
0.3,708,-200,0.5,437,-200,1941,-200,1227,334,19,49,1063
-200,922,-200,7.4,874,-200,851,-200,1447,663,30.4,28.2,1204
-200,1381,-200,22.1,1355,-200,516,-200,1931,1583,25.8,44.7,1459
0.4,790,-200,0.4,431,53,1439,49,722,354,2.8,43.8,0.3308
0.9,1042,-200,3.8,701,208,795,114,945,1216,1.8,68.9,0.4878
-200,1480,-200,26.2,1460,357,494,189,2238,2028,29.4,33.6,13526
0.5,894,-200,4,709,46,997,53,1432,853,24,37.8,11077
2,1065,-200,6.7,844,351,780,212,979,1117,8,33.3,0.3591
2.8,1473,-200,11.9,1047,424,522,149,1420,1411,8.7,83.7,0.9423
0.7,854,-200,2.2,600,-200,1102,-200,1252,542,25.4,38.6,12352
3.1,1260,-200,11.4,1030,492,639,122,1378,1355,10.5,75.4,0.9566
0.9,898,-200,2.9,646,189,1013,93,954,702,7,57.6,0.5784
2.3,1111,-200,7.5,877,293,735,129,1142,1104,6.4,74.9,0.7238
2,1119,-200,13.1,1088,155,741,149,1640,1124,40.4,14.5,10736
1.9,998,-200,8.5,920,241,802,103,1365,1042,16.6,51.3,0.9634
1.3,1038,-200,5.2,773,67,749,61,1568,687,27.5,50.4,18274
0.6,840,-200,1.4,534,47,1268,38,1109,483,13.6,75.5,1172
0.4,732,-200,0.7,472,37,1461,32,866,391,11.1,40.8,0.5395
1,-200,-200,-200,-200,63,-200,59,-200,-200,-200,-200,-200
3.4,1347,-200,13,1084,560,582,174,1290,2004,8.3,58.2,0.6391
0.9,881,-200,5,765,66,1029,86,1359,489,32,19.8,0.9273
0.6,832,-200,1.3,530,112,1346,63,1027,512,14.6,56.7,0.9358
1.5,1040,-200,8.6,923,165,769,69,1640,1049,22.1,66.5,17441
2.7,1222,-200,14.5,1133,282,624,96,1698,1195,24.9,49.2,15251
1.9,1152,-200,9.9,976,111,672,90,1800,1179,28,46.9,1748
3.5,-200,-200,-200,-200,763,-200,123,-200,-200,-200,-200,-200
1.1,1168,-200,6.5,836,118,666,92,1278,822,19.5,39.3,0.882
1.8,-200,-200,-200,-200,366,-200,121,-200,-200,-200,-200,-200
1,988,-200,5.2,774,206,842,89,1189,841,10.4,77.3,0.9709
0.8,896,-200,6.1,817,57,992,70,1426,554,37.4,15.8,0.9998
2,1188,-200,9.4,954,216,664,72,1636,1148,23.9,66.3,19361
3.6,1299,-200,16.6,1197,407,763,165,1688,1606,29.3,30.7,1229
3.6,1225,-200,19.4,1281,180,683,133,2082,1143,30.7,31.4,13686
-200,1161,-200,12.2,1057,-200,613,-200,1764,1026,25.1,51.5,1621
3.7,1468,-200,21,1323,530,496,105,1913,1641,24.4,52.5,15807
0.3,679,-200,0.6,449,42,1666,31,800,314,10.7,36.1,0.4639
1.4,991,-200,4.6,744,187,863,95,1069,949,7,73.6,0.7417
3.5,1352,-200,14,1118,438,625,127,1524,1188,14.6,72.1,11947
1,904,-200,5.5,787,-200,820,-200,1319,852,15.3,79,13605
1,921,-200,3.2,666,-200,954,-200,1288,480,24.8,40.1,12378
-200,827,-200,1.9,577,-200,1138,-200,1143,640,19.2,50.3,11087
0.9,961,-200,6.3,828,132,892,66,1491,837,21.3,63.2,15794
3.5,1411,-200,22.8,1371,1058,500,235,1484,1919,8.5,49.6,0.5517
2.2,985,-200,10.9,1011,425,779,148,1138,1010,17.9,22.3,0.4537
3.7,1317,-200,21.5,1338,200,593,198,2132,1362,37.1,26.9,16635
1,918,-200,4.6,742,-200,905,-200,1386,720,19.9,68.4,15673
3.4,1320,-200,16.9,1207,448,535,143,1498,1442,11.9,59.1,0.8211
2.4,1147,-200,14.6,1136,456,737,99,1708,1114,20.2,55.6,13043
-200,885,-200,5.6,791,-200,941,-200,1425,706,24.3,41.6,12467
-200,996,-200,7.3,868,69,957,51,1741,857,20.8,64.8,1568
1.9,1033,-200,10.9,1011,89,681,93,1768,875,26.3,51.3,17251
2.7,1189,-200,15.6,1167,391,599,114,1541,1315,18.7,53,11322
1.7,950,-200,6.6,839,287,834,169,878,977,9.4,24.8,0.2923
0.5,862,-200,3.4,677,96,973,43,1192,725,16.1,69.3,12591
1.4,1033,-200,7,856,60,774,62,1736,769,27.4,59.4,21395
0.9,1008,-200,7.1,861,260,858,149,991,1229,6.6,44.1,0.4333
1,868,-200,2.1,590,127,1081,100,753,420,10.6,26,0.332
5.4,-200,-200,-200,-200,1060,-200,186,-200,-200,-200,-200,-200
1.3,912,-200,3.5,685,-200,934,-200,1050,876,7.5,69.3,0.7201
-200,1297,-200,13.5,1100,-200,598,-200,1710,1350,21.5,63.2,15993
3,1301,-200,13.2,1092,534,525,262,1388,1484,7.2,72.4,0.7372
3.1,1312,-200,15,1148,400,532,148,1525,1411,13.4,64.5,0.9865
3.3,1358,-200,19.3,1277,403,563,123,1892,1429,25.7,47.8,15548
1.2,938,-200,2.8,639,104,1020,83,1059,777,9.7,70.9,0.8539
1.6,1092,-200,8,901,78,777,69,1691,734,37.4,29.9,18848
2.8,1184,-200,15.3,1157,338,586,94,1685,1273,18.2,71.4,14776
1.7,1024,-200,6.2,819,235,782,126,1101,1083,8.3,69.7,0.7632
0.4,1106,-200,4.4,733,165,822,109,1208,902,9.9,79.8,0.9725
0.4,817,-200,0.7,462,89,1378,66,732,308,2.5,52.7,0.3908
1.4,1032,-200,3.6,687,142,867,89,1109,878,9.8,70.7,0.8571
-200,1428,-200,23.6,1393,-200,490,-200,1976,1608,21.2,61.7,15309
3.5,1173,-200,17.2,1217,202,695,139,1930,1175,26.5,35,11981
1.9,968,-200,8.5,920,299,831,128,991,882,10.3,32.6,0.4094
0.6,990,-200,6.1,814,49,929,58,1399,578,33.9,20.3,10522
1.1,984,-200,3.1,661,130,898,105,965,638,7.7,54.4,0.5753
2.1,1165,-200,11.8,1042,227,631,68,1621,1133,19.5,70.7,15851
2.6,1016,-200,7.8,892,317,758,141,1109,945,9.2,49.8,0.5808
1.4,915,-200,7.8,893,205,872,90,1287,953,15.6,51.9,0.9135
5.3,1502,-200,29.8,1546,337,538,223,2199,1919,35.6,20.4,11646
-200,1149,-200,14.8,1143,112,620,111,1827,1143,28.1,40.3,15086
0.7,923,-200,4.1,715,170,915,112,1015,646,8.7,55.1,0.6228
4.1,1037,-200,11.9,1047,355,869,151,1159,1042,8.4,45.4,0.5035
-200,1049,-200,6.9,853,-200,699,-200,1605,882,23.5,59.8,17141
3.6,1267,-200,14.1,1118,473,592,166,1503,1310,21.5,42.7,10837
1.6,1124,-200,5.7,799,277,775,134,1231,969,12.8,65.5,0.964
2.7,1055,-200,10.8,1007,457,736,145,1301,1019,10.5,62.2,0.7923
-200,912,-200,5.6,794,-200,885,-200,943,731,12,31.1,0.434
1,939,-200,3,649,145,996,86,897,879,3.9,59,0.4807
-200,905,-200,8.6,923,-200,1025,-200,1582,707,28.7,27.7,1071
-200,1072,-200,6.4,831,-200,757,-200,1677,857,30.3,47.3,20034
8.1,1759,-200,31.6,1588,1155,437,205,1971,2234,14.6,67.7,11164
2.8,1232,-200,8.8,931,451,674,166,1171,1627,8.9,54.6,0.6226
4.1,1259,-200,17,1211,502,559,188,1243,1531,9.4,36.7,0.4324
-200,968,-200,6.2,823,-200,952,-200,1343,828,23.4,40.7,11551
-200,1473,-200,26.3,1463,683,462,143,1948,1605,20.6,56,13467
2.6,1099,-200,10.4,994,401,715,117,1164,1186,6.8,57.8,0.5768
1.4,1005,-200,7.3,868,71,779,85,1633,771,29.8,41.8,17269
2,1141,-200,10.5,996,179,767,125,1805,994,34.2,31.8,16837
0.7,949,-200,1.6,552,98,1035,81,919,531,8.8,50.7,0.5752
0.5,757,-200,1.6,551,94,1295,51,967,453,14.9,46.8,0.7885
1.6,1094,-200,6.7,845,198,780,113,1127,1064,6.7,74.4,0.7344
0.1,880,-200,2.9,649,33,1022,50,1374,739,22.2,42.8,11317
0.5,796,-200,3.2,667,55,1162,40,1295,558,20.6,56.6,13583
1,1035,-200,7,859,33,732,49,1680,996,27.4,55,19827
3.1,1472,-200,18.2,1246,306,512,87,1873,1455,28.1,45.3,16957
0.5,871,-200,2.4,611,11,1077,12,1494,526,27.5,53,19097
0.6,782,-200,2.1,591,28,1287,9,1130,461,15.4,52.7,0.9178
1.5,895,-200,3.1,660,238,975,155,826,596,4.6,46.8,0.4001
-200,830,-200,3.2,662,30,1217,31,1556,704,18.9,67.8,14689
-200,944,-200,8.3,910,-200,828,-200,1342,777,22,38.9,10154
0.9,866,-200,4.1,717,-200,909,-200,1328,827,17.2,71.7,1394
4.1,1351,-200,21.8,1345,538,502,117,1923,1420,19.5,67.1,1506
2.4,1165,-200,11.8,1043,125,717,120,1644,1188,26.8,29.9,10402
0.5,748,-200,2.2,595,107,1208,61,1089,677,12.8,59.8,0.8801
-200,1405,-200,22.8,1372,-200,497,-200,1883,1573,20,56.5,13051
3.3,1133,-200,9.8,971,357,683,172,1059,1332,7.8,41.3,0.4389
-200,892,-200,6.9,853,-200,1080,-200,1509,666,26,29.4,0.976
6.7,1432,-200,36.9,1706,702,488,204,2098,1842,24.7,27.9,0.8559
7.2,1521,-200,25,1430,691,449,187,1907,1761,17.3,58.2,11435
2.7,1184,-200,14.1,1119,243,594,104,1806,912,31.4,35.4,15972
-200,912,-200,3.3,671,-200,964,-200,1508,508,35.1,34.6,19255
1.5,878,-200,10.6,1000,306,880,138,942,936,14.8,15.6,0.2615
0.8,911,-200,3,654,38,1102,51,1466,477,30,41.3,17259
1.5,-200,-200,-200,-200,98,-200,87,-200,-200,-200,-200,-200
1.7,1019,-200,9.8,971,103,692,94,1760,1057,25.5,58,18611
1.6,969,-200,6,812,259,989,100,1189,842,14.9,53.4,0.8998
2.5,1156,-200,14.4,1129,118,688,110,1941,1181,28.9,41,16096
1.2,-200,-200,-200,-200,74,-200,85,-200,-200,-200,-200,-200
2.3,1078,-200,14,1116,157,815,137,1761,1013,40.6,15.3,11485
1.7,1005,-200,8.3,910,109,881,84,1670,751,28.4,34.4,1314
2.9,-200,-200,-200,-200,254,-200,187,-200,-200,-200,-200,-200
7.8,1713,-200,36.6,1699,1020,371,161,2196,1943,15.4,73,12648
1.4,-200,-200,-200,-200,264,-200,102,-200,-200,-200,-200,-200
1.6,889,-200,9,939,99,920,102,1492,647,30.3,19,0.8103
1.7,1055,-200,9,941,100,844,110,1648,932,35.2,24.8,13854
0.2,735,-200,1.4,533,-200,1338,-200,1350,493,21,47.5,11666
4.8,1372,-200,25.9,1451,318,631,206,2183,1541,35.8,22.1,12792
0.7,815,-200,2.6,627,27,1049,36,1518,650,23.4,61.7,17495
2.2,1134,-200,11.1,1017,268,724,107,1632,981,18.3,75.4,15682
4.5,-200,-200,-200,-200,629,-200,181,-200,-200,-200,-200,-200
0.6,821,-200,2.4,614,45,1309,49,1350,430,22.4,39,1.04
3.6,1277,-200,23.4,1388,254,611,100,2241,1513,20.2,54.5,12777
-200,1379,-200,25.2,1433,-200,605,-200,1982,1370,31.5,29.9,13638
3.2,1174,-200,18.8,1264,396,670,145,1598,1287,28.9,21.3,0.8382
1.1,904,-200,2.3,608,134,1033,100,807,398,8.3,40.3,0.4431
2,1145,-200,8.4,915,247,733,81,1586,892,21.1,68.6,17014
0.8,962,-200,4.7,747,37,862,38,1605,712,27.1,54.4,19168
-200,1143,-200,11.8,1043,-200,643,-200,1747,1079,29.9,39.6,16397
0.9,965,-200,6.1,818,35,844,47,1681,777,26.8,52.4,18141
5.5,1582,-200,26,1455,875,423,216,1725,1813,5.1,83,0.7352
1.7,897,-200,7.4,875,223,937,88,1227,902,18.4,33.2,0.6975
1.1,870,-200,4.7,749,64,1096,74,1487,612,22.2,44.1,11654
0.6,910,-200,1.3,524,74,1102,69,802,600,6.4,42.7,0.4126
2.7,1292,-200,14.7,1141,490,556,146,1498,1582,14.6,63.7,10508
0.4,795,-200,1.8,569,18,1178,27,1426,497,25.2,55,17405
3.6,1252,-200,20.9,1320,451,499,99,2001,1374,20.6,62.3,14915
2,1104,-200,14.3,1125,165,697,80,1815,1179,21.6,44.1,11269
1.9,1105,-200,10.5,995,162,778,149,1681,821,37.1,23,14229
1.5,1050,-200,8.4,916,-200,696,-200,1512,997,19.3,71.1,15746
3.7,1355,-200,19.7,1289,221,678,88,2158,1391,21,66.9,16436
1.2,992,-200,3.7,694,266,900,169,1020,756,3.9,79.5,0.6482
1.3,1112,-200,5.6,791,218,764,118,1216,934,13.2,64.2,0.9706
3.8,1224,-200,21.8,1347,483,602,176,1670,1901,26.4,26.4,0.8969
2.4,1123,-200,9.9,973,351,690,108,1520,999,17.3,79.9,15643
2.8,1312,-200,13.1,1087,440,567,147,1393,1452,13.8,50.9,0.796
0.6,912,-200,1.7,559,72,1016,64,837,656,5.7,46.6,0.4298
1,904,-200,3.4,674,177,968,126,824,578,9.6,31.1,0.3718
-200,1116,-200,11.8,1044,-200,613,-200,1694,954,28.3,39.2,14826
5.7,1478,-200,22.2,1357,723,473,178,1652,1639,7.2,78.5,0.803
3,1190,-200,15.9,1177,168,695,128,1934,1046,30.3,30.8,13044
0.7,813,-200,2.9,645,42,990,49,1530,802,21.9,67.1,17414
-200,760,-200,1.1,505,-200,1527,-200,1413,452,17.3,77.2,15104
0.8,1390,-200,15.6,1167,588,522,196,1392,1619,6.3,78.8,0.7544
1.4,1003,-200,8.2,907,76,862,91,1427,680,39.3,13.9,0.9715
4.1,1247,-200,16.3,1188,707,598,210,1237,1692,9.1,36.1,0.4172
3.3,-200,-200,-200,-200,492,-200,247,-200,-200,-200,-200,-200
4.5,1543,-200,15.8,1174,513,521,127,1542,1494,10.4,82.5,10406
2.3,1144,-200,11.9,1046,-200,682,-200,1564,879,40.7,17,12793
1.6,1077,-200,10.2,985,165,742,97,1780,1170,21.8,52.5,13529
0.7,977,-200,2.6,629,106,908,78,1129,835,12.3,68,0.9734
1.4,1009,-200,3.3,671,148,877,112,1010,610,6.7,62.8,0.6188
4.3,1482,-200,20.3,1305,472,503,128,1874,1464,22.9,57.6,15885
2.8,1330,-200,12.4,1063,488,578,169,1419,1352,14,60.1,0.9566
4.5,1387,-200,24.6,1419,309,559,192,2113,1677,33.6,26.4,13515
0.6,918,-200,1.6,551,114,1062,92,817,712,6.1,43.6,0.4129
1,919,-200,5.9,807,48,967,66,1598,775,22,52.8,13752
0.7,917,-200,4.1,714,-200,870,-200,1355,843,20.8,67.3,16353
0.4,850,-200,1.3,529,64,1183,56,780,385,6.1,40.8,0.3868
-200,1033,-200,10.8,1006,96,749,121,1564,725,39.1,18.7,12884
3.7,-200,-200,-200,-200,613,-200,177,-200,-200,-200,-200,-200
1,-200,-200,-200,-200,149,-200,74,-200,-200,-200,-200,-200
4.3,1525,-200,24.9,1427,439,450,104,2085,1577,23.6,62.2,17863
2.8,1203,-200,11.8,1043,428,617,202,1470,1217,17.6,52.2,10396
0.3,850,-200,3.1,659,32,1077,38,1402,557,23.5,44,12596
1.4,-200,-200,-200,-200,56,-200,70,-200,-200,-200,-200,-200
1,938,-200,3.8,702,147,904,75,1185,753,15.2,61.8,10602
0.6,810,-200,3.8,702,15,1093,24,1529,612,21.3,54.9,13707
-200,831,-200,1,498,50,1237,48,855,443,5.8,59.5,0.5519
3.1,1073,-200,14,1117,220,693,119,1762,1052,24,36.3,10708
1,937,-200,3.7,694,194,915,81,1054,817,6.5,79.7,0.7751
2.6,1194,-200,16.6,1198,275,587,101,1732,1228,19.3,67.5,14977
-200,997,-200,8,898,65,813,97,1613,856,27.7,37.9,13842
0.3,718,-200,0.9,486,32,1531,14,1072,398,15.4,53.7,0.9295
1.4,1443,-200,16.9,1207,645,502,208,1431,1673,6.9,76.9,0.7682
7.5,1479,-200,39.3,1756,755,466,209,2165,1908,23,33.6,0.9302
1.5,1080,-200,12.3,1059,107,733,123,1622,908,43.1,13.8,11803
1.4,1007,-200,7,857,301,1699,96,1248,921,8.7,80.8,0.9096
4.7,1461,-200,25.4,1440,621,440,177,1806,1669,14.3,56.3,0.9119
1.8,1110,-200,11.2,1021,119,820,96,1724,971,32.3,23.6,11271
0.4,910,-200,2.7,630,29,1061,35,1504,468,25.1,62.4,19602
1.5,1071,-200,5.5,787,290,755,170,1146,947,3.8,83.8,0.6771
-200,816,-200,2.6,624,41,1073,56,1422,729,19.7,51.4,11688
-200,830,-200,2.9,644,17,1235,23,1487,524,19.6,68.4,15443
