@relation 'teste 08-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute CO(GT) numeric
@attribute PT08.S1(CO) numeric
@attribute NMHC(GT) numeric
@attribute C6H6(GT) numeric
@attribute PT08.S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08.S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08.S4(NO2) numeric
@attribute PT08.S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
2.7,1146,-200,14.3,1125,363,846,149,1511,1016,33.4,20.3,1027
1,969,-200,6.5,835,97,859,64,1437,773,22.7,53.7,1458
1,1035,-200,7,859,33,732,49,1680,996,27.4,55,19827
-200,809,-200,3.2,664,-200,1061,-200,1323,459,26.8,35,12175
1.7,1065,-200,10,977,83,736,90,1733,1103,25.9,46.1,15174
1.8,963,-200,4.7,749,251,900,173,834,869,4,39.2,0.3228
-200,1468,-200,19.4,1280,-200,518,-200,1899,1423,19.7,66.4,15035
0.4,834,-200,1.8,565,-200,1187,-200,1444,473,28.8,49,19112
1,936,-200,6.8,849,70,882,61,1640,886,20.6,57.4,13753
3.2,1586,-200,13,1084,492,495,158,1473,1619,11,78.2,1022
-200,826,-200,3.8,698,-200,1017,-200,1331,542,25.7,36.9,11991
1,926,-200,5,763,41,949,54,1491,504,33.8,32.1,16596
3.2,1256,-200,16.1,1184,613,582,143,1448,1276,9.3,71.2,0.8325
0.6,857,-200,3.1,661,40,1083,50,1511,696,23.5,50.8,1452
2.3,1059,-200,8.1,905,356,735,179,1098,1130,7.3,52.8,0.5404
2.9,-200,-200,-200,-200,470,-200,160,-200,-200,-200,-200,-200
-200,915,-200,6.4,828,90,928,87,1474,630,31.7,25.6,1179
0.5,902,-200,3.5,680,6,919,11,1535,722,26.3,56.5,19027
-200,874,-200,0.7,472,49,1179,45,803,382,6.4,49.8,0.4814
3.8,1214,-200,15.1,1153,721,612,208,1244,1626,8.2,40.5,0.4414
3,1216,-200,11.7,1039,443,685,132,1183,1378,8.6,54.3,0.606
2,1085,-200,11.7,1039,100,745,96,1790,1092,27.8,38.7,14187
-200,872,-200,2.5,617,77,1026,86,1456,585,27.2,47.2,16803
2.1,1168,-200,15.4,1160,140,671,132,1784,1193,40.1,17.5,12721
1.8,1106,-200,9,938,247,685,76,1395,1010,16.1,71.2,12948
0.4,775,-200,2.6,628,27,1178,36,1437,554,21.9,50.1,13002
0.3,850,-200,3.1,659,32,1077,38,1402,557,23.5,44,12596
-200,968,-200,6.2,823,-200,952,-200,1343,828,23.4,40.7,11551
4,1176,-200,23.8,1398,339,567,111,2120,1494,17.3,54.3,10631
3.6,1339,-200,22,1352,225,569,187,1990,1469,40.6,18.2,1368
4.3,1482,-200,20.3,1305,472,503,128,1874,1464,22.9,57.6,15885
1.8,1126,-200,10,979,110,849,101,1700,907,31.9,25.8,12023
1.1,799,-200,3.6,690,169,1125,104,823,611,7.1,33.7,0.3417
0.8,880,-200,2.9,649,30,1056,48,1465,529,26.2,45.7,15324
-200,1264,-200,18.1,1244,235,584,167,1972,1496,32.2,32.6,15412
-200,870,-200,2.8,637,-200,947,-200,1445,716,21.3,64.1,16043
-200,1381,-200,26,1454,-200,455,-200,2404,1607,28.3,47.6,17981
2.8,1128,-200,14.2,1124,267,717,123,1832,1362,22.8,41.9,11496
-200,1030,-200,6.8,848,77,734,71,1691,1048,21.8,74.1,1915
3.4,1468,-200,15.2,1155,319,565,89,1738,1293,24.5,57.5,17433
1.2,929,-200,6,811,57,862,67,1541,642,35.5,29.8,17004
-200,1250,-200,10.7,1003,-200,647,-200,1638,1217,23.5,54.5,15553
-200,1527,-200,24.6,1419,-200,476,-200,1966,1507,28.7,37.3,14486
1.6,1007,-200,5.7,798,253,793,155,942,867,9.3,34.6,0.405
0.5,809,-200,3.2,666,38,1093,55,1455,714,21.8,47.3,12189
-200,912,-200,5.6,795,-200,1042,-200,1564,827,20.1,53.1,12342
1.8,1174,-200,11.1,1018,341,688,169,1210,1149,7.2,49.8,0.5061
4.5,1501,-200,22.6,1367,766,465,174,1558,1856,7.2,62.2,0.6351
2.4,1120,-200,11.9,1045,264,752,122,1563,975,31.8,27.4,12673
1.4,1007,-200,7,857,301,1699,96,1248,921,8.7,80.8,0.9096
-200,844,-200,3.6,689,-200,1040,-200,867,545,12.1,31.1,0.4383
-200,1125,-200,16.6,1199,171,601,97,1850,1304,21.6,40.9,10468
3.3,1507,-200,15.7,1170,574,488,224,1392,1999,11,51.4,0.6725
1.9,1054,-200,5.6,791,253,830,126,967,1131,4.3,55.3,0.465
-200,1097,-200,6.5,833,-200,853,-200,1470,1015,24.8,48.2,14883
2.7,1189,-200,12.7,1075,429,614,108,1652,1222,18.2,74,15343
3.3,1383,-200,20.6,1314,524,785,188,1538,1793,16.7,47.3,0.8883
-200,1008,-200,11.6,1037,-200,697,-200,1587,803,33.7,25.1,12915
-200,974,-200,8.5,919,-200,976,-200,1638,909,20.6,49.2,11754
0.9,1326,-200,13.1,1087,-200,571,-200,1333,1398,6.7,78.7,0.7779
1.5,1040,-200,8.6,923,165,769,69,1640,1049,22.1,66.5,17441
3.4,1238,-200,16.7,1202,475,748,138,1382,1429,7.3,61.4,0.6306
1,918,-200,4.6,742,-200,905,-200,1386,720,19.9,68.4,15673
2.4,1104,-200,13.5,1099,290,698,129,1483,1147,26.4,28.5,0.9658
1.3,989,-200,4.4,731,226,815,149,936,1018,1,67.7,0.4523
2.2,1139,-200,7.5,879,372,753,141,1092,1201,6.6,56.6,0.5528
1,812,-200,2.9,646,156,1045,110,731,421,3.7,35,0.2823
-200,1022,-200,8,898,-200,746,-200,1414,955,14.9,74.7,12564
4.8,1335,-200,27.7,1496,300,562,125,2385,1598,21.9,49.9,12957
1.7,1058,-200,8,898,-200,749,-200,1470,977,26.3,38.3,12932
2.4,1392,-200,16.9,1206,650,521,164,1347,2199,8.5,57.8,0.6432
2.1,1222,-200,15.4,1161,173,661,122,1827,1593,30.2,30.9,13026
1.1,869,-200,3.8,702,159,1019,103,891,842,11.9,32.4,0.4489
1.2,895,-200,6.8,846,41,819,60,1371,787,26.6,30.6,10459
-200,820,-200,1.1,506,-200,1221,-200,871,466,8.1,47.8,0.5157
-200,817,-200,2.2,602,-200,1120,-200,1227,470,16,69.5,12549
0.1,909,-200,2.5,622,130,1046,89,992,730,5.6,69.5,0.6362
1.2,975,-200,3.3,670,129,943,105,910,616,6.9,48.7,0.4874
0.4,817,-200,0.7,462,89,1378,66,732,308,2.5,52.7,0.3908
1.1,-200,-200,-200,-200,145,-200,110,-200,-200,-200,-200,-200
1,957,-200,2.8,641,95,1013,70,940,784,4.2,77,0.6439
2.3,1130,-200,8.1,902,280,715,86,1289,1117,9.8,81.4,0.9855
1.9,-200,-200,-200,-200,349,-200,130,-200,-200,-200,-200,-200
0.3,718,-200,0.9,486,32,1531,14,1072,398,15.4,53.7,0.9295
0.4,804,-200,2.8,636,21,1185,36,1321,424,31.8,22.3,10366
4,1542,-200,15.4,1161,464,531,181,1435,1972,11.4,67.9,0.9119
1,919,-200,5.9,807,48,967,66,1598,775,22,52.8,13752
4.4,1261,-200,25.7,1446,358,528,154,2061,1346,30,28.5,11896
0.7,798,-200,2.5,619,41,1204,14,1138,500,15.7,51.1,0.9056
5.6,-200,-200,-200,-200,521,-200,157,-200,-200,-200,-200,-200
1.1,980,-200,5.6,793,32,858,43,1549,654,37.7,27.7,1778
1,1012,-200,6.3,824,31,803,39,1612,710,31,42.9,18909
6.7,1432,-200,36.9,1706,702,488,204,2098,1842,24.7,27.9,0.8559
5,1493,-200,21.5,1337,712,466,180,1638,1742,8.8,74.6,0.8434
1,931,-200,3.4,679,151,947,66,1138,867,10.5,77.8,0.9839
1.4,1072,-200,6.8,850,70,737,65,1604,702,29.8,43.4,17988
3.8,1432,-200,16.5,1195,625,509,180,1513,1651,13.3,56.2,0.8548
1.8,1011,-200,9.1,945,134,733,102,1570,1034,29.9,30.5,12616
-200,1045,-200,9.6,964,-200,666,-200,1554,1140,26.4,44,14919
1,915,-200,7.5,877,92,897,69,1651,937,19.9,51.8,11911
5.1,1424,-200,22.4,1361,589,484,137,1983,1346,20.2,82.2,19184
1.6,1030,-200,7.9,897,71,733,73,1592,668,35.3,29.4,16577
0.5,795,-200,1,504,94,1258,79,840,682,2.6,58.6,0.4385
-200,926,-200,7.3,869,101,925,99,1470,655,32.8,22.2,10835
3.9,1328,-200,20.1,1300,654,499,301,1405,1672,4.4,61.1,0.5176
1.4,936,-200,6.7,844,186,978,96,1365,776,22.1,43.5,11443
2.8,1240,-200,15.6,1168,308,582,86,1714,1235,20.5,63,15043
4,-200,-200,-200,-200,820,-200,169,-200,-200,-200,-200,-200
5.6,1629,-200,26.5,1466,540,458,169,2130,1703,25.8,46.9,15375
2.4,-200,-200,-200,-200,169,-200,69,-200,-200,-200,-200,-200
1.4,1080,-200,7.8,891,175,732,59,1477,1001,19.1,70,15366
2.8,1270,-200,13.4,1098,558,572,123,1420,1463,10,83.6,10235
2,1109,-200,9.3,951,210,664,77,1570,1076,20.8,71.7,17415
1.7,-200,-200,-200,-200,242,-200,96,-200,-200,-200,-200,-200
1.5,975,-200,7.7,887,85,829,86,1478,737,32.3,27.2,12933
-200,1056,-200,7.8,893,-200,733,-200,1743,1132,25,57,17792
2.3,-200,-200,-200,-200,128,-200,116,-200,-200,-200,-200,-200
5.3,1567,-200,23.5,1392,764,470,126,1821,1637,13.3,75.8,11506
1.6,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
2.2,1278,-200,12.6,1070,256,557,142,1479,1110,16.6,52.4,0.981
1.7,971,-200,4.6,741,231,901,145,864,771,2.9,42.8,0.3276
1.2,972,-200,8.1,902,59,933,67,1647,878,24.9,41.2,12809
1,966,-200,6.2,820,56,913,60,1634,807,24.7,47.6,14597
1.7,1011,-200,5.4,782,225,846,113,992,1019,6.8,48.6,0.4822
1.5,1034,-200,6.8,850,84,831,88,1643,803,27.3,44.1,15751
1.3,1041,-200,4.3,729,164,819,98,1130,972,10,70.9,0.8706
1,950,-200,5.4,783,52,914,62,1443,525,38,24,15686
-200,905,-200,5.1,766,-200,842,-200,1438,818,22.9,56.2,15522
-200,1298,-200,26.8,1473,-200,514,-200,1884,1447,14.4,65.8,10773
0.5,951,-200,5.1,769,236,856,147,1000,735,3.4,62.7,0.4943
1.1,903,-200,5.8,805,49,886,64,1361,581,33.4,22.5,11398
1.6,1029,-200,8.3,913,-200,787,-200,1373,607,38.3,19.3,12736
2,1104,-200,14.3,1125,165,697,80,1815,1179,21.6,44.1,11269
3.5,980,-200,14.5,1132,460,742,151,1102,1125,12.8,21.7,0.3182
0.4,802,-200,1.7,559,-200,1232,-200,1414,478,25,56,17428
0.7,890,-200,4.3,727,151,917,50,1290,833,16.9,70.5,13504
3.7,1348,-200,23.8,1398,515,505,101,1847,1444,20.3,58.4,13745
2,1094,-200,10,979,142,717,119,1633,1192,33.3,28.2,14189
1.4,1058,-200,7.4,875,151,756,70,1421,877,24.8,47.9,14819
1.1,1000,-200,5.9,807,95,811,52,1376,825,25.3,46.7,14874
-200,1077,-200,11.3,1025,-200,629,-200,1677,772,28.4,38.4,14616
1,1398,-200,15,1149,461,535,192,1417,1699,15,50.2,0.8495
1.2,900,-200,3.8,701,117,1955,76,1127,749,9.1,80,0.9299
0.8,882,-200,4,713,71,978,57,1343,731,22.8,53,14577
1.3,942,-200,3.6,688,161,897,115,947,882,3.8,66.2,0.5359
0.7,797,-200,2.1,593,146,1212,72,984,494,10.8,49.7,0.6429
0.9,932,-200,2.8,642,-200,950,-200,871,1014,3.3,56.1,0.4379
0.8,792,-200,2,583,105,1972,66,946,517,12.3,48.7,0.6931
2,1021,-200,10.8,1009,137,771,87,1545,769,29.8,28.5,11809
1.9,922,-200,11.8,1042,152,887,132,1744,832,31.3,24.1,10816
-200,887,-200,4.7,748,36,1141,34,1560,596,29.6,33.4,13581
3.8,1347,-200,17.1,1212,750,527,179,1443,1568,9.3,67.1,0.7849
0.3,805,-200,0.5,437,28,1491,28,738,296,6.9,39.8,0.3966
2.1,1165,-200,9.4,957,308,661,86,1452,979,14.1,84.1,13461
2.7,1292,-200,14.7,1141,490,556,146,1498,1582,14.6,63.7,10508
0.5,824,-200,3.8,698,-200,1107,-200,1517,733,22,50.5,13199
3,1360,-200,23.5,1392,896,490,235,1458,1863,7.8,49,0.5191
-200,871,-200,2.6,628,-200,1118,-200,1228,557,16.5,68.5,12753
1.1,911,-200,4.2,719,-200,947,-200,1170,839,11.6,73.4,0.999
-200,1313,-200,17.7,1231,-200,626,-200,1889,1455,23,60.2,16652
2.6,1200,-200,14.3,1126,141,664,120,1979,1198,31.9,38.4,17897
2.3,1142,-200,12.7,1073,275,671,143,1635,987,29.2,37.9,15116
4.3,1173,-200,20.9,1322,490,633,158,1679,1365,20.8,32.5,0.7873
7,1757,-200,35.7,1680,669,396,117,2280,1959,23.2,54.7,15296
0.5,919,-200,3.9,704,-200,861,-200,1603,860,24.4,65,19612
1.1,892,-200,3.3,668,180,1017,121,872,632,10.3,35,0.4377
0.5,823,-200,2.7,631,69,1090,47,1304,671,20.2,60.8,14243
1.7,1121,-200,7.4,873,317,697,195,1206,1000,6.7,76.2,0.7519
1.1,902,-200,2.4,613,130,1049,110,777,566,4.8,38,0.33
3.3,1247,-200,16.9,1206,313,600,148,1785,1233,26.2,48.7,16256
1.3,1038,-200,5.2,773,67,749,61,1568,687,27.5,50.4,18274
2.1,-200,-200,-200,-200,215,-200,148,-200,-200,-200,-200,-200
2.2,1036,-200,9.7,965,342,854,91,1544,987,19.7,57.8,13112
-200,1247,-200,14.3,1127,127,664,135,1761,1366,30.2,30.8,13008
1.1,1023,-200,2.5,623,120,916,97,976,571,9.1,56.2,0.6515
2.3,1202,-200,12.3,1058,416,647,82,1623,1152,20,69.6,1607
0.5,836,-200,1.2,520,86,1296,67,832,479,7,47.2,0.4745
0.7,851,-200,3,655,52,1051,43,1301,625,21.4,57.6,14469
-200,1070,-200,17.3,1218,182,704,166,1697,1108,34.4,16.4,0.8761
0.8,802,-200,3.5,680,105,1091,73,1137,756,15.3,51.9,0.8982
0.9,960,-200,5.8,804,198,802,49,1435,886,18.7,74.4,15861
2.8,1144,-200,13.2,1091,436,671,171,1295,1388,11.8,44.3,0.6121
4.9,1516,-200,24.8,1423,774,455,151,1881,1688,16.7,67.3,12707
3.7,1489,-200,16.4,1193,670,497,148,1475,1776,8.6,69,0.7732
1.7,1055,-200,9,941,100,844,110,1648,932,35.2,24.8,13854
2.1,1210,-200,14,1118,144,658,130,1742,1422,40.1,19,13849
0.7,813,-200,2.9,645,42,990,49,1530,802,21.9,67.1,17414
1.6,1053,-200,5.6,795,179,786,110,1039,1143,6.8,56.4,0.5609
3.9,1094,-200,13.6,1105,483,708,178,1086,1274,6.4,36.5,0.3519
-200,1100,-200,6.4,832,85,767,97,1695,934,28.7,51.4,19871
2.1,1114,-200,8,899,245,710,119,1279,948,13.3,63.6,0.9661
0.8,916,-200,4.7,748,40,878,49,1559,742,23.7,54.6,15823
3.4,1275,-200,16.4,1193,587,596,140,1389,1393,6.4,65.6,0.6348
1.3,926,-200,7.3,868,80,1048,75,1599,687,27.6,35.1,12764
-200,1227,-200,12.2,1055,-200,705,-200,1772,1360,23,64.8,1802
1.3,927,-200,6.3,826,173,1021,94,1331,734,22.1,42.8,11265
3.5,1200,-200,19.1,1270,239,654,176,1906,1264,33.6,22.9,11747
0.7,949,-200,1.6,552,98,1035,81,919,531,8.8,50.7,0.5752
-200,1175,-200,12.9,1080,-200,591,-200,1931,1102,27.9,54.9,20353
0.7,828,-200,3.1,660,156,1078,85,881,781,2.2,60.1,0.4361
1.2,929,-200,7.3,869,80,942,89,1454,624,35.3,17,0.9561
0.3,781,-200,0.3,409,25,1664,25,669,252,3.6,50.3,0.4022
4.4,1406,-200,27.2,1483,581,478,139,1767,1708,7.6,70.6,0.7371
-200,1473,-200,26.3,1463,683,462,143,1948,1605,20.6,56,13467
-200,836,-200,2.9,647,65,985,37,1271,777,16.4,74.4,13779
-200,935,-200,6.4,832,81,809,77,1566,778,25.7,46.8,1523
-200,926,-200,6.9,853,94,894,90,1478,651,31.1,26.2,11619
2.7,1184,-200,9.4,954,416,701,124,1313,1133,12.1,64.8,0.9135
1.7,1102,-200,6.4,829,217,773,120,1015,1274,7.3,52.8,0.5419
3.6,1137,-200,16.7,1200,321,648,135,1821,1489,21.7,42.4,10859
1.4,960,-200,6.6,838,219,797,97,1189,996,9.2,73.9,0.8616
3.2,1285,-200,18.4,1252,364,581,134,1866,1293,26.6,44.3,15229
2.3,1078,-200,14.1,1121,149,818,119,1806,963,35.9,20.8,12103
1,870,-200,1.6,550,68,1126,45,1078,515,15.4,55.9,0.9722
6.3,1738,-200,38.3,1735,1301,365,240,1917,2434,8.9,53.4,0.6117
1,-200,-200,-200,-200,107,-200,85,-200,-200,-200,-200,-200
0.7,992,-200,7.2,867,256,876,133,997,1196,6.1,45.2,0.4295
3.1,1287,-200,17.3,1218,758,580,190,1580,1304,9.2,81.7,0.9506
1,926,-200,4.3,727,119,925,65,1326,729,19.9,64.9,14905
-200,889,-200,3.2,665,-200,943,-200,1310,805,19.8,65.1,1.49
0.8,854,-200,1.8,572,95,1070,88,788,793,1.2,51.9,0.3515
0.4,839,-200,3,652,34,1075,49,1405,671,22.5,43.2,11589
3.7,1370,-200,22.8,1372,404,485,124,1945,1400,20.8,64.7,15692
0.8,962,-200,4.7,747,-200,813,-200,1431,913,23,52.7,14568
2.3,1143,-200,7.6,882,289,738,86,1260,1069,10.8,77.5,10027
1.9,1049,-200,8,898,153,858,113,1671,921,29.9,33.2,13793
-200,939,-200,8.5,918,80,805,96,1472,923,26.3,29,0.9807
0.3,932,-200,2.9,645,142,916,105,882,1006,1.2,63.7,0.4327
4,1195,-200,24.8,1424,260,609,119,2244,1489,23.7,39.9,11508
2.1,1032,-200,11.7,1039,231,761,118,1455,1071,24.8,33.7,10377
2.5,1162,-200,15.1,1151,116,687,115,1912,1143,31.9,30.6,14201
1.3,1034,-200,6,812,70,866,82,1563,660,32.3,33.4,1.59
1.6,981,-200,6.2,820,265,807,168,876,784,12.2,21.4,0.3033
-200,1393,-200,21.6,1340,-200,529,-200,2080,1500,23.2,68.4,19243
0.3,902,-200,4.2,721,203,924,133,900,666,5.7,43.1,0.3984
3.8,1316,-200,19.9,1293,562,538,144,1682,1559,19.4,49.8,11095
0.6,840,-200,1.4,534,47,1268,38,1109,483,13.6,75.5,1172
-200,1332,-200,10.5,997,345,601,130,1304,1783,9.1,68.7,0.7925
2.3,1142,-200,11.6,1035,100,746,112,1611,1062,27.9,27.6,10252
-200,1409,-200,20.9,1322,-200,562,-200,2004,1601,26.5,50.2,1713
-200,893,-200,4.6,741,31,1056,36,1664,743,18.9,79,1704
0.7,838,-200,2.5,620,62,1292,74,1325,502,21.7,38.3,0.9842
0.4,759,-200,1.8,566,-200,1175,-200,1267,503,24.8,39.8,12231
-200,947,-200,4.8,751,-200,922,-200,1358,595,36.5,20.8,12446
-200,759,-200,0.2,399,19,1696,19,749,288,4.3,51.6,0.4323
-200,1076,-200,9.3,951,112,730,109,1675,704,36.5,28.7,17256
2.5,1206,-200,12,1049,345,634,90,1484,1128,19.5,58.9,13195
1.6,990,-200,7.6,881,133,985,81,1685,874,22.4,47.9,12817
4.3,1407,-200,22,1351,729,516,254,1557,1751,12.4,56.8,0.8141
0.6,857,-200,2.3,604,126,1126,63,1091,740,12.4,68.3,0.9801
0.6,710,-200,1.2,523,112,1479,62,827,350,12.4,31.3,0.45
1.9,1180,-200,7.5,877,242,680,128,1297,1131,14,60.4,0.9622
1.7,1144,-200,8.3,913,89,715,68,1782,972,35.1,38.1,21144
3.5,1350,-200,20.1,1299,602,518,132,1784,1560,20.1,62,14409
5,1600,-200,27.5,1492,486,432,107,2160,1665,24.7,58.7,18001
2,1093,-200,12.8,1076,353,871,131,1457,1125,30.3,23,0.977
-200,814,-200,2,587,81,1146,68,876,840,4.2,54.8,0.4571
-200,1189,-200,11,1014,-200,641,-200,1553,1249,22.7,55.8,15218
1.3,843,-200,6.4,830,89,995,72,1339,577,30.1,19.4,0.8157
2.2,1059,-200,12.3,1060,204,798,147,1638,1141,34.1,19.1,10048
1.7,955,-200,5.8,804,199,843,95,1017,1007,5.6,61.6,0.5656
4,1261,-200,14.8,1143,452,595,186,1208,1477,8.3,39.5,0.4318
2.9,-200,-200,-200,-200,254,-200,187,-200,-200,-200,-200,-200
1.9,1176,-200,10.4,993,206,659,91,1572,1178,20.3,66.4,15591
2.4,1117,-200,8.9,934,357,721,153,1075,1206,10.9,35.9,0.468
2.1,-200,-200,-200,-200,115,-200,91,-200,-200,-200,-200,-200
7.3,1587,-200,41.2,1795,738,425,148,2531,1820,19.6,60.7,13713
3,1190,-200,15.9,1177,168,695,128,1934,1046,30.3,30.8,13044
-200,930,-200,3.1,660,-200,925,-200,1321,838,20.9,62.2,15182
0.9,927,-200,3.3,671,135,2009,74,1098,792,8.9,79.2,0.9067
2.9,1306,-200,20.1,1299,199,519,95,2116,1602,24.5,48.3,14593
1,889,-200,3.1,661,140,1001,66,1115,735,12.9,64.7,0.9564
-200,835,-200,0.9,484,-200,1266,-200,961,432,10.7,62.5,0.802
0.5,877,-200,5.6,793,253,944,132,951,924,3.2,57,0.4434
3.4,1270,-200,14,1117,542,586,101,1528,1290,13.1,78.7,11817
1.3,865,-200,5.2,773,93,991,85,1414,653,21.3,38.7,0.9686
3.1,1326,-200,16.3,1190,624,531,127,1509,1391,8.2,74.9,0.8184
1.9,1058,-200,11,1016,209,673,101,1625,832,33.8,25.8,13338
1.8,1078,-200,10.9,1009,120,767,127,1730,787,37.8,22.7,14653
3.8,1478,-200,17.8,1234,852,470,138,1606,1551,8.7,79.4,0.8944
3.9,1505,-200,23.4,1388,422,516,146,1978,1503,25.8,44.8,14644
3.4,1305,-200,19.7,1287,464,525,124,1771,1437,26.2,43.5,14591
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1.5,952,-200,6.6,838,268,948,133,937,976,5.8,42.5,0.3937
1.5,1081,-200,9.3,950,186,876,114,1434,1138,26.2,35.7,11929
0.6,811,-200,1.7,559,71,1170,50,1085,558,13.7,64.4,10036
5,1517,-200,24,1403,827,451,198,1579,2195,11.1,51.4,0.679
-200,789,-200,2.2,596,62,1145,48,1161,698,14.6,62.1,10236
4.6,1446,-200,25.2,1434,442,522,190,2075,1619,31.6,34.8,15925
-200,987,-200,5.5,790,-200,838,-200,1608,830,25.4,52.7,16867
0.1,889,-200,3.8,698,27,1132,40,1234,437,40.2,12.3,0.8983
-200,994,-200,4.4,732,-200,852,-200,1400,882,19.8,67.1,15305
-200,1123,-200,14.1,1119,-200,648,-200,1593,1198,20.1,53.6,12477
